setattrs_latency_avg,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
357,7e-05,5.8e-05,6.1e-05,6.4e-05,6.6e-05,5.9e-05,5.8e-05,5.6e-05,6.2e-05,6e-05,5.7e-05,5.7e-05,4.6e-05,5.4e-05,5.5e-05,5.6e-05,5.7e-05,6.2e-05,5.8e-05,6.2e-05,6.4e-05,5.6e-05,5.3e-05,5.7e-05,6.6e-05,5.3e-05,5.7e-05,5.5e-05,6.3e-05,6e-05,5.5e-05,5.8e-05
358,5.4e-05,5.3e-05,5.4e-05,6.5e-05,5.9e-05,5.9e-05,5.1e-05,5e-05,6e-05,6e-05,5.8e-05,5.4e-05,5.7e-05,5.6e-05,6.3e-05,5.9e-05,6.2e-05,6.4e-05,6.9e-05,5.9e-05,6.3e-05,6.4e-05,5.7e-05,6.3e-05,6e-05,6.5e-05,6e-05,6.2e-05,5.5e-05,5.9e-05,5.9e-05,6.1e-05
359,6.8e-05,7.6e-05,6.8e-05,7.3e-05,7.2e-05,7.6e-05,7.3e-05,7.5e-05,6.8e-05,6.9e-05,6.7e-05,6.7e-05,6.1e-05,6.7e-05,6.1e-05,6.9e-05,4.8e-05,5.1e-05,5.4e-05,4.6e-05,5.5e-05,5.5e-05,5e-05,5.7e-05,6e-05,6.4e-05,6.3e-05,6.3e-05,6.2e-05,6.7e-05,6.7e-05,7.1e-05
360,5.3e-05,5.2e-05,4.9e-05,4.8e-05,4.7e-05,4.1e-05,5.2e-05,4.9e-05,5.2e-05,5.3e-05,5.7e-05,4.8e-05,5.4e-05,5.7e-05,5.3e-05,5.5e-05,7e-05,6.9e-05,7e-05,7.3e-05,7.4e-05,7e-05,7.3e-05,6.8e-05,5.9e-05,5.6e-05,5.5e-05,6.1e-05,6.1e-05,6.2e-05,4.9e-05,4.6e-05
361,5e-05,5.1e-05,5.3e-05,5.7e-05,5.8e-05,6e-05,5.5e-05,5.7e-05,6.2e-05,5.8e-05,5.5e-05,5.7e-05,5.6e-05,5.8e-05,5.2e-05,5.6e-05,5e-05,5.1e-05,5.5e-05,5.6e-05,5e-05,4.4e-05,5e-05,5.3e-05,5.7e-05,5.9e-05,5.2e-05,5.5e-05,6.4e-05,5.6e-05,4.7e-05,5e-05
362,5.9e-05,5.9e-05,6.1e-05,6e-05,6.2e-05,5.9e-05,6e-05,5.7e-05,7.2e-05,6.5e-05,6.6e-05,7.1e-05,7.2e-05,6.9e-05,6.7e-05,6.7e-05,5.8e-05,5.3e-05,5.4e-05,5.9e-05,6e-05,5.8e-05,5.7e-05,5.4e-05,6.4e-05,6.6e-05,6.8e-05,6.7e-05,7.2e-05,7.1e-05,6.5e-05,6.4e-05
363,5.9e-05,6e-05,6e-05,5.6e-05,6.3e-05,6.3e-05,5.6e-05,5.6e-05,5.7e-05,5.6e-05,5e-05,5.5e-05,4.9e-05,5.2e-05,5.1e-05,5.3e-05,6.3e-05,5.8e-05,6.2e-05,6.1e-05,6.5e-05,6.1e-05,6.3e-05,5.6e-05,5.3e-05,5e-05,5.2e-05,5.2e-05,4.6e-05,4.9e-05,5.2e-05,5.3e-05
364,6.1e-05,6.1e-05,5.8e-05,5.9e-05,6.6e-05,6.1e-05,6.1e-05,6e-05,7e-05,6.4e-05,5.9e-05,5.8e-05,5.9e-05,6.6e-05,7e-05,6.4e-05,5.7e-05,6.3e-05,6.4e-05,5.5e-05,5.6e-05,5.8e-05,6e-05,5.4e-05,7.4e-05,6.6e-05,6.3e-05,7.7e-05,6.7e-05,6.4e-05,6.4e-05,6.1e-05
365,6.9e-05,6.9e-05,6.5e-05,6.9e-05,7.8e-05,7.3e-05,6.9e-05,7e-05,7.1e-05,6.9e-05,7e-05,6.9e-05,7e-05,7.1e-05,6.9e-05,6.7e-05,5.8e-05,5.2e-05,6.2e-05,5.1e-05,5.8e-05,6.2e-05,5.8e-05,6.1e-05,6.3e-05,7.1e-05,6.6e-05,7.3e-05,7.6e-05,6.7e-05,7.6e-05,7.8e-05
366,6.4e-05,5.9e-05,5.8e-05,6.3e-05,6.2e-05,6.4e-05,6.4e-05,6.4e-05,5.4e-05,5.5e-05,5.4e-05,5.5e-05,6e-05,5.8e-05,5.7e-05,5.8e-05,7.7e-05,7.4e-05,6.7e-05,6.9e-05,6.7e-05,6.6e-05,7.1e-05,7.6e-05,6.5e-05,5.6e-05,5.6e-05,5.9e-05,5.8e-05,6.4e-05,5.7e-05,5.8e-05
367,5.7e-05,6.1e-05,5.8e-05,6.2e-05,6.3e-05,6.6e-05,6.2e-05,5.9e-05,5.7e-05,5.8e-05,6.1e-05,6.3e-05,6.3e-05,6.1e-05,5.7e-05,5.5e-05,6.2e-05,6.3e-05,5.8e-05,6.4e-05,6.6e-05,5.8e-05,5.8e-05,6.2e-05,6.5e-05,5.8e-05,5.7e-05,5.3e-05,6.1e-05,6.5e-05,5.5e-05,6e-05
368,5.4e-05,5.9e-05,5.9e-05,5.6e-05,6e-05,5.5e-05,5.9e-05,5.9e-05,5.9e-05,5.7e-05,5.8e-05,5.9e-05,5.4e-05,5.9e-05,5.9e-05,5.4e-05,6.2e-05,6.5e-05,6.1e-05,6.5e-05,5.8e-05,6e-05,7.2e-05,6.1e-05,5.5e-05,5.6e-05,5.8e-05,5.8e-05,5.5e-05,5.3e-05,5.5e-05,5.6e-05
369,5.9e-05,5.8e-05,6e-05,6e-05,6.4e-05,6e-05,5.7e-05,5.5e-05,7.2e-05,6.9e-05,6.3e-05,6.2e-05,5.6e-05,5.8e-05,6.5e-05,6.8e-05,5.5e-05,6.2e-05,6.1e-05,5.7e-05,6.1e-05,5.4e-05,5e-05,5.3e-05,6.9e-05,7.1e-05,7e-05,6.9e-05,6.4e-05,5.9e-05,6.5e-05,6.3e-05
370,6.2e-05,6.4e-05,6.4e-05,6.2e-05,7e-05,6.5e-05,6.8e-05,6.6e-05,6.2e-05,6.4e-05,5.4e-05,5.7e-05,6.3e-05,6.3e-05,6e-05,5.8e-05,6.4e-05,5.2e-05,5.5e-05,5.6e-05,5.8e-05,6e-05,6.1e-05,5.7e-05,6.2e-05,6.3e-05,6.2e-05,6.2e-05,6.1e-05,6.1e-05,5.6e-05,6.1e-05
371,6.4e-05,6e-05,5.9e-05,7e-05,6.2e-05,5.5e-05,6.2e-05,6.4e-05,6.8e-05,6.8e-05,5.8e-05,5.8e-05,6e-05,5.9e-05,5.8e-05,6e-05,6e-05,6.3e-05,6.1e-05,5.8e-05,7.2e-05,6.9e-05,6.1e-05,6.1e-05,6.6e-05,6.7e-05,6.1e-05,5.9e-05,6.3e-05,6.5e-05,6.4e-05,6.1e-05
372,5.4e-05,5.2e-05,5.3e-05,5.5e-05,5.7e-05,5.8e-05,5.6e-05,6e-05,5.8e-05,5.7e-05,6.4e-05,6.2e-05,6.7e-05,6.2e-05,5.7e-05,6.8e-05,7e-05,7.5e-05,7.1e-05,6.8e-05,5.9e-05,6.9e-05,6.4e-05,6.7e-05,6.3e-05,6.2e-05,5.6e-05,6.1e-05,6.4e-05,6.8e-05,6.3e-05,6.1e-05
373,6.3e-05,6.5e-05,6.3e-05,6.5e-05,6.8e-05,6.5e-05,6.3e-05,6.4e-05,6e-05,5.9e-05,6e-05,6.1e-05,5.7e-05,6e-05,6.1e-05,5.9e-05,6e-05,5.6e-05,5.6e-05,5.5e-05,5.9e-05,6.4e-05,6.6e-05,5.6e-05,5.8e-05,5.9e-05,5.7e-05,5.8e-05,6e-05,6e-05,6.1e-05,7e-05
374,5.5e-05,5.7e-05,5.1e-05,5.6e-05,5.4e-05,5.9e-05,4.8e-05,5.4e-05,5.8e-05,5.2e-05,6.1e-05,5.7e-05,5.7e-05,4.7e-05,6.1e-05,5.8e-05,6.5e-05,6.5e-05,6.6e-05,6.2e-05,6.6e-05,6.7e-05,6.6e-05,6.1e-05,4.8e-05,5.1e-05,6e-05,5.7e-05,4.7e-05,5.4e-05,5e-05,4.8e-05
375,7e-05,7.5e-05,6.5e-05,6.1e-05,6e-05,6.4e-05,6.2e-05,6.2e-05,7.5e-05,6.8e-05,6.5e-05,6.2e-05,7e-05,7.9e-05,7.5e-05,7e-05,5.5e-05,5.7e-05,5.7e-05,5.4e-05,5.2e-05,5.1e-05,5e-05,5.4e-05,7.3e-05,6.9e-05,7e-05,7.3e-05,7.6e-05,7.1e-05,7.5e-05,7.5e-05
376,5.9e-05,6.1e-05,6.4e-05,7.5e-05,6.2e-05,6.6e-05,6.8e-05,6.2e-05,5.6e-05,5.5e-05,5.6e-05,6e-05,5.6e-05,5.6e-05,5.5e-05,5.5e-05,6.3e-05,6.7e-05,6.6e-05,5.7e-05,6.8e-05,6.3e-05,6.1e-05,6.6e-05,6.1e-05,5.8e-05,5.9e-05,6.3e-05,6.3e-05,5.6e-05,6e-05,6.1e-05
377,5.7e-05,5.7e-05,5.4e-05,5.7e-05,5.4e-05,5.9e-05,5.8e-05,5.7e-05,5.9e-05,5e-05,5.8e-05,5.1e-05,5.4e-05,5.2e-05,5e-05,5.3e-05,5.8e-05,6.3e-05,6.3e-05,5.9e-05,6.2e-05,7e-05,5.8e-05,6.8e-05,5.4e-05,5.4e-05,4.9e-05,4.8e-05,5.6e-05,5.6e-05,5.5e-05,5.2e-05
378,5.6e-05,5.2e-05,5.5e-05,6.2e-05,6e-05,5.4e-05,6.5e-05,6.9e-05,7e-05,6.2e-05,6.5e-05,6.6e-05,6.1e-05,7.1e-05,6.6e-05,6.5e-05,6.6e-05,6e-05,6.1e-05,5.9e-05,5.9e-05,6.2e-05,5.6e-05,5.8e-05,6.4e-05,6.4e-05,6.7e-05,6.7e-05,7.2e-05,6.8e-05,6.2e-05,7.1e-05
379,6.2e-05,5.7e-05,6.2e-05,5.8e-05,6.1e-05,5.9e-05,6e-05,5.6e-05,5.3e-05,5.5e-05,5.5e-05,5.4e-05,5.2e-05,5.2e-05,5.8e-05,5.5e-05,6.8e-05,6.7e-05,6.4e-05,6e-05,5.2e-05,5.5e-05,6e-05,5.4e-05,4.6e-05,4.7e-05,4.9e-05,5.2e-05,5.5e-05,5.4e-05,5.4e-05,4.6e-05
380,6.4e-05,6.1e-05,6.4e-05,6.1e-05,6e-05,6e-05,5.4e-05,5.4e-05,7e-05,6.7e-05,6e-05,6.6e-05,5.7e-05,6.1e-05,6.2e-05,7.1e-05,6.5e-05,6.3e-05,6e-05,5.7e-05,6.3e-05,6.2e-05,5.7e-05,6.1e-05,6.2e-05,6.3e-05,6.3e-05,6.3e-05,6.2e-05,7.1e-05,6.6e-05,6.4e-05
381,6.3e-05,6.1e-05,5.9e-05,6.3e-05,6.3e-05,6.2e-05,6.2e-05,6.6e-05,6.7e-05,6.6e-05,6.2e-05,5.9e-05,6e-05,6.9e-05,7.6e-05,6.1e-05,5.1e-05,6e-05,5.6e-05,6.3e-05,6.3e-05,6.7e-05,6e-05,6.5e-05,6e-05,6.5e-05,6e-05,6.1e-05,6.5e-05,6.4e-05,6.2e-05,6.5e-05
382,6.1e-05,6.7e-05,5.4e-05,5.3e-05,6.5e-05,6e-05,5.9e-05,5.7e-05,6.7e-05,5.7e-05,6.2e-05,5.6e-05,6.2e-05,6.2e-05,5.8e-05,6.1e-05,6.7e-05,6.9e-05,7.2e-05,5.9e-05,6.1e-05,6e-05,6e-05,6.4e-05,6.3e-05,6.2e-05,5.6e-05,5.9e-05,5.7e-05,5.9e-05,5.7e-05,6.2e-05
383,6.3e-05,5.9e-05,5.9e-05,5.6e-05,4.8e-05,4.5e-05,5.8e-05,5.6e-05,5.6e-05,5e-05,6.2e-05,5.9e-05,5.9e-05,6e-05,5e-05,5.2e-05,5.6e-05,5.9e-05,5.8e-05,5.5e-05,6e-05,5.8e-05,5.8e-05,5.6e-05,6.6e-05,6.9e-05,5.7e-05,6e-05,6.5e-05,6.9e-05,6.3e-05,6.3e-05
384,6.9e-05,6.1e-05,7.1e-05,6.7e-05,6.9e-05,6.8e-05,6.8e-05,6.7e-05,6.5e-05,6.8e-05,7.3e-05,6.9e-05,6.4e-05,6.9e-05,7e-05,7.1e-05,5.8e-05,5.7e-05,5.4e-05,5.5e-05,5.5e-05,4.9e-05,5.3e-05,5.4e-05,5.6e-05,5.7e-05,6.2e-05,6.4e-05,6.2e-05,6.5e-05,6.7e-05,6.9e-05
385,5.8e-05,5.3e-05,5.9e-05,5.7e-05,5.9e-05,5.4e-05,5.6e-05,5.5e-05,4.8e-05,5.3e-05,5e-05,4.8e-05,4e-05,4.8e-05,4.8e-05,5.4e-05,7.4e-05,6.5e-05,6.8e-05,6.1e-05,6.3e-05,6.8e-05,6.3e-05,6.5e-05,4.6e-05,4.7e-05,5e-05,5e-05,4.7e-05,5e-05,4.4e-05,4.2e-05
386,8e-05,7.3e-05,7.2e-05,6.5e-05,7.6e-05,7.4e-05,6.1e-05,6.5e-05,7.8e-05,8.2e-05,6.6e-05,7.5e-05,7e-05,6.9e-05,7e-05,6.9e-05,5.4e-05,5.9e-05,5.1e-05,5.6e-05,5.6e-05,6e-05,5.5e-05,5.8e-05,7e-05,7e-05,7.3e-05,7e-05,6.6e-05,7.1e-05,7e-05,6.7e-05
387,6.1e-05,6.1e-05,5.8e-05,6e-05,6.3e-05,6.3e-05,6e-05,6.8e-05,6.4e-05,6.6e-05,6.6e-05,6.3e-05,6e-05,6.7e-05,7.4e-05,6.1e-05,6.2e-05,5.8e-05,6.5e-05,6.8e-05,6.9e-05,7.3e-05,6.6e-05,7.3e-05,6.3e-05,6.4e-05,6.5e-05,6.4e-05,6.5e-05,7e-05,6.6e-05,6.3e-05
388,5.2e-05,5.2e-05,5.3e-05,5.5e-05,5.9e-05,5.5e-05,5.9e-05,5.5e-05,4.5e-05,4.4e-05,4.9e-05,4.7e-05,4.8e-05,4.6e-05,4.1e-05,4.9e-05,5.8e-05,6.3e-05,6.3e-05,6.1e-05,6e-05,6.6e-05,5.7e-05,6.5e-05,5.2e-05,5e-05,4.6e-05,4.4e-05,4.9e-05,4.8e-05,4.7e-05,5.3e-05
389,6.6e-05,5.8e-05,5.9e-05,5.9e-05,5.6e-05,5.8e-05,6e-05,5.7e-05,5.3e-05,5.5e-05,6.3e-05,5.9e-05,6.3e-05,6.4e-05,6.2e-05,6.8e-05,5.5e-05,5.7e-05,5.9e-05,5.7e-05,5e-05,7e-05,5.7e-05,5.3e-05,5.6e-05,5e-05,6.5e-05,5.7e-05,6.1e-05,6.2e-05,5.9e-05,5.9e-05
390,5.3e-05,5.3e-05,6.5e-05,6.7e-05,6.2e-05,5.9e-05,5.7e-05,5.8e-05,6.2e-05,6.2e-05,5.9e-05,6.3e-05,6.1e-05,5.4e-05,6.1e-05,6.5e-05,5.9e-05,5.8e-05,6e-05,5.7e-05,5.7e-05,4.9e-05,5.4e-05,5.7e-05,6e-05,6.1e-05,6.3e-05,6.5e-05,6.4e-05,6.1e-05,6.4e-05,6.2e-05
391,6.1e-05,5.8e-05,6.8e-05,6.1e-05,6e-05,6.4e-05,5.6e-05,6.6e-05,6.2e-05,5.7e-05,5.1e-05,5.5e-05,5.5e-05,6.1e-05,6.4e-05,6.1e-05,6e-05,5.5e-05,5.9e-05,6e-05,6.1e-05,5.9e-05,6.1e-05,6.3e-05,5.3e-05,5.4e-05,5.5e-05,5.3e-05,5.6e-05,5.9e-05,5.3e-05,4.9e-05
392,6.6e-05,5.9e-05,5.3e-05,5.7e-05,6.4e-05,5.9e-05,6.1e-05,5.8e-05,6.4e-05,5.8e-05,5.7e-05,6e-05,6.1e-05,6.7e-05,6.1e-05,5.7e-05,5.8e-05,6.7e-05,5.6e-05,6.1e-05,6.2e-05,6.1e-05,6.3e-05,6.2e-05,6.9e-05,7.3e-05,7.4e-05,6.8e-05,5.8e-05,5.7e-05,5.8e-05,6.2e-05
393,5.9e-05,6.6e-05,6.3e-05,6.1e-05,6.6e-05,6.3e-05,6.6e-05,7.1e-05,5.8e-05,5.8e-05,5.7e-05,5.6e-05,5.8e-05,5.8e-05,5e-05,5.3e-05,6e-05,5.8e-05,6.2e-05,5.9e-05,6.7e-05,5.9e-05,6.1e-05,6.2e-05,5.2e-05,5.3e-05,4.3e-05,4.1e-05,5.3e-05,5.4e-05,5.4e-05,5.2e-05
394,5.7e-05,6.4e-05,6.3e-05,5.9e-05,5.4e-05,5.4e-05,6.2e-05,5.6e-05,6.8e-05,6.2e-05,6e-05,5.6e-05,6.2e-05,6.3e-05,5.8e-05,5.4e-05,5.8e-05,6.6e-05,6.9e-05,6.2e-05,6.5e-05,6.2e-05,5.9e-05,6.3e-05,6.6e-05,6.9e-05,6.8e-05,6.3e-05,6.6e-05,7e-05,6.7e-05,7e-05
395,6e-05,6.4e-05,5.9e-05,5.9e-05,6.1e-05,5.2e-05,6.5e-05,5.6e-05,5.8e-05,5.7e-05,6e-05,6.3e-05,6e-05,6e-05,6e-05,6.6e-05,6.5e-05,6.1e-05,6e-05,5.5e-05,5.2e-05,5.8e-05,5.5e-05,5.6e-05,5.3e-05,5.1e-05,5.7e-05,5.3e-05,5.9e-05,5.6e-05,5.6e-05,5.4e-05
396,5.7e-05,5.7e-05,6.4e-05,6.1e-05,6.7e-05,6.3e-05,6.1e-05,6.3e-05,6.3e-05,5.8e-05,6.9e-05,6.2e-05,5.8e-05,5.9e-05,6.5e-05,6.5e-05,5.6e-05,5.8e-05,6.2e-05,5.5e-05,5.5e-05,5.6e-05,5.4e-05,5.6e-05,6.1e-05,6.7e-05,6.5e-05,6.8e-05,6.7e-05,6.7e-05,7.5e-05,6.7e-05
397,6.9e-05,6.5e-05,6.5e-05,6.2e-05,6.3e-05,6.3e-05,6.3e-05,6.8e-05,6.4e-05,6.1e-05,6.1e-05,6e-05,6.5e-05,6.6e-05,6.5e-05,6.4e-05,5.7e-05,5.6e-05,5.9e-05,5.4e-05,5.7e-05,5.9e-05,6.5e-05,5.8e-05,5.8e-05,6e-05,5.7e-05,5.7e-05,6.6e-05,6.8e-05,6.8e-05,6.2e-05
398,6.3e-05,6.4e-05,6.5e-05,6.5e-05,6.5e-05,6.2e-05,6.5e-05,6.6e-05,6.4e-05,6.8e-05,6.6e-05,6.7e-05,6.7e-05,7e-05,6.1e-05,6.6e-05,6.6e-05,6.7e-05,6.8e-05,6.4e-05,6.6e-05,6.7e-05,6.3e-05,6.6e-05,5.9e-05,5.7e-05,6e-05,5.1e-05,6.3e-05,5.7e-05,5.6e-05,5.8e-05
399,5.8e-05,5.2e-05,5e-05,5.1e-05,7.3e-05,5.6e-05,5.7e-05,5e-05,5.7e-05,5.5e-05,5e-05,5.1e-05,5e-05,5.4e-05,5e-05,5.2e-05,6.5e-05,6.6e-05,7.3e-05,6.6e-05,5.9e-05,6.7e-05,6.2e-05,6.4e-05,6.6e-05,6.6e-05,5.4e-05,5.6e-05,5.9e-05,5.8e-05,5.7e-05,5.8e-05
400,6.3e-05,7.2e-05,6.2e-05,6.2e-05,7.4e-05,6.1e-05,6.3e-05,6.8e-05,5.9e-05,5.6e-05,5.9e-05,6.1e-05,6.1e-05,6e-05,5.5e-05,5.9e-05,5.1e-05,5.2e-05,5.2e-05,5.5e-05,4.9e-05,4.5e-05,5e-05,5.2e-05,5e-05,4.5e-05,5.4e-05,5.2e-05,5.4e-05,5.4e-05,4.8e-05,4.9e-05
401,5.6e-05,5.4e-05,5.5e-05,5.8e-05,4.9e-05,5.4e-05,5.2e-05,5.4e-05,5e-05,4.9e-05,6.2e-05,5.8e-05,5.2e-05,5.7e-05,5.8e-05,5.9e-05,6.5e-05,6.6e-05,6.2e-05,6.1e-05,6e-05,5.9e-05,6.6e-05,5.6e-05,5.5e-05,6e-05,6.4e-05,6.4e-05,6.3e-05,7.3e-05,6.1e-05,6.7e-05
402,6.3e-05,6.2e-05,6.6e-05,6.8e-05,6.2e-05,7e-05,6.3e-05,7.2e-05,6.4e-05,7e-05,7.2e-05,7e-05,7e-05,6.8e-05,7.2e-05,6.4e-05,5e-05,5.3e-05,5.3e-05,5.3e-05,5.9e-05,5.6e-05,5e-05,5.8e-05,6.4e-05,6e-05,6.5e-05,6.8e-05,6.7e-05,6.2e-05,6.8e-05,6.6e-05
403,5.6e-05,5.7e-05,5.3e-05,6e-05,6.3e-05,5.9e-05,6.2e-05,5.7e-05,5.9e-05,5.9e-05,5.9e-05,9.8e-05,5.5e-05,5.3e-05,5.1e-05,5.7e-05,6.5e-05,6.7e-05,6.6e-05,5.9e-05,7.2e-05,6.4e-05,6.4e-05,6.5e-05,6.1e-05,6.4e-05,6.1e-05,5.3e-05,6e-05,5.8e-05,5.5e-05,5.4e-05
404,6.8e-05,6.5e-05,5.9e-05,6e-05,6.6e-05,6.2e-05,6.8e-05,6.4e-05,6.5e-05,6e-05,6.5e-05,6.7e-05,6.8e-05,6.3e-05,6.8e-05,6.5e-05,5.5e-05,5.3e-05,5.9e-05,5.5e-05,5.6e-05,5.7e-05,5.7e-05,6.1e-05,6.2e-05,6.7e-05,6.8e-05,7.1e-05,6.5e-05,6.6e-05,6.7e-05,6.6e-05
405,6.9e-05,6.7e-05,7.4e-05,7.1e-05,7.1e-05,6.7e-05,8.1e-05,6.9e-05,6.5e-05,6.8e-05,6.5e-05,6.5e-05,6.9e-05,6.3e-05,6.5e-05,6.7e-05,6.8e-05,6.6e-05,5.9e-05,6.2e-05,5.9e-05,6e-05,6.5e-05,6.3e-05,5.9e-05,5.9e-05,5.7e-05,5.8e-05,6.4e-05,6.5e-05,6.4e-05,5.9e-05
406,5.5e-05,5.4e-05,4.9e-05,5.1e-05,4.8e-05,4.5e-05,4.7e-05,4.9e-05,5.2e-05,5.4e-05,5.3e-05,5.2e-05,4.9e-05,5.4e-05,5.4e-05,5.3e-05,7.2e-05,7.3e-05,7e-05,6.8e-05,6.9e-05,6.9e-05,7.7e-05,6.7e-05,5.6e-05,5.8e-05,5.5e-05,5.2e-05,5.9e-05,5.4e-05,5.9e-05,5.6e-05
407,5.8e-05,6.8e-05,6.3e-05,6.2e-05,6.4e-05,6.2e-05,6.7e-05,5.8e-05,6.1e-05,6.3e-05,6.6e-05,6.4e-05,6.4e-05,6.1e-05,6.4e-05,7.1e-05,5.5e-05,5.2e-05,4.9e-05,5e-05,5.4e-05,5e-05,5.3e-05,5.3e-05,6.2e-05,5.8e-05,6.8e-05,6.1e-05,6.3e-05,6.7e-05,6.4e-05,5.9e-05
408,6.6e-05,5.9e-05,6.3e-05,6.3e-05,6e-05,6.6e-05,7.1e-05,6.9e-05,6.3e-05,5.9e-05,6.6e-05,6.8e-05,6.5e-05,6.2e-05,6.1e-05,6.2e-05,6.4e-05,5.7e-05,6.2e-05,5.9e-05,6.1e-05,6.5e-05,5.8e-05,6e-05,6.4e-05,7.2e-05,7e-05,6.9e-05,6.9e-05,6.8e-05,6.5e-05,6.8e-05
409,6.2e-05,6.2e-05,6.1e-05,6.9e-05,6.1e-05,6.5e-05,6.8e-05,7.2e-05,6.1e-05,6.5e-05,5.3e-05,6e-05,6.2e-05,5.7e-05,5.4e-05,6.5e-05,6.8e-05,7e-05,6.4e-05,6.3e-05,6e-05,6.7e-05,5.7e-05,6.1e-05,5.3e-05,5.5e-05,5.2e-05,5.4e-05,5.4e-05,5.9e-05,4.9e-05,5.8e-05
410,5.3e-05,5.4e-05,5.7e-05,5.4e-05,5.8e-05,5.9e-05,5.4e-05,5.7e-05,7e-05,6.5e-05,6e-05,5.8e-05,6.4e-05,5.7e-05,6.1e-05,6.1e-05,6.8e-05,7e-05,6e-05,6.4e-05,7.1e-05,6.3e-05,6.4e-05,6.3e-05,6.4e-05,6.6e-05,6.5e-05,6.9e-05,6.2e-05,5.9e-05,5.8e-05,5.6e-05
411,6.4e-05,5.9e-05,5.8e-05,6.3e-05,7.1e-05,6.6e-05,7.2e-05,5.6e-05,6.2e-05,5.5e-05,6.1e-05,6e-05,6e-05,6.2e-05,5.6e-05,5.6e-05,5e-05,5e-05,5.2e-05,4.9e-05,5.5e-05,5.4e-05,5.3e-05,5.3e-05,4.9e-05,4.8e-05,4.9e-05,4.8e-05,5.2e-05,5.1e-05,5.5e-05,5.1e-05
412,6.3e-05,5.9e-05,6.1e-05,5.8e-05,4.7e-05,5e-05,5.4e-05,5.3e-05,6.3e-05,6.2e-05,5.2e-05,6.1e-05,5.6e-05,5.6e-05,6.4e-05,6.1e-05,5.7e-05,5.9e-05,6e-05,6e-05,5.7e-05,6.1e-05,5.7e-05,5.9e-05,6.2e-05,6.1e-05,6.2e-05,5.5e-05,6.2e-05,6.5e-05,5.9e-05,6e-05
413,8.9e-05,7e-05,6.2e-05,7.2e-05,7.1e-05,6.3e-05,5.9e-05,6.3e-05,6.9e-05,6.3e-05,7.3e-05,7e-05,6.8e-05,6.5e-05,7.1e-05,6.9e-05,5.9e-05,5.7e-05,5e-05,5.5e-05,5.5e-05,5.1e-05,6.1e-05,5.7e-05,6e-05,6.8e-05,6.8e-05,6.9e-05,6.3e-05,6.9e-05,6.8e-05,6.7e-05
414,5.7e-05,5.7e-05,5.7e-05,6.2e-05,6e-05,5.6e-05,6.9e-05,6.2e-05,5.7e-05,5.7e-05,6.2e-05,5.9e-05,5.9e-05,5.6e-05,5.4e-05,5.2e-05,6.8e-05,6.8e-05,6.9e-05,6.6e-05,6.6e-05,6.5e-05,6.7e-05,6.8e-05,5.9e-05,6.4e-05,6.1e-05,5.6e-05,6.4e-05,6.6e-05,5.9e-05,6.2e-05
415,5.8e-05,5.3e-05,5e-05,5.9e-05,5.4e-05,5.9e-05,5.6e-05,5.4e-05,5.8e-05,5.9e-05,5e-05,4.8e-05,5.4e-05,5.2e-05,5.1e-05,5.3e-05,6.1e-05,5.8e-05,6.4e-05,6e-05,5.6e-05,6.3e-05,5.9e-05,5.2e-05,5.3e-05,5.8e-05,5.5e-05,5.3e-05,5.3e-05,5.9e-05,4.6e-05,4.6e-05
416,6.1e-05,5.2e-05,5.8e-05,5.5e-05,5.4e-05,5.9e-05,5.9e-05,5.7e-05,6.3e-05,6.2e-05,6.3e-05,6.1e-05,6.3e-05,6e-05,6.2e-05,6.6e-05,5.4e-05,5.3e-05,5e-05,5.4e-05,4.5e-05,5.2e-05,5.6e-05,5e-05,5.9e-05,6.2e-05,5.9e-05,5.9e-05,5.7e-05,5.7e-05,6.1e-05,5.7e-05
