avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
120,6.2e-05,7.3e-05,4.3e-05,5.2e-05,4.6e-05,6.6e-05,5.7e-05,5.9e-05,4e-05,7.2e-05,4.4e-05,4.8e-05,4e-05,6.9e-05,5.4e-05,4.4e-05,4e-05,4.5e-05,3.7e-05,5.9e-05,7.1e-05,5.6e-05,4.9e-05,3.8e-05,4.6e-05,4.6e-05,8.1e-05,7.1e-05,7.2e-05,3.8e-05,6.7e-05,8e-05
121,4.7e-05,4.2e-05,4.7e-05,4.6e-05,7.1e-05,4.5e-05,4.4e-05,5.7e-05,6.8e-05,0.000169,6.4e-05,5.4e-05,8.7e-05,4.4e-05,8.8e-05,0.000173,4.2e-05,5.1e-05,4.3e-05,3.7e-05,4.5e-05,4.9e-05,4.5e-05,5.3e-05,4.6e-05,5e-05,5.7e-05,6.6e-05,5.9e-05,0.000157,6.5e-05,5.5e-05
122,3.7e-05,5.9e-05,4.9e-05,4.8e-05,8.3e-05,7.9e-05,8.3e-05,6.8e-05,5.4e-05,6.8e-05,8.6e-05,7.6e-05,5.4e-05,5.7e-05,8.3e-05,5.8e-05,8.9e-05,6.6e-05,5.1e-05,5.5e-05,3.7e-05,4e-05,5.4e-05,3.5e-05,4.6e-05,4.2e-05,4.4e-05,4.4e-05,4e-05,5.2e-05,3.8e-05,3.7e-05
123,4.8e-05,4e-05,7.5e-05,5.9e-05,9.6e-05,5.9e-05,7.4e-05,8.8e-05,3.4e-05,3.8e-05,5.4e-05,4.6e-05,9.8e-05,7.8e-05,3.3e-05,4.5e-05,6.2e-05,5.8e-05,5e-05,4.8e-05,3.4e-05,3.4e-05,4.3e-05,3.6e-05,6.8e-05,4.1e-05,4.9e-05,3.9e-05,7.8e-05,4.8e-05,4.1e-05,4e-05
124,6.3e-05,9.9e-05,3.8e-05,8.8e-05,7.8e-05,9.6e-05,5e-05,4.7e-05,5.4e-05,5.8e-05,5.4e-05,5.3e-05,5.1e-05,6.7e-05,4.9e-05,7.2e-05,3.8e-05,4.3e-05,7.9e-05,8e-05,4.1e-05,3.8e-05,5.4e-05,5.1e-05,6.3e-05,9.1e-05,5.5e-05,6.4e-05,0.000104,5.7e-05,5.2e-05,4.8e-05
125,9.6e-05,0.000128,4.6e-05,6.9e-05,6.1e-05,6.5e-05,4.9e-05,6e-05,5.8e-05,7.3e-05,6.5e-05,4.5e-05,4.8e-05,3.8e-05,4.5e-05,5e-05,4.3e-05,4.8e-05,5.4e-05,5.1e-05,9e-05,6.6e-05,0.000113,6.2e-05,5.4e-05,5.6e-05,4.4e-05,4.4e-05,5.8e-05,9e-05,4.3e-05,4.3e-05
126,5.8e-05,4.8e-05,5.4e-05,5.9e-05,4e-05,4.9e-05,4.7e-05,6e-05,4.2e-05,6e-05,5e-05,4.9e-05,6.5e-05,5.1e-05,7.3e-05,9.3e-05,4.6e-05,4.2e-05,4.8e-05,4.6e-05,0.000117,0.000148,4.8e-05,9.7e-05,4.3e-05,4.3e-05,9.1e-05,0.000101,4.2e-05,0.000246,6.1e-05,9e-05
127,4.7e-05,4.8e-05,4.1e-05,4.7e-05,4.4e-05,7.5e-05,4.5e-05,4.2e-05,8.3e-05,6.4e-05,7.7e-05,7.5e-05,6.7e-05,5.1e-05,8.4e-05,0.000147,5.3e-05,6.3e-05,5.8e-05,5.1e-05,4.4e-05,5e-05,4.8e-05,3.9e-05,4.9e-05,5.2e-05,5.3e-05,3.8e-05,4.8e-05,4e-05,5.6e-05,5.1e-05
128,4.4e-05,5.2e-05,8.1e-05,6.4e-05,0.000121,0.000112,8.4e-05,7.6e-05,4.9e-05,5e-05,4.5e-05,5.9e-05,4.6e-05,4.3e-05,4e-05,4.4e-05,7.9e-05,0.000113,3.9e-05,3.8e-05,3.6e-05,4.1e-05,4.1e-05,3.8e-05,4.2e-05,4.1e-05,4.4e-05,5.2e-05,4.8e-05,3.8e-05,4.7e-05,4.7e-05
129,4.1e-05,5.1e-05,7.5e-05,6.2e-05,7.3e-05,6.7e-05,5.6e-05,7.5e-05,3.6e-05,4.3e-05,6.4e-05,4.9e-05,7e-05,5.2e-05,3.8e-05,3.4e-05,4.7e-05,4.9e-05,4.3e-05,4.9e-05,4.9e-05,4.5e-05,4.2e-05,5.2e-05,4.6e-05,5.9e-05,4.8e-05,3.2e-05,4.9e-05,4.8e-05,3.9e-05,4.4e-05
130,5.5e-05,9.7e-05,5.4e-05,4.9e-05,4.4e-05,4.9e-05,4.8e-05,4e-05,3.7e-05,4.1e-05,4.7e-05,4.2e-05,6.4e-05,6.8e-05,5.2e-05,4.5e-05,5.9e-05,3.9e-05,6.1e-05,4.8e-05,4.3e-05,4.4e-05,4.7e-05,5.5e-05,5.8e-05,0.000105,4.6e-05,4.8e-05,7.1e-05,7.1e-05,4.5e-05,5.1e-05
131,6.7e-05,6e-05,5.4e-05,3.9e-05,4.2e-05,6.5e-05,4.5e-05,5.9e-05,4.3e-05,4.5e-05,4.4e-05,6e-05,4.9e-05,4.7e-05,6.8e-05,5.5e-05,5e-05,7e-05,5.4e-05,5.6e-05,6.8e-05,8.7e-05,7.3e-05,5.7e-05,3.9e-05,3.9e-05,4.5e-05,4.8e-05,4.4e-05,5.7e-05,7.4e-05,5.5e-05
132,4.2e-05,5.3e-05,4.7e-05,4.3e-05,4.5e-05,4.2e-05,3.3e-05,5e-05,4.4e-05,4.4e-05,4.7e-05,4.4e-05,5.4e-05,4.8e-05,9.2e-05,0.000115,5e-05,5.4e-05,4.9e-05,5.5e-05,7.5e-05,8.7e-05,5.9e-05,8.9e-05,4.3e-05,4.5e-05,7.4e-05,0.000107,0.000109,7.8e-05,7.9e-05,9.1e-05
133,4.2e-05,7.3e-05,4.5e-05,3.7e-05,6.8e-05,5.1e-05,5.9e-05,3.7e-05,8.3e-05,0.000109,9.6e-05,8.5e-05,4.9e-05,4.6e-05,5.7e-05,5.5e-05,6.1e-05,4.9e-05,5.1e-05,3.4e-05,3.7e-05,4.3e-05,4e-05,3.5e-05,5e-05,3.8e-05,4.6e-05,7.5e-05,4.9e-05,5e-05,9e-05,5.7e-05
134,4.7e-05,4.4e-05,0.000116,0.000126,7.5e-05,8.4e-05,8.6e-05,0.000221,4.7e-05,6.5e-05,4.9e-05,4.3e-05,4.8e-05,4.9e-05,4.8e-05,4.2e-05,7.6e-05,7.5e-05,4.4e-05,3.9e-05,5.6e-05,4.1e-05,3.8e-05,4e-05,8.4e-05,8.9e-05,4.7e-05,5.1e-05,4.5e-05,4.1e-05,3.7e-05,3.9e-05
135,5.1e-05,5.7e-05,5.4e-05,4.7e-05,7.9e-05,4.9e-05,4.8e-05,4.4e-05,4.2e-05,4e-05,4.7e-05,4.6e-05,7.9e-05,8.3e-05,0.000184,5.2e-05,5.5e-05,7.9e-05,6.1e-05,6.1e-05,4.7e-05,4.2e-05,3.5e-05,4.2e-05,6.9e-05,7.8e-05,7.2e-05,4.8e-05,5e-05,5.7e-05,3.8e-05,4e-05
136,5.7e-05,6.5e-05,5.1e-05,4.5e-05,4.6e-05,6.8e-05,6e-05,4.5e-05,5.7e-05,5.5e-05,5.6e-05,4.6e-05,5.9e-05,6.7e-05,4.7e-05,4.7e-05,5.4e-05,6.1e-05,5.1e-05,5.9e-05,5.2e-05,4.8e-05,5.1e-05,5.3e-05,5e-05,8.6e-05,4.5e-05,5.8e-05,8.1e-05,5e-05,6.8e-05,5.7e-05
137,4.5e-05,5.3e-05,7.8e-05,4.8e-05,4.1e-05,5.4e-05,4.7e-05,4.6e-05,5.3e-05,5.2e-05,7.7e-05,5.6e-05,4.3e-05,5.2e-05,4.6e-05,4.4e-05,3.3e-05,4.2e-05,4e-05,7.7e-05,8.1e-05,5.8e-05,6.6e-05,8.1e-05,7.4e-05,5.2e-05,4.4e-05,4.8e-05,4.3e-05,4.5e-05,4.2e-05,4.4e-05
138,4.8e-05,4e-05,3.8e-05,4.4e-05,4.3e-05,4.6e-05,4.3e-05,5.8e-05,4.2e-05,5.5e-05,5.3e-05,5.2e-05,5.1e-05,6.2e-05,0.000241,6.9e-05,4.8e-05,6.7e-05,4.7e-05,5.2e-05,8.4e-05,8.4e-05,6.6e-05,4.1e-05,4.1e-05,4.9e-05,8e-05,7.8e-05,5.1e-05,4.2e-05,7.7e-05,0.000212
139,4.2e-05,4.3e-05,5e-05,3.8e-05,4e-05,4.3e-05,4.9e-05,3.9e-05,8.1e-05,0.000174,9.6e-05,0.000856,3.7e-05,4.9e-05,3.6e-05,4.6e-05,8.2e-05,5.5e-05,4.2e-05,3.5e-05,4.4e-05,4.9e-05,4.1e-05,3.6e-05,4.9e-05,5e-05,7e-05,5.5e-05,4.1e-05,4.7e-05,4.9e-05,6.9e-05
140,0.000182,5.5e-05,0.000104,0.000123,5.7e-05,4.7e-05,4.7e-05,6.8e-05,4.3e-05,4e-05,6.5e-05,5.1e-05,4.6e-05,4.6e-05,4.5e-05,3.7e-05,5.6e-05,6.2e-05,5.2e-05,5.6e-05,0.00023,3.7e-05,4.3e-05,3.6e-05,0.000157,8.6e-05,4.1e-05,4.1e-05,4.9e-05,4.1e-05,4.6e-05,4.2e-05
141,5.9e-05,8.6e-05,7.3e-05,4.5e-05,5.6e-05,4.6e-05,5e-05,9.4e-05,4.7e-05,6.2e-05,4.7e-05,5.1e-05,7.2e-05,0.000107,6.1e-05,5.2e-05,5e-05,4.2e-05,6.2e-05,6.5e-05,4e-05,3.5e-05,4.6e-05,4.4e-05,8e-05,6.2e-05,4.5e-05,6.7e-05,7.7e-05,6e-05,5e-05,5.2e-05
142,5.6e-05,5.4e-05,4.2e-05,6.1e-05,5.8e-05,5.3e-05,5e-05,4e-05,5.7e-05,5.9e-05,5.5e-05,4.7e-05,5.7e-05,0.000111,6.8e-05,5.4e-05,4.7e-05,4.2e-05,7.9e-05,6.8e-05,4.5e-05,5.7e-05,5.3e-05,5.3e-05,5.7e-05,5.7e-05,5.2e-05,4.5e-05,4.3e-05,5.1e-05,6.6e-05,4.9e-05
143,6.2e-05,3.8e-05,4.3e-05,4.4e-05,4.7e-05,4.2e-05,5e-05,4.1e-05,3.7e-05,4.4e-05,5.6e-05,3.6e-05,4.9e-05,4.4e-05,8.1e-05,6.5e-05,9.3e-05,0.000148,6.8e-05,0.000164,9.8e-05,0.000151,0.000108,6.9e-05,4.3e-05,6.1e-05,6.1e-05,9.3e-05,3.6e-05,4.1e-05,4.9e-05,4.5e-05
144,4.5e-05,5.8e-05,4e-05,4e-05,4.4e-05,4.2e-05,6.1e-05,5.2e-05,4.5e-05,4.7e-05,5.3e-05,4.7e-05,3.9e-05,4.1e-05,8.4e-05,8e-05,4.7e-05,6.3e-05,4.5e-05,4.6e-05,6.7e-05,0.000102,0.000111,9.4e-05,4.9e-05,5.3e-05,7.6e-05,7.5e-05,4.8e-05,4.2e-05,0.000106,7.7e-05
145,5.2e-05,4.4e-05,7.8e-05,5.5e-05,4e-05,4.6e-05,4.2e-05,3.7e-05,7.7e-05,0.000112,5.9e-05,6.3e-05,3.9e-05,6.5e-05,4.7e-05,5.1e-05,5.2e-05,5.3e-05,3.9e-05,3.6e-05,4.1e-05,4e-05,3.6e-05,3.5e-05,5.1e-05,5.9e-05,4.6e-05,5.1e-05,4.8e-05,4e-05,6.1e-05,5.3e-05
146,4.7e-05,3.9e-05,3.5e-05,4.4e-05,5.2e-05,7.3e-05,4.3e-05,6.2e-05,6.4e-05,4.1e-05,5.2e-05,5.5e-05,7.7e-05,0.000114,3.9e-05,4.3e-05,4.9e-05,5.5e-05,3.7e-05,4.7e-05,5.7e-05,3.6e-05,5.3e-05,3.3e-05,5.7e-05,6.1e-05,4e-05,4.6e-05,5.1e-05,4.7e-05,4.5e-05,4.2e-05
147,7.7e-05,6.6e-05,4.4e-05,4.3e-05,7.1e-05,7.5e-05,6.4e-05,5e-05,3.6e-05,5.4e-05,4.1e-05,5.2e-05,5.3e-05,5.3e-05,4.1e-05,3.7e-05,4.5e-05,3.8e-05,7.2e-05,5.7e-05,4.9e-05,4e-05,4.1e-05,7.1e-05,5.3e-05,4.7e-05,4.2e-05,4e-05,0.000189,7.2e-05,6e-05,4.7e-05
148,6.5e-05,5.9e-05,6.4e-05,5.2e-05,6.1e-05,5.5e-05,5.5e-05,6.4e-05,4.9e-05,7.1e-05,6.7e-05,5.8e-05,4.7e-05,4.2e-05,4.5e-05,4.1e-05,5.3e-05,4.7e-05,7.5e-05,6.7e-05,5.2e-05,4.3e-05,4.8e-05,4.8e-05,5.2e-05,4.2e-05,4.4e-05,4.1e-05,6.7e-05,9.2e-05,5.1e-05,6.6e-05
149,3.8e-05,3.5e-05,3.5e-05,4e-05,8.9e-05,5.3e-05,4.2e-05,4.1e-05,4.4e-05,4.2e-05,4.7e-05,3.4e-05,5.6e-05,5e-05,8.7e-05,8.3e-05,4.8e-05,4.8e-05,4.7e-05,4.3e-05,6.4e-05,7.9e-05,0.000128,0.000244,3.8e-05,4.4e-05,8.6e-05,8.8e-05,4e-05,4.3e-05,4.5e-05,4.6e-05
150,4.7e-05,5.4e-05,4.5e-05,4.2e-05,4.4e-05,5.4e-05,4.5e-05,5.5e-05,7.6e-05,5.6e-05,5.5e-05,4.8e-05,4.7e-05,4.9e-05,6.6e-05,4.9e-05,3.9e-05,4.5e-05,5.4e-05,3.5e-05,6.8e-05,9e-05,0.000382,0.000126,4.9e-05,9.6e-05,0.000276,8.3e-05,4.7e-05,4.9e-05,0.00014,8.6e-05
151,5.9e-05,8.3e-05,4.9e-05,5.6e-05,5.8e-05,3.1e-05,4.9e-05,4.6e-05,6.3e-05,6.4e-05,6.9e-05,6.9e-05,4.6e-05,0.000213,5.3e-05,4.5e-05,7.2e-05,6.2e-05,4e-05,4.5e-05,4.4e-05,4.3e-05,4.8e-05,4e-05,7.7e-05,8e-05,4.3e-05,8.4e-05,4.7e-05,4.4e-05,4.3e-05,4.2e-05
152,8.1e-05,5.6e-05,4.7e-05,6.5e-05,9.6e-05,9.8e-05,8.2e-05,9.8e-05,5.4e-05,6.5e-05,4e-05,5.5e-05,5.5e-05,6.4e-05,3.6e-05,4.9e-05,6.7e-05,6.5e-05,4.3e-05,4e-05,8.5e-05,3.5e-05,3.9e-05,4e-05,4.6e-05,4.2e-05,4.5e-05,4.8e-05,5.8e-05,6e-05,4.5e-05,4.1e-05
153,4.3e-05,6e-05,5.3e-05,5.3e-05,6.9e-05,6.2e-05,4e-05,4.3e-05,4.8e-05,5.3e-05,5.4e-05,3.5e-05,4.5e-05,4.5e-05,4.7e-05,4.5e-05,4.4e-05,4.8e-05,0.000353,8e-05,4.3e-05,4.1e-05,3.9e-05,4.2e-05,6.4e-05,5e-05,5.5e-05,4.4e-05,0.000104,0.00017,4.1e-05,0.000132
154,4.4e-05,4e-05,4.6e-05,4e-05,4.4e-05,6.3e-05,4.1e-05,5e-05,6.7e-05,3.8e-05,4.4e-05,4.8e-05,4.7e-05,4.2e-05,6.6e-05,6.7e-05,4.6e-05,6.2e-05,7.7e-05,6.7e-05,5.8e-05,4e-05,5.5e-05,5.2e-05,4.5e-05,5e-05,5.5e-05,4.2e-05,7.3e-05,6.4e-05,4.4e-05,3.5e-05
155,5.8e-05,3.9e-05,7.4e-05,5.3e-05,4.2e-05,4.4e-05,5.9e-05,4.3e-05,5.5e-05,4.1e-05,5.3e-05,5.4e-05,5.4e-05,5.4e-05,0.00014,9.9e-05,5.7e-05,6.7e-05,5e-05,4.2e-05,8.9e-05,6e-05,9e-05,0.00014,5e-05,5.1e-05,0.000156,8.3e-05,4.2e-05,5.6e-05,4.4e-05,8.2e-05
156,4.2e-05,5.7e-05,4.3e-05,4.6e-05,4.3e-05,4.5e-05,3.8e-05,5.2e-05,3.2e-05,4.3e-05,3.7e-05,3.7e-05,4.2e-05,5.6e-05,4.6e-05,3.5e-05,5.4e-05,5e-05,6.4e-05,3.5e-05,4.2e-05,7.2e-05,6.3e-05,5.5e-05,6.1e-05,8.2e-05,7.9e-05,7.3e-05,4.8e-05,4e-05,5.4e-05,8.8e-05
157,5.5e-05,4.4e-05,7.4e-05,5.2e-05,2.9e-05,3.2e-05,4.5e-05,8.7e-05,8.1e-05,9.2e-05,5e-05,4.7e-05,7.6e-05,6.3e-05,4.5e-05,4.4e-05,8.6e-05,8.6e-05,3.3e-05,3.9e-05,3.5e-05,5.5e-05,5.8e-05,4.6e-05,5.5e-05,4.9e-05,3.7e-05,4.5e-05,3.9e-05,4.4e-05,5.1e-05,5.9e-05
158,3.8e-05,5.4e-05,5.1e-05,4.2e-05,9.1e-05,8.5e-05,6.1e-05,7e-05,5.3e-05,5.3e-05,4.7e-05,5.1e-05,5.2e-05,5.5e-05,5.7e-05,4.9e-05,4.8e-05,5e-05,5.7e-05,3.7e-05,4.4e-05,4.7e-05,4.2e-05,3.7e-05,4.3e-05,4.2e-05,5.2e-05,3.9e-05,5.1e-05,8.1e-05,4.6e-05,3.9e-05
159,4.1e-05,5.8e-05,4.1e-05,4.2e-05,5.5e-05,5.9e-05,4.2e-05,4.6e-05,4.6e-05,4.5e-05,5.3e-05,4e-05,3.5e-05,4.5e-05,4.9e-05,6.1e-05,4.8e-05,5.3e-05,8.3e-05,6.8e-05,4.6e-05,5e-05,4.5e-05,4.2e-05,4.8e-05,4.3e-05,6.2e-05,4.4e-05,8.7e-05,8.6e-05,4.3e-05,4.5e-05
160,5.5e-05,6.4e-05,4.5e-05,5.3e-05,5.1e-05,6e-05,4.3e-05,4.9e-05,5.1e-05,5e-05,4.5e-05,4.6e-05,9e-05,0.00025,7.4e-05,8e-05,4.8e-05,4.6e-05,7.3e-05,8.1e-05,5.7e-05,4.4e-05,4e-05,3.8e-05,4.8e-05,5.5e-05,4.9e-05,5.2e-05,8.9e-05,4.8e-05,4.2e-05,4.5e-05
161,5.6e-05,5.7e-05,4.4e-05,3.8e-05,3.8e-05,3.7e-05,4.2e-05,4.6e-05,4.1e-05,5.4e-05,3.6e-05,5.2e-05,5.1e-05,7.9e-05,7.3e-05,6.4e-05,4.8e-05,0.000248,4.8e-05,4.7e-05,7.9e-05,7.9e-05,0.000115,9.2e-05,3.6e-05,3.7e-05,5.8e-05,4.7e-05,4.5e-05,4.1e-05,6.8e-05,3.3e-05
162,0.000156,4.9e-05,7.7e-05,6.9e-05,4.4e-05,4.6e-05,4e-05,5.2e-05,4.3e-05,4.6e-05,5.6e-05,5.8e-05,3.9e-05,4.9e-05,4.1e-05,4.5e-05,4.8e-05,4.9e-05,4.8e-05,3.7e-05,7.8e-05,6.4e-05,7.5e-05,7.5e-05,7.8e-05,7.3e-05,5.5e-05,8.6e-05,4.4e-05,3.7e-05,4e-05,5.1e-05
163,9.1e-05,3.3e-05,4.1e-05,5.9e-05,5.9e-05,4.7e-05,0.000414,0.000115,0.000125,8.6e-05,6.8e-05,0.000101,7.1e-05,4.5e-05,0.000112,6.8e-05,4.9e-05,7e-05,4.3e-05,3.6e-05,3.5e-05,3.8e-05,3.8e-05,4.6e-05,3.8e-05,3.8e-05,3.3e-05,4.6e-05,3.5e-05,3.7e-05,3.9e-05,4.1e-05
164,5.4e-05,3.5e-05,3.7e-05,5.9e-05,3.7e-05,5.4e-05,5.7e-05,4.9e-05,6.9e-05,9.2e-05,5.8e-05,7.1e-05,5.4e-05,4.7e-05,4.2e-05,4.3e-05,3.9e-05,4.9e-05,0.000103,4.9e-05,3.6e-05,4.9e-05,3.7e-05,5.2e-05,3.3e-05,4.8e-05,3.7e-05,4.6e-05,3.9e-05,4.8e-05,4.1e-05,3.3e-05
165,5.7e-05,0.000137,5.5e-05,5.7e-05,4.2e-05,4.2e-05,7.9e-05,4.2e-05,4.9e-05,5.2e-05,3.9e-05,4.2e-05,3.9e-05,4.1e-05,3.6e-05,5e-05,3.9e-05,4.1e-05,8.7e-05,8.9e-05,6e-05,3.2e-05,4.9e-05,5.2e-05,5.5e-05,5.4e-05,4.9e-05,6.2e-05,0.000137,0.000117,0.000101,5.9e-05
166,5.4e-05,0.000136,6.5e-05,4.9e-05,5.8e-05,6.5e-05,5.4e-05,7.6e-05,4.1e-05,4.7e-05,5.1e-05,4.2e-05,4.7e-05,4.2e-05,4.4e-05,4e-05,3.7e-05,4.7e-05,4.8e-05,6.2e-05,4.8e-05,5.5e-05,4.9e-05,3.9e-05,3.5e-05,4.2e-05,4.9e-05,3.7e-05,4.9e-05,6e-05,3.5e-05,5.8e-05
167,6.3e-05,5.5e-05,4.9e-05,4.5e-05,4.6e-05,5.9e-05,5e-05,5.2e-05,7.6e-05,5.2e-05,4e-05,4.9e-05,6.7e-05,4.3e-05,5.3e-05,5.2e-05,5.8e-05,6.4e-05,6.5e-05,6.6e-05,0.000101,0.000196,4.9e-05,6.9e-05,5.4e-05,0.000237,5e-05,5.9e-05,4.9e-05,5e-05,6.1e-05,5e-05
168,6.1e-05,6e-05,0.000223,7.5e-05,4.1e-05,4.3e-05,7.8e-05,4.1e-05,4.8e-05,6.5e-05,4.6e-05,4.7e-05,4.9e-05,7.8e-05,4.4e-05,3.8e-05,0.0001,7.9e-05,6.4e-05,9.4e-05,9.8e-05,9e-05,9.3e-05,8.2e-05,4e-05,4.7e-05,4.7e-05,3.5e-05,5e-05,4.4e-05,4.8e-05,5.7e-05
169,3.8e-05,4.7e-05,4.7e-05,5.2e-05,5e-05,5.4e-05,0.000213,0.000101,6.4e-05,7.1e-05,7.1e-05,5.4e-05,6.7e-05,6e-05,8.3e-05,5e-05,0.00013,5.6e-05,5.4e-05,4.2e-05,4.5e-05,4.1e-05,5.5e-05,4e-05,5.9e-05,4.4e-05,6.5e-05,6.6e-05,6e-05,4.1e-05,6.6e-05,6.9e-05
170,0.000366,5.7e-05,4.8e-05,0.000191,4.1e-05,6.1e-05,3.8e-05,4.7e-05,6.6e-05,4.9e-05,8.2e-05,4.3e-05,4e-05,6.4e-05,4.5e-05,6.6e-05,4.1e-05,4.3e-05,3.6e-05,3.4e-05,4.5e-05,6.4e-05,3.7e-05,4.2e-05,5.6e-05,6.4e-05,5.5e-05,5.5e-05,5e-05,4.2e-05,4.7e-05,4.6e-05
171,5.8e-05,4.1e-05,3.9e-05,4.1e-05,5.8e-05,4.7e-05,3.4e-05,5e-05,4.1e-05,4.5e-05,6.2e-05,5.3e-05,4.1e-05,5.7e-05,6.5e-05,6.4e-05,5.2e-05,3.7e-05,0.000109,9.2e-05,4e-05,4e-05,4.8e-05,4.2e-05,0.000103,4.2e-05,6.7e-05,7.4e-05,9.8e-05,0.000126,4.9e-05,4.9e-05
172,5.3e-05,6.4e-05,5e-05,7.2e-05,3.4e-05,4.9e-05,4.6e-05,5.6e-05,4.1e-05,6e-05,4.7e-05,4e-05,5e-05,4.7e-05,5.8e-05,7.2e-05,3.9e-05,3.9e-05,4.9e-05,4.8e-05,4.4e-05,8.9e-05,4.4e-05,4.9e-05,5.4e-05,6.3e-05,4.3e-05,6.2e-05,7.9e-05,4.6e-05,6.8e-05,5e-05
173,4.8e-05,4.3e-05,4.6e-05,4e-05,4.6e-05,4.7e-05,5.6e-05,3.2e-05,5e-05,3.7e-05,4.3e-05,3.8e-05,4.6e-05,6.5e-05,4.2e-05,4e-05,4.2e-05,4e-05,5.4e-05,4.4e-05,9.4e-05,0.000102,7.2e-05,0.000178,5.8e-05,7.9e-05,8.7e-05,8.3e-05,6.2e-05,4.4e-05,9.3e-05,0.000102
174,5.4e-05,5.1e-05,5.5e-05,6.5e-05,4.1e-05,3.4e-05,5.9e-05,8.9e-05,3.7e-05,3.6e-05,4.1e-05,4e-05,7.1e-05,7.5e-05,6.6e-05,4.9e-05,8.6e-05,7.9e-05,3.8e-05,4.7e-05,0.000143,6.9e-05,0.000119,9e-05,4.6e-05,6.1e-05,4.8e-05,4.1e-05,3.9e-05,4.2e-05,7.4e-05,7.6e-05
175,4.6e-05,4.4e-05,5.5e-05,4.1e-05,6.6e-05,6e-05,6.5e-05,5.8e-05,6.6e-05,7.3e-05,6.2e-05,0.000209,4e-05,4.1e-05,8.4e-05,4.3e-05,7.3e-05,7.1e-05,4.5e-05,4.7e-05,3.7e-05,4.3e-05,5.3e-05,5e-05,9.2e-05,4.7e-05,4e-05,4.2e-05,3.9e-05,4.3e-05,4.3e-05,5.3e-05
176,4.8e-05,3.8e-05,3.7e-05,5.1e-05,5.6e-05,8.9e-05,4.6e-05,4.7e-05,6.3e-05,6.8e-05,5.6e-05,6.8e-05,5.2e-05,5.5e-05,4.9e-05,6.5e-05,3.9e-05,3.6e-05,0.000114,6.7e-05,4.3e-05,5.4e-05,5.3e-05,5e-05,4e-05,4.2e-05,3.6e-05,6.9e-05,9.7e-05,6.6e-05,4.3e-05,3.9e-05
177,5.6e-05,5.3e-05,4.9e-05,4.6e-05,4.5e-05,5e-05,4.6e-05,4.4e-05,4.6e-05,4.9e-05,4.1e-05,3.6e-05,3.6e-05,4e-05,5.9e-05,6e-05,4.7e-05,5.2e-05,7.6e-05,7.3e-05,5e-05,3.6e-05,5.1e-05,5.3e-05,3.4e-05,7e-05,8.2e-05,4.9e-05,8.6e-05,6.2e-05,3.1e-05,5.1e-05
178,6.5e-05,6.1e-05,4.9e-05,4.2e-05,4.2e-05,3.3e-05,5.1e-05,4.7e-05,4.6e-05,4.1e-05,5.9e-05,5.5e-05,6e-05,6.1e-05,6.8e-05,6.4e-05,4.1e-05,6.3e-05,7.9e-05,8.4e-05,4.3e-05,4.7e-05,4.7e-05,5.3e-05,6.6e-05,6.2e-05,6.1e-05,0.000114,4.9e-05,5.9e-05,4.5e-05,6.8e-05
179,4.2e-05,4e-05,4.7e-05,7.1e-05,4.2e-05,4.6e-05,5.5e-05,4.1e-05,3.8e-05,4.8e-05,6.3e-05,4.6e-05,5.6e-05,6.8e-05,4e-05,4.3e-05,4.4e-05,4.5e-05,4.8e-05,0.000285,5.4e-05,7e-05,0.000106,7.4e-05,5.5e-05,6.8e-05,0.000114,8.1e-05,4.5e-05,4.6e-05,7.5e-05,7.9e-05
180,4e-05,3.6e-05,9.7e-05,7.9e-05,5.1e-05,5.2e-05,0.000108,0.000145,4.4e-05,4.1e-05,4.6e-05,5.8e-05,4.7e-05,4.7e-05,4.5e-05,3.3e-05,5.5e-05,5.6e-05,4.9e-05,3.7e-05,6.6e-05,6.4e-05,5.2e-05,5.3e-05,4e-05,5.6e-05,4.3e-05,6e-05,5.4e-05,5.2e-05,6.3e-05,7.6e-05
