avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
116,0.000104,5.3e-05,5.4e-05,5.3e-05,8.5e-05,8.7e-05,7.2e-05,5.7e-05,4.2e-05,4.8e-05,4.6e-05,5.5e-05,3.7e-05,3.1e-05,4.8e-05,6e-05,4.2e-05,4.8e-05,8.7e-05,5e-05,4.3e-05,4.4e-05,6.3e-05,8.9e-05,4.1e-05,2.9e-05,3.9e-05,3e-05,3.5e-05,4.3e-05,3.9e-05,3.3e-05
117,6.6e-05,6.5e-05,9.7e-05,6.8e-05,0.000119,0.000117,0.000111,0.000137,3.3e-05,4.9e-05,4.7e-05,0.000173,5.1e-05,5.6e-05,4.5e-05,4.7e-05,6.6e-05,5.3e-05,4.4e-05,4.2e-05,3.9e-05,3.7e-05,5.5e-05,8.4e-05,3.9e-05,4e-05,5.2e-05,4.6e-05,4.9e-05,4.2e-05,5.3e-05,3.5e-05
118,4.1e-05,3.4e-05,4.5e-05,4.5e-05,4.7e-05,4.4e-05,4.8e-05,3.4e-05,4.5e-05,3.9e-05,4.1e-05,3.6e-05,6.6e-05,7e-05,4.3e-05,4e-05,8.9e-05,5.3e-05,6e-05,7e-05,4.1e-05,4.2e-05,4.4e-05,4.4e-05,8.9e-05,0.000119,4.3e-05,6.4e-05,9e-05,0.000113,4.9e-05,4.1e-05
119,0.000111,7e-05,7.2e-05,6.4e-05,5.5e-05,6.5e-05,5.6e-05,4.1e-05,4.5e-05,3.8e-05,3.9e-05,5.3e-05,4.4e-05,3.9e-05,4.2e-05,4e-05,3.8e-05,4.1e-05,6.7e-05,4.4e-05,0.000114,5.9e-05,6.3e-05,7.2e-05,5.5e-05,6.6e-05,4.9e-05,6.5e-05,4.7e-05,5.8e-05,4.2e-05,3.8e-05
120,5.5e-05,5.4e-05,4.3e-05,7.3e-05,5.3e-05,4.1e-05,4.6e-05,4.4e-05,4.2e-05,4.2e-05,3.2e-05,5.7e-05,4.7e-05,4.7e-05,5.4e-05,4.6e-05,3.9e-05,3.8e-05,3.4e-05,4.2e-05,7e-05,7.1e-05,0.000224,3.7e-05,6.4e-05,3.1e-05,9.8e-05,7.5e-05,3.9e-05,4.4e-05,6.3e-05,9e-05
121,4.5e-05,5.3e-05,5.6e-05,5.9e-05,6.6e-05,4.4e-05,4.4e-05,5.1e-05,0.000105,0.000112,6.7e-05,5.9e-05,6.3e-05,3.9e-05,0.000104,0.000134,4.3e-05,4.1e-05,4.1e-05,4.2e-05,5.3e-05,5.6e-05,5.4e-05,4.2e-05,5e-05,5.3e-05,0.000156,7.1e-05,6e-05,5.5e-05,5.6e-05,6.9e-05
122,4.2e-05,7.5e-05,5.4e-05,8.6e-05,5.1e-05,6.6e-05,6.3e-05,5.4e-05,5.5e-05,5.9e-05,0.000107,6.4e-05,4.6e-05,5.5e-05,6.4e-05,6.9e-05,9.5e-05,7e-05,3.9e-05,4.9e-05,4.5e-05,4.8e-05,5.8e-05,3.8e-05,5.2e-05,4.3e-05,4.3e-05,4.3e-05,4.1e-05,4.9e-05,4.5e-05,4.3e-05
123,4.4e-05,4.3e-05,7e-05,6.3e-05,8.2e-05,7.2e-05,7.6e-05,0.000111,3.2e-05,3.6e-05,5.1e-05,4.2e-05,7.8e-05,5.5e-05,3.8e-05,3.7e-05,6.1e-05,5.3e-05,5e-05,4.2e-05,7.9e-05,3.9e-05,4.6e-05,8.3e-05,3.6e-05,4.5e-05,3.9e-05,3.9e-05,4.6e-05,4.3e-05,4e-05,3.8e-05
124,6.4e-05,8.3e-05,4.1e-05,6e-05,6.4e-05,9.4e-05,4.5e-05,0.0001,4e-05,5.2e-05,4.4e-05,5e-05,6.1e-05,5e-05,4.1e-05,4.4e-05,3.8e-05,4.5e-05,7.2e-05,5.8e-05,4.9e-05,3.4e-05,5.3e-05,7.2e-05,5.4e-05,8.9e-05,4.6e-05,6.6e-05,6.8e-05,5.9e-05,5.3e-05,6.5e-05
125,7.2e-05,0.000123,6.8e-05,5.5e-05,8.5e-05,6.4e-05,5.8e-05,5.3e-05,4.3e-05,4.4e-05,4.9e-05,4.9e-05,4.1e-05,5.4e-05,4e-05,5.7e-05,4.5e-05,5.2e-05,5.5e-05,5.4e-05,8.9e-05,7e-05,7.5e-05,6.5e-05,6.3e-05,5.5e-05,4.6e-05,4.1e-05,8.3e-05,9e-05,5.1e-05,4.4e-05
126,5.8e-05,4.7e-05,6e-05,5e-05,4.6e-05,4.6e-05,7.2e-05,5.7e-05,4e-05,5.2e-05,5.1e-05,5e-05,4.4e-05,4.8e-05,9.3e-05,9.7e-05,4e-05,4.4e-05,7.2e-05,4.8e-05,8.9e-05,9.9e-05,5.2e-05,0.000129,5e-05,4.3e-05,9.3e-05,0.000126,3.6e-05,4.5e-05,9.7e-05,8.2e-05
127,4.8e-05,3.8e-05,3.7e-05,4.6e-05,4.3e-05,5.9e-05,5.3e-05,4.7e-05,7.3e-05,6e-05,8.8e-05,8.8e-05,5.3e-05,4.7e-05,9.2e-05,0.000131,5.9e-05,4.8e-05,4.9e-05,5.3e-05,4.8e-05,5.3e-05,5.3e-05,4.2e-05,4.4e-05,5.9e-05,4.7e-05,4.7e-05,4.5e-05,4.2e-05,4.5e-05,5.3e-05
128,7.9e-05,3.8e-05,6.2e-05,7.8e-05,9.7e-05,9.9e-05,9.1e-05,8e-05,5.1e-05,5.4e-05,6.9e-05,8.5e-05,3.9e-05,4.3e-05,3.8e-05,4.1e-05,9.6e-05,9.7e-05,3.3e-05,3.6e-05,3.2e-05,3.9e-05,3.5e-05,4.2e-05,5.1e-05,3.8e-05,4.5e-05,5e-05,4.3e-05,3.8e-05,4.7e-05,4.7e-05
129,5.5e-05,4.5e-05,6.6e-05,5.4e-05,6.9e-05,7.9e-05,5.5e-05,7.8e-05,3.3e-05,4.2e-05,5e-05,4.4e-05,7.9e-05,7.5e-05,3.6e-05,4.2e-05,4.7e-05,3.8e-05,3.9e-05,6.4e-05,5.9e-05,4.7e-05,5.5e-05,4.7e-05,5.7e-05,5.9e-05,4.9e-05,3.8e-05,5.6e-05,4.5e-05,3.8e-05,4.3e-05
130,6.6e-05,9e-05,5e-05,4.1e-05,4.6e-05,4.4e-05,4.3e-05,4.4e-05,4.1e-05,3.9e-05,4.8e-05,5e-05,5.8e-05,7.6e-05,4.7e-05,4.2e-05,4.6e-05,4e-05,6.3e-05,4.7e-05,3.7e-05,4.2e-05,5.2e-05,5.3e-05,6.4e-05,5.8e-05,4.1e-05,4.4e-05,6.1e-05,5.8e-05,3.8e-05,5.3e-05
131,5.3e-05,6e-05,6.8e-05,5.2e-05,4.3e-05,3.3e-05,4.7e-05,6.2e-05,4e-05,4.7e-05,3.8e-05,6.7e-05,5e-05,7.9e-05,5.4e-05,8e-05,4.7e-05,4.5e-05,5e-05,4.9e-05,7.3e-05,8.4e-05,7.3e-05,6.1e-05,3.6e-05,4.1e-05,5.2e-05,5.1e-05,4.3e-05,5.9e-05,5.7e-05,4.8e-05
132,4.6e-05,4.8e-05,4.2e-05,6.1e-05,4.9e-05,4.9e-05,3.4e-05,4.4e-05,5.1e-05,5.1e-05,5.6e-05,4.7e-05,6.2e-05,5.1e-05,9.5e-05,0.00011,5e-05,6.3e-05,4.6e-05,3.9e-05,7.9e-05,8.2e-05,6.5e-05,6.9e-05,4.3e-05,4.9e-05,8e-05,9e-05,4.6e-05,4.5e-05,7.2e-05,8e-05
133,7e-05,7.3e-05,4.6e-05,4.4e-05,9e-05,5.1e-05,4.2e-05,3.1e-05,8.4e-05,9.5e-05,9.1e-05,0.000108,4.7e-05,4.4e-05,6.1e-05,6e-05,4.2e-05,4.5e-05,4.9e-05,5.9e-05,4e-05,4.1e-05,4.2e-05,4.3e-05,5e-05,4.3e-05,4.7e-05,5.3e-05,4.9e-05,6.7e-05,0.0002,3.8e-05
134,4.1e-05,5e-05,8.7e-05,0.000197,0.000113,5.6e-05,8.1e-05,6.8e-05,4.7e-05,5.7e-05,4.1e-05,4.9e-05,5.5e-05,4.3e-05,4.3e-05,4e-05,7.5e-05,6.3e-05,4.2e-05,3.8e-05,6.6e-05,4.1e-05,4.3e-05,3.6e-05,0.000102,8.5e-05,4.2e-05,4.1e-05,4.5e-05,6e-05,3.6e-05,4.1e-05
135,4.3e-05,4.5e-05,5.2e-05,6e-05,6.5e-05,4.2e-05,5.5e-05,5.2e-05,6.1e-05,3.8e-05,5.9e-05,4.1e-05,7.4e-05,0.000102,5.6e-05,5.7e-05,5.4e-05,5.4e-05,6.8e-05,6.5e-05,4.5e-05,3.8e-05,4.3e-05,3.5e-05,8e-05,8e-05,7e-05,4.2e-05,6.2e-05,6.1e-05,4.2e-05,6.6e-05
136,5.5e-05,6.2e-05,4.6e-05,4.8e-05,4.5e-05,6.1e-05,8.9e-05,5.2e-05,4.2e-05,6.1e-05,4.1e-05,5.8e-05,5.1e-05,5.9e-05,5.3e-05,4.7e-05,4.5e-05,4.4e-05,5.2e-05,5e-05,4.8e-05,5.7e-05,6.3e-05,6.1e-05,4.6e-05,5.2e-05,5.3e-05,4.7e-05,7e-05,4.8e-05,4e-05,4.6e-05
137,3.6e-05,4.4e-05,5.1e-05,6.6e-05,4.5e-05,5.3e-05,5.6e-05,5.3e-05,5.2e-05,5.2e-05,5.7e-05,4.1e-05,3.5e-05,4.2e-05,5.6e-05,4.2e-05,3.9e-05,4.1e-05,0.00027,5.6e-05,4.7e-05,6.8e-05,5.8e-05,0.000104,4.5e-05,4.4e-05,4.7e-05,6e-05,3.9e-05,4.6e-05,5.1e-05,4.2e-05
138,5.2e-05,4.8e-05,3.9e-05,4.6e-05,4.4e-05,4.1e-05,4.4e-05,5.4e-05,4.6e-05,4.6e-05,6.2e-05,5.6e-05,4.9e-05,5.9e-05,0.000183,8e-05,4e-05,4.6e-05,7.4e-05,3.7e-05,0.000105,6.8e-05,5.9e-05,7.7e-05,3.5e-05,5.4e-05,8.6e-05,7.2e-05,5.6e-05,4.9e-05,0.000109,8.5e-05
139,4.2e-05,3.8e-05,4.4e-05,4.9e-05,3.5e-05,3.5e-05,4.4e-05,4.8e-05,9.1e-05,0.000155,9.2e-05,0.00013,3.6e-05,5.8e-05,5.1e-05,4.9e-05,5.1e-05,9.1e-05,3.6e-05,3.7e-05,4.7e-05,4.5e-05,4.5e-05,4.8e-05,4e-05,5e-05,6.5e-05,5.7e-05,4.4e-05,4.7e-05,5.2e-05,6.6e-05
140,8.1e-05,7.3e-05,6.3e-05,0.000118,6.6e-05,7.1e-05,4.4e-05,7.8e-05,0.000483,3.6e-05,7.7e-05,7e-05,4.7e-05,5.3e-05,8.8e-05,3.7e-05,5.5e-05,7e-05,4.3e-05,5.3e-05,4e-05,3.7e-05,5.3e-05,3.5e-05,8.8e-05,6.9e-05,4.2e-05,4.2e-05,5.5e-05,4.9e-05,5.5e-05,0.000115
141,0.000122,7.1e-05,5e-05,4.3e-05,5.6e-05,4.3e-05,0.000591,0.000114,4.4e-05,5.4e-05,4.6e-05,3.9e-05,6.9e-05,6.4e-05,5.2e-05,6e-05,4.2e-05,5.5e-05,7e-05,6e-05,4.2e-05,3.9e-05,4.1e-05,4.6e-05,5.9e-05,7e-05,3.9e-05,6e-05,7.1e-05,6.5e-05,4e-05,4.6e-05
142,6.6e-05,4.6e-05,5.5e-05,4.9e-05,5.7e-05,5.9e-05,4.2e-05,6.3e-05,6.1e-05,5.4e-05,6.2e-05,4.6e-05,5.1e-05,3.8e-05,5.5e-05,4.4e-05,5.1e-05,3.8e-05,7.7e-05,6.3e-05,3.8e-05,5.3e-05,5.3e-05,5.3e-05,4.5e-05,5.4e-05,4.9e-05,4.2e-05,5.5e-05,5.2e-05,6.3e-05,5.8e-05
143,4.7e-05,3.6e-05,5.8e-05,4.9e-05,4.7e-05,4.2e-05,4.6e-05,4.4e-05,4.2e-05,4.7e-05,4.4e-05,3.3e-05,4.9e-05,3.8e-05,6.1e-05,6.2e-05,8.5e-05,8.8e-05,5.4e-05,7.7e-05,0.000147,0.000142,0.0001,7.7e-05,3.9e-05,6e-05,5.6e-05,7.5e-05,4e-05,4.8e-05,5e-05,5.1e-05
144,0.000107,4.4e-05,4.3e-05,4.1e-05,3.7e-05,3.6e-05,5.5e-05,4.5e-05,5.7e-05,5.8e-05,4.5e-05,5.5e-05,4.7e-05,4.2e-05,0.000134,7.4e-05,5.5e-05,4.8e-05,4.2e-05,5.3e-05,7.5e-05,0.000117,0.000194,6.6e-05,4.7e-05,4.5e-05,6.5e-05,8.2e-05,6.2e-05,4.2e-05,0.000107,7e-05
145,4.9e-05,0.00025,9.9e-05,8.7e-05,4e-05,3.3e-05,4.1e-05,4e-05,8.9e-05,5.7e-05,7.3e-05,6.2e-05,4.3e-05,4.5e-05,4.7e-05,4.9e-05,5.7e-05,5.4e-05,5.3e-05,4.2e-05,3.6e-05,3.6e-05,4e-05,3.5e-05,7.8e-05,6.1e-05,3.3e-05,5.3e-05,3.8e-05,4.5e-05,5.3e-05,4.4e-05
146,4.3e-05,4.5e-05,3.8e-05,4.2e-05,4.8e-05,7e-05,4.2e-05,6.8e-05,6.2e-05,4.3e-05,5.4e-05,4.4e-05,8.9e-05,6.7e-05,3.7e-05,4.3e-05,4.9e-05,5.5e-05,3.4e-05,5e-05,0.000101,4.3e-05,5.4e-05,2.9e-05,6.8e-05,8.5e-05,4.2e-05,4.2e-05,4.8e-05,4.1e-05,4.4e-05,3.5e-05
147,6.5e-05,5.3e-05,4.5e-05,4.6e-05,5.9e-05,6.8e-05,5.4e-05,4.9e-05,3.7e-05,4.8e-05,5.2e-05,4.8e-05,5.6e-05,4.1e-05,4.2e-05,4.5e-05,8.2e-05,3.8e-05,6.7e-05,7.3e-05,3.6e-05,6.4e-05,3.9e-05,4e-05,4.2e-05,5.1e-05,3.9e-05,4.5e-05,7.9e-05,7.6e-05,5.3e-05,4.5e-05
148,4.6e-05,4.8e-05,4.9e-05,4.9e-05,4.4e-05,4.9e-05,6.3e-05,6.6e-05,6.5e-05,6.2e-05,6e-05,4.3e-05,4.6e-05,4.4e-05,5e-05,4e-05,5.2e-05,4.5e-05,8.7e-05,7.8e-05,6.7e-05,4.9e-05,4e-05,6e-05,4.8e-05,4.7e-05,4.5e-05,6.5e-05,5.5e-05,9.7e-05,4.9e-05,6.3e-05
149,4.1e-05,4.1e-05,3.9e-05,4.2e-05,7.9e-05,4.7e-05,4.9e-05,5.2e-05,3.3e-05,3.9e-05,3.2e-05,3.4e-05,4.3e-05,3.3e-05,7.2e-05,8.5e-05,4.6e-05,5.4e-05,4.7e-05,4.3e-05,7.2e-05,0.000101,0.000134,0.000132,3.4e-05,4e-05,4.6e-05,6.1e-05,3.9e-05,3.9e-05,4.4e-05,5e-05
150,4.7e-05,7.1e-05,4.2e-05,5.9e-05,4.4e-05,4.7e-05,5e-05,4.8e-05,7.5e-05,6e-05,4.6e-05,4.9e-05,4.7e-05,4.5e-05,7e-05,5.3e-05,4e-05,6.6e-05,6.3e-05,3.8e-05,8.5e-05,9.7e-05,7.2e-05,0.000477,4.4e-05,7.3e-05,0.000271,8.6e-05,4.1e-05,4.9e-05,0.000111,8e-05
151,5.5e-05,6.5e-05,4.6e-05,5.7e-05,4.8e-05,3e-05,8.8e-05,4.9e-05,5e-05,7.1e-05,5.5e-05,9.7e-05,7.3e-05,5.2e-05,3.8e-05,4.2e-05,5.2e-05,5.2e-05,4.1e-05,4.1e-05,4.3e-05,5.1e-05,4.8e-05,5.7e-05,6.2e-05,0.0001,3.8e-05,4.1e-05,5e-05,4.1e-05,3.5e-05,4.4e-05
152,0.00011,5.7e-05,5.1e-05,7.2e-05,8.7e-05,7e-05,8e-05,9.1e-05,4.9e-05,4.2e-05,4.4e-05,4.1e-05,6e-05,7.2e-05,3.7e-05,6.3e-05,6e-05,9.8e-05,4.4e-05,4.1e-05,6.1e-05,3.6e-05,3.7e-05,3.5e-05,5.2e-05,4.2e-05,4.6e-05,4.1e-05,6e-05,4.3e-05,3.9e-05,5e-05
153,4.8e-05,5.5e-05,5.1e-05,4.4e-05,6.1e-05,7.4e-05,4.6e-05,5.8e-05,5.3e-05,3.9e-05,5.5e-05,4.2e-05,4.6e-05,5e-05,3.9e-05,3.8e-05,3.7e-05,4.6e-05,8.5e-05,8.4e-05,4.4e-05,5.9e-05,5.1e-05,4.3e-05,4.8e-05,4.9e-05,5.9e-05,3.8e-05,0.000103,9.9e-05,4.6e-05,0.000185
154,5.4e-05,4.1e-05,4.9e-05,3.9e-05,4.6e-05,5.7e-05,4e-05,5.3e-05,4.9e-05,5.9e-05,3.5e-05,5.2e-05,5.3e-05,3.5e-05,9.1e-05,4.8e-05,4.6e-05,6.7e-05,8.3e-05,6.3e-05,4.5e-05,3.4e-05,4.5e-05,4.8e-05,5e-05,4.6e-05,5.2e-05,3.5e-05,7.4e-05,5.8e-05,3.7e-05,3.4e-05
155,4.5e-05,4.8e-05,5e-05,5.6e-05,5.2e-05,4.3e-05,5.4e-05,5e-05,5.4e-05,4.9e-05,5.4e-05,5.4e-05,5.4e-05,6e-05,0.000106,0.000106,4.4e-05,0.000358,3.8e-05,5.1e-05,6.9e-05,0.000162,9.1e-05,0.000132,4.5e-05,6e-05,0.000137,7.6e-05,3.9e-05,8.4e-05,5.1e-05,0.000114
156,4.1e-05,5.1e-05,4.4e-05,4e-05,4.1e-05,3.8e-05,3.2e-05,5.1e-05,3.7e-05,3.7e-05,4.1e-05,3.4e-05,3.7e-05,4.4e-05,5.6e-05,3.6e-05,5.2e-05,5.1e-05,7.1e-05,4.7e-05,5.2e-05,5.9e-05,5.8e-05,5e-05,5.8e-05,0.000114,0.0001,5.7e-05,4.5e-05,3.6e-05,5.7e-05,0.000102
157,0.000118,4.1e-05,4.7e-05,6.4e-05,3.9e-05,3.2e-05,7.2e-05,0.0001,9.2e-05,9.8e-05,4.2e-05,5.6e-05,7.7e-05,7.6e-05,3.9e-05,3.7e-05,8.3e-05,5.9e-05,3.8e-05,3.9e-05,3.3e-05,4.2e-05,3.8e-05,4.7e-05,0.00019,0.000167,3.7e-05,4.1e-05,4.3e-05,0.000136,5.6e-05,5.7e-05
158,4.3e-05,6.7e-05,4.6e-05,5.6e-05,7.7e-05,9.4e-05,5.1e-05,7.5e-05,5.3e-05,7e-05,4.7e-05,5.2e-05,6e-05,7.8e-05,5.3e-05,5.1e-05,4.8e-05,4.7e-05,5e-05,4.9e-05,5e-05,4.4e-05,6.5e-05,4.2e-05,4.2e-05,5.3e-05,5.1e-05,4.5e-05,5.9e-05,7.6e-05,4.3e-05,6e-05
159,6.5e-05,4.8e-05,3.6e-05,5.9e-05,5.6e-05,4.8e-05,5e-05,4.7e-05,5.8e-05,5.7e-05,5.6e-05,3.9e-05,4.1e-05,4.2e-05,5.1e-05,4.6e-05,6e-05,4.9e-05,8e-05,7.3e-05,4.4e-05,5e-05,4.5e-05,4.1e-05,4.5e-05,6.7e-05,0.000102,3.6e-05,8.1e-05,9.5e-05,3.6e-05,4.2e-05
160,5.1e-05,5.7e-05,4.7e-05,4.8e-05,4.8e-05,4.9e-05,5e-05,7.9e-05,8.3e-05,5.6e-05,5.4e-05,5.1e-05,0.000117,0.000106,7e-05,7.5e-05,4.5e-05,4.4e-05,7.4e-05,6.1e-05,4.5e-05,4.6e-05,4.2e-05,4.4e-05,4.5e-05,4.1e-05,6e-05,4.3e-05,8.5e-05,6e-05,4.1e-05,4.7e-05
161,4.3e-05,4.7e-05,3.3e-05,4.5e-05,4e-05,0.000103,3.9e-05,4.4e-05,3.6e-05,7.8e-05,3.5e-05,5.1e-05,5e-05,0.000105,8.2e-05,6.2e-05,5.2e-05,0.000164,5.4e-05,5.7e-05,6.6e-05,0.000115,9e-05,0.000137,4.4e-05,3.9e-05,6.1e-05,6.7e-05,3.5e-05,3.5e-05,5.7e-05,3.6e-05
162,6.1e-05,6.9e-05,7.3e-05,5.4e-05,5.1e-05,4.1e-05,4.1e-05,3.7e-05,4.3e-05,4.8e-05,5.7e-05,4.9e-05,5.6e-05,4.5e-05,4.2e-05,4.2e-05,5.7e-05,5.9e-05,4.9e-05,4.2e-05,7.2e-05,7.1e-05,7.1e-05,8.3e-05,7.9e-05,8.7e-05,5.3e-05,7.4e-05,9.1e-05,3.7e-05,5.3e-05,4.4e-05
163,8.6e-05,4.1e-05,3.9e-05,8.9e-05,5.5e-05,5.3e-05,0.000103,7.6e-05,8.4e-05,8.3e-05,0.000103,6.8e-05,8.2e-05,5.4e-05,8.3e-05,6e-05,8.2e-05,6.9e-05,3.3e-05,3.7e-05,4.6e-05,3.7e-05,4.4e-05,3.9e-05,3.3e-05,3.9e-05,5.8e-05,5.8e-05,3.6e-05,3e-05,3e-05,4.7e-05
164,4.4e-05,4e-05,3.4e-05,6.5e-05,3.7e-05,7.3e-05,4.6e-05,5.1e-05,9.3e-05,9.8e-05,4.1e-05,7e-05,5.9e-05,5.8e-05,4.1e-05,4.3e-05,4.6e-05,5.9e-05,0.000146,4.4e-05,3.7e-05,6.3e-05,9.8e-05,4.9e-05,6.5e-05,3.5e-05,4.2e-05,4.5e-05,4.8e-05,4e-05,4.4e-05,3.4e-05
165,7.1e-05,0.000152,4.4e-05,4.2e-05,6.2e-05,4.5e-05,4.7e-05,3.4e-05,4.2e-05,4.3e-05,4.2e-05,4.9e-05,4.7e-05,4.2e-05,3.1e-05,4.9e-05,3.4e-05,3.5e-05,8.9e-05,9.6e-05,4.6e-05,3.9e-05,3.6e-05,4e-05,5.4e-05,4.7e-05,5e-05,5.2e-05,8.7e-05,8.5e-05,6.1e-05,4.8e-05
166,5.9e-05,7.8e-05,5e-05,5.9e-05,5.5e-05,5.9e-05,6.1e-05,5.8e-05,5.1e-05,4.8e-05,4.9e-05,5.6e-05,4.9e-05,4e-05,4.9e-05,6e-05,3.8e-05,5.6e-05,5.3e-05,0.000111,5.9e-05,4.8e-05,4.8e-05,4.8e-05,5.6e-05,4.3e-05,4.6e-05,5.5e-05,5.9e-05,4.6e-05,3.3e-05,5.8e-05
167,0.000189,6.1e-05,5.6e-05,5.2e-05,6e-05,4.8e-05,4.4e-05,5e-05,7.1e-05,6e-05,4.5e-05,6.3e-05,5.4e-05,4.8e-05,5e-05,5.1e-05,5.5e-05,5.5e-05,6e-05,6.1e-05,9.2e-05,0.000166,6.6e-05,7.1e-05,6.1e-05,0.000246,7.3e-05,6.4e-05,3.6e-05,7.5e-05,5.6e-05,4.6e-05
168,4.1e-05,7e-05,7.4e-05,8.5e-05,5.8e-05,3.9e-05,7.1e-05,5.5e-05,4.4e-05,5e-05,4.4e-05,5.9e-05,4.7e-05,4.4e-05,5e-05,4.2e-05,0.000115,5.4e-05,5.4e-05,6.5e-05,0.000111,0.000111,0.000103,0.000111,4.8e-05,7.9e-05,6.1e-05,4.1e-05,0.00022,5.3e-05,4.8e-05,5.6e-05
169,3.5e-05,5e-05,8.7e-05,5.8e-05,5e-05,5.3e-05,6.6e-05,0.000149,6.6e-05,6.6e-05,6.2e-05,5.6e-05,5.6e-05,4.8e-05,5.6e-05,4.3e-05,9.9e-05,4.9e-05,5.1e-05,3.4e-05,4.6e-05,4.4e-05,5.3e-05,4.4e-05,5.6e-05,4.1e-05,5.5e-05,5.8e-05,3.9e-05,5e-05,6.6e-05,8.8e-05
170,4.2e-05,3.1e-05,0.000379,4.6e-05,5.1e-05,4.6e-05,3.5e-05,5.5e-05,7.1e-05,4.5e-05,5.4e-05,5.3e-05,3.7e-05,5.3e-05,5.3e-05,6.3e-05,3.6e-05,3.5e-05,3.9e-05,3.5e-05,3.3e-05,5.4e-05,4e-05,4.1e-05,4.3e-05,6.7e-05,4.6e-05,8e-05,4.5e-05,4.7e-05,4.9e-05,4.2e-05
171,4.6e-05,4.3e-05,4e-05,4e-05,5.6e-05,3.8e-05,3.8e-05,4.1e-05,4.1e-05,6.4e-05,8.8e-05,7.4e-05,3.7e-05,4.8e-05,6.4e-05,6.3e-05,5.5e-05,5.1e-05,0.000102,0.000125,4.1e-05,4.3e-05,5.9e-05,5.5e-05,6.9e-05,4.6e-05,7e-05,5.4e-05,0.00012,0.000131,6.7e-05,5.5e-05
172,8e-05,5.4e-05,5.3e-05,6.6e-05,3.3e-05,5e-05,4.1e-05,4.7e-05,4.9e-05,5.4e-05,5.1e-05,4e-05,5.1e-05,4.2e-05,6.1e-05,6.4e-05,4.4e-05,4.5e-05,5.2e-05,5.1e-05,4.4e-05,3.9e-05,3.8e-05,6.4e-05,5.6e-05,6.4e-05,4.6e-05,4.6e-05,5e-05,5e-05,8.1e-05,5.1e-05
173,4.8e-05,4.9e-05,4.7e-05,4.4e-05,3.8e-05,4.4e-05,7.1e-05,4.3e-05,4.9e-05,3.9e-05,3.9e-05,5.2e-05,4.5e-05,5e-05,3.5e-05,3.4e-05,5.4e-05,5.8e-05,3.9e-05,3.7e-05,7.5e-05,7.8e-05,9.6e-05,0.000201,6.6e-05,8.9e-05,7.8e-05,6.9e-05,5.2e-05,6.4e-05,6.5e-05,0.000111
174,4.1e-05,4.7e-05,8.7e-05,0.000497,3.8e-05,4.4e-05,7.8e-05,7.7e-05,5.5e-05,3.7e-05,3.7e-05,4.2e-05,6.1e-05,9.8e-05,6e-05,3.9e-05,6.5e-05,8e-05,4.8e-05,4.2e-05,5e-05,0.000103,6.8e-05,5.6e-05,5.1e-05,8.7e-05,4.8e-05,4e-05,3.8e-05,4.3e-05,5.2e-05,5.6e-05
175,4.4e-05,4.3e-05,6.8e-05,4.4e-05,6.1e-05,5.6e-05,6.6e-05,6.3e-05,8e-05,8.1e-05,7.7e-05,6.3e-05,4.5e-05,4.4e-05,8.1e-05,5.5e-05,6.5e-05,6.8e-05,4.4e-05,4.9e-05,3.3e-05,4.7e-05,6e-05,4e-05,5.3e-05,7.5e-05,3.7e-05,4.5e-05,4.7e-05,4.2e-05,4.9e-05,4.6e-05
176,4.5e-05,4.9e-05,4e-05,4e-05,5.5e-05,6.1e-05,6.2e-05,5.4e-05,5.7e-05,7.2e-05,6e-05,7e-05,4.7e-05,4.5e-05,4.8e-05,6.7e-05,5.3e-05,3.5e-05,5.9e-05,8.1e-05,3.8e-05,7.6e-05,4.7e-05,5.6e-05,5e-05,3.5e-05,3.8e-05,8.5e-05,6.8e-05,6.2e-05,4.2e-05,4.1e-05
