apply_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
461,0.192173,0.18016,0.0878,0.125611,0.025613,0.019279,0.026214,0.04471,0.097102,0.104614,0.105627,0.122971,0.097159,0.153116,0.118951,0.138695,0.014633,0.042614,0.010995,0.012552,0.027905,0.139788,0.017644,0.025446,0.338896,0.224921,0.240813,0.240638,0.179919,0.202492,0.219954,0.209122
462,0.375007,0.359053,0.278965,0.311055,0.26504,0.245769,0.272525,0.280244,0.290855,0.241078,0.415999,0.528266,0.215222,0.379459,0.661523,0.652805,0.035022,0.043259,0.092994,0.153417,0.034725,0.031497,0.032523,0.032556,0.503944,0.481788,0.446895,0.503292,0.333026,0.418541,0.462068,0.471364
463,0.568731,0.570841,0.551982,0.49864,0.468044,0.507538,0.504911,0.622631,0.572652,0.468953,0.893159,0.990058,0.442454,0.74687,0.936479,0.884274,0.240087,0.221633,0.290586,0.411585,0.221527,0.256537,0.270519,0.2639,0.604588,0.740464,0.689001,0.819723,0.740189,0.89034,0.736478,0.761169
464,0.716629,0.755334,0.784002,0.715116,0.668447,0.702769,0.733536,0.963288,0.709735,0.497559,0.951853,1.038049,0.36571,0.848648,1.044065,0.849586,0.517386,0.401059,0.503954,0.582505,0.397708,0.482343,0.508382,0.700104,0.290593,0.558838,0.945668,1.13317,0.521366,0.907032,1.020495,1.059888
465,0.333834,0.500309,0.520601,0.389772,0.626612,0.680235,0.771679,0.856692,0.4846,0.356627,0.599661,0.698067,0.058095,0.515706,0.678127,0.351105,0.685344,0.560593,0.70293,0.756325,0.613348,0.756742,0.708872,0.915492,0.059823,0.34239,0.771386,1.064969,0.122977,0.422815,0.611583,0.695175
466,0.046177,0.144483,0.14819,0.073793,0.379374,0.497853,0.370273,0.490879,0.11105,0.084321,0.249048,0.295239,0.139906,0.574284,0.301069,0.058197,0.712791,0.222567,0.417593,0.419084,0.582343,0.891769,0.550551,0.67377,0.082581,0.142255,0.303838,0.657499,0.034722,0.086128,0.219945,0.287531
467,0.152088,0.138918,0.285612,0.123791,0.061206,0.117558,0.068794,0.111819,0.163526,0.183402,0.14098,0.118112,0.118726,0.387994,0.092209,0.072489,0.319628,0.174465,0.270007,0.086755,0.196237,0.714824,0.147854,0.28327,0.125426,0.223191,0.227229,0.577215,0.197939,0.197793,0.237985,0.255864
468,0.247814,0.340088,0.400002,0.22777,0.22221,0.220938,0.192331,0.249427,0.295266,0.299376,0.288109,0.202907,0.190794,0.57552,0.607637,0.491837,0.055404,0.041207,0.10909,0.172533,0.064298,0.210758,0.059194,0.075865,0.145927,0.331318,0.303951,0.717813,0.359819,0.363867,0.379396,0.411063
469,0.297001,0.418118,0.483016,0.267495,0.230993,0.316186,0.276938,0.50632,0.404926,0.328255,0.913646,0.638371,0.442695,0.717665,0.8652,0.506549,0.19306,0.178816,0.21293,0.222057,0.176295,0.260198,0.215749,0.311729,0.075787,0.265148,0.212027,0.717938,0.549348,0.596705,0.538344,0.468161
470,0.146761,0.320742,0.320116,0.146345,0.135864,0.246865,0.301892,0.433814,0.267018,0.317632,0.680845,0.356933,0.173555,0.476213,0.571596,0.213578,0.322827,0.190146,0.350828,0.322505,0.148592,0.368403,0.245424,0.451696,0.041899,0.039764,0.167326,0.481745,0.075517,0.103258,0.417931,0.349651
471,0.028116,0.031672,0.047215,0.044939,0.14813,0.140431,0.022889,0.035199,0.091482,0.142742,0.192526,0.036411,0.036078,0.097065,0.108432,0.082055,0.435698,0.127993,0.264612,0.209028,0.108122,0.265709,0.376869,0.339714,0.409052,0.397265,0.354351,0.553823,0.120096,0.13209,0.197569,0.23134
472,0.078603,0.108148,0.147054,0.147362,0.188675,0.230098,0.107752,0.120697,0.08562,0.12993,0.121744,0.053258,0.37872,0.598114,0.080028,0.083377,0.056348,0.106745,0.013865,0.02827,0.040248,0.107607,0.02465,0.025869,0.18812,0.259634,0.180816,0.440366,0.080301,0.058234,0.064541,0.109145
473,0.313584,0.342298,0.307628,0.259698,0.05027,0.083188,0.061125,0.06011,0.048081,0.37257,0.062717,0.60221,0.448746,0.551604,0.085421,0.045645,0.09248,0.114207,0.299993,0.396098,0.086212,0.076398,0.126738,0.104649,0.054317,0.123185,0.054771,0.292265,0.070522,0.07594,0.061689,0.075341
474,0.261788,0.300383,0.240434,0.144682,0.109839,0.119942,0.124254,0.37748,0.216458,0.362749,0.252856,0.528283,0.395866,0.579262,0.506512,0.534215,0.088737,0.084134,0.140006,0.319105,0.080161,0.076161,0.105158,0.205455,0.366553,0.305882,0.288953,0.452676,0.301232,0.301426,0.291824,0.340781
475,0.385276,0.415586,0.35756,0.312402,0.22357,0.314178,0.304353,0.508018,0.000554,0.294294,0.583932,0.795985,0.243072,0.597222,0.49049,0.585773,0.142542,0.11117,0.118,0.148071,0.128372,0.107857,0.145629,0.393684,0,0.000821,0,0,0,0.228631,0.000704,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305742,0.292279,0.299654,0.324438,0.27535,0.315936,0.309404,0.494283,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
