journal_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
401,0.005898,0.005592,0.000556,0.000581,0.00205,0.001687,0.003686,0.003949,0.00229,0.002477,0.000453,0.000545,0.006216,0.005753,0.000501,0.000479,0.001645,0.001292,0.000832,0.000594,0.001628,0.001548,0.004312,0.005483,0.001738,0.001837,0.000764,0.000728,0.000709,0.000837,0.000788,0.000789
402,0.005234,0.005074,0.003307,0.003241,0.000611,0.000738,0.00076,0.000891,0.000838,0.000931,0.004094,0.00317,0.003397,0.003885,0.001012,0.000893,0.003557,0.00352,0.006722,0.006166,0.001322,0.001258,0.000636,0.000865,0.000701,0.000646,0.0007,0.000852,0.000701,0.000847,0.000705,0.000683
403,0.000657,0.000614,0.002988,0.00306,0.000667,0.000607,0.000598,0.00079,0.000496,0.00081,0.00255,0.002257,0.002342,0.001999,0.003264,0.003133,0.002362,0.002037,0.002133,0.001885,0.000739,0.000693,0.000752,0.000828,0.000797,0.000703,0.000871,0.000818,0.006834,0.006839,0.005517,0.005828
404,0.000713,0.000637,0.0007,0.000661,0.000534,0.000534,0.0023,0.002189,0.000689,0.000644,0.000704,0.000553,0.000624,0.000695,0.003381,0.003561,0.000791,0.00067,0.000673,0.000692,0.000686,0.000755,0.004091,0.004731,0.000794,0.001105,0.00615,0.006361,0.003485,0.003584,0.003174,0.003371
405,0.000626,0.000682,0.000844,0.000765,0.001844,0.002462,0.00094,0.001011,0.000739,0.000772,0.000798,0.000951,0.000858,0.000914,0.000921,0.000924,0.000615,0.000503,0.000682,0.000621,0.001742,0.001642,0.000587,0.000596,0.004123,0.004738,0.003473,0.003469,0.000858,0.000913,0.000709,0.000952
406,0.000422,0.000866,0.001087,0.001067,0.006276,0.005705,0.009277,0.009687,0.006887,0.007009,0.000544,0.000491,0.001533,0.001606,0.000458,0.00047,0.0008,0.000738,0.001064,0.000812,0.003546,0.003903,0.003639,0.003723,0.006703,0.006588,0.000507,0.000899,0.000567,0.000726,0.000477,0.000472
407,0.010441,0.010007,0.00074,0.000854,0.00076,0.000739,0.000652,0.000686,0.0015,0.001856,0.000806,0.000613,0.005095,0.005825,0.00078,0.000586,0.002941,0.00277,0.00248,0.002551,0.000553,0.000605,0.000651,0.000631,0.000573,0.000745,0.000664,0.000592,0.000611,0.000553,0.000605,0.000509
408,0.003956,0.004278,0.006009,0.005802,0.000644,0.00078,0.000977,0.000685,0.000677,0.000672,0.006018,0.007612,0.000734,0.001355,0.003563,0.003797,0.002371,0.002229,0.004794,0.00549,0.000726,0.000747,0.00086,0.000896,0.000628,0.000674,0.00079,0.000854,0.000707,0.000842,0.000718,0.000877
409,0.000671,0.000705,0.002476,0.002751,0.000609,0.000624,0.000933,0.001025,0.000774,0.000746,0.00204,0.002706,0.000697,0.000577,0.006462,0.006517,0.000568,0.000705,0.000611,0.000644,0.000694,0.000642,0.002523,0.002482,0.000936,0.000815,0.000777,0.000719,0.008588,0.009038,0.005727,0.004966
410,0.00046,0.00044,0.000554,0.000491,0.000454,0.000434,0.002914,0.003032,0.000747,0.000747,0.002105,0.002047,0.000578,0.000712,0.001226,0.001141,0.00079,0.000859,0.000613,0.000613,0.000825,0.000729,0.003147,0.003074,0.000618,0.001176,0.006217,0.005297,0.003257,0.003534,0.002051,0.001868
411,0.000733,0.000622,0.000663,0.000568,0.004842,0.004009,0.001555,0.001503,0.000532,0.000654,0.00085,0.000679,0.00046,0.000862,0.000586,0.000604,0.000517,0.000721,0.00358,0.003363,0.006964,0.0075,0.000886,0.000899,0.01298,0.012972,0.002426,0.002279,0.000548,0.00065,0.000897,0.000746
412,0.000537,0.000527,0.000688,0.000584,0.00774,0.006873,0.002411,0.002472,0.004554,0.004729,0.000879,0.001439,0.006056,0.006449,0.00075,0.000709,0.003797,0.00366,0.000865,0.001302,0.000953,0.000925,0.004287,0.004071,0.004703,0.00477,0.000543,0.000594,0.000565,0.000531,0.000575,0.000691
413,0.004963,0.00525,0.002826,0.002565,0.002249,0.002916,0.000751,0.000737,0.001444,0.001655,0.000699,0.000742,0.003197,0.004138,0.000852,0.00085,0.003929,0.003418,0.002852,0.002889,0.000626,0.0006,0.000599,0.00062,0.000632,0.000588,0.000569,0.000774,0.000618,0.000613,0.000758,0.000644
414,0.003196,0.003594,0.004795,0.005392,0.000637,0.000765,0.000835,0.0007,0.000702,0.000702,0.00879,0.008863,0.000576,0.000784,0.00919,0.008923,0.00077,0.000778,0.00075,0.00067,0.000927,0.000745,0.000756,0.000777,0.000546,0.000706,0.002268,0.002864,0.000556,0.000606,0.000661,0.000588
415,0.000504,0.000543,0.000503,0.000545,0.000441,0.000543,0.003275,0.004075,0.000617,0.000645,0.005804,0.005429,0.000596,0.00061,0.002872,0.002888,0.000647,0.000801,0.00068,0.000634,0.000647,0.001032,0.00386,0.004624,0.000612,0.000509,0.000538,0.001602,0.006975,0.007709,0.0069,0.005741
416,0.000794,0.000467,0.000526,0.000519,0.001294,0.001471,0.000596,0.000694,0.000637,0.000632,0.000539,0.000601,0.000631,0.000755,0.000695,0.00064,0.000637,0.000448,0.000554,0.000646,0.009077,0.007345,0.000588,0.000492,0.001479,0.001045,0.006922,0.006713,0.003716,0.003884,0.002196,0.002193
417,0.000827,0.000494,0.00071,0.000648,0.000599,0.000552,0.004815,0.004572,0.000488,0.001327,0.000505,0.000678,0.002141,0.001611,0.000756,0.000741,0.002556,0.002916,0.000682,0.000507,0.005768,0.006791,0.00456,0.004788,0.003396,0.003488,0.005596,0.005498,0.001539,0.001338,0.000633,0.000581
418,0.00057,0.000797,0.000637,0.000824,0.005535,0.006234,0.000579,0.000684,0.007092,0.006185,0.000845,0.000996,0.003959,0.004566,0.001585,0.001441,0.003565,0.00358,0.011476,0.011145,0.000543,0.000638,0.000536,0.000538,0.000763,0.00075,0.000658,0.000737,0.000562,0.000596,0.000648,0.000582
419,0.005628,0.005578,0.00583,0.005867,0.005102,0.003333,0.000942,0.000867,0.003608,0.003021,0.001701,0.000616,0.001374,0.002072,0.002921,0.003057,0.003248,0.003131,0.002081,0.001877,0.001794,0.00135,0.000767,0.000843,0.000601,0.000612,0.000634,0.000707,0.000713,0.000627,0.001001,0.000809
420,0.003385,0.003449,0.00231,0.002341,0.000888,0.001045,0.001936,0.002058,0.000864,0.003637,0.005334,0.006347,0.001161,0.001437,0.007294,0.003205,0.000647,0.000933,0.00157,0.000751,0.001344,0.001803,0.003548,0.003546,0.000552,0.000583,0.000543,0.000632,0.000536,0.00056,0.000778,0.000589
421,0.000557,0.000525,0.000917,0.001239,0.000636,0.000593,0.001651,0.001544,0.000613,0.000616,0.000524,0.000631,0.000484,0.000496,0.000706,0.000458,0.000618,0.000694,0.000848,0.000805,0.002012,0.00213,0.002348,0.001719,0.000757,0.000652,0.000644,0.000591,0.008072,0.007485,0.008326,0.007397
422,0.000418,0.000476,0.000568,0.000581,0.00057,0.000587,0.003892,0.004456,0.000543,0.000517,0.000467,0.000494,0.000528,0.000598,0.000887,0.000845,0.000884,0.000591,0.000686,0.000528,0.004534,0.004221,0.001974,0.002021,0.006125,0.005837,0.00877,0.008896,0.005013,0.005306,0.001863,0.001917
423,0.000563,0.000672,0.000645,0.000527,0.000846,0.001721,0.00069,0.000765,0.000691,0.00064,0.001006,0.000817,0.003239,0.003101,0.000811,0.000857,0.003843,0.003208,0.002456,0.00214,0.000606,0.000756,0.001347,0.001544,0.002032,0.002733,0.005346,0.004412,0.000811,0.000803,0.001083,0.001107
424,0.000713,0.000953,0.00074,0.000689,0.007413,0.006607,0.000812,0.000718,0.007698,0.007927,0.000834,0.001179,0.005555,0.005226,0.000803,0.000801,0.004201,0.004652,0.004883,0.005183,0.000802,0.000909,0.000623,0.000748,0.000685,0.000771,0.000567,0.000551,0.000636,0.000644,0.001623,0.001384
425,0.006429,0.005976,0.006424,0.007489,0.001837,0.002209,0.000532,0.000995,0.003528,0.003495,0.0006,0.000564,0.003304,0.003404,0.003218,0.003263,0.000695,0.0007,0.000635,0.000882,0.000779,0.000767,0.00126,0.000928,0.000546,0.000641,0.000529,0.000588,0.000527,0.000588,0.000561,0.000557
426,0.003751,0.003776,0.005854,0.00575,0.000786,0.000892,0.002317,0.00236,0.000671,0.000733,0.005916,0.005757,0.000702,0.000765,0.006666,0.006758,0.000531,0.000622,0.000784,0.000776,0.000587,0.000708,0.002746,0.003194,0.000596,0.000683,0.000691,0.000476,0.00061,0.00058,0.000587,0.000569
427,0.000898,0.000863,0.000699,0.000755,0.000601,0.000657,0.001322,0.001452,0.000706,0.000668,0.002683,0.002216,0.000714,0.000776,0.001454,0.002099,0.000653,0.000695,0.000584,0.000577,0.006841,0.006733,0.001957,0.002663,0.001505,0.00112,0.000757,0.000761,0.00657,0.005972,0.004585,0.005157
428,0.000571,0.00063,0.000623,0.000684,0.000611,0.00103,0.001311,0.001227,0.000765,0.000617,0.000687,0.00063,0.000554,0.000659,0.000651,0.000652,0.004696,0.004725,0.000776,0.000727,0.001725,0.001945,0.003144,0.002198,0.005406,0.006149,0.005904,0.006331,0.004949,0.005891,0.003974,0.003976
429,0.000842,0.000836,0.001603,0.000964,0.000683,0.001071,0.000829,0.000883,0.000762,0.00081,0.000836,0.000783,0.001216,0.001343,0.000703,0.000701,0.00271,0.003424,0.002807,0.002826,0.000965,0.000553,0.000716,0.00069,0.000749,0.000719,0.00429,0.005269,0.000672,0.000691,0.000762,0.000744
430,0.001201,0.000758,0.000734,0.000793,0.010077,0.009249,0.000684,0.000968,0.006111,0.005731,0.000682,0.000696,0.007533,0.007485,0.000685,0.000631,0.00077,0.000637,0.000859,0.001025,0.000705,0.00071,0.000707,0.00071,0.000561,0.000548,0.000548,0.000509,0.000582,0.000492,0.000537,0.000543
431,0.006823,0.006699,0.008637,0.009727,0.00344,0.003711,0.002629,0.002639,0.001919,0.002058,0.00052,0.000696,0.004426,0.00482,0.002623,0.002915,0.00173,0.001656,0.001769,0.001652,0.000625,0.000838,0.00256,0.002541,0.000546,0.000611,0.000518,0.00052,0.000632,0.000611,0.000551,0.00049
432,0.004272,0.005075,0.003149,0.003285,0.000667,0.000682,0.000721,0.000742,0.0006,0.000608,0.005232,0.005495,0.000656,0.000636,0.00365,0.004221,0.000624,0.00073,0.000872,0.000813,0.004652,0.004251,0.000797,0.000748,0.000735,0.000651,0.000817,0.000948,0.000573,0.000608,0.000726,0.001506
433,0.005019,0.00453,0.001025,0.001008,0.000582,0.000608,0.00559,0.005342,0.000493,0.000541,0.00174,0.001942,0.000485,0.000525,0.000538,0.000629,0.002387,0.002431,0.000607,0.000559,0.006124,0.00738,0.003717,0.004071,0.00726,0.007854,0.000529,0.000654,0.005034,0.00526,0.01394,0.011619
434,0.000509,0.0007,0.000604,0.00053,0.000662,0.000558,0.000594,0.000735,0.001138,0.000794,0.000751,0.000596,0.000707,0.000734,0.000717,0.000754,0.003554,0.003208,0.005485,0.005259,0.000608,0.000516,0.000622,0.000605,0.001747,0.001625,0.005517,0.005299,0.00305,0.003654,0.002832,0.003135
435,0.002959,0.003143,0.000713,0.000694,0.000773,0.000835,0.000741,0.000917,0.001037,0.000948,0.000834,0.000881,0.001364,0.001706,0.000718,0.003932,0.000905,0.000961,0.001185,0.001214,0.000637,0.000667,0.000804,0.000709,0.000771,0.000769,0.00251,0.002896,0.00127,0.0009,0.000893,0.000911
436,0.001143,0.000656,0.00087,0.001388,0.006602,0.007153,0.002136,0.001912,0.004908,0.004074,0.000699,0.000731,0.007638,0.007032,0.000836,0.000817,0.000658,0.000924,0.000709,0.000724,0.000952,0.000641,0.000989,0.001165,0.000666,0.000743,0.000808,0.00066,0.000706,0.000699,0.000797,0.000717
437,0.002448,0.002168,0.005584,0.004947,0.003036,0.003012,0.001338,0.001546,0.000645,0.001569,0.000695,0.000586,0.001491,0.001735,0.006979,0.006793,0.000773,0.000569,0.000972,0.000721,0.001022,0.001095,0.000973,0.000988,0.00057,0.000637,0.000572,0.000626,0.000782,0.000519,0.000642,0.000564
438,0.00231,0.002703,0.003147,0.002891,0.000547,0.000456,0.003151,0.003085,0.000655,0.000639,0.007808,0.008537,0.000737,0.000751,0.004493,0.00451,0.001125,0.000605,0.00075,0.000739,0.010154,0.010714,0.004521,0.004667,0.001849,0.001915,0.000542,0.000517,0.000539,0.00053,0.000667,0.000625
439,0.0006,0.000604,0.000508,0.00062,0.000661,0.00072,0.001146,0.00092,0.000899,0.000902,0.002525,0.002666,0.000936,0.000955,0.000846,0.000676,0.00293,0.00262,0.003614,0.003224,0.001898,0.001745,0.001721,0.00145,0.005308,0.004735,0.000971,0.000946,0.004576,0.004096,0.00521,0.005303
440,0.000893,0.000836,0.001143,0.000885,0.000878,0.000722,0.001126,0.001083,0.000928,0.00074,0.000635,0.000699,0.000871,0.000828,0.000819,0.000809,0.003687,0.004113,0.007876,0.008297,0.000731,0.000582,0.000575,0.000514,0.002314,0.002492,0.006609,0.009037,0.002095,0.001736,0.001764,0.00194
441,0.000879,0.000655,0.000797,0.00079,0.000946,0.000784,0.00072,0.000814,0.003673,0.004188,0.001339,0.000658,0.000613,0.001079,0.000667,0.000787,0.000965,0.000852,0.000888,0.000801,0.000667,0.000849,0.001027,0.001161,0.000583,0.000777,0.001872,0.002066,0.000687,0.000652,0.001027,0.000863
442,0.000586,0.000467,0.000501,0.000544,0.009123,0.009264,0.002187,0.002279,0.006523,0.006133,0.000619,0.000601,0.010861,0.01172,0.00052,0.000557,0.000826,0.000721,0.002094,0.001691,0.000897,0.000769,0.002185,0.002329,0.000428,0.000413,0.000394,0.000432,0.000654,0.000608,0.000524,0.000525
443,0.003207,0.003279,0.0097,0.009423,0.002624,0.002425,0.001567,0.001077,0.003726,0.003957,0.002237,0.001731,0.004181,0.003974,0.006058,0.005864,0.000478,0.000467,0.0005,0.000596,0.001727,0.00163,0.000515,0.000518,0.00053,0.000566,0.000525,0.000503,0.00063,0.000502,0.000705,0.000592
444,0.0036,0.003537,0.002038,0.002181,0.000511,0.000641,0.000907,0.000944,0.000541,0.000556,0.007062,0.007467,0.000642,0.000769,0.004782,0.004828,0.002646,0.002649,0.00164,0.001011,0.005286,0.005161,0.003462,0.003276,0.006473,0.006722,0.002489,0.002855,0.000572,0.000712,0.000728,0.000582
445,0.000631,0.000746,0.000592,0.000729,0.000851,0.001216,0.000553,0.000558,0.000768,0.000692,0.004646,0.004458,0.000811,0.000964,0.000691,0.000709,0.004428,0.004417,0.008004,0.008885,0.000551,0.000565,0.000776,0.000649,0.002478,0.002368,0.005669,0.005252,0.00424,0.003887,0.00763,0.006685
446,0.000593,0.000599,0.000652,0.001189,0.001943,0.001416,0.000664,0.000791,0.000875,0.000725,0.000951,0.000887,0.000632,0.001052,0.001564,0.001244,0.000618,0.000608,0.001047,0.001078,0.000604,0.000583,0.000614,0.000594,0.0009,0.001077,0.005301,0.005831,0.004315,0.004778,0.003691,0.003234
447,0.000716,0.001011,0.000675,0.000574,0.002564,0.002652,0.002867,0.00299,0.00189,0.002427,0.000737,0.000591,0.000602,0.000847,0.000595,0.00058,0.000687,0.000608,0.00057,0.000508,0.000655,0.000566,0.004125,0.00381,0.000611,0.000767,0.002067,0.002423,0.000699,0.001015,0.001239,0.000665
448,0.000824,0.000596,0.000559,0.000667,0.008135,0.008686,0.00055,0.000741,0.012212,0.013742,0.000703,0.000737,0.007,0.008075,0.000802,0.00078,0.000967,0.000776,0.000697,0.000656,0.000757,0.000755,0.00078,0.000659,0.000554,0.000544,0.000445,0.000489,0.000468,0.000459,0.000569,0.000617
449,0.005336,0.004606,0.00578,0.00561,0.002474,0.001981,0.001639,0.001667,0.004227,0.002525,0.000689,0.000796,0.002883,0.003085,0.005464,0.004937,0.00164,0.00186,0.000708,0.000672,0.010937,0.011088,0.002594,0.002782,0.002726,0.002022,0.000505,0.00055,0.000527,0.000506,0.000607,0.000529
450,0.004769,0.004861,0.003766,0.003467,0.000557,0.000534,0.000472,0.000529,0.000937,0.000824,0.007999,0.006813,0.000754,0.001052,0.004116,0.003898,0.002455,0.002194,0.002429,0.002196,0.000893,0.000923,0.000649,0.000634,0.00277,0.002488,0.001121,0.000773,0.000784,0.000747,0.001318,0.000887
451,0.000677,0.000866,0.000606,0.000719,0.00078,0.000732,0.00083,0.001006,0.000776,0.000648,0.002826,0.002536,0.000761,0.000805,0.000729,0.000655,0.001558,0.001772,0.008112,0.008476,0.000671,0.000714,0.000709,0.000598,0.001996,0.002633,0.000649,0.000753,0.005164,0.005307,0.005122,0.005
452,0.000558,0.000609,0.000614,0.000747,0.000599,0.000634,0.003077,0.003191,0.000676,0.000737,0.000635,0.000741,0.000568,0.000771,0.000802,0.000717,0.003014,0.003079,0.000858,0.000753,0.000894,0.000932,0.004292,0.004631,0.00082,0.000899,0.009017,0.010755,0.004244,0.004335,0.007527,0.007316
453,0.000803,0.000845,0.00068,0.000591,0.003558,0.00348,0.000796,0.000757,0.002522,0.002517,0.000797,0.000779,0.000551,0.000821,0.000591,0.000737,0.000667,0.000523,0.00062,0.000534,0.000543,0.000547,0.002118,0.002151,0.000519,0.000561,0.004685,0.004969,0.0006,0.000528,0.001573,0.00265
454,0.000475,0.000733,0.000536,0.000497,0.003631,0.003909,0.003007,0.003131,0.005807,0.00585,0.000575,0.000447,0.007287,0.007615,0.000446,0.000437,0.001063,0.000652,0.000653,0.000597,0.001678,0.001605,0.002747,0.002789,0.002065,0.002257,0.000441,0.000487,0.000532,0.000528,0.000492,0.00049
455,0.005728,0.005543,0.007278,0.008372,0.000562,0.000571,0.000579,0.000539,0.000923,0.000796,0.000841,0.000743,0.001807,0.002114,0.006415,0.00612,0.003089,0.004244,0.00062,0.000624,0.004242,0.004256,0.002177,0.001759,0.003819,0.003961,0.000852,0.001155,0.000761,0.000732,0.002311,0.002077
456,0.001708,0.001946,0.000909,0.001073,0.000785,0.000649,0.000612,0.000674,0.000736,0.000884,0.006517,0.007084,0.001886,0.00121,0.004111,0.004201,0.002823,0.00285,0.012923,0.013433,0.000597,0.000585,0.000581,0.00047,0.000819,0.000882,0.000775,0.000839,0.000832,0.000984,0.000847,0.000721
457,0.000816,0.000712,0.000726,0.000837,0.000647,0.000695,0.000843,0.001154,0.000852,0.001049,0.004556,0.004606,0.000677,0.000854,0.001197,0.00109,0.000683,0.000664,0.002671,0.003039,0.000673,0.000761,0.000817,0.000756,0.000597,0.00075,0.00056,0.000616,0.005259,0.005328,0.00617,0.005696
458,0.000649,0.000729,0.000666,0.00058,0.000726,0.000867,0.002534,0.002201,0.000769,0.002055,0.000624,0.000543,0.000589,0.000674,0.000592,0.000562,0.000908,0.000867,0.001204,0.000977,0.000907,0.00091,0.006783,0.006984,0.000591,0.000634,0.006684,0.006042,0.000793,0.000828,0.005438,0.013289
459,0.000419,0.000449,0.000426,0.000451,0.004348,0.004397,0.001008,0.001029,0.005932,0.005148,0.000531,0.000558,0.000576,0.00061,0.000492,0.000525,0.0006,0.000631,0.003459,0.003607,0.000832,0.000912,0.000912,0.000927,0.000738,0.000516,0.006769,0.006026,0.000511,0.000482,0.000573,0.000771
460,0.000595,0.000616,0.001179,0.001726,0.004536,0.004327,0.001137,0.001105,0.001078,0.000842,0.000594,0.000471,0.011152,0.011735,0.000491,0.000565,0.004845,0.005142,0.000481,0.001046,0.010934,0.010339,0.003723,0.004051,0.004329,0.004242,0.000659,0.000745,0.000545,0.000664,0.000752,0.00059
461,0.007139,0.007359,0.006499,0.006227,0.000612,0.000882,0.000897,0.000937,0.000671,0.000627,0.000783,0.000662,0.001896,0.00208,0.006701,0.006166,0.003101,0.002591,0.000461,0.000473,0.007884,0.007961,0.000614,0.000669,0.001163,0.001292,0.000775,0.000938,0.000776,0.001184,0.000902,0.001039
462,0.001974,0.002274,0.001444,0.000758,0.000845,0.000988,0.000658,0.000658,0.001035,0.000889,0.004863,0.005249,0.000853,0.001179,0.005629,0.005144,0.000798,0.000665,0.00663,0.006563,0.000949,0.001066,0.000709,0.000709,0.000578,0.00066,0.001054,0.000806,0.002462,0.002618,0.000824,0.000731
463,0.001937,0.001954,0.000824,0.000969,0.000755,0.000736,0.00298,0.002862,0.000866,0.00111,0.005224,0.005382,0.001019,0.000977,0.00092,0.000859,0.00071,0.000642,0.000722,0.000729,0.000634,0.000833,0.001943,0.001617,0.000755,0.000966,0.000992,0.001315,0.003675,0.003538,0.003375,0.003688
464,0.000666,0.00065,0.000727,0.000792,0.000646,0.000705,0.001914,0.0026,0.003552,0.003249,0.000571,0.000613,0.000467,0.000484,0.000598,0.000555,0.000793,0.000725,0.000838,0.000716,0.000816,0.000726,0.001926,0.002346,0.0005,0.000645,0.005614,0.004919,0.000542,0.00062,0.003725,0.003787
465,0.002416,0.002733,0.000471,0.000573,0.00409,0.004087,0.002699,0.002411,0.002763,0.002681,0.000588,0.000632,0.000747,0.000779,0.000641,0.000591,0.00172,0.001498,0.000665,0.000702,0.001118,0.000865,0.003161,0.002932,0.004043,0.003863,0.005654,0.005144,0.000829,0.000711,0.001084,0.000759
466,0.000589,0.000597,0.002196,0.0018,0.004634,0.004998,0.000646,0.00058,0.000745,0.001016,0.000671,0.000543,0.004753,0.004771,0.000709,0.000674,0.005913,0.005377,0.000589,0.000653,0.011621,0.010511,0.000864,0.000856,0.001379,0.001715,0.000613,0.000649,0.000764,0.000886,0.000515,0.000622
467,0.00344,0.003746,0.006488,0.006677,0.000894,0.000868,0.00312,0.003801,0.000739,0.000663,0.000698,0.000636,0.004131,0.004075,0.004462,0.004351,0.001779,0.001762,0.006287,0.006594,0.000871,0.001298,0.000748,0.001026,0.000717,0.000758,0.000968,0.000659,0.000744,0.000768,0.000786,0.0007
468,0.004735,0.00424,0.000703,0.000955,0.000749,0.000863,0.003837,0.003155,0.00111,0.000796,0.006438,0.007253,0.000769,0.000994,0.003466,0.003362,0.00071,0.000682,0.003229,0.004201,0.000702,0.000649,0.004137,0.003138,0.000674,0.000714,0.000874,0.000711,0.006539,0.006052,0.000844,0.00066
469,0.000676,0.000768,0.000617,0.000767,0.000582,0.000843,0.001401,0.001418,0.001289,0.001209,0.004872,0.004337,0.000614,0.000636,0.000738,0.000798,0.000796,0.000835,0.000965,0.001081,0.000844,0.000891,0.002871,0.003177,0.000551,0.000651,0.000674,0.000669,0.008007,0.006605,0.007059,0.006068
470,0.000376,0.000377,0.000421,0.000457,0.000359,0.000385,0.00267,0.002633,0.004849,0.005288,0.000531,0.000542,0.000622,0.000625,0.000593,0.000521,0.000681,0.000869,0.001399,0.001176,0.000777,0.000693,0.001356,0.001741,0.003186,0.004199,0.006372,0.006172,0.000841,0.000631,0.002915,0.002775
471,0.000615,0.000587,0.000698,0.000575,0.004144,0.004489,0.000605,0.000592,0.000523,0.000613,0.000587,0.000555,0.00065,0.000688,0.000728,0.001055,0.003798,0.00382,0.000608,0.000634,0.007501,0.006086,0.008656,0.009188,0.005863,0.004968,0.003629,0.003361,0.00052,0.000655,0.00106,0.000878
472,0.00073,0.000585,0.007292,0.006786,0.003325,0.00333,0.00054,0.000582,0.000726,0.000711,0.000714,0.00065,0.00683,0.007354,0.000767,0.000553,0.00458,0.004172,0.002936,0.002764,0.003613,0.004098,0.000651,0.000729,0.000733,0.000849,0.001188,0.001208,0.000759,0.000624,0.00068,0.000603
473,0.005689,0.005545,0.005203,0.005792,0.001706,0.001604,0.000761,0.00074,0.000571,0.000591,0.000713,0.000765,0.001306,0.001528,0.007201,0.007112,0.000593,0.000573,0.007655,0.008114,0.000583,0.000602,0.000786,0.000522,0.000993,0.000787,0.000743,0.001085,0.000872,0.000896,0.000751,0.000865
474,0.002174,0.002659,0.000763,0.000828,0.000891,0.000705,0.00304,0.002638,0.001021,0.000934,0.001259,0.001388,0.000945,0.001528,0.003722,0.004069,0.000649,0.000678,0.001179,0.000946,0.000618,0.000968,0.006993,0.005611,0.000737,0.000626,0.000504,0.000612,0.000532,0.000682,0.000403,0.000292
475,0.000198,0.000179,0.000126,0.00014,0.000155,0.000134,0.000242,0.000289,8.4e-05,0.000134,0.001883,0.001532,0.000101,8.2e-05,0.000114,9.5e-05,0.000931,0.000847,0.000869,0.000809,0.000666,0.000707,0.001227,0.001249,0,0.000128,0,0,0,0,0.000128,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609,0.000283,0.000131,0.000181,0.00013,0.000134,0.000207,0.000186,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
