stat_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
120,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
121,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
122,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
123,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
124,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
125,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
126,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
127,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
128,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
129,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
130,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
131,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
132,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
133,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
134,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
135,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
136,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
137,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
138,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
139,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
140,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
141,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
142,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
143,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
144,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
145,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
146,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
147,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
148,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
149,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
150,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
151,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
152,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
153,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
154,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
155,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
156,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
157,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
158,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
159,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
160,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
161,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
162,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
163,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
164,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
165,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
166,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
167,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
168,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
169,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
170,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
171,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
172,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
173,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
174,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
175,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
176,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
177,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
178,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
179,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
180,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
181,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
182,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
183,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
184,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
185,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
186,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
187,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
188,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
189,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
190,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
191,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
192,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
193,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
194,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
195,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
196,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
197,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
198,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
199,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
200,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
201,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432,949535506432
