op_rw,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
143,66,66,132,132,0,66,132,132,198,264,66,0,66,66,0,132,132,66,132,66,132,0,132,132,66,66,66,66,132,66,264,132
144,66,66,132,132,0,66,132,132,198,264,66,0,66,66,0,132,132,66,132,66,132,0,132,132,66,66,66,66,132,66,264,132
145,66,66,132,132,0,66,132,132,198,264,66,0,66,66,0,132,132,66,132,66,132,0,132,132,66,66,66,66,132,66,264,132
146,66,66,132,132,0,66,132,132,198,264,66,0,66,66,0,132,132,66,132,66,132,0,132,132,66,66,66,66,132,66,264,132
147,68,68,134,136,0,68,134,136,204,266,66,0,68,66,0,136,132,66,132,66,132,0,132,132,68,68,68,68,136,68,264,132
148,68,68,136,136,0,68,136,136,204,272,68,0,68,68,0,136,136,68,136,68,136,0,136,136,68,68,68,68,136,68,272,136
149,68,68,136,136,0,68,136,136,204,272,68,0,68,68,0,136,136,68,136,68,136,0,136,136,68,68,68,68,136,68,272,136
150,68,68,136,136,0,68,136,136,204,272,68,0,68,68,0,136,136,68,136,68,136,0,136,136,68,68,68,68,136,68,272,136
151,68,68,136,136,0,68,136,136,204,272,68,0,68,68,0,136,136,68,136,68,136,0,136,136,68,68,68,68,136,68,272,136
152,70,70,140,140,0,70,140,140,210,280,70,0,70,70,0,140,136,68,136,68,136,0,136,136,70,70,70,70,140,70,280,140
153,70,70,140,140,0,70,140,140,210,280,70,0,70,70,0,140,140,70,140,70,140,0,140,140,70,70,70,70,140,70,280,140
154,70,70,140,140,0,70,140,140,210,280,70,0,70,70,0,140,140,70,140,70,140,0,140,140,70,70,70,70,140,70,280,140
155,70,70,140,140,0,70,140,140,210,280,70,0,70,70,0,140,140,70,140,70,140,0,140,140,70,70,70,70,140,70,280,140
156,70,70,140,140,0,70,140,140,210,280,70,0,70,70,0,140,140,70,140,70,140,0,140,140,70,70,70,70,140,70,280,140
157,72,72,144,144,0,72,144,144,216,288,72,0,72,72,0,144,140,70,140,70,140,0,140,140,72,72,72,72,144,72,288,144
158,72,72,144,144,0,72,144,144,216,288,72,0,72,72,0,144,144,72,144,72,144,0,144,144,72,72,72,72,144,72,288,144
159,72,72,144,144,0,72,144,144,216,288,72,0,72,72,0,144,144,72,144,72,144,0,144,144,72,72,72,72,144,72,288,144
160,72,72,144,144,0,72,144,144,216,288,72,0,72,72,0,144,144,72,144,72,144,0,144,144,72,72,72,72,144,72,288,144
161,72,72,144,144,0,72,144,144,216,288,72,0,74,72,0,144,144,72,144,72,144,0,144,144,72,72,72,72,144,72,288,144
162,74,74,148,148,0,74,148,148,222,296,74,0,74,74,0,148,148,74,148,74,148,0,146,148,74,74,74,74,148,74,296,148
163,74,74,148,148,0,74,148,148,222,296,74,0,74,74,0,148,148,74,148,74,148,0,148,148,74,74,74,74,148,74,296,148
164,74,74,148,148,0,74,148,148,222,296,74,0,74,74,0,148,148,74,148,74,148,0,148,148,74,74,74,74,148,74,296,148
165,74,74,148,148,0,74,148,148,222,296,74,0,74,74,0,148,148,74,148,74,148,0,148,148,74,74,74,74,148,74,296,148
166,76,76,152,152,0,76,152,152,228,304,76,0,76,76,0,152,148,74,148,74,148,0,148,148,76,76,76,76,152,76,296,148
167,76,76,152,152,0,76,152,152,228,304,76,0,76,76,0,152,152,76,152,76,152,0,152,152,76,76,76,76,152,76,304,152
168,76,76,152,152,0,76,152,152,228,304,76,0,76,76,0,152,152,76,152,76,152,0,152,152,76,76,76,76,152,76,304,152
169,76,76,152,152,0,76,152,152,228,304,76,0,76,76,0,152,152,76,152,76,152,0,152,152,76,76,76,76,152,76,304,152
170,76,76,152,152,0,76,152,152,228,304,76,0,76,76,0,152,152,76,152,76,152,0,152,152,76,76,76,76,152,76,304,152
171,78,78,156,156,0,78,156,156,234,312,78,0,78,78,0,156,152,76,152,76,152,0,152,152,78,78,78,78,156,78,312,156
172,78,78,156,156,0,78,156,156,234,312,78,0,78,78,0,156,156,78,156,78,156,0,156,156,78,78,78,78,156,78,312,156
173,78,78,156,156,0,78,156,156,234,312,78,0,78,78,0,156,156,78,156,78,156,0,156,156,78,78,78,78,156,78,312,156
174,78,78,156,156,0,78,156,156,234,312,78,0,78,78,0,156,156,78,156,78,156,0,156,156,78,78,78,78,156,78,312,156
175,78,78,156,156,0,78,156,156,234,312,78,0,78,78,0,156,156,78,156,78,156,0,156,156,78,78,78,78,156,78,312,156
176,80,80,160,160,0,80,160,160,240,320,80,0,80,80,0,160,156,78,156,78,156,0,156,156,80,80,80,80,160,80,320,160
177,80,80,160,160,0,80,160,160,240,320,80,0,80,80,0,160,160,80,160,80,160,0,160,160,80,80,80,80,160,80,320,160
178,80,80,160,160,0,80,160,160,240,320,80,0,80,80,0,160,160,80,160,80,160,0,160,160,80,80,80,80,160,80,320,160
179,80,80,160,160,0,80,160,160,240,320,80,0,80,80,0,160,160,80,160,80,160,0,160,160,80,80,80,80,160,80,320,160
180,80,80,160,160,0,80,160,160,240,320,80,0,80,80,0,160,160,80,160,80,160,0,160,160,80,80,80,80,160,80,320,160
181,82,82,164,164,0,82,164,164,246,328,82,0,82,82,0,164,160,80,160,80,160,0,160,160,82,82,82,82,164,82,328,164
182,82,82,164,164,0,82,164,164,246,328,82,0,82,82,0,164,164,82,164,82,164,0,164,164,82,82,82,82,164,82,328,164
183,82,82,164,164,0,82,164,164,246,328,82,0,82,82,0,164,164,82,164,82,164,0,164,164,82,82,82,82,164,82,328,164
184,82,82,164,164,0,82,164,164,246,328,82,0,82,82,0,164,164,82,164,82,164,0,164,164,82,82,82,82,164,82,328,164
185,84,84,168,168,0,84,168,168,252,336,84,0,84,84,0,168,164,82,164,82,164,0,164,164,84,84,84,84,168,84,336,165
186,84,84,168,168,0,84,168,168,252,336,84,0,84,84,0,168,168,84,168,84,168,0,168,168,84,84,84,84,168,84,336,168
187,84,84,168,168,0,84,168,168,252,336,84,0,84,84,0,168,168,84,168,84,168,0,168,168,84,84,84,84,168,84,336,168
188,84,84,168,168,0,84,168,168,252,336,84,0,84,84,0,168,168,84,168,84,168,0,168,168,84,84,84,84,168,84,336,168
189,84,84,168,168,0,84,168,168,252,336,84,0,84,84,0,168,168,84,168,84,168,0,168,168,84,84,84,84,168,84,336,168
190,86,86,172,172,0,86,172,172,258,344,86,0,86,86,0,172,168,84,168,84,168,0,168,168,86,86,86,86,172,86,344,172
191,86,86,172,172,0,86,172,172,258,344,86,0,86,86,0,172,172,86,172,86,172,0,172,172,86,86,86,86,172,86,344,172
192,86,86,172,172,0,86,172,172,258,344,86,0,86,86,0,172,172,86,172,86,172,0,172,172,86,86,86,86,172,86,344,172
193,86,86,172,172,0,86,172,172,258,344,86,0,86,86,0,172,172,86,172,86,172,0,172,172,86,86,86,86,172,86,344,172
194,86,86,172,172,0,86,172,172,258,344,86,0,86,86,0,172,172,86,172,86,172,0,172,172,86,86,86,86,172,86,344,172
195,88,88,176,176,0,88,176,176,264,352,88,0,88,88,0,176,172,86,172,86,172,0,172,172,88,88,88,88,176,88,352,176
196,88,88,176,176,0,88,176,176,264,352,88,0,88,88,0,176,176,88,176,88,176,0,176,176,88,88,88,88,176,88,352,176
197,88,88,176,176,0,88,176,176,264,352,88,0,88,88,0,176,176,88,176,88,176,0,176,176,88,88,88,88,176,88,352,176
198,88,88,176,176,0,88,176,176,264,352,88,0,88,88,0,176,176,88,176,88,176,0,176,176,88,88,88,88,176,88,352,176
199,88,88,176,176,0,88,176,176,264,352,88,0,88,88,0,176,176,88,176,88,176,0,176,176,88,88,88,88,176,88,352,176
200,90,90,180,180,0,90,180,180,270,360,90,0,90,90,0,180,176,88,176,88,176,0,176,176,90,90,90,90,180,90,360,180
201,90,90,180,180,0,90,180,180,270,360,90,0,90,90,0,180,180,90,180,90,180,0,180,180,90,90,90,90,180,90,360,180
202,90,90,180,180,0,90,180,180,270,360,90,0,90,90,0,180,180,90,180,90,180,0,180,180,90,90,90,90,180,90,360,180
203,90,90,180,180,0,90,180,180,270,360,90,0,90,90,0,180,180,90,180,90,180,0,180,180,90,90,90,90,180,90,360,180
204,92,92,184,184,0,92,184,184,276,368,92,0,92,92,0,184,180,90,180,90,180,0,180,180,92,92,92,92,184,92,368,184
205,92,92,184,184,0,92,184,184,276,368,92,0,92,92,0,184,184,92,184,92,184,0,184,184,92,92,92,92,184,92,368,184
206,92,92,184,184,0,92,184,184,276,368,92,0,92,92,0,184,184,92,184,92,184,0,184,184,92,92,92,92,184,92,368,184
207,92,92,184,184,0,92,184,184,276,368,92,0,92,92,0,184,184,92,184,92,184,0,184,184,92,92,92,92,184,92,368,184
208,92,92,184,184,0,92,184,184,276,368,92,0,92,92,0,184,184,92,184,92,184,0,184,184,92,92,92,92,184,92,368,184
209,94,94,188,188,0,94,188,188,282,376,94,0,94,94,0,188,184,92,184,92,184,0,184,184,94,94,94,94,188,94,376,188
210,94,94,188,188,0,94,188,188,282,376,94,0,94,94,0,188,188,94,188,94,188,0,188,188,94,94,94,94,188,94,376,188
211,94,94,188,188,0,94,188,188,282,376,94,0,94,94,0,188,188,94,188,94,188,0,188,188,94,94,94,94,188,94,376,188
212,94,94,188,188,0,94,188,188,282,376,94,0,94,94,0,188,188,94,188,94,188,0,188,188,94,94,94,94,188,94,376,188
213,94,94,188,188,0,94,188,188,282,376,94,0,94,94,0,188,188,94,188,94,188,0,188,188,94,94,94,94,188,94,376,188
214,96,96,192,192,0,96,192,192,288,384,96,0,96,96,0,192,188,94,188,94,188,0,188,188,96,96,96,96,192,96,384,192
215,96,96,192,192,0,96,192,192,288,384,96,0,96,96,0,192,192,96,192,96,192,0,192,192,96,96,96,96,192,96,384,192
216,96,96,192,192,0,96,192,192,288,384,96,0,96,96,0,192,192,96,192,96,192,0,192,192,96,96,96,96,192,96,384,192
217,96,96,192,192,0,96,192,192,288,384,96,0,96,96,0,192,192,96,192,96,192,0,192,192,96,96,96,96,192,96,384,192
218,96,96,192,192,0,96,192,192,290,386,96,0,98,96,0,194,192,96,192,96,192,0,192,192,96,96,96,96,192,96,384,192
219,98,98,196,196,0,98,196,196,294,392,98,0,98,98,0,196,192,96,192,96,192,0,192,192,98,98,98,98,196,98,392,196
220,98,98,196,196,0,98,196,196,294,392,98,0,98,98,0,196,196,98,196,98,196,0,196,196,98,98,98,98,196,98,392,196
221,98,98,196,196,0,98,196,196,294,392,98,0,98,98,0,196,196,98,196,98,196,0,196,196,98,98,98,98,196,98,392,196
222,98,98,196,196,0,98,196,196,294,392,98,0,98,98,0,196,196,98,196,98,196,0,196,196,98,98,98,98,196,98,392,196
223,100,100,200,200,0,100,200,200,300,400,100,0,100,100,0,200,196,98,196,98,196,0,196,196,98,98,100,98,199,98,400,200
224,100,100,200,200,0,100,200,200,300,400,100,0,100,100,0,200,196,98,196,98,196,0,196,196,100,100,100,100,200,100,400,200
225,100,100,200,200,0,100,200,200,300,400,100,0,100,100,0,200,200,100,200,100,200,0,200,200,100,100,100,100,200,100,400,200
226,100,100,200,200,0,100,200,200,300,400,100,0,100,100,0,200,200,100,200,100,200,0,200,200,100,100,100,100,200,100,400,200
227,100,100,200,200,0,100,200,200,300,400,100,0,100,100,0,200,200,100,200,100,200,0,200,200,100,100,100,100,200,100,400,200
228,102,102,204,204,0,102,204,204,306,408,102,0,102,102,0,204,200,100,200,100,200,0,200,200,102,102,102,102,204,102,408,204
229,102,102,204,204,0,102,204,204,306,408,102,0,102,102,0,204,200,101,202,100,200,0,202,200,102,102,102,102,204,102,408,204
230,102,102,204,204,0,102,204,204,306,408,102,0,102,102,0,204,204,102,204,102,204,0,204,204,102,102,102,102,204,102,408,204
231,102,102,204,204,0,102,204,204,306,408,102,0,102,102,0,204,204,102,204,102,204,0,204,204,102,102,102,102,204,102,408,204
232,102,102,204,204,0,102,204,204,306,408,102,0,102,102,0,204,204,102,204,102,204,0,204,204,102,102,102,102,204,102,408,204
233,104,104,208,208,0,104,208,208,312,416,104,0,104,104,0,208,204,102,204,102,204,0,204,204,104,104,104,104,208,104,416,208
234,104,104,208,208,0,104,208,208,312,416,104,0,104,104,0,208,208,104,208,104,208,0,208,208,104,104,104,104,208,104,416,208
235,104,104,208,208,0,104,208,208,312,416,104,0,104,104,0,208,208,104,208,104,208,0,208,208,104,104,104,104,208,104,416,208
236,104,104,208,208,0,104,208,208,312,416,104,0,104,104,0,208,208,104,208,104,208,0,208,208,104,104,104,104,208,104,416,208
237,104,104,208,208,0,104,208,208,314,424,104,0,106,104,0,212,208,104,208,104,208,0,208,208,104,104,104,104,208,104,416,208
238,106,106,212,212,0,106,212,212,318,424,106,0,106,106,0,212,208,104,208,104,208,0,208,208,106,106,106,106,212,106,424,212
239,106,106,212,212,0,106,212,212,318,424,106,0,106,106,0,212,212,106,212,106,212,0,212,212,106,106,106,106,212,106,424,212
240,106,106,212,212,0,106,212,212,318,424,106,0,106,106,0,212,212,106,212,106,212,0,212,212,106,106,106,106,212,106,424,212
241,106,106,212,212,0,106,212,212,318,424,106,0,106,106,0,212,212,106,212,106,212,0,212,212,106,106,106,106,212,106,424,212
242,106,108,213,216,0,106,212,216,324,432,108,0,108,108,0,216,212,106,212,106,212,0,212,212,106,106,106,108,212,106,424,212
243,108,108,216,216,0,108,216,216,324,432,108,0,108,108,0,216,212,106,212,106,212,0,212,212,108,108,108,108,216,108,432,216
244,108,108,216,216,0,108,216,216,324,432,108,0,108,108,0,216,216,108,216,108,216,0,216,216,108,108,108,108,216,108,432,216
245,108,108,216,216,0,108,216,216,324,432,108,0,108,108,0,216,216,108,216,108,216,0,216,216,108,108,108,108,216,108,432,216
246,108,108,216,216,0,108,216,216,324,432,108,0,108,108,0,216,216,108,216,108,216,0,216,216,108,108,108,108,216,108,432,216
247,110,110,220,220,0,110,220,220,330,440,110,0,110,110,0,220,216,108,216,108,216,0,216,216,110,110,110,110,220,110,440,220
248,110,110,220,220,0,110,220,220,330,440,110,0,110,110,0,220,220,110,220,110,220,0,220,220,110,110,110,110,220,110,440,220
249,110,110,220,220,0,110,220,220,330,440,110,0,110,110,0,220,220,110,220,110,220,0,220,220,110,110,110,110,220,110,440,220
250,110,110,220,220,0,110,220,220,330,440,110,0,110,110,0,220,220,110,220,110,220,0,220,220,110,110,110,110,220,110,440,220
251,110,110,220,220,0,110,220,220,330,440,110,0,112,110,0,220,220,110,220,110,220,0,220,220,110,110,110,110,220,110,440,220
252,112,112,224,224,0,112,224,224,336,448,112,0,112,112,0,224,220,110,220,110,220,0,220,220,112,112,112,112,224,112,448,224
253,112,112,224,224,0,112,224,224,336,448,112,0,112,112,0,224,224,112,224,112,224,0,224,224,112,112,112,112,224,112,448,224
254,112,112,224,224,0,112,224,224,336,448,112,0,112,112,0,224,224,112,224,112,224,0,224,224,112,112,112,112,224,112,448,224
255,112,112,224,224,0,112,224,224,336,448,112,0,112,112,0,224,224,112,224,112,224,0,224,224,112,112,112,112,224,112,448,224
256,112,112,224,224,0,112,224,224,342,456,114,0,114,114,0,228,224,112,224,112,224,0,224,224,112,112,112,112,224,112,448,224
257,114,114,228,228,0,114,228,228,342,456,114,0,114,114,0,228,224,112,224,112,224,0,224,224,114,114,114,114,228,114,456,228
258,114,114,228,228,0,114,228,228,342,456,114,0,114,114,0,228,228,114,228,114,228,0,228,228,114,114,114,114,228,114,456,228
259,114,114,228,228,0,114,228,228,342,456,114,0,114,114,0,228,228,114,228,114,228,0,228,228,114,114,114,114,228,114,456,228
260,114,114,228,228,0,114,228,228,342,456,114,0,114,114,0,228,228,114,228,114,228,0,228,228,114,114,114,114,228,114,456,228
261,116,114,228,228,0,114,228,228,348,464,116,0,116,116,0,232,228,114,228,114,228,0,228,228,114,114,114,114,228,114,456,228
262,116,116,232,232,0,116,232,232,348,464,116,0,116,116,0,232,228,114,228,114,228,0,228,228,116,116,116,116,232,116,464,232
263,116,116,232,232,0,116,232,232,348,464,116,0,116,116,0,232,232,116,232,116,232,0,232,232,116,116,116,116,232,116,464,232
264,116,116,232,232,0,116,232,232,348,464,116,0,116,116,0,232,232,116,232,116,232,0,232,232,116,116,116,116,232,116,464,232
265,116,116,232,232,0,116,232,232,348,464,116,0,116,116,0,232,232,116,232,116,232,0,232,232,116,116,116,116,232,116,464,232
266,118,118,236,236,0,118,236,236,354,472,118,0,118,118,0,236,232,116,232,116,232,0,232,232,118,118,118,118,236,118,472,236
267,118,118,236,236,0,118,236,236,354,472,118,0,118,118,0,236,236,118,234,116,232,0,234,234,118,118,118,118,236,118,472,236
268,118,118,236,236,0,118,236,236,354,472,118,0,118,118,0,236,236,118,236,118,236,0,236,236,118,118,118,118,236,118,472,236
269,118,118,236,236,0,118,236,236,354,472,118,0,118,118,0,236,236,118,236,118,236,0,236,236,118,118,118,118,236,118,472,236
270,118,118,236,236,0,118,236,236,354,472,118,0,118,118,0,236,236,118,236,118,236,0,236,236,118,118,118,118,236,118,472,236
271,120,120,240,240,0,120,240,240,360,480,120,0,120,120,0,240,236,118,236,118,236,0,236,236,120,120,120,120,240,120,480,240
272,120,120,240,240,0,120,240,240,360,480,120,0,120,120,0,240,240,120,240,120,240,0,240,240,120,120,120,120,240,120,480,240
273,120,120,240,240,0,120,240,240,360,480,120,0,120,120,0,240,240,120,240,120,240,0,240,240,120,120,120,120,240,120,480,240
274,120,120,240,240,0,120,240,240,360,480,120,0,120,120,0,240,240,120,240,120,240,0,240,240,120,120,120,120,240,120,480,240
275,120,120,240,240,0,120,240,240,362,488,120,0,122,120,0,244,240,120,240,120,240,0,240,240,120,120,120,120,240,120,480,240
276,122,122,244,244,0,122,244,244,366,488,122,0,122,122,0,244,240,120,240,120,240,0,240,240,122,122,122,122,244,122,488,244
277,122,122,244,244,0,122,244,244,366,488,122,0,122,122,0,244,244,122,244,122,244,0,244,244,122,122,122,122,244,122,488,244
278,122,122,244,244,0,122,244,244,366,488,122,0,122,122,0,244,244,122,244,122,244,0,244,244,122,122,122,122,244,122,488,244
279,122,122,244,244,0,122,244,244,366,488,122,0,122,122,0,244,244,122,244,122,244,0,244,244,122,122,122,122,244,122,488,244
280,122,122,244,244,0,122,244,244,372,496,124,0,124,124,0,248,244,122,244,122,244,0,244,244,124,124,124,122,246,124,493,244
281,124,124,248,248,0,124,248,248,372,496,124,0,124,124,0,248,244,122,244,122,244,0,244,244,124,124,124,124,248,124,496,248
282,124,124,248,248,0,124,248,248,372,496,124,0,124,124,0,248,248,124,248,124,248,0,248,248,124,124,124,124,248,124,496,248
283,124,124,248,248,0,124,248,248,372,496,124,0,124,124,0,248,248,124,248,124,248,0,248,248,124,124,124,124,248,124,496,248
284,124,124,248,248,0,124,248,248,372,496,124,0,124,124,0,248,248,124,248,124,248,0,248,248,124,124,124,124,248,124,496,248
285,126,126,252,252,0,126,252,252,378,504,126,0,126,126,0,252,248,124,248,124,248,0,248,248,126,126,126,126,252,126,504,252
286,126,126,252,252,0,126,252,252,378,504,126,0,126,126,0,252,252,124,250,124,248,0,248,248,126,126,126,126,252,126,504,252
287,126,126,252,252,0,126,252,252,378,504,126,0,126,126,0,252,252,126,252,126,252,0,252,252,126,126,126,126,252,126,504,252
288,126,126,252,252,0,126,252,252,378,504,126,0,126,126,0,252,252,126,252,126,252,0,252,252,126,126,126,126,252,126,504,252
289,126,126,252,252,0,126,252,252,378,504,126,0,126,126,0,252,252,126,252,126,252,0,252,252,126,126,126,126,252,126,504,252
290,128,128,256,256,0,128,256,256,384,512,128,0,128,128,0,256,252,126,252,126,252,0,252,252,128,128,128,128,256,128,512,256
291,128,128,256,256,0,128,256,256,384,512,128,0,128,128,0,256,256,128,256,128,256,0,256,256,128,128,128,128,256,128,512,256
292,128,128,256,256,0,128,256,256,384,512,128,0,128,128,0,256,256,128,256,128,256,0,256,256,128,128,128,128,256,128,512,256
293,128,128,256,256,0,128,256,256,384,512,128,0,128,128,0,256,256,128,256,128,256,0,256,256,128,128,128,128,256,128,512,256
294,128,128,256,256,0,128,256,256,386,512,128,0,130,128,0,258,256,128,256,128,256,0,256,256,128,128,128,128,256,128,512,256
295,130,130,260,260,0,130,260,260,390,520,130,0,130,130,0,260,256,128,256,128,256,0,256,256,130,130,130,130,260,130,520,260
296,130,130,260,260,0,130,260,260,390,520,130,0,130,130,0,260,260,130,260,130,260,0,260,260,130,130,130,130,260,130,520,260
297,130,130,260,260,0,130,260,260,390,520,130,0,130,130,0,260,260,130,260,130,260,0,260,260,130,130,130,130,260,130,520,260
298,130,130,260,260,0,130,260,260,390,520,130,0,130,130,0,260,260,130,260,130,260,0,260,260,130,130,130,130,260,130,520,260
299,132,130,264,260,0,132,260,260,396,528,132,0,132,132,0,264,260,130,260,130,260,0,260,260,132,132,132,132,263,131,520,260
300,132,132,264,264,0,132,264,264,396,528,132,0,132,132,0,264,260,130,260,130,260,0,260,260,132,132,132,132,264,132,528,264
301,132,132,264,264,0,132,264,264,396,528,132,0,132,132,0,264,264,132,264,132,264,0,264,264,132,132,132,132,264,132,528,264
302,132,132,264,264,0,132,264,264,396,528,132,0,132,132,0,264,264,132,264,132,264,0,264,264,132,132,132,132,264,132,528,264
303,132,132,264,264,0,132,264,264,396,528,132,0,132,132,0,264,264,132,264,132,264,0,264,264,132,132,132,132,264,132,528,264
304,134,134,268,268,0,134,268,268,402,536,134,0,134,134,0,268,264,132,264,132,264,0,264,264,134,134,134,134,268,134,536,268
305,134,134,268,268,0,134,268,268,402,536,134,0,134,134,0,268,268,134,268,134,268,0,268,268,134,134,134,134,268,134,536,268
306,134,134,268,268,0,134,268,268,402,536,134,0,134,134,0,268,268,134,268,134,268,0,268,268,134,134,134,134,268,134,536,268
307,134,134,268,268,0,134,268,268,402,536,134,0,134,134,0,268,268,134,268,134,268,0,268,268,134,134,134,134,268,134,536,268
308,134,134,268,268,0,134,268,268,402,536,134,0,134,134,0,268,268,134,268,134,268,0,268,268,134,134,134,134,268,134,536,268
309,136,136,272,272,0,136,272,272,408,544,136,0,136,136,0,272,268,134,268,134,268,0,268,268,136,136,136,136,272,136,544,272
310,136,136,272,272,0,136,272,272,408,544,136,0,136,136,0,272,272,136,272,136,272,0,272,272,136,136,136,136,272,136,544,272
311,136,136,272,272,0,136,272,272,408,544,136,0,136,136,0,272,272,136,272,136,272,0,272,272,136,136,136,136,272,136,544,272
312,136,136,272,272,0,136,272,272,408,544,136,0,136,136,0,272,272,136,272,136,272,0,272,272,136,136,136,136,272,136,544,272
313,136,136,272,272,0,136,272,272,408,544,136,0,138,136,0,272,272,136,272,136,272,0,272,272,136,136,136,136,272,136,544,272
314,138,138,276,276,0,138,276,276,414,552,138,0,138,138,0,276,272,136,272,136,272,0,272,272,138,138,138,138,276,138,552,276
315,138,138,276,276,0,138,276,276,414,552,138,0,138,138,0,276,276,138,276,138,276,0,276,276,138,138,138,138,276,138,552,276
316,138,138,276,276,0,138,276,276,414,552,138,0,138,138,0,276,276,138,276,138,276,0,276,276,138,138,138,138,276,138,552,276
317,138,138,276,276,0,138,276,276,414,552,138,0,138,138,0,276,276,138,276,138,276,0,276,276,138,138,138,138,276,138,552,276
318,140,140,280,276,0,138,278,276,420,560,140,0,140,140,0,280,276,138,276,138,276,0,276,276,140,140,140,138,280,138,552,276
319,140,140,280,280,0,140,280,280,420,560,140,0,140,140,0,280,276,140,279,140,276,0,280,278,140,140,140,140,280,140,560,280
320,140,140,280,280,0,140,280,280,420,560,140,0,140,140,0,280,280,140,280,140,280,0,280,280,140,140,140,140,280,140,560,280
321,140,140,280,280,0,140,280,280,420,560,140,0,140,140,0,280,280,140,280,140,280,0,280,280,140,140,140,140,280,140,560,280
322,140,140,280,280,0,140,280,280,420,560,140,0,140,140,0,280,280,140,280,140,280,0,280,280,140,140,140,140,280,140,560,280
323,142,142,284,284,0,142,284,284,426,568,142,0,142,142,0,284,280,140,280,140,280,0,280,280,142,142,142,142,284,142,568,284
324,142,142,284,284,0,142,284,284,426,568,142,0,142,142,0,284,284,142,284,142,284,0,284,284,142,142,142,142,284,142,568,284
325,142,142,284,284,0,142,284,284,426,568,142,0,142,142,0,284,284,142,284,142,284,0,284,284,142,142,142,142,284,142,568,284
326,142,142,284,284,0,142,284,284,426,568,142,0,142,142,0,284,284,142,284,142,284,0,284,284,142,142,142,142,284,142,568,284
327,142,142,284,284,0,142,284,284,426,568,142,0,142,142,0,284,284,142,284,142,284,0,284,284,142,142,142,142,284,142,568,284
328,144,144,288,288,0,144,288,288,432,576,144,0,144,144,0,288,284,142,284,142,284,0,284,284,144,144,144,144,288,144,576,288
329,144,144,288,288,0,144,288,288,432,576,144,0,144,144,0,288,288,144,288,144,288,0,288,288,144,144,144,144,288,144,576,288
330,144,144,288,288,0,144,288,288,432,576,144,0,144,144,0,288,288,144,288,144,288,0,288,288,144,144,144,144,288,144,576,288
331,144,144,288,288,0,144,288,288,432,576,144,0,144,144,0,288,288,144,288,144,288,0,288,288,144,144,144,144,288,144,576,288
332,144,144,288,288,0,144,288,288,432,576,144,0,144,144,0,288,288,144,288,144,288,0,288,288,144,144,144,144,288,144,576,288
333,146,146,292,292,0,146,292,292,438,584,146,0,146,146,0,292,288,144,288,144,288,0,288,288,146,146,146,146,292,146,584,292
334,146,146,292,292,0,146,292,292,438,584,146,0,146,146,0,292,292,146,292,146,292,0,292,292,146,146,146,146,292,146,584,292
335,146,146,292,292,0,146,292,292,438,584,146,0,146,146,0,292,292,146,292,146,292,0,292,292,146,146,146,146,292,146,584,292
336,146,146,292,292,0,146,292,292,438,584,146,0,146,146,0,292,292,146,292,146,292,0,292,292,146,146,146,146,292,146,584,292
337,148,146,292,292,0,146,292,292,440,586,146,0,148,146,0,296,292,146,292,146,292,0,292,292,148,146,146,146,292,146,584,292
338,148,148,296,296,0,148,296,296,444,592,148,0,148,148,0,296,292,146,294,146,292,0,292,292,148,148,148,148,296,148,592,296
339,148,148,296,296,0,148,296,296,444,592,148,0,148,148,0,296,296,148,296,148,296,0,296,296,148,148,148,148,296,148,592,296
340,148,148,296,296,0,148,296,296,444,592,148,0,148,148,0,296,296,148,296,148,296,0,296,296,148,148,148,148,296,148,592,296
341,148,148,296,296,0,148,296,296,444,592,148,0,148,148,0,296,296,148,296,148,296,0,296,296,148,148,148,148,296,148,592,296
342,150,150,300,300,0,150,300,300,450,600,150,0,150,150,0,300,296,148,296,148,296,0,296,296,150,150,150,150,300,150,600,300
343,150,150,300,300,0,150,300,300,450,600,150,0,150,150,0,300,300,150,300,150,300,0,300,300,150,150,150,150,300,150,600,300
344,150,150,300,300,0,150,300,300,450,600,150,0,150,150,0,300,300,150,300,150,300,0,300,300,150,150,150,150,300,150,600,300
