op_rw_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
128,0.000165,0,0.000121,9.1e-05,0,0.000221,0.000256,0.000128,0.00051,9.4e-05,7.6e-05,0,0,0,0,0.000214,0.000368,0.000168,0.000154,8.9e-05,0.00038,0,0.000461,8.4e-05,0.000103,7.5e-05,9.8e-05,9.6e-05,7.6e-05,8.2e-05,8.8e-05,0.000639
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.000102,0.000129,0.000112,0.000131,0,8.4e-05,0.000104,0.000105,0.001402,9.4e-05,7.1e-05,0,0.000137,0.000247,0,0.0002,0,0,0,0,0,0,0,0,8.7e-05,9.4e-05,0.000159,0.000158,0.000147,0.000128,0.000179,7.3e-05
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101,9.9e-05,9.7e-05,0.000105,0.000131,0,8.6e-05,7.5e-05,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,8.3e-05,0.000191,0.000267,0.00026,0,0.027131,0.000544,0.000385,0.000118,0.00014,0.00017,0,0.000431,0.000603,0,0.000181,0,0,0,0,0,0,0,0,8.8e-05,0.000581,0.000151,0.001772,8.2e-05,9.7e-05,0.000296,0.000176
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0.00017,0.000502,0.000377,9.1e-05,0,0.000475,0.000211,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,7.3e-05,0.000136,8.8e-05,8.2e-05,0,9.4e-05,0.000148,8.5e-05,8.8e-05,0.000178,6.8e-05,0,6.6e-05,7.9e-05,0,9.2e-05,8.9e-05,8.3e-05,8.4e-05,8.8e-05,8.3e-05,0,8.6e-05,0.000142,0.000133,8.4e-05,9.7e-05,8.8e-05,9e-05,7e-05,9.4e-05,7.9e-05
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.0001,7.9e-05,0.000193,7.8e-05,0,8.9e-05,0.000131,9.3e-05,8.8e-05,7.6e-05,0,0,7.7e-05,0,0,7.8e-05,0,0,0,0,0,0,0,0,0.000126,0.000211,0.000182,0.000173,0.000398,0.000104,0,0
147,0,0,7e-05,0,0,0,0.000118,0,0,0.000157,0.000111,0,0,0.000137,0,0,9.2e-05,9.2e-05,0.000102,0.00022,0.000142,0,6.9e-05,0.000102,0,0,0,0,0,0,8.2e-05,0.000124
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.000102,8.4e-05,8.5e-05,0.000112,0,7.9e-05,0.000353,0.00011,8.9e-05,0.000113,8e-05,0,6.1e-05,7.6e-05,0,9.6e-05,0,0,0,0,0,0,0,0,0.000115,7e-05,5.9e-05,7.4e-05,0.000118,9e-05,0.000342,9.3e-05
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8e-05,0.000144,0.000498,0.000114,9.9e-05,0,0.000118,7.2e-05,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7.8e-05,6.8e-05,9.6e-05,9.8e-05,0,0.002498,7.3e-05,0.000238,0.000103,9.2e-05,0.000143,0,0.00083,0.000124,0,0.000148,0,0,0,0,0,0,0,0,7.1e-05,8.5e-05,8.7e-05,8.6e-05,9.7e-05,9.3e-05,0.000272,9e-05
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7e-05,9.3e-05,9e-05,9.4e-05,0.000477,0,8.5e-05,0.0002,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,9.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,8.3e-05,8.6e-05,0.000386,0.000209,0,7.9e-05,0.000136,8.7e-05,0.000167,0.000186,9.4e-05,0,0,0.000372,0,8.8e-05,0.000347,0.00012,0.0001,0.000142,0.000207,0,8.8e-05,0.000435,0.000253,8.6e-05,8e-05,0.000234,9.5e-05,7.3e-05,0.000115,0.00011
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7e-05,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,8.8e-05,9.1e-05,0.000185,7.7e-05,0,0.000184,0.000112,9.4e-05,9.2e-05,0.000105,8.9e-05,0,7.1e-05,9.4e-05,0,0.000117,0,0,0,0,0,0,0,0,7.9e-05,0.000112,8.8e-05,9.2e-05,9.2e-05,8.1e-05,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1e-05,0.000109,7.1e-05,8.9e-05,0.000127,0,9.6e-05,0.0001,0,0,0,0,0,0,0.000102,9.5e-05
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5.9e-05,6e-05,0.000184,7.7e-05,0,0.000229,0.000103,7.8e-05,6.7e-05,7e-05,6.4e-05,0,6.5e-05,6.2e-05,0,7.1e-05,0,0,0,0,0,0,0,0,7.9e-05,7.7e-05,0.000144,0.000308,6.9e-05,0.00011,8.5e-05,5.9e-05
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5e-05,8.2e-05,5.6e-05,7.2e-05,7.7e-05,0,8e-05,7e-05,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.000111,0.00023,0.000357,9.7e-05,0,0.00036,0.00076,9.6e-05,0.00034,0.000134,0.000167,0,8.4e-05,0.000201,0,9.3e-05,0,0,0,0,0,0,0,0,0.000113,0.000421,0.000146,8e-05,0.000135,7.6e-05,0.001027,0.000128
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233,9.3e-05,0.000281,0.000382,8.7e-05,0,0.000854,0.000106,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.000145,6.2e-05,0.000125,7.7e-05,0,8.4e-05,0.001188,7.9e-05,0.00014,0.000222,8.3e-05,0,8.6e-05,0.000473,0,0.000112,0,0,0,0,0,0,0,0,7.9e-05,0.001196,8.2e-05,0.001703,0.000588,0.000292,0.000448,0.000152
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217,0.000518,0.00023,8.9e-05,0.000384,0,0.000104,0.001285,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,9.3e-05,0.000122,6.5e-05,9.3e-05,0,6.8e-05,0.000115,8.9e-05,0.000624,0.000114,7.5e-05,0,0.000141,8.6e-05,0,8.7e-05,0,0,0,0,0,0,0,0,0.000127,7e-05,6.3e-05,7.5e-05,7.3e-05,7e-05,0.000235,0.000102
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1e-05,6.6e-05,0.000152,9.5e-05,9.7e-05,0,0.000103,8.9e-05,0,0,0,0,0,0,0,8.9e-05
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.000131,0.000159,0.000289,0.000215,0,0.000127,0.000661,0.0001,0.000101,0.000563,7.7e-05,0,9.7e-05,9.1e-05,0,0.000154,0,0,0,0,0,0,0,0,9.4e-05,0.000102,0.000223,0.000408,0.000143,8.4e-05,0.000141,0.000422
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115,0.000269,0.000203,0.0001,0.000105,0,0.001546,0.000119,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.000107,8.3e-05,9.9e-05,6.8e-05,0,7.8e-05,8.2e-05,9.6e-05,8.9e-05,7.9e-05,9.6e-05,0,8.7e-05,8.6e-05,0,9.1e-05,0,0,0,0,0,0,0,0,8e-05,0.000253,0.000136,7.3e-05,0.000215,8.1e-05,0.000109,8.1e-05
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118,0.000113,0.000117,9.5e-05,8.8e-05,0,8.4e-05,8.6e-05,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,8.3e-05,0.000114,8.6e-05,9e-05,0,0.000113,0.000189,6.9e-05,8.4e-05,9.9e-05,6.6e-05,0,7.4e-05,8.4e-05,0,9.7e-05,0,0,0,0,0,0,0,0,9.5e-05,9e-05,0.000165,9.5e-05,0.000154,7.7e-05,9e-05,8.7e-05
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-05,6.7e-05,0.000238,8.7e-05,8.6e-05,0,8.4e-05,8e-05,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,8.9e-05,9.4e-05,8.5e-05,0.000175,0,0.00012,0.000197,0.000113,9.5e-05,0.000117,8.6e-05,0,9.3e-05,0.000356,0,0.000192,0,0,0,0,0,0,0,0,8.9e-05,0.001355,0.000114,8.9e-05,0.00023,0.000291,0.000122,0.000111
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106,6.8e-05,0.000356,7.4e-05,0.000244,0,0.000118,0.000102,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.000181,7.5e-05,8.5e-05,7.3e-05,0,9.8e-05,9.6e-05,0.000123,0.000305,0.000111,0.000102,0,7.4e-05,8.1e-05,0,0.000547,0,0,0,0,0,0,0,0,8.7e-05,8e-05,6.8e-05,9.6e-05,8.8e-05,6.9e-05,0.000413,0.000189
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4e-05,8.2e-05,6.2e-05,7e-05,9e-05,0,0.000116,0.000104,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8.2e-05,7.2e-05,7.9e-05,8e-05,0,8.8e-05,8.5e-05,6.7e-05,7.9e-05,8.3e-05,7.4e-05,0,0.000137,7.3e-05,0,7.9e-05,0,0,0,0,0,0,0,0,7.5e-05,0.000104,8.4e-05,0.000103,0.00017,0.000107,9.3e-05,7.3e-05
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328,0.00013,6.9e-05,8e-05,7e-05,0,7.9e-05,8.7e-05,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,5.3e-05,7.7e-05,0,0,0.000358,0,0,7.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,9.1e-05,0.000249,0.000123,0.000131,0,8.7e-05,7.7e-05,0.000142,7.4e-05,0.00012,0.000215,0,0,8.9e-05,0,8.3e-05,0,0,0,0,0,0,0,0,0.000129,7.4e-05,8.6e-05,7.1e-05,8.9e-05,6.9e-05,0.000101,7.9e-05
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8e-05,6.2e-05,9.9e-05,0.000139,9.5e-05,0,8.7e-05,9.6e-05,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.000351,0.000127,0.000143,8.4e-05,0,0.00014,0.000201,0.001768,0.000162,0.000128,8.4e-05,0,7.4e-05,8.1e-05,0,0.000167,0,0,0,0,0,0,0,0,0,0,7.9e-05,0,9.9e-05,0,0.000312,0.000558
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001185,0.000243,0,0.000301,9.8e-05,0.000969,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0.000128,0.000147,9.6e-05,9.2e-05,0,0.000142,0.000143,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,6.2e-05,0.000428,0.00016,0.000106,0,0.000191,8.2e-05,9.3e-05,0.000196,0.000111,0.002225,0,9.4e-05,8.1e-05,0,9.5e-05,0,0,0,0,0,0,0,0,0.000183,7.9e-05,7.8e-05,8e-05,7.2e-05,0.000114,0.00375,0.001353
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7e-05,8e-05,0,0,0,0.000108,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-05,9e-05,0.000261,6.7e-05,9.4e-05,0,0.000101,9.5e-05,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,7.9e-05,7.4e-05,0.000101,8.7e-05,0,8.3e-05,8.9e-05,0.000395,8.3e-05,0.000675,6.9e-05,0,0.0001,0.000102,0,0.000333,0,0,0,0,0,0,0,0,0.000212,7.4e-05,0.000279,0.000114,0.000322,8e-05,7.5e-05,7.8e-05
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8e-05,7e-05,8.1e-05,0.000367,0.000118,0,0.000198,8.4e-05,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0.000139,0.000104,0,0,8.2e-05,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,8.7e-05,8.2e-05,6.2e-05,7.5e-05,0,8.1e-05,9.3e-05,8e-05,0.000118,0,8.2e-05,0,0,8.5e-05,0,0,0,0,0,0,0,0,0,0,6.8e-05,8.1e-05,6.4e-05,5.9e-05,7.9e-05,7.5e-05,0.000126,0.000317
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8e-05,8.9e-05,0.00014,0.000107,8.2e-05,0,7.8e-05,0.000119,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0.00016,0.000143,0.000412,0,0,0,0.00036,0.00012,0.00112,0.000288,0,7.4e-05,8.9e-05,0,0.000133,0,0,0,0,0,0,0,0,0,0,0,7.8e-05,0,0,0,0
242,8.7e-05,0,0.001153,0,0,0.00029,0.000251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623,0.010499,6.5e-05,0,0.000896,0.0001,0.000169,0.00126
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1e-05,0.000119,0.00119,0.000111,0.000136,0,0.000909,8e-05,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,8.2e-05,8.3e-05,9.2e-05,0.000116,0,0.000217,9.8e-05,9.3e-05,9.8e-05,6.5e-05,8.7e-05,0,7.7e-05,8.5e-05,0,9.5e-05,0,0,0,0,0,0,0,0,7.8e-05,8.4e-05,7.4e-05,0.000169,0.000263,7.6e-05,9.1e-05,0.000172
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124,7.4e-05,8.1e-05,7e-05,0.00045,0,9.2e-05,0.000291,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0.000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.000109,8.3e-05,7.2e-05,8.7e-05,0,0.000117,7.4e-05,7.6e-05,0.000113,9.2e-05,9.7e-05,0,0,0.000157,0,0.00012,0,0,0,0,0,0,0,0,9e-05,8.3e-05,0.00011,9.2e-05,0.000101,0.00039,8.4e-05,8.9e-05
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-05,8.9e-05,8.5e-05,8e-05,8.7e-05,0,9.9e-05,0.000116,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,9.8e-05,0.000105,0.000116,0,0.000645,9.2e-05,0,7.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,8.4e-05,7.1e-05,7.3e-05,0.000718,0,0.000133,7.5e-05,9.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102,7.6e-05,7.5e-05,8.1e-05,0.000149,7.7e-05,8.5e-05,0.000103
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9e-05,6.6e-05,0.000533,6.3e-05,0.000237,0,0.000283,6.6e-05,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8.6e-05,0,0,0,0,0,0,0,0.000107,0.000211,0.000196,0,0.000105,0.000361,0,9.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0.000111,0.000279,0.000166,0,7.5e-05,0.000137,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6e-05,0.000195,0.000134,0.000605,0.00016,0.000122,0.0005,0.000139
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132,8.3e-05,0.000116,9.8e-05,0.000124,0,0.000162,0.000459,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9.1e-05,9.1e-05,0.000105,8.3e-05,0,0.000204,8.5e-05,0.000101,7.5e-05,8e-05,8.1e-05,0,8.3e-05,7.2e-05,0,0.000103,0,0,0,0,0,0,0,0,0.00012,9.5e-05,7e-05,0.000157,0.000464,7.7e-05,0.000108,9.4e-05
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173,6.8e-05,0.000102,0,0,0,9e-05,8e-05,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483,8.9e-05,0.000127,0,9.2e-05,0.000102,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,9.2e-05,0.000125,8.9e-05,0.0001,0,8.6e-05,7.4e-05,0.000182,9.5e-05,0.000284,9.8e-05,0,7.4e-05,6.5e-05,0,9.7e-05,0,0,0,0,0,0,0,0,7.5e-05,8.1e-05,6.7e-05,8.1e-05,0.000101,0.000106,0.000145,0.000109
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-05,7.5e-05,0.000122,0.000107,0.000113,0,8.8e-05,0.000124,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,7.4e-05,8.9e-05,0,0,0.001428,0,0,0.000113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
