op_rw_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
275,8.9e-05,7.8e-05,8.4e-05,9.5e-05,0,8.3e-05,0.000295,9.6e-05,0.000147,0,0.000101,0,0,8.6e-05,0,0,0,0,0,0,0,0,0,0,7.6e-05,7.3e-05,0.000125,0.000138,6.9e-05,8.6e-05,7.6e-05,0.000323
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4e-05,9e-05,8.7e-05,8.2e-05,0.000122,0,8.5e-05,8.8e-05,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0.000198,0.00015,9.9e-05,0,0.000108,0.001917,0,0.000229,0,0,0,0,0,0,0,0,0.000138,0.001565,0.002504,0,0.000717,0.002486,0.000191,0
280,0.001215,8.2e-05,0.000103,0.000165,0,0.000349,0.000349,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397,0.001651,0,0.001052,0.000159
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253,0.000522,0.000162,0.00087,0.000107,0,0.000282,0.000243,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0.000105,0.000111,8.9e-05,9.8e-05,0,0.000164,0.000297,8.7e-05,0.00022,0.000132,0.000191,0,6.9e-05,0.000111,0,9.8e-05,0,0,0,0,0,0,0,0,0.00011,7.8e-05,7.7e-05,8.2e-05,8.8e-05,9.6e-05,8e-05,0.000151
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8e-05,0,8.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111,0.000157,8.7e-05,0.000185,0,0.000107,9.6e-05,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,8.9e-05,0.000318,7.9e-05,0.000156,0,9.5e-05,0.000133,0.00011,0.000191,0.000253,0.000464,0,8e-05,7.1e-05,0,8.3e-05,0,0,0,0,0,0,0,0,0.000114,0.000133,0.000114,0.000121,0.000105,0.000136,0.000332,0.000324
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108,0.000123,0.000161,7.6e-05,0.000103,0,0.000206,0.000141,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,7.1e-05,0,0,0,8.7e-05,0,0,7.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0.000173,0.000206,0.00016,0.000107,0,0.00012,0.000107,0.000156,7.8e-05,0.000131,0.000301,0,0,6.8e-05,0,0.000235,0,0,0,0,0,0,0,0,0.000155,8.5e-05,7.1e-05,0.000245,0.000109,8.5e-05,0.000129,0.000111
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109,9.5e-05,9.9e-05,0.000254,9.1e-05,0,7.5e-05,9.9e-05,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0.001061,0,8.6e-05,0,0,7e-05,0,0,8.7e-05,9.2e-05,7.4e-05,0,8.9e-05,0.000138,0,0.000132,0,0,0,0,0,0,0,0,7.9e-05,0.000108,0.000145,9.5e-05,8.1e-05,8.9e-05,0,0
299,0,7.3e-05,0,8.2e-05,0,0,9.4e-05,7.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,7.8e-05,7.6e-05,6.8e-05
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8e-05,6.6e-05,8.9e-05,0.000133,0.000159,0,7.4e-05,8.1e-05,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,8.5e-05,8e-05,0.000205,0.000129,0,9.9e-05,8.8e-05,0.000131,0.000966,9.8e-05,7.9e-05,0,8.8e-05,0.000112,0,7.3e-05,0,0,0,0,0,0,0,0,9.2e-05,7.6e-05,7.6e-05,0.000133,9.4e-05,7.4e-05,0.000106,8.7e-05
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205,8.9e-05,9.8e-05,8.1e-05,0.000114,0,0.0001,9.8e-05,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.000179,0.000103,0.000322,6.9e-05,0,0.001305,0.002293,0.000281,0.000142,0.000181,8.9e-05,0,0.000384,0.000125,0,9.1e-05,0,0,0,0,0,0,0,0,0.000244,0.000292,0.0014,7.9e-05,0.00237,0.000111,0.001727,0.000111
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115,0.000111,0.000902,0.000148,0.001201,0,0.000135,0.000204,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0.000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,7.1e-05,0.00011,0.000187,0.000292,0,0.0001,0.000389,0.000122,0.000201,0.000124,0.00012,0,0,0.00024,0,0.000209,0,0,0,0,0,0,0,0,0.000103,0.000144,7.5e-05,0.000181,0.000218,0.003117,9.5e-05,0.000203
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118,9.5e-05,0.000156,9.3e-05,0.005369,0,8.3e-05,0.00013,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.000168,7.9e-05,9.7e-05,0,0,0,0.000167,0,0.000386,9e-05,0.000101,0,7.8e-05,0.000217,0,0.000124,0,0,0,0,0,0,0,0,8.1e-05,0.003928,0.000135,0,0.000174,0,0,0
318,0,0,0,9.7e-05,0,0.000141,0.000178,0.000137,0,0,0,0,0,0,0,0,0,0.000115,0.00012,7.8e-05,0,0,0.000134,0.000148,0,0,0,0.000209,0,0.000408,0.002022,7.4e-05
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113,0,8.2e-05,0,7.6e-05,0,0,0.000105,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,7.5e-05,9.3e-05,9.8e-05,7.5e-05,0,7.5e-05,0.000204,8.1e-05,8.5e-05,7.8e-05,8e-05,0,0.000199,0.000104,0,9.5e-05,0,0,0,0,0,0,0,0,8.5e-05,0.000331,0.000105,0.00019,0.000121,0.000315,0.000111,0.000398
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-05,0.000105,0.000131,9.6e-05,0.000168,0,7.5e-05,0.000106,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0.000167,0.000242,8e-05,7.6e-05,0,0.000108,7.6e-05,0.000565,9.5e-05,0.000297,9.8e-05,0,0.00011,8.2e-05,0,9.8e-05,0,0,0,0,0,0,0,0,7.2e-05,6.5e-05,7.7e-05,8e-05,8.7e-05,7.6e-05,0.000102,7.5e-05
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1e-05,9.2e-05,8.4e-05,0.000171,9.3e-05,0,0.000244,0.000127,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0.000478,8.5e-05,9.7e-05,6.4e-05,0,0.000206,0.000163,8.1e-05,6.9e-05,9.2e-05,7.1e-05,0,0.0001,8.3e-05,0,7.9e-05,0,0,0,0,0,0,0,0,9.5e-05,6.5e-05,9.2e-05,6.2e-05,0.000139,0.000131,0.000117,7.2e-05
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4e-05,0.000248,0.0001,8.3e-05,8.9e-05,0,7.5e-05,0.000124,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,5.7e-05,0,0,0,0,0,0,0,0.000118,8.9e-05,0,0,6.6e-05,0,0,0.00013,0,0,0,0,0,0,0,0,0.000102,0,0,0,0,0,0,0
337,0,0.000109,8.1e-05,8.3e-05,0,9.7e-05,7e-05,8e-05,0.000152,8.6e-05,8.3e-05,0,0,0.000112,0,0,0,0,0.000105,0,0,0,0,0,0,0.000143,6.2e-05,8.7e-05,0.000136,8.9e-05,9.3e-05,7.5e-05
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-05,0.000118,0.000165,7e-05,0.000102,0,8.7e-05,9.1e-05,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0.000112,7.7e-05,9.4e-05,0.000117,0,0.000105,9.2e-05,0.001579,9.7e-05,7.9e-05,6.9e-05,0,0.00011,7.3e-05,0,7.6e-05,0,0,0,0,0,0,0,0,7.8e-05,9.5e-05,0.000102,0.000123,8.3e-05,8.8e-05,0.000756,0.000245
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4e-05,7.3e-05,9.8e-05,7.2e-05,0.000159,0,0.000119,0.000138,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,8.4e-05,7.4e-05,7.6e-05,7.4e-05,0,8.9e-05,6.8e-05,8.2e-05,8.7e-05,7.4e-05,7.8e-05,0,8.2e-05,0.000109,0,7.8e-05,0,0,0,0,0,0,0,0,7.9e-05,9.3e-05,0.0001,0.000109,7.3e-05,9.8e-05,7.6e-05,6.3e-05
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-05,8.6e-05,8.3e-05,8.2e-05,7.6e-05,0,9e-05,8.2e-05,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0.000129,0.000503,8.7e-05,8.9e-05,0,0.000106,9.4e-05,0.000113,7.8e-05,0.000141,9.1e-05,0,8.9e-05,8.5e-05,0,9.3e-05,0,0,0,0,0,0,0,0,0.000117,6.4e-05,9e-05,7.8e-05,8.4e-05,8e-05,0.000129,7.3e-05
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-05,0.00011,9.5e-05,6.2e-05,8e-05,0,9.1e-05,0.000155,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,6.8e-05,0,0,0.000746,0,0,0.000115,0,0,0,0,0,0,0,0,8e-05,0,0.000152,0,0,0,0,0
356,0.000122,6.6e-05,5.8e-05,0.000137,0,7e-05,8.1e-05,8e-05,9.3e-05,8.2e-05,8.3e-05,0,0,7.3e-05,0,6.3e-05,0,0,0,0,0,0,0,0,0,8.3e-05,0,7.4e-05,7.1e-05,7.1e-05,9.9e-05,7.6e-05
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6e-05,7.3e-05,6.8e-05,0.000101,9.3e-05,0,9.3e-05,7.3e-05,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0.000121,0.000161,0.00012,0,0.000108,0.000126,0,9.1e-05,0,0,0,0,0,0,0,0,0.000119,7.7e-05,8e-05,0.000237,0.000113,0.000106,0.000193,0.000142
361,6.4e-05,0.000309,0.000127,0.000104,0,0.000123,0.000144,0.000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362,9e-05,8e-05,8.4e-05,0.000174,0,0.000133,0.000161,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.00013,8.7e-05,0.000122,8.8e-05,0,0.000277,0.00021,0.000102,9.2e-05,0.000117,8.8e-05,0,0.000126,8.8e-05,0,8.3e-05,0,0,0,0,0,0,0,0,0.000109,8e-05,0.000307,0.000242,0.000102,0.000126,0.000114,8.4e-05
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2e-05,0.000296,0.000291,0.000135,0.000105,0,0.001222,0.001385,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,8.5e-05,9.2e-05,0.000234,9.3e-05,0,8.3e-05,0.0001,0.000141,7.6e-05,7.7e-05,8.7e-05,0,7.2e-05,0.000103,0,8.9e-05,0,0,0,0,0,0,0,0,6.4e-05,6.3e-05,9e-05,0.000115,9e-05,8e-05,9.5e-05,7.5e-05
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6e-05,7.2e-05,0.000103,9.4e-05,8.4e-05,0,8.4e-05,0.000105,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,8.1e-05,0,0,0,0.00014,0,0,7.4e-05,0,0,0,0,0,0,0,0,7.3e-05,0.000154,9.5e-05,9e-05,9.1e-05,0.0001,0.00011,7.6e-05
375,7.4e-05,0.000113,7.8e-05,8.9e-05,0,8e-05,7.7e-05,9e-05,7.5e-05,9.8e-05,0.000108,0,0,0.000101,0,0.000462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4e-05,0
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127,8.9e-05,9e-05,7.3e-05,7.6e-05,0,9.4e-05,0.000167,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,7.4e-05,0.000104,7e-05,0,8.3e-05,0.000387,0,0.00016,0,0,0,0,0,0,0,0,7.7e-05,7.4e-05,0.000181,9.4e-05,8.3e-05,7.9e-05,8.6e-05,6.6e-05
380,6.6e-05,0.000112,7.8e-05,6.7e-05,0,6.8e-05,8.5e-05,0.000134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7e-05,6.4e-05,6.8e-05,0.000157,0.000118,0,7.3e-05,0.000122,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0.000129,0.000337,0.000185,0.000576,0,0.000108,0.000161,9.3e-05,8.4e-05,0.000149,0.000191,0,8.1e-05,0.000164,0,0.001,0,0,0,0,0,0,0,0,7.6e-05,8e-05,6.2e-05,0.0001,0.000109,0.000119,0.000121,0.000126
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115,0.000107,8.7e-05,8.3e-05,0.000532,0,9.3e-05,0.00021,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,8.8e-05,0.000256,0.000118,0.000181,0,8.5e-05,0.000187,8.4e-05,0.000193,0.003639,0.000459,0,0.000128,6.8e-05,0,0.000135,0,0,0,0,0,0,0,0,6.8e-05,6.5e-05,6.9e-05,0.000125,0.000176,8.5e-05,8.6e-05,0.000119
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105,0.000116,0.000149,0.000128,0.000149,0,8.3e-05,7.8e-05,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,6.9e-05,0,0.000101,0,0,0.000109,0,0,0,0,0,0,0,0,7.4e-05,7.6e-05,6.7e-05,7.4e-05,8.4e-05,0.000109,7.6e-05,8.8e-05
394,8.1e-05,7.2e-05,0.000139,5.8e-05,0,6.7e-05,6.6e-05,8.1e-05,8.2e-05,8.2e-05,0.000254,0,0,8.9e-05,0,0.000112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103,8.7e-05,8.6e-05,0.000116,9.5e-05,0,8.3e-05,0.000111,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0.002131,0.000138,0,0,0,0.000115,0,0,0.000113,0.000238,0.000836,0,0.000109,0.000568,0,0.000155,0,0,0,0,0,0,0,0,0.000117,9.5e-05,9.6e-05,8.8e-05,0.000106,0.000114,0.000158,9.7e-05
399,0,0,8.8e-05,0.00028,0,0.000111,9e-05,9.2e-05,0,0,0,0,0,0,0,0,9.7e-05,0.000143,0.000459,0,0.000297,0,0,0.000861,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-05,7.5e-05,0,0,0.000101,0.000151,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0.000119,0.000198,8.4e-05,8.3e-05,0,9.5e-05,0.000245,0.000166,9.1e-05,0.000126,6.6e-05,0,0.000124,0.0001,0,8e-05,0,0,0,0,0,0,0,0,0.000171,7.9e-05,5.8e-05,7e-05,8.4e-05,8.6e-05,8.8e-05,7.2e-05
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6e-05,0.000134,8.8e-05,0.002969,0.000108,0,0.00049,8.2e-05,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527,9.9e-05,0.000176,0.000126,0,0.00011,0,0
408,8.5e-05,0.000134,8.8e-05,0.000101,0,8.3e-05,0.0001,0.000784,8.6e-05,0.00017,6.7e-05,0,8.3e-05,0.000293,0,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,8.6e-05,0,0.0001,6.5e-05
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137,9.3e-05,9.4e-05,0.000114,0.000114,0,8.6e-05,8.3e-05,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0.000109,0.000458,0.000168,0,8.2e-05,0.001155,0,0.000293,0,0,0,0,0,0,0,0,9.1e-05,9.6e-05,0.000314,6.3e-05,0.000177,0.000939,0.000267,0.000193
413,0.000136,0.000116,0.000403,0.000115,0,8.5e-05,0.000156,0.000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165,0.00011,0.000137,0.000361,0.000175,0,9.1e-05,9.8e-05,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0.000144,0.000179,0.000145,0,6e-05,8.3e-05,0,8.1e-05,0,0,0,0,0,0,0,0,0.000101,0.000192,6.6e-05,8.4e-05,8.9e-05,8.6e-05,0.000615,0.000147
418,8.4e-05,0.000115,0.0001,0.000118,0,9.3e-05,0.00019,9.3e-05,0,0,0,0,0,0,0,0,0,0.000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114,0,0.000216,9.7e-05,0.000135,0,9.1e-05,0.000604,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,6.8e-05,7.7e-05,0.000101,7.5e-05,0,9.1e-05,0.000104,8.3e-05,7.4e-05,7.9e-05,6.3e-05,0,7.9e-05,6.4e-05,0,8.3e-05,0,0,0,0,0,0,0,0,8e-05,5.8e-05,0.000116,6.2e-05,8.3e-05,7.1e-05,7.4e-05,7.9e-05
