op_rw_process_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9e-05,5.9e-05,4.9e-05,5.4e-05,0,6.5e-05,0,0
408,4.7e-05,4.4e-05,4.9e-05,5.3e-05,0,4.2e-05,6.2e-05,4.3e-05,5.5e-05,5.6e-05,3.5e-05,0,4.9e-05,5.8e-05,0,0.000106,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-05,0,5.3e-05,3.6e-05
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-05,4.3e-05,5e-05,5.5e-05,5.6e-05,0,5.1e-05,5.2e-05,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,5.6e-05,4.4e-05,5.4e-05,0,4.6e-05,4.4e-05,0,0.000111,0,0,0,0,0,0,0,0,4.4e-05,5.8e-05,5.3e-05,3.3e-05,3.8e-05,5.1e-05,6.2e-05,0.000145
413,4.7e-05,4.8e-05,4.2e-05,4e-05,0,5.3e-05,3.4e-05,4.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3e-05,3.9e-05,4.9e-05,3.4e-05,5e-05,0,5.1e-05,4e-05,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,4.2e-05,4.9e-05,5.3e-05,0,3.3e-05,5.3e-05,0,3.1e-05,0,0,0,0,0,0,0,0,4.6e-05,4.9e-05,3.8e-05,4.6e-05,4.7e-05,5e-05,5.6e-05,4e-05
418,4.5e-05,6.5e-05,4.9e-05,4.9e-05,0,5.7e-05,0.000111,5.1e-05,0,0,0,0,0,0,0,0,0,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,0,4.7e-05,3.9e-05,6e-05,0,5.2e-05,4.6e-05,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,3.3e-05,4.3e-05,4.4e-05,3.6e-05,0,4.6e-05,4e-05,4.3e-05,4.2e-05,3.9e-05,3.2e-05,0,3.9e-05,3e-05,0,4.6e-05,0,0,0,0,0,0,0,0,4.3e-05,3.2e-05,5.5e-05,3.2e-05,4.2e-05,3.8e-05,3.9e-05,3.5e-05
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1e-05,3.2e-05,3.9e-05,3.4e-05,4.5e-05,0,3.1e-05,3.7e-05,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,6.4e-05,6.2e-05,4.3e-05,6e-05,0,3.8e-05,4.3e-05,4.7e-05,7.4e-05,4.2e-05,3.4e-05,0,0.000127,3.8e-05,0,4.7e-05,0,0,0,0,0,0,0,0,3.9e-05,5.1e-05,4.7e-05,3.6e-05,4.3e-05,6.4e-05,5.9e-05,4.6e-05
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8e-05,5.9e-05,4.4e-05,3.6e-05,9.7e-05,0,4.7e-05,0.000121,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,5.8e-05,5.9e-05,3.1e-05,0,5.5e-05,6.4e-05,0,4.6e-05,0,0,0,0,0,0,0,0,3.5e-05,5.2e-05,3.8e-05,5.9e-05,4.9e-05,5.6e-05,4.9e-05,4.7e-05
432,3.5e-05,5.5e-05,4.6e-05,4e-05,0,4.7e-05,4.8e-05,4.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,5.2e-05,4.4e-05,5.1e-05,4.3e-05,0,5.7e-05,5.4e-05,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,4.9e-05,4.5e-05,5.1e-05,0,4.5e-05,4.1e-05,0,6.2e-05,0,0,0,0,0,0,0,0,3.5e-05,6e-05,3.4e-05,0.00016,5.3e-05,6.1e-05,0.000126,4.8e-05
437,3.9e-05,3.8e-05,9.7e-05,3.6e-05,0,3.5e-05,4.2e-05,4.6e-05,0,0,0,0,0,0,0,0,3.7e-05,5.4e-05,9.2e-05,4.6e-05,5.4e-05,0,4.7e-05,6.5e-05,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,4.2e-05,4.9e-05,4.8e-05,3.6e-05,0,4.9e-05,6.7e-05,5.9e-05,4.7e-05,5.1e-05,7.1e-05,0,4.6e-05,7.9e-05,0,5e-05,0,0,0,0,0,0,0,0,4.3e-05,5.4e-05,4.5e-05,4.1e-05,3.7e-05,7.4e-05,5.1e-05,5e-05
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2e-05,3e-05,5.4e-05,3.6e-05,4.1e-05,0,5.3e-05,5.4e-05,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,5.8e-05,0,0,5.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,4.1e-05,0,4.2e-05,6.1e-05,5.1e-05,3.9e-05
446,4e-05,7.4e-05,5.7e-05,4e-05,0,5e-05,4.1e-05,4.3e-05,3.9e-05,6e-05,4.4e-05,0,0,5.3e-05,0,9.5e-05,0,0,0,0,0,0,0,0,4.3e-05,0,4.2e-05,5.1e-05,0,0,5.5e-05,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2e-05,4.5e-05,4.7e-05,5.9e-05,5.2e-05,0,3.8e-05,4.5e-05,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,4.3e-05,5.1e-05,4.3e-05,0,6.4e-05,3.3e-05,0,4.1e-05,0,0,0,0,0,0,0,0,3.5e-05,3.4e-05,4.3e-05,3.8e-05,4.8e-05,5.2e-05,4.5e-05,4.3e-05
451,4.2e-05,5.9e-05,4.4e-05,4.7e-05,0,7.6e-05,5.5e-05,3.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7e-05,2.4e-05,4.9e-05,3.9e-05,3.8e-05,0,7.3e-05,4.1e-05,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,5.8e-05,4.8e-05,4.5e-05,0,3.2e-05,5.1e-05,0,4e-05,0,0,0,0,0,0,0,0,3.3e-05,4.7e-05,4e-05,6.8e-05,3.6e-05,4.1e-05,5.5e-05,4e-05
456,5.6e-05,4.2e-05,5.1e-05,4.8e-05,0,6.7e-05,4.7e-05,6.4e-05,0,0,0,0,0,0,0,0,3.7e-05,4.1e-05,4.2e-05,0,0,0,5.4e-05,6.6e-05,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3e-05,0,4.7e-05,3.6e-05,4.8e-05,0,4.8e-05,4.5e-05,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,4.6e-05,4.4e-05,4.1e-05,4.8e-05,0,3.4e-05,3.9e-05,4.7e-05,3.6e-05,4e-05,4.1e-05,0,5e-05,4.4e-05,0,4e-05,0,0,0,0,0,0,0,0,3.3e-05,5.3e-05,4.8e-05,5.6e-05,3e-05,5e-05,3e-05,3.8e-05
461,0,0,0,0,0,0,5.1e-05,0,0,0,0,0,0,0,0,0,4.4e-05,4.1e-05,4.1e-05,4.6e-05,5.3e-05,0,3.9e-05,3.8e-05,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0,3.2e-05,3.7e-05,4.6e-05,3.6e-05,4.7e-05,5.6e-05,3.7e-05,4.5e-05
465,5.2e-05,3.7e-05,5.7e-05,3.5e-05,0,4.4e-05,5.8e-05,4.2e-05,4.9e-05,6.7e-05,4.5e-05,0,0,4.4e-05,0,3.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4e-05,8.1e-05,4.2e-05,4.5e-05,4.8e-05,0,4.2e-05,4.2e-05,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,5e-05,6e-05,3e-05,0,4.4e-05,5.4e-05,0,4.7e-05,0,0,0,0,0,0,0,0,4.4e-05,3.9e-05,5e-05,4.3e-05,4.7e-05,5e-05,5.3e-05,4.4e-05
470,5.3e-05,7.4e-05,6.1e-05,5e-05,0,3.4e-05,4.8e-05,3.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3e-05,4.8e-05,4.9e-05,3.4e-05,4e-05,0,3.4e-05,4.5e-05,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,4.2e-05,0,0,0,0,0,5.5e-05,0.000741,4.6e-05,0,0.000264,6.3e-05,0,4.2e-05,0,0,0,0,0,0,0,0,0.004007,0.000235,0.002707,0.002154,0.009712,0.000316,0.000537,0.00035
475,0.000326,0.007662,0.00059,0.000924,0,0.000779,0.003495,0.006372,0.002242,0.008809,0.002225,0,0.000665,0.000735,0,0.000625,4e-05,4.6e-05,4.1e-05,4.9e-05,4.7e-05,0,0,4.9e-05,0,0.002217,0,0,0,0,0.002611,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000581,0.002195,0.001079,0.000522,0.001264,0,0.000416,0.001352,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
