avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
117,6.8e-05,5.5e-05,0.000106,7.9e-05,0.0001,0.000104,9.3e-05,9.5e-05,3.4e-05,5.2e-05,5.9e-05,0.000148,5e-05,7.2e-05,3.7e-05,4.8e-05,4.6e-05,4.9e-05,4.5e-05,5.1e-05,3.6e-05,3.5e-05,3.3e-05,0.000132,3.7e-05,4.5e-05,4.8e-05,6.2e-05,4.9e-05,4.1e-05,5e-05,4.1e-05
118,3.5e-05,3.2e-05,6e-05,3.7e-05,6.3e-05,6.2e-05,4.3e-05,3.5e-05,4.9e-05,4.7e-05,4.2e-05,6.6e-05,7.7e-05,7e-05,4.2e-05,4.2e-05,5.7e-05,6.5e-05,9.1e-05,6.9e-05,4e-05,3.7e-05,4e-05,4.4e-05,9.1e-05,0.000132,4.4e-05,5.2e-05,6.7e-05,8.7e-05,4.4e-05,4.6e-05
119,7.8e-05,6.1e-05,0.000123,7.1e-05,5.8e-05,4.3e-05,5.3e-05,3.8e-05,4.1e-05,5.8e-05,5e-05,5.1e-05,4.4e-05,4.3e-05,4.3e-05,4.2e-05,3.5e-05,3.6e-05,6.4e-05,5.1e-05,7.4e-05,7.3e-05,7.5e-05,7.9e-05,5.6e-05,7.9e-05,4.3e-05,5.3e-05,5.1e-05,4.7e-05,5.6e-05,4.9e-05
120,4.5e-05,7.8e-05,7e-05,7.6e-05,4.8e-05,4e-05,4.7e-05,5.1e-05,4.4e-05,4e-05,3.9e-05,5.9e-05,3.6e-05,5.1e-05,5.4e-05,9.8e-05,4e-05,4.2e-05,3.4e-05,6.6e-05,6.7e-05,6.2e-05,4e-05,3.3e-05,4.8e-05,4.2e-05,7.2e-05,7.3e-05,4.3e-05,5e-05,6.9e-05,9.1e-05
121,4.9e-05,5.3e-05,6.5e-05,8.4e-05,7.6e-05,4.6e-05,5.2e-05,5.7e-05,7.9e-05,9.7e-05,7.1e-05,5.3e-05,9e-05,4.7e-05,0.000145,9.3e-05,3.9e-05,4.8e-05,3.8e-05,4.5e-05,4.3e-05,5.2e-05,4e-05,4.6e-05,4.2e-05,5e-05,6.3e-05,0.000117,6.4e-05,5.1e-05,6.4e-05,6.1e-05
122,0.000248,5.5e-05,7.1e-05,5.1e-05,5.3e-05,8.5e-05,7.5e-05,5.6e-05,5e-05,6e-05,8.6e-05,6.8e-05,4.2e-05,5.3e-05,7.9e-05,5.6e-05,9.3e-05,8.7e-05,3.6e-05,4.5e-05,4.1e-05,4.4e-05,4.7e-05,3.8e-05,5.3e-05,4.2e-05,4.2e-05,4.5e-05,3.8e-05,5.6e-05,4.6e-05,4e-05
123,4.3e-05,5.9e-05,5.9e-05,7.8e-05,7.9e-05,7.2e-05,7e-05,9.3e-05,5.2e-05,3.9e-05,4.8e-05,4.2e-05,8.9e-05,0.000119,3.8e-05,4.1e-05,5.6e-05,5.7e-05,5.1e-05,4.9e-05,4.4e-05,4.4e-05,4.3e-05,6.4e-05,4.2e-05,7.7e-05,3.9e-05,4.1e-05,7.5e-05,7.8e-05,4.1e-05,3.8e-05
124,5.6e-05,6e-05,4.4e-05,6.6e-05,5.8e-05,9e-05,4.2e-05,8e-05,4.2e-05,4.9e-05,4.3e-05,8e-05,5.3e-05,5.6e-05,4.5e-05,4.6e-05,5e-05,6.9e-05,6.8e-05,5.4e-05,6.6e-05,5.4e-05,4.9e-05,5.9e-05,6e-05,8.2e-05,6.5e-05,7.1e-05,8e-05,6.4e-05,5.9e-05,5.8e-05
125,0.000133,0.00012,4.7e-05,5.3e-05,5.9e-05,5.6e-05,4.6e-05,5.9e-05,4.6e-05,4.3e-05,4.4e-05,4.5e-05,5e-05,4.7e-05,5.1e-05,4.9e-05,4.2e-05,4.7e-05,6.3e-05,6e-05,8.9e-05,7.5e-05,8.5e-05,8.2e-05,5.6e-05,5.9e-05,6.9e-05,4.6e-05,6.9e-05,9.4e-05,8.6e-05,5.1e-05
126,6e-05,4.9e-05,6.1e-05,5.4e-05,4.7e-05,4.4e-05,5.7e-05,5.8e-05,3.7e-05,5.3e-05,4.6e-05,5.2e-05,4.3e-05,4.6e-05,7.1e-05,8e-05,3.9e-05,4.7e-05,4.9e-05,4.5e-05,0.000114,0.000123,4.7e-05,8.4e-05,4.1e-05,4.7e-05,9.6e-05,0.000105,4.3e-05,6.7e-05,8.1e-05,7.6e-05
127,4e-05,5.1e-05,5.9e-05,4.7e-05,4.6e-05,4.8e-05,5.9e-05,4.1e-05,7.5e-05,8.2e-05,6.6e-05,9.2e-05,5.3e-05,4.5e-05,8.8e-05,0.000191,5.7e-05,4.7e-05,4.3e-05,4.8e-05,4.9e-05,4.7e-05,4.8e-05,4.7e-05,4.5e-05,5e-05,6.7e-05,4.2e-05,5.1e-05,4.4e-05,5.2e-05,6.3e-05
128,4.3e-05,4.2e-05,6.1e-05,0.000102,8.6e-05,0.000106,7.7e-05,7.7e-05,5.9e-05,6.1e-05,5.2e-05,6.6e-05,5.2e-05,4.7e-05,4.6e-05,5.4e-05,8.7e-05,6.7e-05,4.5e-05,3.3e-05,3.5e-05,3.8e-05,3.4e-05,4e-05,4e-05,4.3e-05,4.5e-05,5.7e-05,5.7e-05,4.1e-05,5e-05,5.3e-05
129,6.7e-05,4.1e-05,6.2e-05,3.8e-05,6.8e-05,9e-05,5.7e-05,6.4e-05,7.3e-05,5.3e-05,3.7e-05,4.6e-05,5.9e-05,5.8e-05,4.2e-05,3.4e-05,4.6e-05,5.8e-05,5e-05,5.1e-05,5e-05,4.3e-05,4.3e-05,5.4e-05,5.5e-05,8.7e-05,4.7e-05,3.7e-05,6e-05,4.7e-05,3.5e-05,4.3e-05
130,7.7e-05,0.000104,5.1e-05,4.5e-05,5e-05,4.8e-05,4.3e-05,3.9e-05,4e-05,4.6e-05,4.2e-05,6.1e-05,5.3e-05,7.4e-05,4e-05,4.7e-05,4.5e-05,3.5e-05,6.2e-05,4.9e-05,4.4e-05,3.8e-05,6e-05,6.3e-05,6.4e-05,7.9e-05,4.7e-05,5.4e-05,0.000233,5.7e-05,3.8e-05,4.6e-05
131,4.7e-05,5.5e-05,0.000195,3.5e-05,4.7e-05,4.5e-05,5.1e-05,5.1e-05,3.7e-05,5.1e-05,5.2e-05,4.9e-05,5.3e-05,4.5e-05,5.5e-05,5.2e-05,4.4e-05,4.6e-05,4.9e-05,5e-05,8e-05,8.8e-05,6.9e-05,6.4e-05,4e-05,3.5e-05,5.1e-05,5.3e-05,5.1e-05,8.2e-05,6e-05,4.4e-05
132,4.4e-05,4.5e-05,4.3e-05,4.2e-05,4.7e-05,6.6e-05,3.4e-05,5.1e-05,4.1e-05,5.1e-05,4.4e-05,4.4e-05,4.4e-05,5.3e-05,0.000109,0.000134,5.1e-05,5.1e-05,4.6e-05,3.8e-05,0.000107,0.000104,8.3e-05,6e-05,4.6e-05,4.2e-05,6.9e-05,0.0001,4.9e-05,4.8e-05,6.6e-05,7.2e-05
133,4.2e-05,0.000116,4.1e-05,3.6e-05,6.6e-05,6.2e-05,4.6e-05,4.2e-05,8.3e-05,8.9e-05,9.2e-05,9.1e-05,5.1e-05,4.7e-05,5.1e-05,6.3e-05,5.5e-05,4.8e-05,4.9e-05,3.7e-05,5.4e-05,5.8e-05,4.4e-05,3.7e-05,5e-05,4.2e-05,5e-05,6.8e-05,5.5e-05,5.1e-05,7.6e-05,5.9e-05
134,4.5e-05,5.4e-05,7.3e-05,0.000154,8.4e-05,8.8e-05,6.8e-05,8e-05,5.4e-05,5.3e-05,4.8e-05,4.2e-05,4.4e-05,5.9e-05,4.3e-05,5.3e-05,7.7e-05,6.9e-05,4.2e-05,3.9e-05,5.9e-05,4.1e-05,4.5e-05,3.8e-05,8.5e-05,0.000121,5e-05,4.3e-05,4.5e-05,4.2e-05,4.2e-05,4.1e-05
135,5.3e-05,7.7e-05,5.6e-05,5.4e-05,4.5e-05,4.6e-05,5e-05,9.4e-05,3.8e-05,3.9e-05,6.9e-05,4.7e-05,9.3e-05,7.5e-05,5e-05,6e-05,5.1e-05,5.3e-05,5.4e-05,6.5e-05,4.7e-05,4.1e-05,3.7e-05,3.7e-05,5.9e-05,9.9e-05,7.3e-05,4.5e-05,6.4e-05,6.4e-05,4.6e-05,9.8e-05
136,6.1e-05,6.4e-05,5.5e-05,6.2e-05,5e-05,5e-05,5.1e-05,4.6e-05,4.1e-05,4.8e-05,4.9e-05,5.2e-05,4.9e-05,6.1e-05,5.3e-05,4.4e-05,9.1e-05,5.1e-05,4.9e-05,5.5e-05,4.9e-05,5e-05,4.7e-05,5.1e-05,4.7e-05,4.9e-05,4.8e-05,6.5e-05,5.8e-05,4.7e-05,4.9e-05,5.6e-05
137,4.4e-05,4.6e-05,4.8e-05,4.3e-05,5.4e-05,4.4e-05,4.4e-05,4.3e-05,4.7e-05,5.3e-05,0.000124,3.9e-05,5.5e-05,5.2e-05,4.6e-05,4.9e-05,4.7e-05,4.5e-05,3.7e-05,4.2e-05,7e-05,6.7e-05,5e-05,9.2e-05,4.4e-05,4.4e-05,4.2e-05,4e-05,4e-05,4.6e-05,4.4e-05,4.4e-05
138,5.4e-05,3.6e-05,3.8e-05,5.5e-05,4.3e-05,4.4e-05,4.8e-05,9e-05,7.7e-05,5.2e-05,5.9e-05,4.6e-05,4.2e-05,4.2e-05,0.000271,6.4e-05,0.000388,4.7e-05,5.7e-05,4.8e-05,8.3e-05,8.3e-05,6.1e-05,6.6e-05,4.2e-05,4e-05,7.4e-05,7.5e-05,4.3e-05,5e-05,8.1e-05,5.9e-05
139,5e-05,4.6e-05,5.5e-05,4.8e-05,5.1e-05,4e-05,7.4e-05,4.5e-05,9.3e-05,0.000174,0.00012,0.000265,3.5e-05,6e-05,4.2e-05,0.000159,7.3e-05,0.000118,3.7e-05,3.6e-05,5.2e-05,4.3e-05,3.8e-05,4.8e-05,3.7e-05,5.2e-05,7.6e-05,5.1e-05,4.1e-05,4.4e-05,6.7e-05,6.4e-05
140,6.1e-05,7.3e-05,0.000136,8.1e-05,0.000112,6.5e-05,8.8e-05,7e-05,4.3e-05,5.1e-05,5.3e-05,5.7e-05,5.4e-05,5e-05,4.1e-05,3.8e-05,5e-05,6e-05,4.3e-05,4.4e-05,4.2e-05,3.5e-05,4.4e-05,3.9e-05,0.000107,7.2e-05,4.3e-05,4.5e-05,5e-05,4.1e-05,0.000107,4e-05
141,6.5e-05,7.1e-05,5.1e-05,4.2e-05,5e-05,5.2e-05,6e-05,0.000128,4.4e-05,5.3e-05,4.4e-05,4.4e-05,6.1e-05,7.5e-05,6.7e-05,5.5e-05,4e-05,4e-05,8.7e-05,6e-05,4.5e-05,3.2e-05,4.4e-05,4.6e-05,5.6e-05,6.9e-05,4.1e-05,7.2e-05,8.8e-05,6.2e-05,4.5e-05,4.8e-05
142,6.2e-05,4.9e-05,4.8e-05,6.1e-05,6e-05,5.2e-05,4.6e-05,4.9e-05,5.2e-05,4.4e-05,5.3e-05,6.7e-05,4.9e-05,4.6e-05,6.3e-05,4.1e-05,5.6e-05,3.9e-05,0.000128,7.4e-05,3.9e-05,4.5e-05,5.8e-05,5e-05,4.4e-05,5.6e-05,5.7e-05,4.4e-05,4.5e-05,7.1e-05,6.9e-05,5.5e-05
143,5.2e-05,3.5e-05,4.5e-05,4.3e-05,4.6e-05,3.4e-05,4.4e-05,4e-05,4.6e-05,4.8e-05,4.7e-05,5e-05,5.1e-05,4.1e-05,9.6e-05,5.8e-05,8.9e-05,0.000107,6.6e-05,7.9e-05,0.000134,0.000123,7.9e-05,7.5e-05,3.3e-05,5.4e-05,5.6e-05,7.6e-05,4.5e-05,3.8e-05,4.6e-05,4.6e-05
144,3.7e-05,4.8e-05,4.4e-05,5.3e-05,3.9e-05,3.4e-05,8.9e-05,4.1e-05,5.5e-05,4.7e-05,5.5e-05,5.2e-05,4.4e-05,3.7e-05,8.9e-05,8.4e-05,4.8e-05,5.5e-05,5.3e-05,5.6e-05,0.000117,0.000102,0.000121,0.000106,4.9e-05,4.4e-05,6.4e-05,9.3e-05,5e-05,5.9e-05,9.1e-05,7.3e-05
145,5.2e-05,5.1e-05,0.000103,6.6e-05,4.1e-05,3.9e-05,4.1e-05,4.3e-05,9.7e-05,6.3e-05,8.2e-05,5.3e-05,4.6e-05,4.8e-05,5.8e-05,5.5e-05,5.3e-05,5.4e-05,4e-05,6e-05,4e-05,4.6e-05,3.3e-05,3.7e-05,6.7e-05,8.7e-05,3.2e-05,5.7e-05,4.5e-05,5.8e-05,5.1e-05,5.8e-05
146,4.1e-05,4.5e-05,4.1e-05,7.1e-05,4.2e-05,6e-05,4.7e-05,5e-05,7.2e-05,4.6e-05,4.4e-05,4.8e-05,7.6e-05,9.8e-05,0.000149,5.2e-05,5.4e-05,5.6e-05,3.3e-05,4.1e-05,6.7e-05,3.7e-05,4.9e-05,3.4e-05,5.6e-05,6.9e-05,4.7e-05,4.5e-05,4.4e-05,5.2e-05,4.2e-05,4.1e-05
147,6.5e-05,7.1e-05,4.2e-05,4.4e-05,6.5e-05,8.3e-05,7.1e-05,4e-05,4.8e-05,5.3e-05,4.4e-05,4.4e-05,4.8e-05,4.8e-05,5.1e-05,3.9e-05,8.8e-05,4.1e-05,6.5e-05,5.7e-05,4e-05,5.3e-05,3.9e-05,5.1e-05,4.8e-05,5.3e-05,4.9e-05,4.5e-05,8e-05,9.3e-05,4.8e-05,4.5e-05
148,4.9e-05,5.5e-05,4.7e-05,5e-05,6.2e-05,6.2e-05,5e-05,7e-05,5.6e-05,8.2e-05,7.3e-05,6.2e-05,4.9e-05,4.6e-05,4.1e-05,3.4e-05,4.5e-05,4e-05,6.8e-05,7.9e-05,5.1e-05,9.3e-05,4.6e-05,6.1e-05,4.4e-05,4.4e-05,5.2e-05,3.9e-05,9.4e-05,6.3e-05,5.6e-05,6.5e-05
149,3.7e-05,3.9e-05,3.6e-05,3.8e-05,9.6e-05,5.4e-05,3.9e-05,4.2e-05,3.5e-05,4.3e-05,3.8e-05,3.3e-05,4.3e-05,3.6e-05,5.8e-05,7.6e-05,5.9e-05,4.7e-05,4e-05,4.6e-05,8.2e-05,7.1e-05,0.000887,0.000105,3.3e-05,3.9e-05,7.9e-05,4.6e-05,4.1e-05,5e-05,6.7e-05,6.2e-05
150,5e-05,6.2e-05,5.3e-05,4.4e-05,4.6e-05,4.6e-05,5.9e-05,5.1e-05,8.3e-05,4.7e-05,5e-05,5.2e-05,6.6e-05,4.3e-05,8.3e-05,6e-05,8.3e-05,4.2e-05,5.3e-05,3.3e-05,7.5e-05,6.7e-05,9.2e-05,8.1e-05,5.1e-05,8.9e-05,8.6e-05,0.000112,6.8e-05,5.3e-05,0.000125,9.6e-05
151,5.1e-05,5.8e-05,0.000122,6.7e-05,5e-05,3.2e-05,5.7e-05,4.9e-05,6.2e-05,5.4e-05,0.000148,7.7e-05,5.2e-05,6.9e-05,4.3e-05,4.9e-05,8.8e-05,7.8e-05,4.3e-05,4.7e-05,4.6e-05,5e-05,4.6e-05,4.8e-05,7.9e-05,7.5e-05,3.8e-05,4.1e-05,4.7e-05,5e-05,3.3e-05,4e-05
152,9.8e-05,6.7e-05,5.8e-05,5.8e-05,6.5e-05,7.5e-05,6.1e-05,8.1e-05,5.9e-05,4.6e-05,5.3e-05,4.6e-05,5.9e-05,6.5e-05,3.9e-05,4.5e-05,5.8e-05,5.8e-05,3.9e-05,3.7e-05,0.000174,3.6e-05,4e-05,3.6e-05,4.1e-05,4.6e-05,4.3e-05,3.8e-05,5.6e-05,6.9e-05,6.2e-05,3.7e-05
153,4.7e-05,5.3e-05,5.1e-05,4.2e-05,7.1e-05,6e-05,4.3e-05,5e-05,4.7e-05,4e-05,5.4e-05,3.6e-05,4e-05,4.7e-05,4e-05,3.8e-05,0.000117,4.1e-05,8.4e-05,0.0001,3.9e-05,4.4e-05,4.4e-05,4.2e-05,4.4e-05,4.8e-05,4.5e-05,5.8e-05,0.000114,8e-05,0.000115,0.000129
154,5e-05,4e-05,4.8e-05,5e-05,4.2e-05,4.6e-05,7e-05,4.4e-05,4.3e-05,4.8e-05,4.4e-05,5.6e-05,5.5e-05,4.8e-05,5.5e-05,4.8e-05,4e-05,6.1e-05,7.3e-05,8.3e-05,4.2e-05,4.1e-05,4.4e-05,4.5e-05,5.5e-05,4.2e-05,5.6e-05,4.4e-05,4.9e-05,5.5e-05,6.1e-05,5e-05
155,4.3e-05,6.1e-05,6.1e-05,5.3e-05,4.1e-05,4.5e-05,6.1e-05,5.3e-05,5.9e-05,4.8e-05,7.1e-05,5.9e-05,4.7e-05,5.7e-05,0.000139,0.000257,5.3e-05,6.3e-05,3.5e-05,4.5e-05,7.6e-05,5.5e-05,8.4e-05,0.000115,4.3e-05,5.5e-05,9.9e-05,8.4e-05,4.9e-05,8.5e-05,0.000588,6.7e-05
156,4.8e-05,5e-05,4.9e-05,4.2e-05,4.2e-05,4.5e-05,3.5e-05,4.6e-05,3.3e-05,3.5e-05,4.2e-05,3.7e-05,4.5e-05,5.1e-05,3.9e-05,3.6e-05,8.9e-05,5.2e-05,6.8e-05,4.1e-05,0.000124,6.4e-05,0.000149,5.4e-05,5.5e-05,7.4e-05,7.5e-05,0.000292,0.000251,3.9e-05,5.8e-05,9.6e-05
157,4.7e-05,4.4e-05,4.9e-05,0.000255,0.000889,3.2e-05,6e-05,7.9e-05,7.7e-05,0.000103,5.6e-05,4.9e-05,7.8e-05,7.5e-05,3.5e-05,3e-05,0.000139,7e-05,3.9e-05,3.9e-05,3.2e-05,5e-05,4.7e-05,4.3e-05,5.2e-05,5.4e-05,4.7e-05,4e-05,4.1e-05,4.5e-05,6.5e-05,6.4e-05
158,3.6e-05,6.3e-05,5.2e-05,5e-05,7.9e-05,7e-05,6.8e-05,8.4e-05,7.5e-05,6.6e-05,5.5e-05,4.9e-05,5.3e-05,8.3e-05,4.9e-05,4.8e-05,5e-05,6.4e-05,5.3e-05,4e-05,5.6e-05,4.6e-05,4.8e-05,3.8e-05,3.8e-05,4.9e-05,3.7e-05,3.4e-05,5.7e-05,8.1e-05,4.8e-05,4.2e-05
159,4.4e-05,5.1e-05,4.7e-05,5.6e-05,6.4e-05,5e-05,5.6e-05,4.2e-05,4.6e-05,4.5e-05,6.2e-05,3.8e-05,3.7e-05,4.8e-05,4.5e-05,5.6e-05,4.8e-05,3.6e-05,0.000103,6.9e-05,3.8e-05,4.2e-05,4.7e-05,3.9e-05,4.6e-05,3.6e-05,3.8e-05,6.1e-05,7.9e-05,9.5e-05,4.6e-05,4.5e-05
160,5.5e-05,5.4e-05,4.9e-05,5e-05,5.5e-05,4.5e-05,5.1e-05,4e-05,5.7e-05,5e-05,4.8e-05,4.5e-05,0.000134,0.000114,7.3e-05,4.8e-05,5e-05,4.2e-05,9.6e-05,5.9e-05,5.3e-05,5e-05,4.6e-05,4.1e-05,4.2e-05,3.3e-05,4.4e-05,4.3e-05,6.2e-05,5.9e-05,4.8e-05,5e-05
161,4.1e-05,4.3e-05,4.1e-05,5.1e-05,4e-05,4.1e-05,4.5e-05,4.1e-05,4.9e-05,0.000106,4.1e-05,6.2e-05,5.6e-05,6.4e-05,6.6e-05,7.3e-05,4.3e-05,0.000264,6.2e-05,4.4e-05,9.7e-05,7.6e-05,0.000148,9.2e-05,4.4e-05,3.7e-05,5e-05,7.9e-05,3.9e-05,6.5e-05,4.4e-05,3.5e-05
162,7.2e-05,6.4e-05,6.1e-05,6.6e-05,3.9e-05,4.4e-05,4.2e-05,4.3e-05,4.2e-05,5.1e-05,5.7e-05,4.9e-05,4.8e-05,4.4e-05,4.9e-05,4.1e-05,5e-05,5.8e-05,5e-05,5.1e-05,6.5e-05,7.8e-05,6.8e-05,8e-05,0.00012,7.8e-05,6.5e-05,0.000201,4.4e-05,3.7e-05,4.6e-05,4.8e-05
163,7.9e-05,5.4e-05,4.2e-05,4.9e-05,8.3e-05,3.1e-05,0.000133,0.000212,8.4e-05,8e-05,7.8e-05,9.4e-05,6e-05,5.4e-05,7.2e-05,4.9e-05,4.8e-05,9.7e-05,3.4e-05,3.7e-05,5e-05,3.6e-05,3.2e-05,3.8e-05,2.8e-05,5e-05,3.5e-05,4.2e-05,3.9e-05,3.7e-05,2.8e-05,4.1e-05
164,5.9e-05,4.2e-05,0.000109,5.4e-05,5e-05,5.8e-05,6.1e-05,5.1e-05,6.4e-05,7.3e-05,5.8e-05,6.5e-05,4.9e-05,7e-05,4.5e-05,3.4e-05,5.1e-05,4.6e-05,0.000118,4.8e-05,6.1e-05,5.1e-05,4e-05,6e-05,4.1e-05,3.8e-05,3.7e-05,4.1e-05,3.8e-05,4.5e-05,3.9e-05,4.7e-05
165,7.4e-05,8.8e-05,4.8e-05,2.8e-05,4.7e-05,4.1e-05,6.1e-05,0.000154,4.2e-05,4.3e-05,3.8e-05,4.9e-05,4.8e-05,3.6e-05,3.3e-05,5.3e-05,3.5e-05,3e-05,7.2e-05,8.9e-05,4.6e-05,3.3e-05,4.4e-05,5.2e-05,4e-05,7.6e-05,4.9e-05,6.3e-05,0.000104,8.4e-05,5.2e-05,5.7e-05
166,5.9e-05,0.000106,6.5e-05,6.6e-05,5.5e-05,5.9e-05,5.6e-05,8.7e-05,5.7e-05,6.2e-05,5.1e-05,5.6e-05,4e-05,6e-05,5.2e-05,3.8e-05,4.1e-05,4.9e-05,5.7e-05,8.3e-05,5.4e-05,5.9e-05,6.8e-05,4.5e-05,3.4e-05,4.4e-05,4.6e-05,4.8e-05,5.7e-05,5.4e-05,4.1e-05,4.1e-05
167,6.1e-05,6.3e-05,7.3e-05,5.1e-05,4.9e-05,5.8e-05,5.2e-05,5.4e-05,4e-05,6.1e-05,4.2e-05,5.4e-05,5.3e-05,6.9e-05,4.8e-05,7.5e-05,0.000121,4.8e-05,8.6e-05,4.9e-05,9.8e-05,0.000119,5.5e-05,7.1e-05,4.6e-05,0.000211,4.4e-05,5.9e-05,5.6e-05,5.9e-05,5.3e-05,5.3e-05
168,5.4e-05,6.3e-05,8.9e-05,7.2e-05,5.9e-05,5.1e-05,6.8e-05,4.9e-05,4.8e-05,6.4e-05,4.9e-05,4.8e-05,5.3e-05,8.1e-05,5.3e-05,3.8e-05,9.6e-05,7.3e-05,9.1e-05,6.1e-05,9.5e-05,9.2e-05,9.7e-05,0.000119,3.5e-05,4e-05,5.4e-05,4.4e-05,6.6e-05,5.7e-05,5.1e-05,5.7e-05
169,3.5e-05,4.1e-05,4.5e-05,4.9e-05,5.5e-05,5.3e-05,9.2e-05,9.7e-05,6.5e-05,5.8e-05,7.4e-05,6.3e-05,6e-05,4.4e-05,5.5e-05,5.1e-05,9.8e-05,5.9e-05,4.2e-05,3.9e-05,3.7e-05,3.5e-05,7.2e-05,5.2e-05,4.4e-05,4e-05,7e-05,5.9e-05,4.9e-05,3.9e-05,6e-05,6e-05
170,4.7e-05,3.9e-05,4.1e-05,3.7e-05,4.4e-05,4.6e-05,3.7e-05,4.4e-05,5.5e-05,5.1e-05,6.2e-05,5.4e-05,4.5e-05,5.5e-05,4.7e-05,5.9e-05,4.5e-05,3.6e-05,3.7e-05,4.1e-05,6.6e-05,5.4e-05,7e-05,4.2e-05,4.7e-05,8.4e-05,4.7e-05,5.8e-05,4.5e-05,5.9e-05,4.7e-05,4.5e-05
171,4.6e-05,3.7e-05,3.9e-05,4.3e-05,5.5e-05,4.5e-05,4.1e-05,4.1e-05,4.9e-05,4.5e-05,8e-05,4e-05,4.2e-05,6.1e-05,7.4e-05,5.1e-05,3.9e-05,4e-05,0.000108,9.7e-05,3.6e-05,4.3e-05,4.4e-05,4.8e-05,0.000102,4.1e-05,0.000186,4.9e-05,9.6e-05,0.000116,7.5e-05,4.3e-05
172,5.1e-05,6.8e-05,5.2e-05,6.2e-05,4.8e-05,7.5e-05,5.2e-05,6.9e-05,7.7e-05,5.3e-05,4.8e-05,4.4e-05,4.4e-05,4.5e-05,5.3e-05,7.1e-05,4.3e-05,3.6e-05,4.1e-05,6.5e-05,4.3e-05,6.4e-05,5.3e-05,4.6e-05,5e-05,7.4e-05,4.7e-05,5.6e-05,5e-05,4.7e-05,6.8e-05,5.4e-05
173,4.6e-05,5.2e-05,4.7e-05,3.8e-05,4e-05,4.7e-05,0.000137,3.8e-05,4.3e-05,7.1e-05,4e-05,4.9e-05,4.9e-05,5e-05,4.4e-05,3.9e-05,4.2e-05,4.3e-05,3.9e-05,4.8e-05,0.000105,9.6e-05,0.000121,9.8e-05,6.3e-05,0.000101,8.1e-05,5.7e-05,5.6e-05,4.6e-05,8.6e-05,0.000111
174,4.5e-05,5.1e-05,5.8e-05,6.3e-05,3.1e-05,4.4e-05,8e-05,7.3e-05,4e-05,4.1e-05,5.2e-05,3.7e-05,5.8e-05,9.2e-05,6.7e-05,0.000134,7.2e-05,6.2e-05,9.7e-05,3.5e-05,6e-05,6.1e-05,0.000143,8e-05,3.9e-05,5.7e-05,6.4e-05,4.6e-05,4.6e-05,4.6e-05,6.6e-05,5e-05
175,6.3e-05,5.3e-05,7.2e-05,3.8e-05,7.5e-05,4.7e-05,7.4e-05,7e-05,7.7e-05,9.7e-05,7.9e-05,6e-05,5.1e-05,4.9e-05,0.000109,4.6e-05,7.1e-05,6.5e-05,4.1e-05,5.9e-05,3.8e-05,3.6e-05,5.1e-05,5.5e-05,5.3e-05,7e-05,4.6e-05,5.4e-05,4.2e-05,5.2e-05,6e-05,5.4e-05
176,7.3e-05,3.6e-05,4.6e-05,4.4e-05,6e-05,6.1e-05,4.5e-05,5.1e-05,6.2e-05,6.5e-05,6.8e-05,6.4e-05,4.9e-05,4.5e-05,5.4e-05,6e-05,4.8e-05,3.8e-05,7.5e-05,7e-05,4.3e-05,5.3e-05,4.9e-05,5.8e-05,4.2e-05,3.5e-05,3.8e-05,6.2e-05,7.7e-05,9.9e-05,3.9e-05,3.5e-05
177,4.8e-05,0.000168,6.9e-05,3.4e-05,8.4e-05,4.2e-05,4.7e-05,5.3e-05,4.3e-05,4.7e-05,4e-05,3.8e-05,3.6e-05,4.9e-05,6.7e-05,6.9e-05,4.6e-05,5.1e-05,8.6e-05,7.5e-05,4.8e-05,3.7e-05,4.3e-05,5.3e-05,3.7e-05,6.9e-05,3.9e-05,4.4e-05,6.7e-05,5.6e-05,3.5e-05,5.1e-05
