journal_wr_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
118,14716.0,16319.0,15284.0,15108.0,15235.0,16017.0,14877.0,16074.0,15584.0,15688.0,15143.0,15000.0,23862.0,24264.0,15060.0,14802.0,17636.0,17500.0,26080.0,26360.0,15161.0,16005.0,16686.0,17460.0,26260.0,29356.0,15992.0,16878.0,41834.0,42678.0,16543.0,15848.0
119,29718.0,25454.0,23959.0,22158.0,17834.0,18257.0,19026.0,18246.0,18624.0,17641.0,19525.0,18474.0,17414.0,19465.0,18724.0,17479.0,16310.0,15198.0,19101.0,18512.0,22872.0,19826.0,29664.0,28803.0,21283.0,23951.0,17932.0,18897.0,18815.0,18004.0,18551.0,18460.0
120,22611.0,23963.0,18238.0,19686.0,18986.0,20389.0,19565.0,21260.0,18110.0,18751.0,18815.0,18560.0,18552.0,18517.0,22225.0,20057.0,19553.0,18358.0,19427.0,19476.0,31666.0,34584.0,18865.0,17771.0,18099.0,19698.0,32968.0,30867.0,18680.0,20109.0,28601.0,30812.0
121,13986.0,13999.0,13552.0,13792.0,14286.0,14438.0,14135.0,14545.0,23907.0,24602.0,19974.0,21618.0,14894.0,14391.0,28212.0,27970.0,17559.0,16890.0,17435.0,16485.0,18873.0,18340.0,16362.0,17806.0,13860.0,14706.0,21635.0,20294.0,14050.0,14091.0,16469.0,16953.0
122,16775.0,18276.0,21105.0,19588.0,23124.0,22802.0,24207.0,24085.0,20220.0,21310.0,20760.0,19390.0,16544.0,18088.0,18086.0,19243.0,25752.0,26497.0,14481.0,15621.0,15428.0,15381.0,15198.0,14150.0,15858.0,16754.0,16159.0,16143.0,16755.0,15872.0,16285.0,16174.0
123,20146.0,20298.0,22269.0,22789.0,27484.0,27609.0,23265.0,24140.0,17069.0,18730.0,15713.0,19117.0,24667.0,26302.0,17688.0,15242.0,24380.0,22572.0,19236.0,21688.0,19069.0,20974.0,17593.0,19543.0,17760.0,18813.0,16912.0,16683.0,21495.0,21473.0,17134.0,16693.0
124,19887.0,20346.0,16038.0,16881.0,17418.0,17771.0,15700.0,15957.0,16838.0,15925.0,15771.0,15701.0,20575.0,20956.0,16030.0,15600.0,14505.0,14402.0,25869.0,24764.0,14244.0,14566.0,17478.0,17533.0,26279.0,27134.0,17596.0,17731.0,25362.0,24475.0,17860.0,16969.0
125,32253.0,34126.0,18462.0,18511.0,19682.0,19632.0,20950.0,21279.0,18519.0,18557.0,19249.0,18192.0,17084.0,20926.0,18744.0,17417.0,18308.0,17651.0,18986.0,19053.0,21840.0,24015.0,26687.0,26217.0,18219.0,20433.0,21146.0,19235.0,20989.0,22301.0,20403.0,19190.0
126,16190.0,15229.0,15328.0,15348.0,14613.0,15385.0,15898.0,15628.0,15640.0,15543.0,15378.0,15017.0,14971.0,15471.0,18646.0,18254.0,18041.0,16552.0,17140.0,18176.0,35868.0,38917.0,18759.0,18299.0,15692.0,15523.0,24069.0,24319.0,15242.0,16154.0,32358.0,30328.0
127,17623.0,18465.0,17540.0,15918.0,16188.0,18225.0,17457.0,17623.0,23032.0,23723.0,30056.0,27694.0,18705.0,19472.0,25376.0,24375.0,14518.0,15301.0,14806.0,14799.0,14341.0,14842.0,14855.0,15343.0,17280.0,16887.0,21694.0,24295.0,17397.0,18305.0,20809.0,19817.0
128,16129.0,15117.0,28368.0,26342.0,23787.0,23608.0,25086.0,24306.0,17469.0,18111.0,18415.0,19196.0,14705.0,14725.0,14076.0,15738.0,39170.0,36522.0,18849.0,18941.0,18832.0,19820.0,17900.0,17711.0,15239.0,16409.0,16345.0,16680.0,16223.0,16053.0,15654.0,16953.0
129,19855.0,18437.0,21757.0,21115.0,27450.0,28467.0,20103.0,21651.0,16896.0,17293.0,16734.0,17372.0,25293.0,28932.0,16469.0,16567.0,19067.0,19149.0,18271.0,18143.0,17428.0,18204.0,16423.0,16695.0,27897.0,28657.0,16851.0,17376.0,21533.0,20327.0,17557.0,16402.0
130,24524.0,25977.0,15059.0,14571.0,14823.0,15384.0,14739.0,15960.0,15373.0,14869.0,15204.0,14975.0,24198.0,23868.0,14866.0,14508.0,14787.0,13863.0,25214.0,25045.0,13588.0,14109.0,15286.0,15468.0,19814.0,19947.0,15173.0,16397.0,22838.0,22415.0,15973.0,15226.0
131,25782.0,23382.0,18265.0,18661.0,18864.0,18957.0,17509.0,18094.0,19496.0,18898.0,19547.0,19063.0,18709.0,20161.0,18214.0,17598.0,15643.0,15061.0,16135.0,15422.0,19846.0,20018.0,29927.0,28761.0,17820.0,18487.0,18735.0,17256.0,19002.0,19266.0,21895.0,17936.0
132,16254.0,16246.0,15877.0,15992.0,15689.0,16881.0,17051.0,15494.0,15717.0,15665.0,17147.0,16547.0,15240.0,18663.0,25737.0,26066.0,22429.0,19386.0,19381.0,20900.0,36316.0,36032.0,23171.0,22056.0,16785.0,17320.0,24577.0,28991.0,17721.0,16807.0,31152.0,31873.0
133,17111.0,17182.0,16307.0,18188.0,18205.0,18157.0,16410.0,17427.0,28676.0,29835.0,29092.0,27028.0,16040.0,20037.0,19842.0,20915.0,18370.0,16003.0,15301.0,15937.0,17144.0,16989.0,16141.0,15982.0,16193.0,17568.0,19777.0,20101.0,17977.0,17558.0,22804.0,22017.0
134,15127.0,14733.0,26954.0,27580.0,21647.0,19858.0,23352.0,24810.0,17317.0,17221.0,16195.0,15187.0,15127.0,17429.0,14410.0,14311.0,32327.0,31940.0,16815.0,16514.0,17570.0,17577.0,16197.0,17701.0,17775.0,16893.0,14226.0,15212.0,14854.0,15277.0,15459.0,14983.0
135,17516.0,19128.0,19387.0,20447.0,18473.0,18066.0,18555.0,19653.0,16440.0,15772.0,16456.0,14677.0,31505.0,30630.0,15209.0,15268.0,14957.0,14192.0,17082.0,17507.0,14327.0,13911.0,13516.0,14624.0,28556.0,31334.0,16662.0,16557.0,19049.0,19354.0,16726.0,16587.0
136,21454.0,25220.0,19918.0,21616.0,17979.0,20138.0,19781.0,19077.0,20441.0,19045.0,20299.0,19788.0,19991.0,21274.0,19403.0,19949.0,16860.0,16159.0,21318.0,22898.0,16692.0,16810.0,19146.0,18476.0,19080.0,20896.0,21118.0,19286.0,23362.0,22988.0,21615.0,19672.0
137,21449.0,20667.0,21118.0,22442.0,21379.0,20897.0,21980.0,21059.0,21876.0,20989.0,20004.0,19828.0,19974.0,22056.0,21288.0,22183.0,19698.0,17317.0,18266.0,19734.0,22417.0,21953.0,38160.0,37802.0,19850.0,21424.0,21489.0,23406.0,20422.0,20593.0,21518.0,21299.0
138,15656.0,16280.0,16114.0,15433.0,16093.0,16109.0,16936.0,16273.0,17145.0,15318.0,20007.0,19731.0,16269.0,18295.0,27541.0,25551.0,21562.0,20205.0,20385.0,22643.0,37937.0,38977.0,24794.0,26338.0,16412.0,17484.0,33152.0,36977.0,17182.0,17279.0,30339.0,30635.0
139,16462.0,17333.0,18168.0,18007.0,16742.0,16586.0,16823.0,16885.0,29134.0,31864.0,31337.0,31675.0,19034.0,19205.0,20670.0,20394.0,18997.0,17671.0,15422.0,14734.0,17222.0,18149.0,15302.0,16260.0,17435.0,17592.0,20530.0,21688.0,17424.0,17560.0,22327.0,22788.0
140,17459.0,16915.0,23734.0,25805.0,17877.0,18494.0,18728.0,19800.0,15288.0,14127.0,15574.0,16111.0,17881.0,18582.0,12952.0,13004.0,26126.0,23988.0,18493.0,15952.0,17425.0,17587.0,17302.0,18366.0,21606.0,20703.0,13032.0,12926.0,13411.0,13808.0,15787.0,16277.0
141,22349.0,21517.0,16559.0,16467.0,18317.0,18774.0,21379.0,21044.0,15556.0,16241.0,15383.0,15057.0,22622.0,23733.0,16624.0,16336.0,14077.0,14142.0,18850.0,19093.0,13445.0,14106.0,13436.0,13031.0,20735.0,21365.0,16201.0,16217.0,28036.0,28060.0,16443.0,15033.0
142,19355.0,19566.0,18175.0,17278.0,17009.0,17427.0,17232.0,17664.0,17133.0,17167.0,16948.0,16940.0,16596.0,19447.0,20182.0,19443.0,16018.0,15384.0,28128.0,29886.0,15677.0,16121.0,17717.0,17603.0,15339.0,17408.0,17259.0,16062.0,19878.0,18335.0,17620.0,15839.0
143,16238.0,16588.0,15467.0,17192.0,15615.0,17436.0,17318.0,18031.0,15973.0,16148.0,17149.0,17419.0,16756.0,17870.0,19162.0,18102.0,23633.0,22937.0,21213.0,21423.0,31208.0,32050.0,29218.0,27830.0,16393.0,16745.0,21896.0,21070.0,16202.0,17226.0,17108.0,17528.0
144,17021.0,16253.0,16785.0,15820.0,16822.0,17312.0,20331.0,19686.0,17045.0,16497.0,16954.0,17226.0,16727.0,17127.0,27905.0,28826.0,17783.0,16006.0,17212.0,17663.0,25945.0,25502.0,30386.0,30648.0,16789.0,19887.0,28768.0,29024.0,18714.0,19176.0,35789.0,34589.0
145,16881.0,16188.0,21588.0,19948.0,13559.0,15772.0,14674.0,14091.0,30622.0,32733.0,27288.0,26047.0,15493.0,15577.0,16597.0,15742.0,18143.0,18201.0,16818.0,16255.0,16143.0,16373.0,16679.0,16743.0,18220.0,19519.0,16175.0,15275.0,15446.0,15522.0,18866.0,18145.0
146,14941.0,15637.0,15568.0,17458.0,18226.0,18731.0,16091.0,19261.0,17121.0,16257.0,17294.0,17069.0,37962.0,40664.0,13781.0,14012.0,28104.0,26825.0,15175.0,15116.0,14245.0,15149.0,15318.0,15384.0,21401.0,21838.0,15161.0,13798.0,15850.0,16254.0,14723.0,14440.0
147,21648.0,24565.0,18933.0,18853.0,21498.0,24212.0,21228.0,21062.0,19464.0,19099.0,20896.0,20714.0,21041.0,23339.0,19630.0,18354.0,14788.0,14438.0,22670.0,22786.0,14392.0,14815.0,13885.0,14619.0,18009.0,18330.0,19178.0,18210.0,36925.0,36905.0,20008.0,20565.0
148,20738.0,19903.0,20023.0,19904.0,19686.0,19629.0,19230.0,20667.0,19722.0,18710.0,19227.0,20608.0,18459.0,22261.0,20010.0,18815.0,20308.0,18912.0,24141.0,25823.0,21365.0,20532.0,18576.0,19910.0,18209.0,19466.0,18441.0,20345.0,21006.0,21475.0,19506.0,21299.0
149,16448.0,15756.0,17285.0,17863.0,16514.0,17002.0,16628.0,17291.0,17813.0,16922.0,15792.0,16519.0,15763.0,16838.0,28305.0,24975.0,18599.0,18521.0,18792.0,18297.0,24990.0,24330.0,44975.0,40026.0,15696.0,16254.0,17410.0,18653.0,15814.0,17336.0,16683.0,16893.0
150,16545.0,17584.0,16641.0,16788.0,16788.0,16673.0,16703.0,17021.0,16203.0,15802.0,16750.0,17744.0,16661.0,17752.0,19307.0,18658.0,19349.0,17556.0,19576.0,18651.0,28644.0,30205.0,22969.0,23756.0,17627.0,18489.0,31220.0,31401.0,17305.0,17016.0,29659.0,30306.0
151,23000.0,21858.0,20403.0,20818.0,14394.0,15405.0,16040.0,16247.0,20880.0,21038.0,23355.0,23941.0,17280.0,17899.0,15812.0,15719.0,20843.0,19671.0,17119.0,16789.0,16354.0,16760.0,16320.0,16194.0,28577.0,30973.0,15330.0,15143.0,14758.0,14641.0,18493.0,17801.0
152,18834.0,19260.0,17207.0,16828.0,25100.0,21465.0,25794.0,25883.0,17873.0,17840.0,16946.0,16652.0,20597.0,23560.0,16075.0,15079.0,20261.0,20118.0,14779.0,14828.0,15363.0,14953.0,14529.0,15269.0,14851.0,15152.0,14311.0,15205.0,17702.0,16588.0,16042.0,15695.0
153,20574.0,18415.0,18706.0,18165.0,20873.0,24086.0,19674.0,20359.0,18884.0,19917.0,18957.0,18117.0,17651.0,19069.0,20570.0,18274.0,15719.0,16275.0,25934.0,26543.0,16265.0,15630.0,16275.0,15880.0,19099.0,19081.0,20363.0,19479.0,33546.0,37598.0,20016.0,20088.0
154,18781.0,18580.0,18158.0,19028.0,17711.0,19792.0,17672.0,18702.0,19035.0,18704.0,19585.0,18562.0,18412.0,21484.0,21183.0,20865.0,20594.0,19019.0,28759.0,30548.0,21104.0,19984.0,20048.0,20038.0,17548.0,18116.0,18889.0,17663.0,19250.0,18700.0,19880.0,20234.0
155,17209.0,16491.0,17395.0,17116.0,17024.0,18520.0,17850.0,16891.0,16932.0,17575.0,17422.0,16666.0,16475.0,18479.0,32910.0,31420.0,20195.0,18193.0,18438.0,18892.0,22908.0,25302.0,33161.0,36097.0,16577.0,17377.0,24480.0,24030.0,17226.0,15765.0,16702.0,17462.0
156,19694.0,18923.0,15481.0,15909.0,13697.0,15393.0,15324.0,15350.0,16690.0,15768.0,15860.0,15714.0,16216.0,16361.0,14591.0,14989.0,18882.0,17204.0,18899.0,17930.0,24004.0,20880.0,19596.0,18467.0,25713.0,27036.0,24780.0,26009.0,15853.0,16638.0,26051.0,29156.0
157,16100.0,16079.0,21645.0,21885.0,12472.0,13480.0,18372.0,21240.0,20881.0,21299.0,20580.0,19974.0,28545.0,31252.0,13985.0,13046.0,22023.0,20638.0,13896.0,14738.0,14879.0,15317.0,15552.0,14126.0,14782.0,15402.0,12861.0,13539.0,12873.0,13262.0,19379.0,18537.0
158,17177.0,16389.0,15555.0,15413.0,24791.0,27525.0,21213.0,21985.0,17720.0,18165.0,16673.0,16446.0,15629.0,16977.0,15999.0,15805.0,17129.0,16877.0,12824.0,12918.0,13201.0,13364.0,13773.0,12619.0,14907.0,14896.0,14085.0,15498.0,17107.0,16347.0,15553.0,16363.0
159,18749.0,18277.0,16718.0,19012.0,22531.0,27372.0,18668.0,20361.0,20842.0,18386.0,21029.0,18928.0,19357.0,20496.0,20659.0,19257.0,15740.0,14730.0,21725.0,22558.0,14857.0,15451.0,14701.0,15083.0,17992.0,19847.0,19012.0,20341.0,39171.0,37726.0,20008.0,20926.0
160,14381.0,15345.0,15183.0,15265.0,15129.0,15530.0,15050.0,16535.0,16931.0,15950.0,15413.0,15146.0,18765.0,21924.0,24359.0,22022.0,21684.0,19578.0,28140.0,27756.0,20162.0,20332.0,17870.0,19535.0,14485.0,14349.0,14606.0,14870.0,18309.0,16111.0,17630.0,15167.0
161,18652.0,20512.0,18492.0,18270.0,18081.0,18308.0,17939.0,19536.0,21174.0,22612.0,20013.0,21236.0,19012.0,22288.0,24244.0,23446.0,15931.0,16074.0,15664.0,16137.0,21709.0,21805.0,38592.0,37748.0,17688.0,18312.0,24226.0,23082.0,17540.0,16998.0,18775.0,17532.0
162,20736.0,18485.0,22063.0,20265.0,15872.0,16790.0,15337.0,15574.0,15777.0,16257.0,18948.0,17227.0,19796.0,20106.0,14536.0,14733.0,20299.0,19246.0,19076.0,18626.0,22890.0,25019.0,27025.0,28420.0,31335.0,31943.0,20413.0,22711.0,16991.0,15945.0,21234.0,21352.0
163,18888.0,19563.0,20864.0,18404.0,16069.0,15758.0,34610.0,45292.0,33564.0,32761.0,29910.0,31872.0,22806.0,23265.0,21031.0,19202.0,23895.0,22634.0,13759.0,14303.0,15223.0,14852.0,14721.0,14619.0,11739.0,13438.0,11518.0,11412.0,12420.0,11317.0,15282.0,15884.0
164,16478.0,15774.0,18699.0,16464.0,22525.0,23232.0,19132.0,19683.0,22558.0,23898.0,17308.0,22251.0,17268.0,19724.0,17983.0,16449.0,17907.0,16778.0,16440.0,14837.0,17171.0,19623.0,15599.0,15954.0,16296.0,16050.0,17537.0,18774.0,16546.0,16733.0,16846.0,16227.0
165,28303.0,30178.0,18891.0,19744.0,22499.0,19018.0,18146.0,22571.0,19372.0,18945.0,18244.0,18913.0,18109.0,20207.0,21681.0,19529.0,15032.0,14413.0,34526.0,32807.0,15121.0,13516.0,20226.0,24197.0,18428.0,19909.0,20618.0,21363.0,30527.0,30455.0,20169.0,19410.0
166,18040.0,20348.0,17903.0,18160.0,17766.0,18546.0,16419.0,16859.0,15723.0,15729.0,18223.0,17004.0,15069.0,16550.0,20866.0,21450.0,19287.0,17123.0,19652.0,21738.0,18161.0,18763.0,19747.0,19688.0,14983.0,15930.0,15316.0,15929.0,18311.0,18181.0,18352.0,16548.0
167,23533.0,22723.0,18286.0,18936.0,18681.0,18422.0,19687.0,19234.0,22571.0,19929.0,18908.0,17770.0,18491.0,19947.0,18303.0,19216.0,17956.0,16705.0,17565.0,17642.0,30914.0,33998.0,21460.0,22346.0,20602.0,23431.0,18698.0,18581.0,19228.0,19165.0,19191.0,18512.0
168,20217.0,20231.0,26453.0,24910.0,18791.0,18350.0,20979.0,20759.0,17609.0,17151.0,17436.0,16253.0,18309.0,21125.0,16125.0,15982.0,24406.0,22973.0,20458.0,20979.0,31422.0,31569.0,26284.0,27336.0,15538.0,16640.0,15949.0,18667.0,16044.0,16644.0,23545.0,22611.0
169,18305.0,18855.0,18335.0,22555.0,18854.0,19197.0,27243.0,29519.0,28634.0,26186.0,26240.0,25335.0,18203.0,18592.0,17224.0,18171.0,24169.0,25367.0,19585.0,17182.0,17701.0,17122.0,16854.0,16737.0,17873.0,19428.0,20855.0,20438.0,19487.0,18221.0,23568.0,25002.0
170,14941.0,15090.0,14202.0,13522.0,22553.0,22905.0,13684.0,13963.0,16039.0,16554.0,16858.0,16490.0,13934.0,15070.0,16798.0,17383.0,17931.0,17063.0,17549.0,18937.0,23551.0,20825.0,18387.0,16849.0,14677.0,15313.0,15147.0,16162.0,14419.0,15263.0,15478.0,14673.0
171,20078.0,20325.0,19674.0,19491.0,19181.0,19288.0,20027.0,19296.0,21006.0,20374.0,20537.0,20918.0,20411.0,22126.0,27624.0,25983.0,14516.0,13947.0,53274.0,39081.0,15661.0,15572.0,14730.0,15326.0,21691.0,21199.0,23050.0,25038.0,39414.0,37770.0,23094.0,23054.0
172,20344.0,19608.0,16489.0,16482.0,16269.0,17169.0,16624.0,17023.0,15307.0,15297.0,15601.0,15197.0,15851.0,16614.0,22766.0,21606.0,23231.0,20904.0,22415.0,21231.0,20775.0,22335.0,21946.0,21782.0,21069.0,19448.0,16549.0,16752.0,15952.0,16476.0,17598.0,16643.0
173,17341.0,17527.0,15562.0,15222.0,14981.0,15600.0,13172.0,13271.0,13610.0,12797.0,12910.0,13909.0,15927.0,17179.0,13109.0,12449.0,15117.0,15194.0,16553.0,15859.0,23605.0,23265.0,30529.0,28261.0,24307.0,27298.0,23266.0,24397.0,13587.0,14509.0,18775.0,20767.0
174,18068.0,16517.0,26578.0,27075.0,17442.0,17311.0,26698.0,27772.0,17752.0,17220.0,16193.0,15670.0,22459.0,23967.0,15126.0,16569.0,24676.0,23657.0,14866.0,14855.0,23123.0,24187.0,16445.0,17042.0,18668.0,18268.0,18417.0,17833.0,17672.0,16558.0,22183.0,19907.0
175,15533.0,16724.0,16065.0,15808.0,21114.0,22174.0,22710.0,23114.0,30030.0,29407.0,33308.0,34221.0,17078.0,17199.0,17851.0,16954.0,31856.0,28468.0,16366.0,16177.0,17065.0,17210.0,16364.0,17073.0,17248.0,18129.0,16054.0,16273.0,15043.0,15181.0,16731.0,17939.0
176,15912.0,17578.0,15297.0,16110.0,20698.0,21427.0,18187.0,18163.0,23939.0,24277.0,20969.0,20949.0,16020.0,16653.0,19986.0,19425.0,16649.0,16504.0,19533.0,20525.0,15289.0,15803.0,18372.0,18332.0,15371.0,16554.0,14923.0,15926.0,19294.0,19486.0,15459.0,15143.0
177,21965.0,22359.0,19596.0,19554.0,18799.0,20893.0,18698.0,19109.0,18654.0,17720.0,17303.0,17326.0,18478.0,18259.0,29253.0,28209.0,19363.0,17546.0,43260.0,43351.0,17150.0,18331.0,16631.0,17864.0,17839.0,19358.0,18137.0,19284.0,27473.0,25351.0,18254.0,17550.0
178,20881.0,21780.0,15124.0,15280.0,15387.0,15632.0,15132.0,15642.0,15444.0,15050.0,14728.0,15078.0,21860.0,22337.0,18901.0,19511.0,20975.0,20664.0,30376.0,24954.0,18929.0,20687.0,18101.0,18112.0,21649.0,21580.0,15991.0,14923.0,18632.0,20337.0,16283.0,16814.0
179,16782.0,16421.0,19642.0,16800.0,15807.0,16494.0,16158.0,16111.0,15886.0,16130.0,16316.0,14653.0,20290.0,20283.0,16055.0,15792.0,15068.0,14861.0,14522.0,14036.0,20481.0,22177.0,29829.0,30864.0,18480.0,18528.0,31360.0,30799.0,17612.0,15964.0,24815.0,25088.0
180,18295.0,15848.0,32599.0,32184.0,16969.0,17436.0,34776.0,32396.0,18181.0,18369.0,18444.0,16795.0,16472.0,16499.0,17361.0,17143.0,22603.0,23136.0,17225.0,16296.0,20828.0,21789.0,18504.0,19063.0,17286.0,18024.0,16957.0,18231.0,16314.0,15913.0,24458.0,24398.0
181,18911.0,19464.0,19823.0,20738.0,27124.0,31127.0,18850.0,19251.0,36733.0,38864.0,31152.0,35219.0,20323.0,20946.0,20554.0,20193.0,21274.0,21779.0,17802.0,16747.0,16489.0,16428.0,17318.0,17072.0,17045.0,18262.0,16946.0,18385.0,17906.0,18274.0,18836.0,18173.0
182,19040.0,18572.0,17064.0,16651.0,21129.0,21952.0,18003.0,18224.0,25364.0,21560.0,18388.0,17638.0,17116.0,18568.0,17851.0,17427.0,17401.0,17451.0,18170.0,17905.0,17370.0,18561.0,17870.0,18975.0,16239.0,17942.0,17046.0,17602.0,25204.0,23042.0,17469.0,16542.0
183,23121.0,22834.0,14455.0,14278.0,14224.0,14478.0,14730.0,14323.0,14431.0,14929.0,15268.0,14533.0,15968.0,16799.0,26986.0,23836.0,16646.0,15815.0,28667.0,28383.0,17919.0,17371.0,16676.0,17731.0,20585.0,19699.0,14085.0,14690.0,30098.0,29878.0,15217.0,15208.0
184,17323.0,16586.0,14944.0,14861.0,14627.0,15616.0,14680.0,15959.0,14437.0,14235.0,13652.0,14196.0,20281.0,21496.0,17022.0,16178.0,13887.0,14427.0,18872.0,18206.0,15125.0,13637.0,14656.0,15596.0,23652.0,25163.0,23328.0,20454.0,14808.0,12977.0,14296.0,14113.0
185,13448.0,15911.0,20914.0,19071.0,15341.0,15682.0,18876.0,20672.0,16332.0,15375.0,16718.0,16047.0,16074.0,16841.0,16823.0,15131.0,16305.0,15852.0,15497.0,16550.0,24858.0,25515.0,25016.0,25112.0,15176.0,15821.0,28466.0,29599.0,15726.0,15968.0,24018.0,25012.0
186,19151.0,20293.0,28558.0,28672.0,17720.0,18773.0,25718.0,27992.0,19350.0,18563.0,19753.0,19279.0,17664.0,20760.0,19216.0,17717.0,33577.0,29611.0,15577.0,14671.0,18515.0,19339.0,15138.0,16330.0,18909.0,20948.0,19542.0,19135.0,19604.0,19125.0,26764.0,25267.0
187,16844.0,17193.0,18082.0,17745.0,33696.0,34684.0,17103.0,17943.0,29113.0,29530.0,31350.0,28005.0,16442.0,18819.0,17849.0,16535.0,22033.0,20385.0,18070.0,19189.0,19149.0,19329.0,17944.0,18071.0,18412.0,16980.0,17976.0,18159.0,16536.0,16789.0,17683.0,17926.0
188,22905.0,25510.0,17573.0,17877.0,23734.0,24397.0,16441.0,17638.0,22156.0,21428.0,17942.0,18420.0,16673.0,18743.0,18933.0,16786.0,17511.0,15048.0,16337.0,16674.0,16832.0,17556.0,16243.0,16940.0,17445.0,18112.0,17023.0,16628.0,23457.0,22637.0,17540.0,17567.0
189,17971.0,17373.0,14768.0,14968.0,14894.0,14552.0,15231.0,15552.0,15717.0,15517.0,14670.0,14963.0,25327.0,25408.0,30735.0,29827.0,18065.0,18075.0,31359.0,29400.0,18016.0,18147.0,18937.0,17006.0,27499.0,26984.0,15975.0,15932.0,26458.0,25897.0,17287.0,16651.0
190,14486.0,15058.0,14888.0,14318.0,14777.0,15680.0,15830.0,16021.0,14923.0,14816.0,15146.0,15521.0,17449.0,18659.0,15987.0,15113.0,15758.0,14663.0,18176.0,18765.0,14942.0,15205.0,18315.0,18864.0,21168.0,22020.0,27032.0,28473.0,15571.0,15036.0,15828.0,15214.0
191,16800.0,16146.0,18885.0,17908.0,15821.0,17126.0,26606.0,29737.0,17189.0,17382.0,16560.0,16422.0,16521.0,17646.0,16518.0,15538.0,15675.0,14218.0,14788.0,14952.0,22563.0,23126.0,33052.0,32403.0,17022.0,17604.0,20302.0,19754.0,16122.0,17295.0,23429.0,21846.0
192,18467.0,19143.0,32721.0,35063.0,17747.0,19240.0,20669.0,19526.0,18993.0,18885.0,22498.0,21073.0,17765.0,19932.0,19798.0,18313.0,33614.0,30377.0,16440.0,16484.0,21862.0,22813.0,18683.0,17488.0,18838.0,19966.0,19526.0,18559.0,19552.0,18902.0,28101.0,27239.0
193,20199.0,20712.0,18632.0,19146.0,26861.0,26753.0,18110.0,17273.0,27144.0,25713.0,27866.0,26476.0,17768.0,19529.0,17588.0,17652.0,22853.0,20261.0,20426.0,17638.0,17918.0,19101.0,19931.0,17956.0,17047.0,17242.0,17978.0,17596.0,18603.0,17606.0,18633.0,18228.0
194,18365.0,18619.0,14101.0,14122.0,18068.0,17683.0,14379.0,16736.0,18405.0,18170.0,16949.0,16055.0,17861.0,17720.0,18101.0,18823.0,18299.0,17540.0,16994.0,18475.0,17308.0,18197.0,16918.0,17149.0,13498.0,14453.0,15640.0,14734.0,21429.0,22450.0,14306.0,15947.0
195,16134.0,16805.0,15828.0,15602.0,15821.0,15471.0,15742.0,16753.0,18707.0,17258.0,17498.0,16998.0,31292.0,33011.0,24671.0,23049.0,13467.0,14077.0,28389.0,29212.0,14227.0,14402.0,15601.0,15123.0,20215.0,22636.0,19881.0,19230.0,23293.0,24944.0,17837.0,16235.0
196,16716.0,17339.0,16966.0,15580.0,16573.0,17069.0,22875.0,23869.0,16496.0,15792.0,16136.0,16164.0,15572.0,18149.0,19964.0,17045.0,16217.0,17557.0,19513.0,20692.0,16184.0,16484.0,20206.0,18114.0,20550.0,20085.0,33277.0,34929.0,17846.0,16926.0,17422.0,17613.0
197,17352.0,16163.0,17856.0,19607.0,15767.0,16088.0,17199.0,18797.0,15966.0,16691.0,15850.0,15636.0,15575.0,16523.0,15450.0,14843.0,17757.0,16851.0,16402.0,17281.0,23616.0,24859.0,23558.0,24354.0,16355.0,16895.0,17421.0,17881.0,16466.0,16491.0,28338.0,26568.0
198,19233.0,19175.0,33251.0,33445.0,19277.0,18788.0,19108.0,19424.0,17428.0,18385.0,18711.0,17885.0,17530.0,19630.0,17833.0,18167.0,31796.0,30972.0,17114.0,15880.0,27625.0,29235.0,16678.0,17717.0,16562.0,17286.0,17214.0,18036.0,18849.0,17730.0,37888.0,40851.0
199,29512.0,28222.0,16606.0,19311.0,21263.0,22692.0,15515.0,15041.0,25537.0,24587.0,23993.0,26571.0,15600.0,15438.0,16122.0,15593.0,21598.0,22499.0,17616.0,18733.0,19171.0,17748.0,19276.0,18275.0,14306.0,14615.0,14769.0,16350.0,15348.0,13878.0,15691.0,15440.0
