journal_wr_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
282,22190.0,22303.0,18783.0,18084.0,15534.0,15534.0,17462.0,18758.0,19861.0,21389.0,16965.0,18012.0,24752.0,25389.0,13810.0,14811.0,30925.0,29095.0,22337.0,22566.0,24709.0,24449.0,26880.0,27456.0,17664.0,18448.0,15921.0,15187.0,15440.0,15329.0,22583.0,22517.0
283,18016.0,18767.0,17533.0,16691.0,29509.0,27895.0,21961.0,24151.0,31449.0,31162.0,17260.0,16990.0,16739.0,17926.0,20286.0,20370.0,16124.0,15582.0,21726.0,20822.0,14557.0,15057.0,14399.0,14197.0,31680.0,31231.0,17411.0,18331.0,16233.0,16932.0,17012.0,17066.0
284,15679.0,16807.0,16340.0,15343.0,22063.0,23551.0,16726.0,17295.0,18326.0,17339.0,18305.0,16838.0,15954.0,19660.0,32525.0,30695.0,17330.0,16148.0,16750.0,16292.0,17809.0,18136.0,17136.0,16544.0,15166.0,16246.0,18410.0,16571.0,20818.0,20659.0,16601.0,16062.0
285,18035.0,18539.0,19897.0,19955.0,18142.0,18259.0,19418.0,18194.0,19114.0,19369.0,19959.0,17731.0,19946.0,19673.0,18737.0,16797.0,17861.0,16284.0,16559.0,16139.0,16987.0,17287.0,17367.0,17280.0,21776.0,21492.0,35531.0,40834.0,34453.0,31888.0,23051.0,22827.0
286,14921.0,15217.0,15866.0,16368.0,16875.0,16449.0,15291.0,16260.0,15970.0,16180.0,20097.0,19770.0,17132.0,17009.0,15682.0,15463.0,19525.0,18265.0,18841.0,17487.0,19664.0,19627.0,18079.0,18498.0,15941.0,17576.0,19092.0,19882.0,19165.0,18406.0,16867.0,15968.0
287,14521.0,15644.0,26105.0,25808.0,14753.0,16449.0,18409.0,20444.0,14110.0,13968.0,21299.0,20747.0,25848.0,26780.0,14308.0,14808.0,17916.0,16903.0,16135.0,16232.0,20483.0,21306.0,25018.0,23716.0,14426.0,13619.0,14380.0,14343.0,15170.0,14235.0,21264.0,19664.0
288,22924.0,22799.0,16663.0,17824.0,15738.0,16358.0,20634.0,21763.0,17550.0,16436.0,15769.0,16706.0,19396.0,21254.0,19125.0,17550.0,23959.0,24264.0,21798.0,21057.0,22884.0,22483.0,29873.0,32516.0,23909.0,24701.0,17976.0,19107.0,16958.0,18118.0,33057.0,35154.0
289,19980.0,18904.0,20109.0,20247.0,27209.0,29869.0,17931.0,18108.0,27454.0,28691.0,18877.0,19582.0,17369.0,19876.0,25638.0,24549.0,19687.0,17573.0,22261.0,22243.0,19418.0,18637.0,16810.0,16380.0,25975.0,28451.0,17697.0,17299.0,17920.0,18546.0,24191.0,25011.0
290,20967.0,21069.0,18790.0,19626.0,22158.0,23351.0,20087.0,20262.0,21388.0,20450.0,18474.0,17661.0,17179.0,20722.0,20905.0,21736.0,17875.0,15980.0,16296.0,16189.0,15149.0,16741.0,17194.0,17011.0,17992.0,20480.0,21234.0,18978.0,19498.0,21740.0,19913.0,19134.0
291,17959.0,19472.0,17958.0,17172.0,19913.0,20901.0,16591.0,17825.0,20791.0,18124.0,20011.0,18405.0,16909.0,18863.0,19205.0,17988.0,19772.0,18588.0,18332.0,18822.0,21027.0,19661.0,18768.0,18583.0,17929.0,20614.0,30434.0,30302.0,27237.0,25665.0,19340.0,18208.0
292,13502.0,12798.0,15107.0,16581.0,13969.0,13508.0,17811.0,17677.0,13341.0,13072.0,23446.0,23521.0,16301.0,16884.0,12616.0,12808.0,17895.0,16950.0,18499.0,17287.0,19782.0,21758.0,16789.0,19957.0,13110.0,14060.0,22697.0,23993.0,18240.0,15911.0,14333.0,15116.0
293,13477.0,13487.0,17015.0,17866.0,12925.0,13103.0,16638.0,16909.0,16167.0,16390.0,16256.0,16227.0,17189.0,18833.0,15019.0,14333.0,15903.0,16179.0,15699.0,16156.0,16070.0,16067.0,23241.0,25172.0,16478.0,16485.0,13572.0,13256.0,13510.0,13311.0,15414.0,14807.0
294,25519.0,26908.0,17277.0,16671.0,17847.0,17943.0,19747.0,20969.0,17618.0,17817.0,18050.0,18473.0,15830.0,18359.0,24391.0,21807.0,23994.0,22244.0,20850.0,20046.0,23235.0,22412.0,25380.0,26431.0,24552.0,25053.0,18306.0,17311.0,17550.0,17223.0,33822.0,34320.0
295,17199.0,18088.0,17048.0,17153.0,29679.0,30857.0,17716.0,18238.0,42638.0,44641.0,19503.0,19100.0,24143.0,26004.0,28239.0,28053.0,17804.0,16988.0,22486.0,24181.0,18211.0,18626.0,18492.0,20659.0,16494.0,17206.0,17098.0,17825.0,18840.0,18615.0,18009.0,16854.0
296,19708.0,18617.0,19806.0,19339.0,22624.0,23451.0,19529.0,20365.0,27104.0,24468.0,22478.0,20005.0,19618.0,22090.0,20516.0,20926.0,17587.0,16955.0,17540.0,16999.0,17756.0,17106.0,17011.0,17357.0,18797.0,20333.0,19195.0,22188.0,20337.0,21565.0,22366.0,20512.0
297,17196.0,17584.0,17308.0,16485.0,17690.0,17610.0,19333.0,20662.0,19018.0,16750.0,22179.0,20632.0,20114.0,24033.0,18084.0,18173.0,19786.0,20275.0,20725.0,20373.0,20294.0,20191.0,19177.0,20064.0,20223.0,20451.0,27552.0,28064.0,31044.0,32690.0,20867.0,19363.0
298,15767.0,14482.0,25901.0,24544.0,14566.0,14786.0,15624.0,15764.0,14086.0,13455.0,22639.0,20625.0,18956.0,17350.0,14294.0,13363.0,18357.0,16241.0,18412.0,19147.0,19580.0,19168.0,18469.0,17542.0,15971.0,16218.0,22303.0,22096.0,16244.0,16116.0,16236.0,15312.0
299,16696.0,16494.0,20004.0,20021.0,14759.0,14896.0,17644.0,18397.0,15566.0,14714.0,15866.0,15264.0,15370.0,15692.0,18167.0,15440.0,15380.0,14901.0,15362.0,16422.0,17167.0,16577.0,20145.0,20310.0,17192.0,17290.0,14350.0,15238.0,15318.0,15446.0,19747.0,19456.0
300,20652.0,21421.0,16482.0,16325.0,18231.0,17351.0,15913.0,17007.0,17349.0,16592.0,16575.0,16061.0,15668.0,16931.0,28703.0,30949.0,24251.0,21485.0,31696.0,31007.0,31190.0,27342.0,20818.0,25396.0,18329.0,19355.0,17212.0,17065.0,17208.0,16612.0,32162.0,30850.0
301,17921.0,19144.0,18443.0,18831.0,31745.0,36501.0,17745.0,18899.0,38175.0,35475.0,17588.0,16199.0,16914.0,18172.0,19323.0,17590.0,19931.0,18425.0,20722.0,22196.0,18532.0,18170.0,18049.0,19422.0,16873.0,17290.0,17219.0,16910.0,16537.0,17647.0,21630.0,24037.0
302,20402.0,20409.0,19838.0,19766.0,23617.0,27888.0,22404.0,22314.0,33742.0,31329.0,21793.0,20550.0,21735.0,21521.0,20079.0,21728.0,16384.0,17480.0,15466.0,16654.0,17215.0,18074.0,17376.0,17258.0,18875.0,22371.0,21534.0,21426.0,25471.0,20566.0,21959.0,22681.0
303,14018.0,14202.0,16202.0,15930.0,13704.0,15035.0,20799.0,19967.0,15374.0,14364.0,28230.0,28997.0,22278.0,24054.0,14452.0,14732.0,21263.0,20086.0,19904.0,19275.0,19502.0,19724.0,20624.0,20484.0,13718.0,14226.0,20691.0,20383.0,23120.0,26699.0,15542.0,15244.0
304,14621.0,14686.0,28561.0,31495.0,14491.0,14153.0,17738.0,18763.0,14234.0,14023.0,14312.0,14222.0,19417.0,19878.0,14125.0,14053.0,14739.0,14458.0,14902.0,14006.0,14257.0,14809.0,15038.0,14829.0,16240.0,16137.0,18434.0,19379.0,16553.0,16134.0,14526.0,14084.0
305,16663.0,16102.0,15424.0,14473.0,13826.0,14762.0,14796.0,14014.0,14814.0,14449.0,14625.0,14797.0,14066.0,14985.0,20774.0,20951.0,14414.0,13822.0,14326.0,13655.0,22647.0,23879.0,18083.0,18554.0,17283.0,18953.0,14308.0,14449.0,15367.0,14447.0,14715.0,14528.0
306,32768.0,33351.0,18200.0,18025.0,17984.0,18416.0,16550.0,16715.0,18638.0,17768.0,17659.0,18073.0,17735.0,19422.0,32152.0,27988.0,35223.0,35857.0,26493.0,26074.0,17901.0,18565.0,20302.0,19975.0,16448.0,17720.0,17527.0,17821.0,17764.0,16972.0,33447.0,30535.0
307,22725.0,25025.0,17060.0,18570.0,32566.0,32148.0,17555.0,16830.0,27312.0,28954.0,18939.0,16706.0,17463.0,18088.0,18856.0,18474.0,20443.0,18184.0,24208.0,22661.0,18329.0,17773.0,17680.0,17734.0,16269.0,17287.0,16326.0,17327.0,16758.0,15887.0,21843.0,20404.0
308,18658.0,18517.0,19024.0,17635.0,18099.0,18817.0,22645.0,24946.0,30076.0,31398.0,26428.0,24175.0,23226.0,22780.0,18606.0,18212.0,17511.0,16215.0,16833.0,16446.0,16511.0,16335.0,17109.0,17622.0,17389.0,19096.0,18494.0,18664.0,21591.0,20807.0,19204.0,19329.0
309,14779.0,14768.0,24658.0,23928.0,14531.0,14794.0,18354.0,18273.0,15816.0,15277.0,19158.0,20153.0,22703.0,22307.0,15215.0,14875.0,20366.0,18752.0,18526.0,19408.0,17733.0,19036.0,18495.0,19010.0,16310.0,16957.0,21610.0,21891.0,21337.0,21140.0,15061.0,14852.0
310,15222.0,15383.0,17102.0,15499.0,14491.0,14616.0,14597.0,15193.0,14763.0,15051.0,15359.0,14552.0,15563.0,15085.0,15378.0,14932.0,14334.0,14612.0,14754.0,15367.0,18412.0,18245.0,15115.0,15893.0,21560.0,21833.0,23702.0,24053.0,16454.0,15523.0,14729.0,15913.0
311,15834.0,16168.0,14992.0,16043.0,15573.0,15212.0,15937.0,16299.0,16293.0,16659.0,15950.0,15218.0,15338.0,16981.0,35979.0,35148.0,16995.0,16538.0,14945.0,15984.0,28955.0,32049.0,26159.0,27958.0,15041.0,15914.0,16440.0,16778.0,15401.0,15633.0,15878.0,16235.0
312,29522.0,31109.0,18812.0,17670.0,23203.0,20527.0,17872.0,18215.0,18865.0,17247.0,18282.0,18871.0,17791.0,18268.0,20953.0,18614.0,33349.0,31910.0,23235.0,24111.0,16195.0,16133.0,19472.0,21497.0,17392.0,18214.0,18057.0,18422.0,17997.0,17651.0,31646.0,28076.0
313,22598.0,23396.0,23339.0,19943.0,35707.0,35477.0,20142.0,21940.0,23848.0,22512.0,19841.0,19504.0,17538.0,21725.0,19172.0,18350.0,19233.0,17851.0,21727.0,21092.0,19276.0,19067.0,17896.0,18627.0,18928.0,21404.0,20117.0,22912.0,19060.0,20151.0,28847.0,25871.0
314,14660.0,16154.0,16007.0,15619.0,14893.0,15082.0,21982.0,21784.0,25432.0,25515.0,24070.0,23119.0,29147.0,31316.0,16577.0,15913.0,19939.0,19392.0,18508.0,19362.0,20057.0,19505.0,18544.0,20261.0,14276.0,15596.0,14882.0,15261.0,14711.0,14960.0,15469.0,15431.0
315,15687.0,16370.0,27329.0,26144.0,15376.0,15731.0,16673.0,15769.0,14719.0,14712.0,17445.0,17705.0,16349.0,17322.0,14950.0,14379.0,15498.0,14702.0,14925.0,14963.0,15068.0,15093.0,14957.0,15429.0,21779.0,22251.0,21375.0,20915.0,30567.0,26517.0,16075.0,15336.0
316,17009.0,17792.0,18831.0,16800.0,16941.0,17934.0,17800.0,18812.0,19266.0,18457.0,19325.0,17810.0,18025.0,20942.0,23917.0,24006.0,14786.0,15365.0,13787.0,14116.0,22185.0,20971.0,13707.0,14025.0,19061.0,20558.0,22760.0,22935.0,18341.0,19265.0,19644.0,19831.0
317,18040.0,20420.0,15595.0,16446.0,16784.0,17536.0,16410.0,16864.0,17448.0,16783.0,17410.0,16555.0,16242.0,18399.0,35514.0,38037.0,21118.0,20133.0,20870.0,20314.0,21113.0,20726.0,35944.0,36687.0,17228.0,18088.0,16140.0,17259.0,16502.0,16490.0,16356.0,16067.0
318,33466.0,36197.0,15211.0,14641.0,19958.0,21969.0,15438.0,15602.0,16970.0,15791.0,15992.0,15123.0,15445.0,16657.0,16095.0,15803.0,30635.0,27276.0,24030.0,24632.0,17413.0,17789.0,22107.0,21922.0,15100.0,16058.0,15678.0,16694.0,15925.0,15849.0,27320.0,26711.0
319,20838.0,20974.0,21533.0,21274.0,32607.0,34010.0,26538.0,30365.0,24825.0,25040.0,20142.0,18735.0,21700.0,23796.0,20073.0,18712.0,17857.0,17899.0,19359.0,20864.0,15357.0,16304.0,15498.0,15957.0,20218.0,21524.0,20466.0,20033.0,19557.0,20452.0,25958.0,27512.0
320,14273.0,14204.0,19463.0,18639.0,15569.0,16067.0,19082.0,19443.0,18421.0,18374.0,20613.0,22567.0,19975.0,20752.0,12753.0,12957.0,19298.0,18246.0,18421.0,19678.0,19183.0,19973.0,18847.0,20909.0,16400.0,17318.0,12986.0,12813.0,23969.0,21350.0,15785.0,15435.0
321,16136.0,17775.0,23582.0,21658.0,16654.0,17779.0,17542.0,17381.0,19139.0,20574.0,24029.0,22830.0,17839.0,20564.0,18614.0,17919.0,12718.0,12193.0,12174.0,12100.0,16088.0,17143.0,12396.0,12259.0,30645.0,24923.0,27544.0,30970.0,19487.0,20118.0,19612.0,18161.0
322,17388.0,18337.0,17852.0,17758.0,16381.0,17247.0,17939.0,17375.0,17384.0,18470.0,18520.0,18766.0,16906.0,18431.0,25418.0,26303.0,18439.0,16772.0,18968.0,18446.0,25448.0,26430.0,17750.0,17209.0,17275.0,18028.0,29454.0,33261.0,16937.0,17716.0,17443.0,17108.0
323,26553.0,27036.0,15466.0,14967.0,14908.0,14742.0,15224.0,15615.0,15435.0,15609.0,15732.0,14735.0,14888.0,15233.0,23244.0,23446.0,22349.0,20407.0,18909.0,17798.0,18286.0,17813.0,34964.0,36464.0,14044.0,15020.0,14567.0,15264.0,15085.0,15086.0,14954.0,15034.0
324,19047.0,19065.0,16542.0,16039.0,17853.0,18056.0,17989.0,19764.0,18695.0,17633.0,16691.0,17494.0,17625.0,17848.0,16516.0,15716.0,27452.0,27644.0,25276.0,25244.0,17674.0,17615.0,24955.0,25095.0,16728.0,16746.0,16422.0,18295.0,22564.0,19588.0,23451.0,23929.0
325,16193.0,15299.0,16089.0,15168.0,30584.0,30486.0,28163.0,28978.0,19355.0,20476.0,16041.0,16070.0,21694.0,23246.0,15387.0,15229.0,17994.0,17174.0,26114.0,25088.0,17102.0,17173.0,19798.0,19485.0,19660.0,20424.0,15026.0,15995.0,18550.0,17479.0,22734.0,22731.0
326,14046.0,14118.0,21057.0,20029.0,19577.0,19360.0,15872.0,15800.0,21397.0,20576.0,26361.0,27892.0,22076.0,22478.0,16929.0,15415.0,15422.0,14586.0,14967.0,15331.0,15522.0,15335.0,14385.0,14539.0,16086.0,17261.0,14109.0,14362.0,21205.0,21232.0,13820.0,13658.0
327,18294.0,19166.0,21892.0,23108.0,17752.0,19043.0,20378.0,19999.0,17543.0,17277.0,22752.0,20838.0,17264.0,20119.0,19938.0,20581.0,13389.0,13968.0,13733.0,14094.0,20758.0,20729.0,13336.0,13335.0,19072.0,21006.0,33780.0,32406.0,19480.0,19295.0,21640.0,18627.0
328,18475.0,19226.0,17816.0,17183.0,17062.0,17826.0,17349.0,18469.0,18256.0,18127.0,18848.0,18293.0,17484.0,18959.0,32935.0,32516.0,17631.0,18502.0,17924.0,18895.0,19518.0,19386.0,19716.0,18576.0,19714.0,20764.0,21940.0,22148.0,18785.0,17344.0,18590.0,17973.0
329,22095.0,24387.0,17968.0,19190.0,14630.0,14789.0,15291.0,15715.0,14068.0,14566.0,14379.0,14294.0,13796.0,15111.0,14671.0,13742.0,21342.0,21561.0,17941.0,17776.0,17556.0,18391.0,31045.0,33321.0,14475.0,14952.0,15179.0,14840.0,15516.0,15000.0,14729.0,14939.0
330,16215.0,16492.0,16473.0,16224.0,16705.0,17199.0,23176.0,25980.0,16765.0,16783.0,16125.0,17450.0,19663.0,20583.0,17096.0,16024.0,31289.0,29800.0,23967.0,22788.0,15198.0,15744.0,16788.0,18201.0,17949.0,18803.0,15812.0,17014.0,18011.0,18197.0,28188.0,25111.0
331,14307.0,13350.0,13638.0,13562.0,29376.0,30713.0,18229.0,17294.0,19407.0,18809.0,15109.0,15859.0,20118.0,20291.0,13979.0,14200.0,19970.0,19242.0,23168.0,22177.0,17346.0,17764.0,18394.0,18010.0,16910.0,16525.0,14381.0,13921.0,21591.0,21639.0,23141.0,22106.0
332,19663.0,19175.0,28256.0,31494.0,20490.0,19717.0,18281.0,17804.0,27486.0,25646.0,28783.0,27969.0,23771.0,27422.0,19734.0,20309.0,13680.0,13232.0,13016.0,13600.0,19228.0,20224.0,13367.0,13439.0,19790.0,20265.0,17458.0,18587.0,17927.0,18190.0,21584.0,19941.0
333,18549.0,18527.0,17271.0,19358.0,17569.0,18281.0,18070.0,19344.0,19944.0,20044.0,19355.0,19546.0,18400.0,20515.0,33005.0,28695.0,19890.0,17975.0,17976.0,17608.0,18591.0,18850.0,19353.0,18979.0,17086.0,17617.0,29168.0,34841.0,16989.0,17821.0,19720.0,18879.0
334,27299.0,29265.0,17580.0,16895.0,16247.0,17386.0,16650.0,16744.0,17310.0,16830.0,16967.0,16333.0,17905.0,19262.0,19576.0,20662.0,16518.0,17001.0,19984.0,18357.0,16764.0,19204.0,17436.0,20121.0,15586.0,16748.0,23290.0,23540.0,16919.0,17744.0,17256.0,17788.0
335,17249.0,18473.0,17791.0,16881.0,16961.0,17348.0,21851.0,22710.0,18589.0,17774.0,17403.0,17286.0,18564.0,20643.0,17235.0,17092.0,20986.0,19458.0,16316.0,16491.0,16620.0,17119.0,32720.0,31939.0,16016.0,16942.0,16833.0,17788.0,17619.0,18807.0,18672.0,18618.0
336,13724.0,13191.0,13628.0,13521.0,14683.0,15634.0,31544.0,35426.0,13619.0,12817.0,13543.0,13111.0,20320.0,22249.0,13449.0,13311.0,32438.0,30930.0,26419.0,26615.0,18278.0,19897.0,21132.0,21507.0,18219.0,17256.0,12972.0,13361.0,19752.0,20432.0,19631.0,19675.0
337,13509.0,12802.0,14297.0,13887.0,25324.0,24295.0,17460.0,18247.0,18951.0,19067.0,22817.0,23740.0,17578.0,19466.0,14752.0,13843.0,13001.0,13423.0,16603.0,16661.0,19743.0,18576.0,13964.0,13073.0,16279.0,17816.0,17601.0,17917.0,14474.0,14383.0,30657.0,30033.0
338,19449.0,21052.0,27112.0,27161.0,17372.0,18934.0,19183.0,19761.0,21192.0,25191.0,20304.0,18968.0,20676.0,21306.0,20569.0,17814.0,13916.0,13396.0,13633.0,13312.0,18769.0,17957.0,13811.0,13198.0,19871.0,20756.0,22464.0,22471.0,20315.0,19574.0,25156.0,22820.0
339,15648.0,15296.0,16058.0,17268.0,15213.0,15110.0,15293.0,16023.0,15041.0,16682.0,15331.0,15690.0,15739.0,17292.0,27673.0,24902.0,19769.0,17384.0,18053.0,17814.0,19681.0,19578.0,18212.0,20113.0,15032.0,14732.0,19380.0,21328.0,15854.0,14886.0,15919.0,17628.0
340,29629.0,29054.0,15414.0,17104.0,16274.0,15762.0,16413.0,16045.0,15100.0,17170.0,19358.0,19326.0,17024.0,17312.0,17642.0,17288.0,15222.0,14750.0,16741.0,16921.0,14883.0,15339.0,25026.0,25371.0,14228.0,15395.0,17170.0,18413.0,14248.0,14680.0,17396.0,18260.0
341,16974.0,17307.0,17913.0,17733.0,16818.0,18978.0,21570.0,23280.0,17731.0,17932.0,17169.0,16171.0,21481.0,23410.0,17555.0,16564.0,18415.0,17473.0,18316.0,18882.0,14894.0,15740.0,24992.0,23992.0,20961.0,21161.0,18870.0,17897.0,20563.0,20838.0,18804.0,19669.0
342,15148.0,16798.0,15603.0,15925.0,18551.0,18560.0,21699.0,22012.0,15325.0,15396.0,19330.0,22067.0,19919.0,20276.0,16824.0,16695.0,24895.0,25228.0,20623.0,21627.0,20115.0,22931.0,17177.0,16615.0,15274.0,15528.0,15772.0,17160.0,22503.0,22136.0,16817.0,17412.0
343,16833.0,15313.0,15527.0,15448.0,19040.0,18351.0,16081.0,16011.0,20552.0,19803.0,18999.0,19015.0,18261.0,19836.0,18559.0,16094.0,16787.0,16961.0,16385.0,15383.0,21236.0,20085.0,16608.0,17132.0,15387.0,17020.0,15051.0,15329.0,14780.0,14435.0,33026.0,32239.0
344,20364.0,21692.0,30500.0,30450.0,17617.0,17010.0,19844.0,19445.0,21562.0,20080.0,21169.0,22314.0,21750.0,22358.0,22341.0,20180.0,15316.0,15516.0,14697.0,14423.0,14770.0,14725.0,18339.0,16949.0,16725.0,18256.0,18866.0,20944.0,17782.0,17756.0,23639.0,22395.0
345,17695.0,19292.0,19796.0,18419.0,14236.0,17480.0,20149.0,20676.0,15779.0,15522.0,15347.0,15859.0,16163.0,17253.0,24721.0,23613.0,18265.0,19070.0,16983.0,17485.0,18043.0,18260.0,22331.0,19587.0,16336.0,17187.0,25925.0,22344.0,16856.0,16844.0,20962.0,19562.0
346,18267.0,19668.0,17741.0,17002.0,16472.0,17147.0,24798.0,25462.0,14255.0,15619.0,16412.0,15896.0,18049.0,19444.0,16326.0,16255.0,17870.0,19334.0,18667.0,17096.0,20575.0,22962.0,22023.0,22327.0,15638.0,17825.0,17512.0,15522.0,15917.0,15820.0,34639.0,32114.0
347,20083.0,18100.0,21417.0,19643.0,15021.0,15838.0,18920.0,18539.0,17270.0,15832.0,20694.0,19118.0,17984.0,20260.0,17837.0,17255.0,22491.0,22216.0,19308.0,17889.0,16713.0,17062.0,18437.0,19970.0,18535.0,17745.0,18872.0,18627.0,29664.0,31138.0,19357.0,18461.0
348,17921.0,19044.0,20000.0,19085.0,23616.0,27135.0,20428.0,19338.0,18958.0,20232.0,21165.0,21401.0,17669.0,17711.0,18700.0,17214.0,23778.0,23207.0,30222.0,27356.0,17805.0,18150.0,17670.0,17915.0,15603.0,17858.0,16753.0,17180.0,17475.0,15784.0,30241.0,28856.0
349,26745.0,25841.0,31084.0,30322.0,20719.0,19353.0,18497.0,20834.0,22829.0,23477.0,18465.0,18508.0,19795.0,18483.0,18922.0,18616.0,17795.0,18821.0,18542.0,17873.0,20427.0,20393.0,21669.0,20753.0,16609.0,21649.0,20682.0,20660.0,18007.0,17952.0,26777.0,25911.0
350,26998.0,28325.0,19242.0,20684.0,16196.0,16850.0,18913.0,17843.0,13463.0,13059.0,15504.0,16495.0,15522.0,17225.0,22531.0,23877.0,18238.0,17515.0,17449.0,16993.0,16989.0,16521.0,16445.0,16467.0,13968.0,15404.0,35507.0,34427.0,15395.0,14323.0,16466.0,15878.0
351,17391.0,18765.0,18495.0,18172.0,16264.0,17840.0,19373.0,20215.0,17035.0,16889.0,17602.0,17328.0,22004.0,23122.0,20740.0,20163.0,17961.0,17802.0,22667.0,22885.0,17829.0,16925.0,20293.0,19614.0,17950.0,19865.0,21483.0,25550.0,16491.0,16623.0,20134.0,20022.0
352,16693.0,17562.0,17387.0,16833.0,18094.0,21284.0,23406.0,22683.0,15312.0,16007.0,15822.0,15012.0,24541.0,23942.0,16528.0,14994.0,19277.0,18270.0,20438.0,19469.0,18033.0,17205.0,37919.0,33497.0,21546.0,20861.0,16870.0,19463.0,20495.0,20311.0,17828.0,17815.0
353,15166.0,14948.0,14890.0,15079.0,14193.0,14401.0,19578.0,22504.0,16355.0,15574.0,32854.0,32706.0,16936.0,17409.0,21936.0,21900.0,20328.0,20267.0,26358.0,26437.0,16320.0,15825.0,17321.0,17259.0,16376.0,17204.0,18973.0,20510.0,21126.0,19218.0,18887.0,18075.0
354,17886.0,18817.0,21312.0,19664.0,29369.0,30911.0,18764.0,19083.0,25871.0,24636.0,15399.0,16637.0,17335.0,18983.0,18800.0,17265.0,19148.0,17285.0,19348.0,18835.0,25720.0,26003.0,15416.0,15326.0,15944.0,16424.0,19244.0,17501.0,16484.0,16818.0,45296.0,42872.0
355,21986.0,22072.0,20358.0,22223.0,15064.0,16473.0,16589.0,16354.0,32362.0,29889.0,15745.0,15598.0,16452.0,16587.0,18941.0,17955.0,18227.0,18120.0,18403.0,18734.0,17583.0,18163.0,18681.0,18702.0,19150.0,18276.0,25044.0,25509.0,15892.0,16479.0,22153.0,22262.0
356,17744.0,18642.0,17335.0,17118.0,14854.0,15796.0,16319.0,16363.0,16029.0,16665.0,16508.0,16171.0,18371.0,16509.0,23056.0,22306.0,16757.0,16169.0,16740.0,15614.0,15641.0,15858.0,19701.0,19418.0,15591.0,15397.0,21572.0,20243.0,17864.0,18524.0,19476.0,20148.0
357,17575.0,18576.0,16916.0,16869.0,16044.0,16624.0,24056.0,22204.0,16977.0,16043.0,16829.0,15973.0,36214.0,37920.0,21899.0,21957.0,29731.0,32570.0,17294.0,17240.0,16427.0,15793.0,21964.0,24044.0,21009.0,20501.0,16498.0,15987.0,15959.0,15514.0,20292.0,18751.0
358,14694.0,14870.0,14467.0,14923.0,13128.0,13826.0,18815.0,19826.0,16657.0,16860.0,23542.0,23740.0,27969.0,27394.0,16977.0,16469.0,18322.0,16361.0,18517.0,18569.0,18004.0,17073.0,31189.0,30064.0,14506.0,15978.0,16335.0,16276.0,17955.0,17690.0,18406.0,17760.0
359,21132.0,19351.0,19928.0,19335.0,22771.0,23532.0,19308.0,20164.0,18082.0,17985.0,20445.0,21030.0,19778.0,22269.0,20122.0,18917.0,19544.0,21606.0,25501.0,28461.0,13981.0,14643.0,15209.0,15194.0,18452.0,18259.0,20072.0,19822.0,18945.0,17497.0,24436.0,24746.0
360,17786.0,19204.0,18840.0,18237.0,21536.0,21111.0,15859.0,16208.0,21206.0,20740.0,15435.0,14743.0,15187.0,16529.0,19508.0,19548.0,19451.0,20269.0,20724.0,20285.0,34375.0,33063.0,20570.0,19682.0,14216.0,15381.0,17587.0,17081.0,14320.0,14806.0,55141.0,55908.0
361,25326.0,26008.0,21535.0,22057.0,14814.0,15179.0,21432.0,23500.0,14710.0,13712.0,12804.0,13904.0,13978.0,15128.0,19829.0,18360.0,15673.0,15080.0,15265.0,16279.0,13798.0,13543.0,15478.0,15745.0,15094.0,13910.0,23016.0,24093.0,15549.0,14693.0,59132.0,59314.0
362,21458.0,21732.0,17507.0,18607.0,14330.0,14523.0,20538.0,19638.0,17234.0,17710.0,17286.0,17184.0,19003.0,19271.0,18939.0,19418.0,17604.0,16763.0,14239.0,14319.0,13875.0,13767.0,18804.0,19542.0,20283.0,21938.0,19980.0,19426.0,21216.0,20100.0,43539.0,51388.0
363,19367.0,18221.0,17522.0,16479.0,15497.0,17778.0,18843.0,19523.0,13813.0,13097.0,17391.0,18102.0,26505.0,24047.0,15436.0,15388.0,16344.0,16855.0,16115.0,16168.0,15123.0,15443.0,23798.0,23855.0,18066.0,18863.0,15381.0,14548.0,20058.0,18331.0,18180.0,17281.0
