stat_bytes_avail,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
247,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146387968,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972663808,460471549952,470983114752,454707687424,465085014016,466840834048,453291880448,456214745088
248,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972663808,460471549952,470983114752,454707687424,465085075456,466840772608,453291880448,456214683648
249,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465085075456,466840772608,453291880448,456214683648
250,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094160896,476761153536,463799562240,459079421952,467924570112,458684579840,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465085075456,466840772608,453291839488,456214683648
251,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094160896,476761153536,463799500800,459079421952,467924570112,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840772608,453291880448,456214683648
252,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094160896,476761153536,463799562240,459079421952,467924570112,458684579840,461579173888,458587357184,474972725248,460471508992,470983114752,454707687424,465085075456,466840772608,453291880448,456214745088
253,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232201728,460094222336,476761153536,463799562240,459079421952,467924590592,458684579840,461579214848,458587357184,474972725248,460471508992,470983114752,454707687424,465085075456,466840772608,453291880448,456214745088
254,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232201728,460094222336,476761153536,463799562240,459079421952,467924590592,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
255,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900110336,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232201728,460094222336,476761153536,463799562240,459079421952,467924570112,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
256,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900110336,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232201728,460094222336,476761153536,463799562240,459079421952,467924570112,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
257,476544606208,459173330944,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232201728,460094222336,476761153536,463799562240,459079421952,467924570112,458684456960,461579214848,458587357184,474972725248,460471488512,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
258,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924570112,458684456960,461579214848,458587357184,474972725248,460471488512,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
259,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924570112,458684456960,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
260,476544606208,459173371904,458887827456,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146449408,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684456960,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
261,476544606208,459173371904,458887827456,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146449408,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471488512,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
262,476544606208,459173371904,458887827456,472650932224,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471488512,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
263,476544606208,459173371904,458887827456,472650932224,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
264,476544544768,459173371904,458887827456,472650932224,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465084952576,466840834048,453291880448,456214745088
265,476544544768,459173371904,458887868416,472650932224,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465084952576,466840834048,453291880448,456214745088
266,476544544768,459173371904,458887868416,472650932224,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077133824,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465084952576,466840834048,453291880448,456214745088
267,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924590592,458684579840,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465084952576,466840834048,453291880448,456214745088
268,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924590592,458684579840,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465084952576,466840834048,453291880448,456214745088
269,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924590592,458684579840,461579214848,458587357184,474972725248,460471549952,470983053312,454707687424,465085014016,466840834048,453291880448,456214745088
270,476544606208,459173371904,458887868416,472650993664,479654043648,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146449408,477232263168,460094222336,476761092096,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
271,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146449408,477232263168,460094222336,476761092096,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
272,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761092096,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972725248,460471549952,470983114752,454707687424,465085075456,466840772608,453291880448,456214745088
273,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761092096,463799500800,459079360512,467924631552,458684579840,461579214848,458587295744,474972725248,460471549952,470983114752,454707687424,465085075456,466840772608,453291880448,456214745088
274,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,448045039616,462146510848,477232263168,460094222336,476761092096,463799562240,459079360512,467924631552,458684579840,461579214848,458587357184,474972663808,460471488512,470983114752,454707687424,465085014016,466840772608,453291819008,456214745088
275,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094222336,476761153536,463799562240,459079360512,467924631552,458684579840,461579214848,458587357184,474972663808,460471488512,470983114752,454707687424,465085014016,466840772608,453291819008,456214745088
276,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094222336,476761153536,463799562240,459079360512,467924631552,458684579840,461579214848,458587357184,474972663808,460471488512,470983114752,454707687424,465085014016,466840834048,453291819008,456214745088
277,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684518400,461579214848,458587357184,474972663808,460471488512,470983114752,454707687424,465085014016,466840834048,453291819008,456214745088
278,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094222336,476761153536,463799562240,459079421952,467924631552,458684579840,461579214848,458587357184,474972663808,460471549952,470983114752,454707687424,465085075456,466840834048,453291819008,456214745088
279,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031486976,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094181376,476761153536,463799562240,459079421952,467924570112,458684579840,461579214848,458587295744,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
280,476544606208,459173371904,458887806976,472650993664,479654105088,460005548032,468900171776,454278209536,467358625792,462031425536,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094181376,476761153536,463799562240,459079421952,467924570112,458684579840,461579214848,458587295744,474972725248,460471549952,470983114752,454707687424,465085075456,466840834048,453291880448,456214745088
281,476544606208,459173371904,458887868416,472650993664,479654105088,460005548032,468900171776,454130569216,467358625792,462031425536,465684533248,467180326912,468077195264,447897399296,462146510848,477232263168,460094222336,476761153536,463799562240,459079380992,467924570112,458684579840,461579214848,458587295744,474972725248,460471549952,470983114752,454560047104,465085075456,466840834048,453144240128,456214745088
282,476544606208,459025731584,458887868416,472650993664,479654105088,460005548032,468900171776,454130569216,467358625792,462031486976,465536892928,467180326912,468077195264,447897399296,461998870528,477232263168,460094222336,476761153536,463799562240,459079380992,467924570112,458684579840,461579214848,458439716864,474972725248,460471549952,470983114752,454560047104,465085075456,466840834048,453144240128,456214745088
283,476544606208,459025731584,458887868416,472650993664,479654105088,459857846272,468900171776,454130569216,467358625792,461883846656,465536892928,467180326912,468077195264,447897399296,461998870528,477232263168,460094222336,476761153536,463799562240,459079380992,467924570112,458684579840,461579214848,458439716864,474972725248,460471549952,470983114752,454560047104,464937435136,466840834048,453144240128,456067104768
284,476544606208,459025731584,458887868416,472503291904,479654105088,459857846272,468900171776,454130569216,467210924032,461883846656,465536892928,467180326912,468077195264,447897399296,461998870528,477232263168,460094222336,476761153536,463799562240,459079380992,467924631552,458536939520,461579214848,458439716864,474972725248,460323909632,470983114752,454559985664,464937435136,466840834048,453144240128,456067104768
285,476544606208,459025731584,458740228096,472503291904,479654105088,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032625152,468077195264,447897399296,461998870528,477232263168,460094222336,476761153536,463799562240,458931720192,467924631552,458536939520,461579214848,458439716864,474972725248,460323909632,470983114752,454559985664,464937435136,466840834048,453144240128,456067104768
286,476396965888,459025731584,458740228096,472503291904,479654105088,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032625152,467929554944,447897399296,461998870528,477232263168,459946582016,476761153536,463651860480,458931720192,467924631552,458536939520,461579214848,458439716864,474972725248,460323909632,470983053312,454559985664,464937435136,466693193728,453144240128,456067104768
287,476396965888,459025731584,458740228096,472503291904,479654105088,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032625152,467929554944,447897399296,461998870528,477232263168,459946582016,476761153536,463651860480,458931720192,467924631552,458536939520,461579214848,458439716864,474972725248,460323909632,470983053312,454560047104,464937435136,466693193728,453144240128,456067104768
288,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032625152,467929554944,447897399296,461998870528,477232263168,459946582016,476761153536,463651860480,458931720192,467924631552,458536939520,461431574528,458439716864,474972725248,460323909632,470983053312,454560047104,464937435136,466693193728,453144240128,456067104768
289,476396965888,459025731584,458740228096,472503353344,479506403328,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477232263168,459946582016,476761153536,463651860480,458931720192,467776991232,458536939520,461431574528,458439716864,474972725248,460323909632,470983053312,454560047104,464937435136,466693193728,453144240128,456067104768
290,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476761153536,463651860480,458931781632,467776991232,458536939520,461431574528,458439716864,474972725248,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
291,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476761153536,463651860480,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
292,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476761153536,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
293,476396965888,459025731584,458740166656,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476761153536,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
294,476396965888,459025731584,458740166656,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032625152,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
295,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032625152,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835412992,454560047104,464937435136,466693193728,453144240128,456067104768
296,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032625152,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835412992,454560047104,464937435136,466693193728,453144240128,456067104768
297,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835412992,454560047104,464937435136,466693193728,453144240128,456067104768
298,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613451776,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144240128,456067104768
299,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613451776,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144240128,456067104768
300,476396924928,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084561408,459946582016,476613451776,463651921920,458931781632,467776991232,458536939520,461431574528,458439655424,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144240128,456067104768
301,476396924928,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084561408,459946582016,476613451776,463651921920,458931781632,467776929792,458536939520,461431574528,458439655424,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144240128,456067104768
302,476396924928,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210924032,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084561408,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439655424,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144240128,456067104768
303,476396924928,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130507776,467210924032,461883846656,465536892928,467032686592,467929493504,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
304,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
305,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431513088,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
306,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
307,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651860480,458931781632,467776991232,458536898560,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
308,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651860480,458931781632,467776991232,458536898560,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
309,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651860480,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067043328
310,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067043328
311,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536770048,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067043328
312,476396965888,459025731584,458740228096,472503291904,479506464768,459857846272,468752531456,454130507776,467210985472,461883846656,465536770048,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067043328
313,476396965888,459025731584,458740228096,472503291904,479506464768,459857846272,468752531456,454130507776,467210985472,461883846656,465536770048,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937373696,466693193728,453144240128,456067043328
314,476396965888,459025731584,458740228096,472503291904,479506464768,459857846272,468752531456,454130507776,467210985472,461883846656,465536770048,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431513088,458439716864,474825084928,460323909632,470835412992,454560047104,464937373696,466693193728,453144240128,456067104768
315,476396965888,459025731584,458740228096,472503230464,479506464768,459857846272,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431513088,458439716864,474825084928,460323909632,470835412992,454560047104,464937373696,466693193728,453144240128,456067104768
316,476396965888,459025731584,458740228096,472503230464,479506464768,459857784832,468752531456,454130507776,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431513088,458439716864,474825084928,460323909632,470835474432,454560047104,464937373696,466693193728,453144240128,456067104768
317,476396965888,459025731584,458740228096,472503230464,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536878080,461431513088,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
318,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998809088,477084622848,459946582016,476613513216,463651921920,458931740672,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
319,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931740672,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
320,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752470016,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084520448,459946582016,476613513216,463651921920,458931740672,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
321,476396965888,459025731584,458740228096,472503291904,479506464768,459857907712,468752531456,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084520448,459946582016,476613513216,463651921920,458931740672,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693193728,453144240128,456067104768
322,476396965888,459025731584,458740228096,472503353344,479506464768,459857907712,468752531456,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084520448,459946582016,476613513216,463651921920,458931740672,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693091328,453144240128,456067104768
323,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084520448,459946582016,476613513216,463651921920,458931740672,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693091328,453144240128,456067104768
324,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084520448,459946582016,476613513216,463651921920,458931781632,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835433472,454559985664,464937435136,466693091328,453144240128,456067104768
325,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883785216,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454559985664,464937435136,466693193728,453144178688,456067104768
326,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536878080,461431574528,458439716864,474825084928,460323909632,470835474432,454559985664,464937435136,466693132288,453144178688,456067104768
327,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693132288,453144178688,456067104768
328,476396965888,459025731584,458740228096,472503353344,479506464768,459857846272,468752531456,454130569216,467210985472,461883846656,465536892928,467032686592,467929554944,447897399296,461998870528,477084622848,459946582016,476613513216,463651921920,458931781632,467776991232,458536939520,461431574528,458439716864,474825084928,460323909632,470835474432,454560047104,464937435136,466693132288,453144178688,456067104768
