stat_bytes_avail,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
108,476480491520,459259609088,458974609408,472586858496,479590191104,460091695104,468836397056,454216359936,467295027200,462117654528,465768574976,467265437696,468161798144,447983157248,462083817472,477316898816,460033216512,476847198208,463886385152,459165675520,467862245376,458771275776,461665951744,458673516544,475059015680,460558598144,471068979200,454646964224,465022595072,466926657536,453231407104,456302104576
109,476480491520,459259609088,458826969088,472586858496,479590191104,459944054784,468836397056,454216359936,467294965760,462117654528,465620934656,467265437696,468161798144,447983095808,462083817472,477316898816,460033155072,476847198208,463886385152,459165675520,467862183936,458771275776,461665951744,458673516544,475059015680,460558598144,471068979200,454646964224,465022533632,466926657536,453231407104,456154464256
110,476480491520,459259609088,458826907648,472586858496,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477316898816,460033216512,476847198208,463738744832,459018035200,467862183936,458771275776,461665951744,458673516544,475059015680,460558598144,471068979200,454646964224,465022533632,466926657536,453231407104,456154464256
111,476480491520,459111968768,458826907648,472586858496,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477169258496,460033216512,476847198208,463738744832,459018035200,467862183936,458771275776,461665951744,458525876224,475059015680,460558598144,470921338880,454646964224,465022533632,466779017216,453231407104,456154464256
112,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477169258496,460033216512,476699557888,463738744832,459018035200,467862183936,458623635456,461665951744,458525876224,475059015680,460410896384,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
113,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477169258496,460033216512,476699557888,463738744832,459018035200,467862183936,458623635456,461518311424,458525876224,475059015680,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
114,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169258496,460033216512,476699557888,463738744832,459018035200,467862183936,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
115,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169258496,460033216512,476699557888,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
116,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461969952768,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862183936,458623574016,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
117,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461969952768,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
118,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461969952768,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
119,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466778955776,453231407104,456154464256
120,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467294904320,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466778955776,453231407104,456154464256
121,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467294904320,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022533632,466779017216,453231407104,456154464256
122,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738683392,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022533632,466779017216,453231407104,456154464256
123,476480491520,459111907328,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738683392,459018035200,467862183936,458623635456,461518311424,458525876224,474911375360,460410916864,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
124,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738683392,459018035200,467862183936,458623635456,461518311424,458525876224,474911375360,460410916864,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
125,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983034368,462083817472,477169319936,460033155072,476699557888,463738683392,459018035200,467862183936,458623635456,461518311424,458525876224,474911375360,460410916864,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
126,476480430080,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738683392,459018035200,467862245376,458623635456,461518188544,458525876224,474911375360,460410916864,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
127,476480430080,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518249984,458525876224,474911375360,460410916864,470921338880,454646861824,465022595072,466779017216,453231407104,456154464256
128,476480430080,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477169319936,460033216512,476699435008,463738744832,459018035200,467862245376,458623635456,461518249984,458525876224,474911375360,460410916864,470921338880,454646861824,465022595072,466779017216,453231407104,456154464256
129,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014096384,447983157248,462083817472,477169258496,460033216512,476699435008,463738744832,459018035200,467862245376,458623635456,461518249984,458525876224,474911375360,460410957824,470921338880,454646861824,465022595072,466779017216,453231407104,456154464256
130,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014096384,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518249984,458525876224,474911375360,460410957824,470921338880,454646861824,465022595072,466779017216,453231407104,456154464256
131,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014096384,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518249984,458525876224,474911375360,460410957824,470921338880,454646861824,465022595072,466779017216,453231407104,456154464256
132,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117674496,468014096384,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
133,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216298496,467295027200,461970014208,465620934656,467117674496,468014096384,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
134,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117674496,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
135,476480491520,459111907328,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117674496,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
136,476480491520,459111907328,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117674496,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
137,476480491520,459111907328,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117674496,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
138,476480491520,459111907328,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620873216,467117797376,468014157824,447983095808,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
139,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467294965760,461970014208,465620934656,467117797376,468014157824,447983095808,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623533056,461518311424,458525814784,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
140,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623533056,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
141,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022533632,466778955776,453231345664,456154464256
142,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022533632,466778955776,453231407104,456154464256
143,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022533632,466778955776,453231407104,456154464256
144,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216298496,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646841344,465022533632,466778955776,453231407104,456154464256
145,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836335616,454216298496,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646841344,465022533632,466779017216,453231407104,456154464256
146,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836335616,454216298496,467295027200,461970014208,465620873216,467117797376,468014157824,447983116288,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410957824,470921338880,454646841344,465022595072,466779017216,453231407104,456154464256
147,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836335616,454216359936,467295027200,461970014208,465620873216,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410957824,470921338880,454646841344,465022595072,466779017216,453231407104,456154464256
148,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836335616,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623574016,461518311424,458525876224,474911375360,460410896384,470921338880,454646841344,465022595072,466779017216,453231407104,456154464256
149,476480491520,459111968768,458826969088,472586919936,479590150144,459944054784,468836397056,454216318976,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623574016,461518311424,458525814784,474911375360,460410896384,470921338880,454646964224,465022595072,466778955776,453231345664,456154464256
150,476480491520,459111968768,458826969088,472586919936,479590150144,459944054784,468836397056,454216318976,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699516928,463738744832,459018035200,467862245376,458623635456,461518311424,458525814784,474911375360,460410896384,470921338880,454646964224,465022595072,466778955776,453231345664,456154464256
151,476480491520,459111968768,458826969088,472586919936,479590150144,459944054784,468836397056,454216318976,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525814784,474911375360,460410896384,470921338880,454646964224,465022595072,466778955776,453231345664,456154464256
152,476480491520,459111968768,458826969088,472586919936,479590150144,459944054784,468836397056,454216318976,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525814784,474911375360,460410957824,470921338880,454646964224,465022595072,466778955776,453231345664,456154464256
153,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525814784,474911375360,460410957824,470921338880,454646964224,465022595072,466778955776,453231345664,456154464256
154,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083756032,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
155,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169258496,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
156,476480491520,459111968768,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
157,476480491520,459111968768,458826969088,472586919936,479590129664,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
158,476480491520,459111968768,458826969088,472586919936,479590129664,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
159,476480491520,459111927808,458826969088,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231345664,456154464256
160,476480491520,459111927808,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447983157248,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466779017216,453231407104,456154464256
161,476480491520,459111927808,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447701241856,462083817472,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410957824,470921338880,454646964224,465022595072,466778955776,453231407104,456154464256
162,476480491520,459111968768,458826907648,472586919936,479590191104,459944054784,468836397056,454216359936,467295027200,461970014208,465620934656,467117797376,468014157824,447701241856,462083817472,477169319936,460033216512,476699496448,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466778955776,453231407104,456154464256
163,476480491520,459111968768,458826907648,472371953664,479590191104,459944054784,468621430784,453934014464,467113684992,461970014208,465620934656,467117797376,468014157824,447701241856,462083817472,477169319936,460033216512,476699496448,463738744832,459018035200,467862245376,458623635456,461518311424,458525876224,474911375360,460410896384,470921338880,454646964224,465022595072,466778955776,453231407104,456154464256
164,476480491520,459111968768,458826907648,472371953664,479590191104,459944054784,468621430784,453934014464,467113684992,461970014208,465620934656,467117797376,468014157824,447701241856,462083817472,477169319936,460033216512,476699496448,463738744832,459018035200,467862245376,458623574016,461518311424,458376114176,474911375360,460410896384,470921338880,454482526208,465022595072,466778955776,453231407104,456154464256
165,476480491520,458897035264,458826907648,472371953664,479590191104,459944054784,468621430784,453934014464,467506266112,461970014208,465620934656,467117797376,468014157824,447701241856,462294151168,477169319936,460033216512,476699496448,463738744832,459018035200,467862245376,458623574016,461518311424,458376114176,474911375360,460410896384,470921338880,454482526208,465022595072,466778955776,453016506368,456154464256
166,476265525248,458897035264,458826907648,472798633984,479590191104,459944054784,468621430784,453934014464,467506266112,461970014208,465832173568,467117797376,468014157824,447701241856,462294151168,477169319936,460033216512,476699557888,463738744832,459018035200,467862245376,458442231808,461518311424,458376114176,474911313920,460410896384,470921338880,454733615104,465022595072,466778955776,453016506368,455939497984
167,476265525248,459321012224,458826907648,472798633984,479590191104,460153188352,469047750656,453934014464,467506266112,461970014208,465832173568,467117797376,468224835584,448192679936,462294151168,477169319936,459881353216,476699557888,463738744832,459105402880,467680964608,458442231808,461518311424,458734997504,474911313920,460410896384,470921338880,454733615104,465022595072,466778955776,453016506368,455939497984
168,476265525248,459321012224,459035508736,472798633984,479590191104,460153188352,469047750656,454425788416,467506266112,461688221696,465832173568,467117797376,468224835584,448192618496,462294151168,477169319936,459881353216,476699557888,463738744832,459105402880,467680964608,458442231808,461337030656,458734997504,474911313920,460195991552,470921338880,454733615104,465232715776,466778955776,453439520768,456362385408
169,476265525248,459321012224,459035508736,472798633984,479308398592,460153188352,469047750656,454425788416,467506266112,462179127296,465832173568,467117797376,468224835584,448192618496,462294151168,477169319936,459881353216,476699557888,463738744832,459105402880,467680964608,458442231808,461236236288,458734997504,474911375360,460195991552,470921338880,454855327744,465232715776,466545553408,453439520768,456362385408
170,476265525248,459321012224,459035508736,472798633984,479801745408,460153188352,469047750656,454425788416,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477169319936,459881353216,476699557888,463738744832,459105402880,468072271872,458832220160,461236236288,458734997504,474911375360,460195991552,470921338880,454855327744,465232715776,466545553408,453439520768,456362385408
171,476692246528,459321012224,459035508736,472798633984,479801745408,460153188352,469047750656,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,476887527424,460241862656,476699557888,463456407552,459227062272,468072271872,458832220160,461236236288,458734997504,474911375360,460195991552,470921338880,454855327744,465232654336,466545553408,453439520768,456362385408
172,476692246528,459321012224,459035508736,472798633984,479801745408,460153188352,469047750656,454425849856,467506266112,462179127296,465832173568,467327967232,468224712704,448192679936,462294151168,476887527424,460241862656,476699557888,463456407552,459227062272,468072271872,458832220160,461236236288,458734997504,474911375360,460619128832,470921338880,454855327744,465232654336,466545553408,453439520768,456362385408
173,476692246528,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224712704,448192679936,462294151168,476887527424,460241862656,476549738496,463456407552,459227062272,468072271872,458832220160,461236236288,458734997504,474911375360,460619128832,471130755072,454855327744,465232715776,466545553408,453439520768,456362385408
174,476692246528,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224712704,448192679936,462294151168,476887527424,460241862656,476549738496,463456407552,459227062272,468072271872,458832220160,461726855168,458734997504,474696691712,460619128832,471130755072,454855327744,465232715776,466988474368,453439520768,456362385408
175,476692246528,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,476887527424,460241862656,476549738496,463947141120,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232715776,466988474368,453439520768,456362385408
176,476692246528,459321012224,459035508736,472798572544,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476549738496,463947141120,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
177,476692246528,459320950784,459035508736,472798572544,479801745408,460153126912,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476549738496,463947141120,459227062272,468072271872,458832220160,461726855168,458734997504,475120242688,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
178,476692246528,459321012224,459035508736,472798572544,479801745408,460153126912,469047812096,454425849856,467506266112,462179127296,465832173568,467327905792,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947141120,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
179,476692246528,459321012224,459035508736,472798633984,479801745408,460153126912,469047812096,454425849856,467506266112,462179127296,465832173568,467327905792,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947141120,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
180,476692246528,459321012224,459035508736,472798633984,479801745408,460153126912,469047812096,454425788416,467506266112,462179127296,465832173568,467327905792,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
181,476692246528,459321012224,459035508736,472798633984,479801745408,460153126912,469047812096,454425849856,467506266112,462179127296,465832173568,467327905792,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855204864,465232715776,466988474368,453439520768,456362385408
182,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120304128,460619190272,471130755072,454855327744,465232715776,466988474368,453439459328,456362385408
183,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047771136,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120304128,460619190272,471130755072,454855327744,465232715776,466988474368,453439459328,456362385408
184,476692185088,459321012224,459035508736,472798572544,479801745408,460153188352,469047771136,454425849856,467506266112,462179127296,465832112128,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232674816,466988474368,453439459328,456362385408
185,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047771136,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908670976,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232715776,466988474368,453439459328,456362385408
186,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047771136,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908670976,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232654336,466988474368,453439459328,456362385408
187,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047771136,454425849856,467506266112,462179127296,465832173568,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908670976,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232715776,466988474368,453439520768,456362385408
188,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832112128,467327967232,468224835584,448192679936,462294151168,477379903488,460241862656,476908732416,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232715776,466988474368,453439520768,456362385408
189,476692185088,459321012224,459035508736,472798633984,479801745408,460153188352,469047812096,454425849856,467506266112,462179127296,465832112128,467327905792,468224835584,448192679936,462294151168,477379903488,460241862656,476908793856,463947202560,459227062272,468072271872,458832220160,461726855168,458734997504,475120365568,460619190272,471130755072,454855327744,465232715776,466988474368,453439520768,456362385408
