journal_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
326,134815744,126545920,278867968,290611200,377266176,391630848,311590912,61370368,343252992,345509888,302010368,296112128,35815424,325464064,197718016,176332800,128876544,123834368,90435584,96415744,236249088,228409344,174481408,171884544,261632000,311144448,248262656,254812160,309174272,285118464,86999040,88219648
327,172335104,168546304,316960768,327045120,95612928,93528064,55693312,98033664,52215808,61059072,25747456,341716992,81399808,49676288,243724288,218525696,176578560,171503616,138412032,144527360,285323264,278294528,223780864,223731712,296345600,67747840,287109120,298065920,55373824,39505920,124162048,125472768
328,230985728,226799616,89849856,84086784,157052928,155332608,123187200,160591872,108621824,112513024,80789504,81805312,133935104,109490176,297377792,273625088,212811776,208490496,176332800,181145600,37646336,20443136,261185536,260296704,75538432,130998272,345972736,355708928,115134464,100016128,190996480,187072512
329,296173568,294432768,149925888,147099648,217153536,222150656,178810880,224571392,173887488,181067776,149786624,147046400,200499200,181309440,81727488,340242432,277819392,268922880,236544000,243671040,98291712,84574208,322809856,322551808,137449472,195584000,112263168,108380160,177827840,160948224,253583360,250933248
330,71528448,62427136,201289728,195940352,266510336,268820480,230649856,274743296,222183424,223846400,195239936,195010560,245723136,227414016,127635456,94072832,338063360,327184384,303185920,304316416,160202752,145383424,392216576,385429504,188989440,244441088,161824768,161644544,230445056,210464768,305225728,303267840
331,126197760,117841920,259317760,251363328,320536576,324374528,287617024,41816064,276234240,281784320,249356288,250728448,300838912,282165248,182378496,147152896,392155136,378261504,352583680,357564416,210608128,197742592,123305984,126775296,242118656,300908544,214261760,218779648,284196864,268832768,363606016,359743488
332,160649216,154755072,293683200,284930048,355876864,361242624,35381248,80191488,310255616,317202432,284741632,285302784,60477440,319352832,215887872,180637696,131579904,129929216,99799040,90935296,264867840,250396672,177053696,180772864,277798912,48369664,250609664,255852544,44638208,21962752,79802368,77737984
333,222609408,215625728,64401408,65232896,103636992,102866944,90910720,140750848,80465920,81924096,69611520,55689216,124858368,109367296,285200384,245493760,167694336,165232640,134397952,129695744,24158208,289550336,216567808,219344896,63447040,108720128,309350400,318631936,110825472,84369408,141049856,139575296
334,280911872,276832256,117329920,116334592,157978624,164352000,154636288,203116544,138006528,137658368,124968960,111898624,179499008,149192704,338644992,299462656,249364480,239910912,193818624,194916352,104615936,67530752,277491712,284860416,124780544,170377216,369532928,380014592,164225024,142168064,202842112,200556544
335,74498048,337850368,175161344,172916736,214212608,224284672,210931712,257904640,193814528,198770688,181952512,167825408,235311104,204513280,127139840,95551488,290246656,283308032,254562304,255369216,143654912,133451776,338059264,343404544,179924992,225579008,127959040,127905792,222089216,195579904,263446528,256180224
336,130547712,116797440,235065344,229654528,268726272,282263552,267177984,319676416,255328256,254119936,241045504,226377728,292904960,267108352,175054848,143941632,346849280,337264640,310722560,311275520,197820416,188968960,393326592,396759040,236462080,283811840,181010432,187977728,277643264,255594496,321097728,317362176
337,160104448,149188608,267501568,261672960,298799104,314544128,300064768,74362880,286162944,285061120,274227200,258277376,58953728,299511808,208060416,177074176,77975552,78405632,368263168,370335744,261345280,249180160,141746176,144834560,270336000,50855936,212443136,220057600,23879680,287141888,354148352,351223808
338,192581632,182616064,301318144,293629952,36208640,36306944,54644736,109015040,322633728,321703936,29999104,293089280,94703616,33542144,255307776,210063360,109985792,109346816,97947648,96124928,291323904,283136000,175206400,177700864,35610624,85483520,248107008,256180224,55709696,43741184,389300224,386543616
339,243908608,237731840,356552704,346230784,88481792,91652096,108339200,165433344,72384512,72822784,81043456,62152704,146186240,87277568,295702528,259854336,142995456,141578240,130490368,128966656,48537600,38760448,208064512,211120128,86282240,137998336,297971712,309571584,111902720,97374208,113135616,113131520
340,3530752,263995392,83443712,79937536,113598464,117612544,134139904,192577536,103354368,102825984,112001024,91635712,178089984,117633024,324878336,288866304,197275648,194723840,183820288,183656448,103542784,94539776,262701056,266600448,115490816,168140800,326500352,339111936,140947456,125419520,142778368,141934592
341,35471360,32108544,115490816,110878720,145235968,149471232,166522880,225792000,130822144,131784704,140361728,121528320,205619200,147611648,45363200,43450368,224415744,220803072,209440768,210767872,129171456,120401920,288854016,292724736,144474112,197668864,39854080,41926656,171167744,155074560,173084672,172412928
342,74104832,72953856,157122560,153067520,185204736,192331776,207745024,23932928,171286528,172994560,182513664,162070528,29114368,190898176,86794240,82907136,256892928,251940864,242266112,243412992,160391168,153477120,22896640,23560192,185307136,28241920,80142336,83931136,212193280,197324800,216014848,214544384
343,107945984,109154304,194134016,188805120,217243648,230936576,38748160,61964288,210964480,211623936,219770880,201314304,66355200,29040640,125927424,122642432,47689728,48644096,284172288,32174080,198656000,195379200,61976576,63803392,33239040,69066752,120188928,123478016,59052032,44503040,252645376,253390848
344,141697024,140791808,226492416,220520448,47652864,47857664,69931008,95772672,242262016,245219328,58134528,44351488,99454976,64270336,159129600,152674304,84361216,82423808,67993600,66433024,40648704,28909568,101105664,100843520,65081344,101064704,151089152,156422144,93401088,77705216,39559168,39747584
345,29970432,180895744,48168960,35749888,95096832,83546112,107446272,134041600,63221760,66801664,106168320,85442560,148066304,107921408,206114816,195940352,118747136,116011008,101920768,100429824,74686464,64544768,132685824,135487488,108617728,147034112,194445312,205275136,134975488,120320000,89395200,86016000
346,59256832,28483584,87232512,79839232,122089472,127770624,154288128,179757056,122142720,115888128,144576512,135954432,189210624,155123712,44527616,42704896,168009728,158916608,139300864,137523200,112848896,101732352,170180608,174055424,155291648,193359872,57192448,62533632,181878784,163004416,135180288,126119936
347,96722944,58941440,119336960,114917376,161837056,167321600,186634240,218230784,139235328,144412672,177639424,161611776,218656768,186662912,73572352,66510848,205340672,196395008,181657600,177983488,152682496,145514496,213127168,20553728,178618368,221126656,81920000,88363008,211795968,193814528,161333248,158748672
348,130551808,92905472,153477120,147603456,194117632,202149888,221827072,39202816,185286656,194650112,226295808,205451264,52965376,38199296,124997632,116215808,237281280,230060032,221425664,218923008,192061440,183291904,55386112,63188992,35401728,51994624,132800512,141426688,38432768,243503104,207605760,207806464
349,190132224,156381184,214659072,209190912,254263296,261775360,73355264,99880960,237182976,240152576,70148096,46919680,103944192,85241856,171429888,163004416,39550976,38506496,34553856,35545088,226836480,217886720,89190400,97353728,79855616,106205184,178069504,191082496,93212672,84713472,260812800,258846720
350,236515328,201232384,57307136,251551744,87621632,86306816,115359744,148353024,72568832,70324224,120954880,98705408,157462528,137015296,229900288,216563712,102350848,99647488,93990912,96047104,70930432,71868416,148197376,162009088,137707520,159322112,234012672,239263744,144326656,140836864,95698944,93466624
351,49041408,241410048,93224960,61902848,126881792,128962560,155815936,189091840,98889728,97579008,153939968,132108288,188739584,173551616,26570752,242757632,146141184,138907648,136175616,140357632,111222784,117796864,191762432,202592256,163250176,188923904,262418432,40108032,176295936,166690816,121065472,119791616
352,101650432,71184384,146620416,112332800,178929664,188596224,212967424,244027392,153980928,156254208,210972672,198094848,248877056,240984064,93708288,72531968,184254464,179339264,176840704,178110464,150618112,154050560,231944192,17416192,221990912,250732544,89935872,99160064,235782144,225902592,179032064,179060736
353,141664256,110559232,188297216,152698880,218664960,223289344,248324096,59994112,195125248,195633152,250892288,229576704,61829120,29437952,126484480,108621824,242569216,234733568,233824256,236335104,207568896,213479424,48541696,76455936,261181440,63197184,128131072,142389248,274718720,265048064,221659136,220000256
354,180568064,149139456,225488896,191410176,255213568,264548352,45690880,97701888,242204672,238821376,49741824,272936960,102899712,74485760,173056000,148021248,282271744,274255872,273887232,279154688,247455744,253423616,92356608,116568064,67354624,110346240,172392448,191934464,68907008,53002240,272314368,263327744
355,226271232,199368704,273252352,234815488,300589056,312832000,95830016,147013632,293871616,290484224,93749248,78737408,155410432,123854848,222126080,199680000,61857792,62590976,59711488,55025664,283840512,291004416,129081344,153305088,118484992,165474304,222154752,240160768,118841344,100196352,324771840,318795776
356,27443200,244969472,60436480,39714816,89747456,93818880,140853248,193957888,69451776,70483968,134717440,116252672,193761280,167514112,29499392,235900928,110141440,105078784,106676224,107237376,77717504,78577664,178872320,204754944,153186304,197795840,258912256,277626880,153247744,138518528,84561920,87810048
357,67096576,52981760,103886848,79896576,133775360,138964992,185667584,236347392,119128064,120135680,180752384,163852288,244469760,214507520,76611584,47034368,155680768,156336128,151949312,150286336,123428864,126312448,225710080,248885248,205213696,247746560,47742976,68718592,206573568,190275584,132861952,137220096
358,113475584,105660416,153571328,127471616,182181888,188424192,234045440,51974144,158396416,161062912,225222656,204783616,283373568,260399104,118870016,85372928,200753152,192098304,194748416,195284992,165670912,169730048,266260480,56213504,243220480,45916160,88641536,109879296,242659328,227831808,177856512,179662848
359,141160448,133840896,182722560,155185152,209555456,217350144,14929920,80564224,198025216,200617984,25702400,243732480,87859200,61276160,163270656,125493248,251293696,240218112,244486144,244928512,218075136,218337280,66084864,109580288,46092288,94060544,128794624,150863872,41398272,42430464,219951104,221810688
360,204685312,198455296,246910976,218005504,271609856,280768512,76640256,145293312,255942656,258297856,81846272,70311936,144818176,120655872,218386432,181641216,22056960,20459520,19685376,273666048,246542336,248762368,94724096,138477568,98861056,141426688,186445824,209846272,100405248,94703616,278446080,277528576
361,235540480,230027264,54493184,250576896,54157312,55902208,109326336,177434624,293138432,294199296,118566912,105357312,181571584,158375936,252702720,216154112,85934080,82665472,86024192,80855040,65613824,64344064,158679040,203923456,130891776,175198208,220897280,244903936,132296704,129986560,314146816,311808000
362,51023872,38588416,96452608,53301248,93667328,97751040,150519808,222162944,74784768,70037504,156635136,145137664,219267072,199221248,62230528,23429120,118267904,115314688,116998144,114171904,96350208,95244288,189202432,237969408,171540480,218390528,27189248,49659904,175493120,166014976,353435648,354041856
363,97288192,84008960,145408000,100130816,137990144,143151104,196485120,26755072,129167360,134557696,214622208,200781824,281628672,261160960,123301888,80207872,159375360,154624000,159145984,156155904,136511488,138424320,233299968,44515328,231731200,38035456,90046464,114233344,235696128,227041280,135585792,134111232
364,136798208,127705088,186515456,139681792,179167232,186548224,237752320,69881856,158769152,159416320,245153792,231424000,310050816,17821696,156057600,106983424,206725120,202072064,205414400,203091968,184164352,184754176,35217408,90419200,41938944,75321344,115949568,140804096,42217472,20873216,162328576,162152448
365,182337536,175783936,235167744,186535936,225374208,234418176,51081216,117735424,211943424,219447296,69971968,44101632,68612096,73306112,212447232,162865152,249753600,241291264,247988224,245022720,225148928,227409920,78553088,134627328,96407552,128307200,167763968,197988352,99434496,78987264,218763264,216584192
366,247918592,241307648,60473344,250580992,286076928,302329856,111833088,186101760,274878464,275103744,131411968,106983424,130646016,136736768,271167488,221646848,55402496,52273152,63074304,49311744,270524416,274948096,124407808,181776384,152080384,188456960,230100992,257851392,159387648,138518528,280965120,278740992
367,297398272,294875136,114302976,70819840,104878080,101220352,163000320,237645824,71000064,65048576,181108736,154255360,178847744,187658240,75952128,273506304,119062528,117526528,129368064,117174272,73805824,74014720,187797504,248205312,199950336,236621824,278577152,73543680,205840384,192647168,330665984,326975488
368,81981440,79585280,159748096,122085376,152166400,152895488,215334912,286662656,115683328,114507776,230027264,204279808,227504128,238731264,123584512,66658304,175009792,166760448,181886976,166060032,124190720,126894080,241643520,61476864,248520704,285388800,68882432,118013952,255197184,232869888,380526592,379248640
369,117776384,119513088,202833920,161980416,192430080,190926848,253911040,63180800,156893184,156237824,270729216,245170176,268378112,281448448,165015552,109219840,224219136,216330240,231219200,219275264,173912064,177508352,292036608,108662784,24133632,53694464,110043136,158957568,294350848,275042304,79032320,65585152
370,160264192,166113280,249393152,205479936,238100480,236187648,47976448,109780992,213655552,212471808,62681088,303312896,54898688,78209024,225730560,166498304,263540736,255176704,272359424,259239936,214102016,220200960,64835584,149852160,81330176,110145536,168517632,216383488,80912384,80945152,148033536,118673408
371,211283968,217731072,30466048,258293760,287571968,289017856,101670912,163422208,264253440,265093120,105095168,86839296,105406464,131420160,271298560,213282816,52129792,298938368,54960128,305418240,259317760,265953280,109580288,196976640,130428928,165896192,216768512,271118336,130420736,127406080,186564608,171978752
372,272424960,282791936,96145408,44855296,347475968,349151232,158584832,224129024,312717312,314593280,153174016,136753152,157286400,182648832,54685696,266813440,107233280,82128896,107642880,88330240,312365056,319578112,163799040,248954880,182812672,216743936,268165120,50962432,180875264,178876416,239865856,228159488
373,319414272,332374016,147476480,93257728,113037312,115499008,210853888,276140032,365666304,80658432,208269312,194236416,213987328,248655872,111235072,52404224,173060096,144011264,169558016,154316800,83369984,86532096,227401728,45215744,239366144,278327296,65552384,118673408,242532352,234999808,301793280,282714112
374,107372544,107155456,206147584,151515136,169750528,181145600,270393344,70561792,121249792,131870720,260067328,248504320,262701056,296935424,164753408,98037760,219758592,192999424,217698304,200589312,132268032,130596864,275693568,88821760,302206976,65462272,118194176,170897408,296177664,292003840,355524608,343437312
375,140062720,148021248,247074816,192978944,210665472,217374720,41496576,114491392,167133184,176492544,306360320,292806656,306487296,57380864,210366464,142757888,286261248,254558208,283742208,261816320,191512576,196837376,61104128,149770240,65966080,102768640,155959296,208039936,334565376,331694080,89157632,86974464
376,205717504,202104832,300855296,248578048,265904128,269242368,99725312,171184128,235413504,249425920,91394048,81776640,97996800,130957312,286384128,212062208,49987584,290086912,48427008,304029696,231952384,231366656,97615872,190701568,141733888,181030912,225456128,281784320,110489600,109723648,162758656,153817088
377,249257984,259899392,83390464,300974080,317452288,328568832,150351872,226582528,281612288,294576128,142385152,136900608,142114816,179916800,65146880,259887104,110989312,61693952,106086400,61870080,305270784,286453760,152993792,252661760,192417792,233119744,280711168,333021184,165625856,160223232,214786048,217903104
378,300085248,312074240,137691136,81399808,369717248,380624896,202072064,280641536,321507328,334008320,176558080,166531072,180633600,221073408,100233216,294903808,163389440,113344512,157827072,116084736,342355968,343793664,209477632,302432256,226312192,271634432,34488320,86609920,200486912,202272768,255963136,255299584
379,352518144,67035136,192946176,129445888,110714880,118087680,256593920,333062144,66560000,71438336,241258496,229928960,242884608,282013696,162734080,65880064,216244224,164950016,211521536,169672704,94900224,97284096,260808704,76046336,285425664,50884608,94965760,149663744,259956736,261672960,316047360,312684544
380,110239744,117968896,246669312,185724928,159371264,175153152,307331072,98177024,111824896,117227520,281481216,271097856,284987392,33345536,204558336,110710784,268988416,215326720,263184384,218836992,152846336,152129536,318705664,132202496,54870016,90914816,132423680,191873024,301871104,300179456,357171200,353718272
381,157880320,169152512,296570880,233058304,209539072,223858688,77737984,147169280,170725376,179691520,64372736,329494528,66052096,97755136,265859072,167186432,49008640,267792384,48406528,277843968,203010048,204460032,88002560,183173120,112402432,151146496,190595072,253444096,67223552,359071744,78385152,91357184
382,217227264,229986304,60866560,288337920,270372864,288841728,137891840,209670144,224825344,231759872,115945472,95076352,119664640,154005504,319881216,220000256,100421632,39489536,96972800,40783872,251904000,254525440,134152192,231997440,170213376,209285120,247644160,309993472,124841984,120909824,139415552,153194496
383,268566528,280989696,114016256,73011200,320831488,339156992,190435328,265715712,280707072,286961664,169832448,146300928,178581504,212602880,87453696,278548480,162168832,96239616,158085120,101941248,311898112,317808640,194826240,293654528,223653888,263639040,301420544,62304256,176795648,176513024,192204800,204034048
384,307548160,324448256,154996736,114655232,360341504,382001152,233095168,307175424,327159808,57442304,219758592,196472832,223727616,257896448,132837376,49766400,215289856,151818240,208478208,156119040,364347392,371032064,248209408,65773568,284012544,327274496,81936384,114847744,226402304,231804928,246935552,261177344
385,372568064,69656576,217092096,178061312,111874048,117682176,295919616,71262208,98537472,117600256,278728704,259305472,281579520,322674688,202924032,109486080,257277952,190939136,251736064,196366336,72863744,76718080,291901440,108548096,60084224,91623424,138186752,175435776,286760960,286056448,304836608,316764160
386,114581504,116576256,265945088,223801344,156209152,166313984,66039808,120266752,133758976,152014848,312803328,294662144,47779840,76476416,233902080,146587648,322957312,252932096,314601472,259497984,138334208,137265152,65556480,171253760,88780800,121139200,166866944,208187392,316809216,316411904,338051072,348893184
387,166027264,174325760,318709760,275275776,212180992,223600640,123506688,178384896,196136960,214515712,81772544,62423040,109056000,140492800,299311104,209657856,81162240,300658688,81092608,309145600,183873536,188768256,116023296,222060544,151285760,189640704,230961152,272908288,66187264,66678784,84742144,85422080
388,218411008,227561472,94748672,60071936,261890048,275116032,173105152,229085184,261234688,280027136,144031744,129282048,172916736,207421440,82767872,269176832,138301440,71995392,135577600,73035776,234463232,248942592,170991616,273616896,215277568,250634240,292462592,335732736,128163840,127680512,147714048,150417408
389,259895296,269955072,135884800,101986304,304218112,317521920,215740416,274698240,287526912,307044352,173748224,155955200,198512640,235876352,110514176,24883200,188624896,126980096,188932096,126058496,289501184,296906752,224067584,58970112,242663424,279576576,50860032,79155200,158404608,160272384,178065408,178278400
390,302735360,316497920,183812096,147558400,48300032,53563392,261718016,48467968,58855424,70504448,226172928,207478784,249995264,289579008,165257216,74403840,232935424,168120320,231890944,168628224,332886016,341561344,265658368,102699008,293851136,52330496,103882752,130842624,213999616,211136512,232210432,232251392
391,63258624,67125248,238759936,198770688,102912000,107159552,39350272,106721280,111919104,123768832,279642112,260222976,302329856,53358592,214491136,128622592,279302144,212840448,279171072,214306816,77066240,89464832,33103872,147931136,76754944,109916160,159600640,186208256,264941568,267685888,294068224,290324480
392,115720192,120815616,292564992,252678144,155611136,163332096,91176960,162181120,161845248,174088192,54771712,308244480,79564800,108077056,265469952,174309376,52297728,264499200,52342784,270680064,130596864,142917632,85561344,201605120,119508992,152072192,202629120,234856448,311615488,312561664,339079168,335273984
393,161382400,170840064,64241664,299921408,205987840,211091456,137433088,217948160,212377600,225660928,103677952,75546624,131411968,157487104,320966656,221720576,105598976,52727808,106737664,66646016,182910976,196603904,141586432,259002368,181927936,215109632,266092544,298962944,76128256,69591040,97255424,101732352
394,214179840,222822400,119316480,84643840,253087744,265486336,193380352,267325440,255201280,269651968,153948160,121524224,177246208,207380480,69992448,265678848,156594176,100966400,157544448,113283072,232411136,248745984,189808640,307376128,215388160,251142144,299524096,49205248,112857088,111284224,137019392,139071488
395,263962624,273162240,166817792,130838528,300158976,314806272,237449216,38531072,303247360,322469888,203264000,170369024,223924224,256299008,124338176,80621568,209584128,150597632,209637376,169095168,285847552,300527616,244236288,76292096,277774336,317865984,97206272,111263744,176611328,175190016,202670080,203309056
396,310263808,321392640,218607616,183373824,84041728,90693632,291389440,93569024,77238272,78192640,253431808,225280000,276000768,315056128,178458624,127860736,257269760,200359936,258191360,216854528,62996480,46411776,289501184,124850176,53481472,80744448,141324288,159420416,218841088,217374720,246345728,249933824
397,70463488,86982656,276545536,240185344,141676544,140783616,73715712,147017728,139636736,138706944,312344576,285982720,330940416,77160448,237760512,186478592,313151488,248614912,307458048,267452416,111656960,97656832,79314944,177451008,115515392,143523840,203321344,225988608,276840448,276017152,313069568,313122816
398,127479808,143691776,53342208,293896192,193609728,201838592,130195456,210206720,185851904,190578688,86065152,74186752,104120320,131297280,286298112,235151360,91275264,36085760,86474752,52797440,162463744,155734016,134569984,223412224,171917312,206848000,267759616,289673216,338305024,343814144,369684480,372477952
399,187699200,207310848,112099328,69349376,250175488,263602176,188547072,267628544,244338688,250789888,148480000,129847296,159424512,192925696,63692800,294555648,145227776,95043584,143675392,111194112,226541568,216522752,193187840,288997376,218959872,251527168,308379648,334360576,86913024,82567168,122179584,119463936
400,225107968,245448704,155860992,112906240,292188160,303915008,230014976,39845888,288423936,290336768,191090688,169857024,200986624,235253760,107614208,54693888,208502784,157597696,203194368,173375488,286044160,279777280,250249216,77615104,283176960,306925568,76902400,95485952,139374592,137801728,185733120,180723712
401,281919488,302526464,216870912,170004480,346816512,363081728,286654464,96313344,338546688,342798336,239710208,222957568,252948480,288952320,157696000,106123264,249012224,193519616,242257920,215130112,34844672,316116992,296767488,117751808,313823232,50085888,110460928,130797568,182050816,175575040,219631616,214646784
402,328376320,354164736,263938048,212398080,100610048,99037184,56127488,146186240,82096128,79183872,286478336,272990208,303308800,339054592,209231872,154648576,305979392,248848384,300961792,272261120,88723456,76378112,66371584,175415296,75202560,116785152,167940096,190611456,238579712,240828416,274935808,282152960
403,106684416,111128576,323428352,270917632,152924160,172945408,112070656,213360640,161906688,145158144,355229696,342822912,83005440,115126272,280707072,223178752,61784064,297385984,47616000,318816256,132268032,122576896,111120384,225820672,128405504,162263040,220499968,243638272,292954112,287305728,334032896,329895936
404,144424960,146882560,78086144,40411136,206516224,212996096,164995072,258641920,194301952,198647808,91787264,89165824,127434752,156053504,36245504,263888896,124628992,83771392,105127936,95023104,192782336,181424128,174137344,288821248,191590400,222711808,277921792,304406528,355500032,349143040,394584064,391114752
405,204464128,205488128,136482816,99692544,263237632,270913536,222912512,315023360,263221248,253788160,152244224,148545536,188366848,223051776,95899648,52654080,171806720,127221760,155955200,138960896,242012160,231518208,223252480,52473856,258351104,292519936,344506368,368336896,101265408,99864576,121090048,118067200
406,263684096,269750272,202932224,160444416,324603904,336396288,283541504,95510528,316444672,316067840,211820544,208977920,244219904,281681920,154763264,110845952,239042560,192155648,215527424,199979008,299266048,288530432,288911360,120799232,299511808,334721024,105959424,124379136,149331968,145580032,172036096,173748224
407,303833088,312410112,243023872,201027584,63676416,67371008,38092800,134537216,363204608,360628224,257044480,257179648,287088640,326868992,199143424,157569024,293326848,245612544,283045888,265342976,87416832,65011712,347082752,177065984,39051264,77238272,148795392,168775680,192352256,191524864,219107328,218148864
408,359981056,375648256,301834240,257085440,123854848,122957824,98631680,194879488,94076928,94887936,313700352,310476800,45367296,70561792,260222976,215539712,57389056,288808960,324284416,307159040,128655360,108957696,92561408,219230208,96591872,136953856,207929344,230146048,249561088,251699200,278220800,274440192
409,103170048,89837568,63262720,311996416,178143232,180711424,149397504,249704448,157143040,156479488,394362880,370475008,107810816,155533312,321179648,272633856,114593792,56492032,86364160,65052672,187990016,161193984,147742720,273727488,160538624,202379264,271044608,299233280,316108800,318197760,352333824,337555456
410,151982080,150495232,122892288,93163520,228884480,238600192,209469440,309334016,203272192,211034112,122392576,115040256,152735744,190169088,83406848,321994752,171765760,110919680,137928704,119713792,239685632,224620544,203657216,333135872,210833408,254689280,325804032,347377664,362180608,360992768,399921152,390938624
411,196714496,193904640,166232064,136851456,271974400,285302784,253173760,69607424,279105536,273858560,179519488,169652224,227205120,244768768,145195008,109064192,230830080,169697280,194232320,174305280,298426368,280076288,261419008,82018304,261890048,309342208,377925632,410411008,98930688,98365440,121536512,112754688
412,249536512,248700928,221474816,189169664,326823936,341889024,305545216,127426560,311042048,315400192,228229120,223768576,260202496,300593152,186925056,155279360,274853888,211402752,238239744,218230784,58769408,325214208,308092928,126775296,301522944,347324416,92409856,102060032,132481024,134684672,162148352,151883776
413,300466176,301920256,277520384,242950144,376803328,391372800,61489152,176848896,363560960,367632384,281251840,276701184,312586240,356253696,241762304,208072704,330031104,265920512,291282944,273293312,115036160,92848128,57786368,182231040,69910528,100151296,146247680,158199808,186126336,188391424,218693632,206233600
414,367370240,367869952,341692416,299679744,134004736,131956736,125177856,246910976,106790912,111726592,339021824,334262272,84918272,113025024,302399488,264331264,86396928,33406976,48115712,27295744,163020800,141778944,108814336,235163648,127201280,157388800,202629120,217907200,244776960,245415936,276340736,267411456
415,112582656,104849408,90779648,66453504,188907520,182734848,179036160,307904512,159793152,162512896,392892416,386600960,134561792,166608896,354197504,316715008,162484224,99364864,117530624,90931200,230342656,209653760,172560384,306176000,179851264,214376448,257789952,272551936,299212800,299773952,333283328,320225280
416,145219584,148754432,128905216,110665728,225644544,231747584,224825344,39194624,201768960,205312000,106381312,107610112,176852992,211922944,83824640,58609664,212987904,152772608,174534656,149348352,286838784,265883648,224714752,68923392,220463104,254156800,297140224,312602624,340250624,342011904,374464512,364220416
417,190689280,195948544,177152000,155275264,269942784,277073920,269897728,85495808,255807488,264044544,162955264,160219136,230842368,272736256,142204928,114761728,252813312,192184320,214683648,193216512,330465280,311275520,271228928,109576192,275845120,309403648,351371264,372142080,71827456,71958528,89133056,85663744
418,234364928,240103424,221396992,199962624,313737216,321830912,40235008,132956160,304877568,314585088,209584128,211791872,279490560,317407232,191639552,161611776,302850048,243929088,261849088,240246784,79380480,57163776,41046016,158420992,34828288,55603200,91557888,94126080,122064896,120573952,138412032,137687040
419,297721856,308998144,287887360,267784192,377237504,391860224,105537536,198418432,364675072,375025664,275218432,273010688,63631360,377757696,252076032,220647424,60866560,287481856,306073600,283512832,122863616,102481920,81297408,201347072,92704768,114450432,152186880,155607040,179007488,178216960,195960832,193912832
420,355917824,372498432,343670784,318619648,112631808,136347648,159707136,258772992,118034432,134418432,334315520,322965504,111366144,130314240,302653440,281305088,127614976,71442432,95125504,75829248,188915712,167092224,144076800,265506816,146550784,171008000,209702912,216363008,236195840,235339776,251355136,253878272
421,91906048,102490112,120422400,81895424,169127936,180170752,217321472,311705600,183226368,189083648,68501504,80711680,179933184,192368640,84430848,59564032,189542400,139354112,159072256,137236480,252354560,233242624,210149376,325230592,200261632,224604160,259784704,268095488,288141312,284966912,308621312,308129792
422,127582208,133562368,149385216,117768192,203264000,213872640,248733696,67411968,207155200,211718144,92844032,113778688,202276864,223301632,115658752,82087936,254509056,187039744,213258240,195616768,303759360,287797248,266326016,89968640,238030848,260694016,296103936,304037888,325632000,320798720,344412160,345382912
423,165367808,176775168,191385600,158195712,246185984,257056768,23572480,109256704,259506176,260206592,142491648,153206784,252502016,273866752,158605312,128786432,279015424,219000832,241991680,224927744,56877056,37068800,294522880,124506112,283787264,310550528,345960448,353259520,70488064,70979584,87334912,85037056
424,222773248,234283008,254603264,218574848,301637632,318840832,82292736,171778048,312291328,318300160,197029888,208609280,306294784,331771904,215908352,185909248,52936704,272056320,295198720,283906048,105938944,87953408,69664768,181104640,78974976,97681408,108531712,111292416,133959680,129859584,141692928,146870272
425,280694784,292773888,312496128,284459008,358834176,382595072,142503936,224907264,373620736,373182464,256339968,263548928,361324544,392089600,272666624,240091136,102281216,53501952,68993024,54362112,159391744,138776576,118919168,226476032,131936256,156094464,159305728,162455552,186114048,183750656,198680576,199876608
426,330285056,347893760,366882816,325726208,109879296,122757120,188256256,282669056,100192256,109326336,311418880,319111168,119939072,126070784,325734400,292777984,164855808,115712000,136183808,118456320,217944064,200404992,180572160,289726464,179605504,204627968,210919424,214781952,237240320,235220992,250560512,252137472
427,68739072,73302016,101445632,97251328,160100352,173563904,238755840,49139712,155590656,167628800,368726016,373915648,173056000,186179584,384962560,346673152,228601856,173838336,194580480,180092928,276054016,264798208,240406528,66097152,241627136,268488704,271044608,271335424,293023744,291467264,308056064,307765248
