bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
169,6377664855,6574620136,6579051337,6418242886,6327752662,6568797502,6476663845,6632500323,6487421980,6529371451,6509186330,6477118831,6471638371,6744304458,6554935161,6351082526,6521228875,6316013908,6486724231,6550454366,6443162172,6544829006,6511127587,6565001040,6362496063,6556679078,6417270191,6623453738,6501431953,6462998436,6636147053,6619687489
170,6410462712,6615339245,6611436761,6457426063,6367060067,6608974472,6510972893,6673899968,6519720686,6569162000,6546628412,6519210360,6512890407,6778260476,6592618424,6389417753,6562773849,6354972846,6525573683,6590740845,6479657714,6579633232,6544803672,6602516025,6405752077,6603391339,6461957982,6661862317,6545137689,6508533647,6685764265,6663683000
171,6433486800,6638375000,6635287256,6478996334,6388574971,6631186510,6532960953,6696940489,6541540299,6592007584,6568977575,6542065132,6534346560,6801755223,6614821390,6411094051,6595305540,6387302745,6558854537,6624322763,6517587256,6618729027,6584453332,6638634194,6427392673,6625424942,6481904129,6682765959,6566111294,6530249853,6707832766,6685614316
172,6487299407,6696468664,6691464541,6530822056,6445670893,6681178359,6582794051,6748304028,6596099351,6645974025,6623954177,6596699911,6587475544,6859588099,6672262559,6462340294,6620455096,6410835569,6584229681,6652537847,6543798631,6643978579,6608176088,6662934417,6478332970,6676766226,6532534396,6735730317,6617028284,6581550196,6759951082,6736855751
173,6524407705,6733779256,6729257722,6571496088,6479637178,6724801882,6624673439,6791076811,6634578622,6685746507,6660213806,6635265328,6627411391,6897291144,6709806724,6502360053,6679968578,6469478110,6642188523,6708090027,6597768898,6698130967,6664844689,6721321881,6518981224,6718222854,6574612222,6779348239,6660439986,6621353397,6805030855,6778590837
174,6550382543,6760839959,6756012852,6598191376,6504741757,6751888965,6652531865,6820553924,6661522692,6711851955,6687445598,6661208361,6653147294,6924009440,6735913309,6528735016,6710960289,6499868593,6678028194,6741461630,6632358725,6738050299,6700777628,6754815040,6546885567,6744974478,6601977465,6806223169,6687608804,6652285447,6831454955,6806383500
175,6588489639,6797822945,6793922951,6634469533,6542275352,6789607487,6689521413,6857999261,6696483406,6748150525,6724234871,6699328629,6691210573,6963662075,6775023070,6564998461,6738082093,6526563333,6704978763,6769844589,6659788237,6763343719,6727013563,6781585938,6580549116,6782294584,6639273298,6843375512,6723247587,6687297958,6869030716,6844361287
176,6622705710,6832578414,6829993197,6670597800,6576158298,6824428812,6725554843,6894982526,6733467488,6785778474,6760017016,6733812086,6727117529,7001226676,6808221279,6599430938,6777131855,6564219306,6741897240,6806475881,6696418251,6800656300,6764720447,6820994166,6615714872,6816517492,6672400658,6880504269,6756280873,6721069347,6905334455,6877501790
177,6662641353,6872389550,6868336970,6706937246,6613152443,6863455992,6765651437,6933631889,6773137420,6832316193,6798983450,6775775881,6764449314,7040017003,6851260613,6641184786,6813425629,6598551899,6777926563,6841902587,6732047222,6837555030,6799664552,6855437942,6651580742,6853156665,6709399231,6915698417,6792486850,6759028402,6942090302,6914971664
178,6708993223,6923109690,6917126806,6751919490,6657048198,6909947433,6810719232,6982330352,6820114033,6875751913,6848549605,6824262887,6813224204,7092260042,6899296554,6681985753,6868615521,6647018335,6826165627,6898590882,6772157133,6879479803,6840944643,6900911835,6702534520,6903400738,6760945137,6965997892,6844303664,6805407229,6993023430,6963130771
179,6740981060,6955365940,6949326498,6788831689,6694869683,6944691958,6846854167,7020648643,6852545268,6907867985,6879263937,6856480786,6844267595,7124991775,6927149356,6717511346,6901925451,6684015071,6864547243,6930664310,6818380213,6927831782,6885691336,6942115428,6733309908,6938265412,6789389851,6998143284,6875145899,6838553355,7026369698,6997532177
180,6777972113,6996075202,6988763871,6822404915,6729578698,6982929926,6883024921,7059239488,6891314005,6945474203,6913604230,6892251555,6880806044,7163033685,6968973142,6752365742,6935425254,6717322288,6898891771,6965309003,6853184970,6961638634,6919566634,6978577223,6771831958,6977899000,6828108944,7037560782,6913589812,6878880325,7064902523,7039397733
181,6817980659,7037834230,7030534444,6864365717,6769197976,7026699150,6923931366,7100136534,6932113075,6986372365,6957532041,6934226866,6923200549,7208811074,7008664985,6794539123,6974725746,6752552727,6938069669,7003599059,6889471364,6999808453,6961566586,7017954929,6812978266,7019673049,6870787922,7085152164,6957140711,6920045766,7112161947,7081883383
182,6869622598,7091197290,7080643707,6912861122,6817144073,7082832204,6972242585,7150772733,6982963340,7041608437,7004726040,6981001606,6968718632,7255218247,7063791126,6848294742,7014593783,6793889503,6977602404,7045160232,6929711034,7039616543,7000159736,7058340901,6858563664,7066975303,6914991059,7130152394,7003074168,6967484487,7160344874,7127912074
183,6907339801,7127250467,7123339042,6952054333,6859062208,7117623579,7013349048,7190311127,7021158582,7079497430,7045549215,7026761226,7011750948,7298847644,7100955462,6880740702,7065584733,6846361192,7032367017,7098154208,6981289631,7088513817,7047160425,7104674727,6900950283,7109664098,6962565850,7176072994,7047233727,7009770422,7199925645,7173368099
184,6939871078,7163451078,7157133620,6987551107,6891954740,7154055022,7048845268,7225900259,7056925192,7112710574,7081509806,7060524804,7047385134,7336966600,7133418794,6914593191,7105103404,6880868357,7069794912,7137180571,7018538946,7133270713,7094469907,7150829734,6935147156,7145457029,6994794197,7212110752,7079708289,7045118963,7239944949,7211047162
185,6984187930,7197164936,7190246366,7019489118,6922282768,7186200175,7088638885,7262336823,7086105040,7144103536,7110001802,7092581303,7075305548,7365317964,7162153604,6942960732,7137949954,6916814171,7102133433,7171617989,7054074998,7165223968,7126517469,7185545148,6964221077,7173183865,7028011646,7238298583,7111555873,7073925340,7269034183,7239585238
186,7004865436,7228768656,7223743293,7052235866,6954240544,7220442527,7113489321,7293725596,7123488797,7180226600,7147493768,7125703448,7112222514,7404730824,7200446612,6979994593,7177937446,6950825073,7137808484,7213883442,7091395052,7203676696,7166887650,7219330077,6999067691,7212316710,7059521590,7280097788,7146085468,7109952312,7306121813,7277621513
187,7053952135,7275764404,7272053369,7098597571,7000011965,7270015520,7161168832,7342055821,7167057156,7226096149,7191177872,7172985780,7159378185,7453722639,7247686183,7026104361,7204619976,6981258906,7170714007,7238100763,7120113697,7232311260,7194163743,7255552785,7047959961,7258450430,7106256609,7326033841,7192757629,7155838504,7352557344,7324468782
188,7095604961,7323219885,7312392666,7139715445,7039450353,7311219622,7210277629,7396874295,7214429944,7269711323,7237099498,7212789717,7201100245,7497257822,7291357827,7068818737,7252911629,7028098406,7216581993,7285546128,7167500731,7279338503,7243105347,7301710697,7088906087,7302640622,7151089512,7377495427,7237953449,7198163501,7399225124,7367766226
189,7133686155,7362475622,7357016946,7182269022,7082041586,7354304908,7246431891,7428862581,7255625936,7316357198,7279736741,7257304207,7246584977,7546209979,7333709414,7109150439,7295523111,7069360716,7258394813,7331627316,7209746974,7321713926,7284019866,7343247427,7131277655,7346563265,7192132424,7415900681,7282556500,7241761069,7442492001,7410670044
190,7169387813,7400185813,7393953892,7220564801,7117732889,7390584355,7280101658,7467884212,7287506906,7350949995,7313449852,7294751003,7281420436,7579346416,7367619632,7143921507,7338041459,7112456846,7299489376,7369285436,7252212200,7369353137,7325691535,7383614509,7166767266,7383710579,7226326736,7451361100,7316465557,7280263132,7476069416,7446423213
191,7203544871,7435025275,7428408356,7251684514,7151833588,7425649731,7315642202,7501644021,7323039749,7385155531,7350294078,7328935141,7317001477,7617662356,7403688116,7178975577,7374159121,7143876590,7336803252,7406838148,7285464108,7402289672,7360789200,7422304976,7198996943,7418003392,7260119570,7485960839,7351242318,7313759126,7513570711,7482138889
192,7241468521,7474961893,7467938525,7290635366,7191230073,7466425071,7355704832,7541436045,7363305011,7427018182,7389550246,7368764472,7355765967,7658849487,7444609116,7217204917,7411070206,7178922021,7371185448,7443072249,7321043504,7439154940,7396213829,7458563234,7239464890,7458094782,7301667630,7527450772,7390717131,7354526735,7554467800,7523882650
193,7286737139,7524291541,7517185924,7340251912,7238389723,7513450554,7401148845,7592791662,7412317004,7475879183,7434620182,7416460871,7404560417,7706598348,7491119480,7264511646,7451571685,7217587240,7410824287,7482647086,7361700496,7477227051,7439205374,7498730222,7285688513,7507174002,7348845318,7577412076,7437708311,7401421036,7603963766,7572363180
194,7333600708,7570205292,7571245137,7391651801,7281979369,7564187151,7453565033,7638175518,7459678785,7524804197,7482548241,7466329671,7454137137,7756446858,7538627475,7310053222,7498456302,7263924508,7457865363,7529630268,7409202996,7528212283,7488083024,7546488248,7335864117,7555368846,7396155396,7627814731,7493128131,7447914372,7655279348,7615411095
195,7367975915,7605765729,7598792571,7421324254,7314932384,7594778510,7480300317,7676166903,7490678103,7554240901,7514844451,7496064119,7484247902,7791532960,7572236700,7343550675,7553740845,7308630553,7506312699,7583454775,7459680817,7576933690,7534426517,7594516687,7363526696,7587789604,7427470391,7659788579,7519276153,7481156281,7684903972,7653039586
196,7404426982,7642894107,7639305985,7455861835,7355139741,7634363942,7519607337,7712497347,7531572099,7594327222,7555880677,7536546498,7522423899,7833195528,7611739404,7380597837,7581325999,7340921530,7537866839,7611879503,7489756440,7610386264,7569973128,7629460419,7402340032,7628952432,7467012327,7698341203,7557178195,7521567349,7726055029,7693027755
197,7438991124,7683613298,7673817245,7494966905,7392096644,7671209417,7558568567,7751886930,7568010425,7632693706,7593775994,7572163352,7557318232,7869250939,7650999247,7416975511,7620536484,7378336836,7576668513,7651222598,7526224658,7646990867,7606754840,7668540620,7438557736,7666965769,7505142308,7736494484,7594711358,7558465204,7764201147,7735215755
198,7477221111,7719548425,7710585739,7529186447,7424253698,7708049076,7590340885,7788169888,7605007557,7669355689,7632383139,7609880672,7595938392,7909157933,7687758290,7454114471,7659804022,7415747195,7613706772,7690461417,7563014386,7686945983,7643813622,7708490725,7476403642,7704366485,7541968427,7774590041,7632705724,7596593924,7801642437,7769287886
199,7519549714,7762236620,7755545425,7572519949,7466495636,7751980447,7635357262,7833510592,7647551369,7712277715,7675757424,7651975415,7636569325,7952845625,7733156363,7495279878,7696465678,7452013440,7650538444,7727941972,7600460966,7720944144,7682193126,7745013954,7518140053,7745345127,7582218872,7815819583,7676554192,7639964866,7845940429,7810499822
200,7554953424,7799283251,7792016233,7616474367,7501683232,7789279156,7669261519,7866713771,7683630406,7756881648,7707348636,7694038983,7675986584,7992060117,7772272313,7536908839,7738830175,7492362234,7695147691,7767810808,7644652686,7761387741,7723179393,7787703957,7550692273,7782090817,7615026355,7856705453,7712356970,7670524974,7881667249,7846828685
201,7582316771,7827053175,7822253180,7637236595,7531907829,7817207096,7697346699,7897463636,7711943536,7775916012,7737421640,7715498759,7703817096,8021800299,7796490369,7558031010,7777656193,7530212422,7728315233,7804019603,7681385343,7798798351,7756438272,7824153688,7581135767,7811335360,7646491818,7884704616,7739673280,7701581981,7909417782,7878694954
202,7615797253,7859315147,7855444167,7670534583,7563428740,7851394974,7730828296,7930949864,7744565596,7808812995,7771914116,7749510052,7739377136,8056223529,7829696296,7594322725,7803748964,7555479900,7758800075,7834739431,7706725841,7831195197,7790277944,7854086497,7614056528,7845584094,7679034086,7917727606,7773394978,7735024381,7944244550,7913962337
203,7657865202,7903733814,7905240320,7711650333,7604252802,7893632805,7773407361,7974595845,7787656092,7857459452,7813347346,7792370299,7782744590,8100640183,7875452410,7634292262,7836811541,7587646072,7792693948,7868448126,7739564808,7864687936,7823629468,7887521080,7657426940,7894224985,7721027715,7960154389,7816718189,7776718095,7988271359,7955208347
204,7699231012,7944867766,7942763589,7755484759,7644983531,7936505781,7815104710,8019305021,7830417831,7895436883,7855653681,7836599956,7822399990,8144174024,7914924651,7675382199,7884795475,7632823184,7836490473,7915881958,7784264604,7906135108,7867614321,7928224997,7697252427,7932353986,7763703648,8007661667,7860883686,7819296908,8032782298,8000985573
205,7738322764,7980678263,7981211277,7788852278,7680863489,7977326524,7852400175,8052577690,7867501797,7932410395,7889593225,7869888214,7857645053,8182129106,7951471547,7708002188,7924429950,7673114447,7879734405,7954545602,7825974145,7949300618,7910470916,7975830461,7728445831,7963062076,7793875579,8036852109,7889442483,7850309112,8063794801,8030713312
206,7771566155,8022179018,8023099812,7829152454,7716936640,8013574685,7889489240,8094730360,7906264111,7974222282,7931192650,7914507588,7894684794,8223163302,7986936061,7750182453,7959961796,7703625611,7911985153,7987810373,7857535979,7980530914,7941012613,8006377665,7765518568,8001174585,7833280319,8074739889,7926472172,7885515061,8099166421,8069217627
207,7799914911,8049927929,8046742028,7855695338,7745418485,8041521520,7918869334,8124407188,7934298894,7999211571,7961323535,7939005421,7925507393,8250692004,8017530056,7774653538,7995369607,7738321244,7948513633,8024587541,7893433216,8016727015,7982038584,8045575339,7796753029,8035912144,7864846727,8109550363,7961553100,7921891778,8135661754,8102974210
208,7834199102,8091441168,8084213518,7892747680,7788237056,8078322648,7955575256,8160481861,7969263744,8040969660,8001619424,7983186203,7965400888,8286553971,8057449032,7810216245,8028376566,7770895678,7980667863,8059153713,7925576245,8052429624,8011554940,8076419482,7835087171,8074997934,7902555519,8146057416,7997530836,7955766697,8172293793,8138071379
209,7881365414,8134243335,8137768417,7944443399,7830968828,8124726969,8001422824,8207592292,8018375428,8086474956,8044406738,8025088786,8006317629,8339704394,8106197472,7861700302,8063572009,7804765481,8019670215,8097312133,7961368914,8088975272,8046321551,8110706858,7881716665,8121665714,7944991496,8190155197,8040886494,8001659627,8221391320,8183620351
210,7920261756,8175738513,8179765534,7978485837,7863199257,8171381927,8042021409,8252228746,8068068903,8129340891,8090016211,8065516031,8061733797,8392406343,8153476770,7904739065,8112275174,7852857781,8060833189,8143895879,8006532999,8137419306,8092137378,8157098239,7916760509,8159681950,7985003718,8233122159,8082369724,8041182562,8258361466,8224524316
211,7957199548,8216147196,8214979464,8018616394,7901067394,8208539905,8085066769,8290849442,8097962061,8163442191,8124316386,8103998750,8088099437,8419907551,8182890839,7938508891,8152739014,7892099686,8103359249,8183496991,8047522363,8173608121,8134872855,8199577285,7957800860,8199060590,8027342419,8278065394,8120953528,8083240407,8304790790,8268015467
212,7996658068,8255326617,8251558737,8055463723,7944447256,8242113248,8116511376,8327796369,8136765969,8201679611,8168287413,8143107630,8126953118,8457898831,8227774518,7975431638,8191250866,7929949413,8146456710,8225124242,8085568794,8211621866,8177732232,8239014477,7992385986,8232092593,8062513075,8308406991,8163706978,8116027332,8339320007,8306723919
213,8026823092,8285714545,8281177632,8087937620,7972075830,8279984262,8150805945,8359766197,8170476653,8236849077,8199546393,8177390643,8161425059,8495485127,8257265988,8010397095,8228158947,7971907917,8180289213,8255537068,8118364026,8254541108,8206975492,8276727561,8025991070,8268374980,8093614383,8345546885,8193113160,8154278315,8370764031,8336923874
214,8061896629,8324344698,8321254893,8121075731,8008594900,8317322308,8192033766,8401576426,8212123336,8273172434,8236233064,8214752326,8198573405,8532854750,8298678117,8047093357,8258726978,7995562069,8213012458,8291221651,8155859918,8283437697,8240610771,8309860439,8058047050,8300271934,8126615205,8378796728,8224864331,8183846842,8404528176,8371015764
215,8107015305,8370610388,8367298408,8165457698,8051840063,8365430004,8233053985,8443312463,8255960317,8322078873,8285232293,8261547828,8247037758,8586969289,8343737068,8092728207,8292827619,8027918488,8244983984,8323976532,8185586957,8314709237,8273545107,8344684756,8106158211,8352444485,8173709140,8428531739,8276414378,8233970910,8453976685,8419270928
216,8143682013,8417819485,8409488362,8210619484,8094651383,8401730015,8274637455,8485640278,8300791009,8364197832,8330048885,8307666410,8290204925,8624461284,8387552109,8133490310,8343109039,8074551698,8294379441,8374776750,8236592135,8368353076,8323677541,8397286191,8143954770,8386482863,8209106451,8468157177,8308431815,8267191229,8490307935,8453500014
217,8186159648,8454526696,8455112110,8249048836,8132705620,8445151214,8314334910,8529329446,8336770559,8399630956,8361971799,8340785130,8324518430,8666094013,8421605719,8168583652,8378393165,8110206518,8329141000,8410306455,8270299552,8401569346,8359351629,8432534329,8186150354,8433685484,8261137052,8509431329,8355818033,8319506459,8533257852,8500188625
218,8221020000,8490771351,8487330954,8281315440,8166879397,8481325159,8347602843,8567222895,8373046867,8437698109,8399908546,8377953141,8363192615,8706372348,8459324573,8206227188,8420816903,8150424650,8375941023,8450648686,8310056545,8447701888,8402033774,8471122450,8225599004,8471603517,8291368609,8549504775,8395028751,8350373738,8578627347,8542849979
219,8256951049,8527819242,8520799810,8319659189,8201123773,8516102621,8382380369,8602697495,8406344715,8471976029,8433630769,8411900515,8398737587,8740946979,8498529813,8239789097,8464423204,8191429929,8411464364,8492263342,8350792297,8485519675,8443086259,8515266841,8257794712,8501919755,8323475814,8586097973,8425339628,8386699813,8609866044,8574309228
220,8302205200,8573944918,8567928513,8362662821,8246630270,8562624800,8428455228,8645773365,8457020303,8517874193,8482890785,8465546064,8444188227,8790538470,8551103964,8289656590,8491878647,8219979468,8445425785,8526393326,8381055250,8516312458,8475752264,8542691284,8302978026,8550498850,8369740302,8630378592,8473820210,8429343386,8657635785,8620842863
221,8355629414,8627826800,8622832060,8415333723,8298518121,8616260164,8479185139,8704347307,8503729356,8571074955,8531389329,8509235302,8493715028,8845861492,8593943664,8334619607,8543007447,8266422775,8493022557,8573410489,8429885577,8562281459,8523394708,8594147187,8355218160,8603574975,8430215795,8686946743,8522137030,8480866750,8709129393,8677953532
222,8383047422,8659572675,8656090041,8447789121,8328155963,8648738967,8514755878,8734821036,8533854384,8600593307,8559794812,8539663348,8525234953,8875866143,8624081083,8363619872,8595389846,8317947890,8537341550,8620665583,8478571824,8610558365,8574128977,8645366868,8387988302,8639294957,8457302079,8720291564,8560434302,8514796266,8745230721,8709214886
223,8425571492,8706172295,8700868236,8492678283,8363168976,8693436763,8549397742,8769860131,8577261314,8644437645,8602019739,8585307508,8568823607,8919467976,8669667251,8407561294,8628588738,8347632571,8576367184,8659455689,8514371837,8648258703,8607080341,8681264274,8422077305,8673298327,8491872329,8753893375,8596158560,8549250992,8789228817,8753413834
224,8450646547,8729732414,8723288389,8514587314,8390993911,8714928099,8579509691,8800989288,8603011124,8670559374,8630484876,8610324740,8593177873,8945330423,8694216198,8430798585,8657386079,8377429894,8604235457,8688863936,8545901113,8678774924,8635494866,8706757567,8451714768,8706596525,8521565294,8788274492,8626595193,8582359054,8815871504,8779921191
225,8478971403,8756899021,8750611875,8544969501,8420712730,8747364655,8609207731,8831554576,8633179683,8702612356,8660996197,8637595046,8623017729,8976828414,8728290068,8462988745,8699503165,8417149167,8644936137,8729439356,8585313022,8720434482,8677419517,8751139254,8478669491,8735014188,8549702149,8815324689,8652621070,8608950433,8844477642,8808136100
226,8527796486,8809753894,8802862031,8593541135,8470920086,8798754020,8658776203,8883910139,8686666270,8758799267,8713777542,8691801780,8675865099,9029643483,8785982119,8516841891,8724879703,8441668374,8670728790,8755637425,8610086757,8745264611,8703206348,8776906076,8529546341,8789932442,8602517616,8871269818,8706021278,8663655151,8897944658,8861849646
227,8576168463,8857245211,8853185418,8639455953,8520795087,8845568581,8707144388,8932324631,8730019577,8799729070,8758482641,8738628895,8722019412,9075340041,8826230545,8558303438,8779030487,8493854098,8723086373,8803653479,8663926169,8795001896,8750728420,8825150453,8580759443,8840453269,8653541567,8919471318,8756108495,8712448329,8944539699,8910672763
228,8609114734,8890671091,8882751477,8672967330,8548370849,8879928260,8738960727,8968138208,8767471880,8840410692,8792392877,8770616977,8755705851,9114362735,8864249523,8598128959,8815591384,8530893378,8762260730,8847980668,8699629017,8841942673,8797097622,8876724470,8614532554,8874131314,8684835339,8955709352,8789447470,8745555411,8984073019,8946141139
229,8642820821,8928545208,8923308317,8710486410,8586550247,8918939958,8778018236,9007253709,8800358257,8869588621,8827926753,8807061067,8791718658,9148444428,8895338207,8626592353,8854922719,8569358217,8800470550,8886375532,8738665484,8875426428,8832795074,8907328908,8650663937,8910383465,8722051694,8994597306,8826464640,8783184036,9023868253,8984554064
230,8678384822,8965323864,8958508228,8746602835,8620124342,8954690835,8814171314,9044623022,8837164523,8904106444,8864112266,8841207327,8825377265,9184228691,8931572268,8661961440,8892495061,8606915526,8837749104,8923450888,8777877030,8915642215,8869918429,8946821280,8684501212,8947490351,8755431476,9032717545,8865240354,8819682921,9057367427,9018737041
231,8715374073,9003336280,8996153357,8783278754,8656843652,8992455968,8849990194,9080446294,8871547536,8942270529,8896531986,8878443470,8862702009,9222501509,8967287886,8695968095,8921381768,8633070373,8866623216,8953618525,8804928667,8943571047,8899486367,8975565581,8719889895,8983468723,8794572943,9068001829,8898678490,8853830680,9095897720,9059746473
232,8760302928,9048539533,9041559848,8826785719,8702142051,9037611572,8895551096,9128034035,8919082033,8988756101,8944195361,8927981951,8909830548,9272262771,9014858476,8742340803,8968405878,8678587062,8912349287,8997919789,8848348139,8990501481,8946614183,9018762371,8764606977,9034272220,8841692178,9116034101,8946852333,8900729910,9143266041,9105705522
233,8789163646,9080112772,9071894643,8856359105,8731026523,9068682341,8924826575,9158430573,8954942092,9022391123,8981156861,8961000688,8943594330,9308231138,9050775320,8777220085,9010435453,8725956246,8960502800,9046365923,8894304761,9031355213,8988698723,9070595682,8796209035,9064221247,8872611453,9149209577,8976490875,8933521251,9174991300,9138200280
234,8819336767,9109834485,9102077378,8886585452,8760938226,9098072166,8954721238,9189905433,8981265106,9050103323,9005337185,8987162588,8968844062,9336209434,9077205638,8803050033,9042123020,8751920951,8987357260,9078439812,8925946504,9066099714,9020519636,9098458518,8826277425,9095665953,8900648693,9178410374,9006452269,8963071110,9206838564,9169379683
235,8852081958,9145218874,9138820501,8920486488,8793014886,9132997563,8989427546,9226692897,9013392169,9081793801,9037735519,9019681918,9002455399,9369604121,9108347840,8832153104,9077728907,8784609515,9023260395,9113587897,8960160726,9101565628,9055728630,9133243394,8859081478,9130993586,8935986518,9214520166,9040304618,8997436301,9241852260,9204458435
236,8895178608,9180698224,9182702518,8966426309,8834493764,9168832054,9028617928,9262894948,9067597608,9128401325,9083817898,9066373459,9056301829,9414086573,9153206895,8877965350,9108793340,8813139150,9051580356,9143401525,8990937128,9131693200,9084188488,9162159636,8894671282,9171015433,8974393738,9252121840,9078135163,9033941049,9279210426,9241700592
237,8939454490,9231095348,9226989076,9007235687,8876795852,9221417062,9073833700,9309483705,9105914645,9175197434,9128371351,9112690858,9095212429,9464280050,9201508868,8923958001,9148679193,8851284783,9090439801,9181920681,9030307122,9171188291,9122561348,9201070049,8946250066,9215437483,9020509806,9304150650,9121424714,9079572276,9328737269,9289518593
238,8971839826,9268738750,9262137733,9039928655,8913197980,9256302353,9109567175,9352066987,9137986428,9207124251,9160177989,9144568351,9126758559,9498064425,9234930897,8956646431,9197046497,8902013545,9143163883,9235044071,9080111530,9219879544,9173452297,9255128410,8979115775,9253949551,9055957852,9340598281,9161893395,9117125262,9368747706,9329794618
239,9001271256,9299804082,9295451851,9069494329,8941322590,9286661020,9140571335,9381078866,9175190200,9245044746,9197831220,9182918506,9165698642,9537543025,9273352298,8992437327,9240846930,8942050227,9183361457,9277202156,9121312563,9262114551,9216034587,9295921320,9012804041,9283617664,9085770891,9370947899,9190878801,9147994717,9403825088,9359866426
240,9042505669,9343644762,9336208972,9112926699,8985088307,9325125229,9178881815,9420978241,9209703770,9279679219,9231214549,9215816889,9198381162,9572087840,9306263952,9024337356,9269269768,8969361188,9213478458,9306797103,9148987975,9291350454,9245571075,9325222525,9052229858,9329009851,9130785279,9410540908,9228457467,9190161266,9439562367,9398443498
241,9077633739,9372221877,9365458439,9142752309,9012894854,9360921912,9210695278,9456769562,9255454814,9329155951,9276534580,9258556432,9243819721,9620914311,9351500637,9071146165,9304860114,9002963874,9247591122,9339349772,9181374233,9328619469,9278906002,9360694220,9080008369,9355860974,9157166577,9445491180,9262991122,9220974496,9473378460,9431520834
242,9121104746,9435007066,9416756531,9200820409,9063475021,9409435204,9261053609,9510652417,9309629101,9376003181,9327297363,9314398218,9304728957,9684451795,9416285059,9124539852,9340384837,9038093957,9284702530,9379119453,9219708800,9362012942,9316590759,9396557610,9127688306,9408670023,9205664107,9500063901,9311816928,9268120384,9525449500,9487206335
243,9173201663,9476093649,9470608083,9246128393,9113001852,9465803087,9314438183,9559812409,9348377642,9420227074,9371473069,9354562739,9336742275,9717420648,9445521021,9161283109,9389743052,9089583556,9336064611,9429680386,9267570793,9410713184,9366796038,9445343123,9179268526,9460474540,9260064485,9551284306,9364743717,9321801722,9580290447,9537297204
244,9207282796,9512513255,9505411930,9277385086,9147531173,9499198375,9350362920,9597704796,9386511094,9458041764,9410869519,9390996335,9375018331,9756156460,9483802274,9199801140,9448688925,9144647645,9391365798,9487207392,9325493927,9470992222,9426148266,9507664179,9215090533,9498680919,9295779870,9587968387,9400961945,9358568261,9616039417,9572717149
245,9249581944,9552240077,9546892546,9320448285,9188622883,9537096201,9388081045,9640615602,9424398576,9501530617,9446881090,9428649829,9417777930,9796315240,9521637276,9235300609,9484557034,9177011251,9426213584,9523226646,9361512545,9505553943,9459248091,9540147159,9257091238,9541438301,9333587349,9626929804,9439845068,9398466702,9654691762,9613877784
246,9278024371,9588249694,9579730883,9350926506,9217945976,9578246826,9424250043,9672719254,9459607652,9534255058,9485318930,9466689260,9447393715,9834366070,9559272668,9271198879,9526969624,9215760066,9469496957,9564546994,9398051233,9546955140,9498258913,9582980057,9287641255,9571356911,9366831621,9661821815,9477669231,9434392495,9690704057,9649038925
247,9308478225,9617620886,9609655292,9378820546,9248483998,9603209741,9453561300,9703375681,9504801664,9576977555,9533660082,9512376111,9488861981,9878506856,9604856613,9316597268,9565174136,9250143417,9505803542,9601055435,9440683914,9581525483,9537466662,9615959749,9315524772,9601748199,9398644606,9692531020,9506438716,9461471947,9721875072,9678554138
248,9365697849,9678076783,9668422422,9436155338,9304258060,9661681263,9508979469,9761334440,9558681556,9641302606,9583490152,9562369915,9546753823,9930456748,9665992964,9372683665,9593129570,9281413078,9533274491,9630341070,9465418972,9613515799,9568177290,9648732580,9371964893,9660983451,9456885167,9753602426,9561106939,9521060158,9779369224,9736871580
249,9413582162,9723922257,9715213700,9482957764,9349253034,9708198879,9556050757,9812947724,9591677845,9667623736,9619987614,9598486311,9579461095,9972532117,9701803233,9401878733,9650200938,9337403091,9590791043,9689872770,9522701227,9670379302,9628584138,9705732713,9418866953,9707718096,9501422106,9799687768,9609334264,9565074587,9827852304,9787358922
250,9443068813,9758011452,9746797936,9516922422,9380750464,9739747267,9586769383,9845410648,9624683024,9701737322,9650001657,9633037619,9612040348,10007946456,9729327647,9434215930,9698848124,9384543607,9640519339,9738288091,9570275101,9719354794,9675340304,9753863486,9449858711,9741446485,9532978095,9832596576,9640790240,9598105277,9860801353,9817893607
