stat_bytes_used,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
111,473055014912,490423537664,490708598784,476948647936,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914571776,482417709056,481521410048,501552349184,487451688960,472366247936,489502289920,472688308224,485796761600,490517471232,481673322496,490764230656,487869554688,491009630208,474476490752,488976908288,478614167552,494888542208,484512972800,482756489216,496304099328,493381042176
112,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521410048,501552349184,487451688960,472366247936,489502289920,472835948544,485796761600,490517471232,481673322496,490911870976,487869554688,491009630208,474476490752,489124610048,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
113,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521410048,501552349184,487451688960,472366247936,489502289920,472835948544,485796761600,490517471232,481673322496,490911870976,488017195008,491009630208,474476490752,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
114,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366247936,489502289920,472835948544,485796761600,490517471232,481673322496,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
115,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366247936,489502289920,472835948544,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
116,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565553664,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673322496,490911932416,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
117,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565553664,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
118,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565553664,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
119,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756550656,496304099328,493381042176
120,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240602112,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756550656,496304099328,493381042176
121,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240602112,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512972800,482756489216,496304099328,493381042176
122,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796823040,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512972800,482756489216,496304099328,493381042176
123,473055014912,490423599104,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796823040,490517471232,481673322496,490911870976,488017195008,491009630208,474624131072,489124589568,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
124,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796823040,490517471232,481673322496,490911870976,488017195008,491009630208,474624131072,489124589568,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
125,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552472064,487451688960,472366186496,489502351360,472835948544,485796823040,490517471232,481673322496,490911870976,488017195008,491009630208,474624131072,489124589568,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
126,473055076352,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796823040,490517471232,481673261056,490911870976,488017317888,491009630208,474624131072,489124589568,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
127,473055076352,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017256448,491009630208,474624131072,489124589568,478614167552,494888644608,484512911360,482756489216,496304099328,493381042176
128,473055076352,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914571776,482417709056,481521410048,501552349184,487451688960,472366186496,489502289920,472836071424,485796761600,490517471232,481673261056,490911870976,488017256448,491009630208,474624131072,489124589568,478614167552,494888644608,484512911360,482756489216,496304099328,493381042176
129,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521410048,501552349184,487451688960,472366247936,489502289920,472836071424,485796761600,490517471232,481673261056,490911870976,488017256448,491009630208,474624131072,489124548608,478614167552,494888644608,484512911360,482756489216,496304099328,493381042176
130,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521410048,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017256448,491009630208,474624131072,489124548608,478614167552,494888644608,484512911360,482756489216,496304099328,493381042176
131,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521410048,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017256448,491009630208,474624131072,489124548608,478614167552,494888644608,484512911360,482756489216,496304099328,493381042176
132,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417831936,481521410048,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
133,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319207936,482240479232,487565492224,483914571776,482417831936,481521410048,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
134,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417831936,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
135,473055014912,490423599104,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417831936,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
136,473055014912,490423599104,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417831936,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
137,473055014912,490423599104,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417831936,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
138,473055014912,490423599104,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914633216,482417709056,481521348608,501552410624,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
139,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240540672,487565492224,483914571776,482417709056,481521348608,501552410624,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911973376,488017195008,491009691648,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
140,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911973376,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
141,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512972800,482756550656,496304160768,493381042176
142,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512972800,482756550656,496304099328,493381042176
143,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512972800,482756550656,496304099328,493381042176
144,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319207936,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888665088,484512972800,482756550656,496304099328,493381042176
145,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699170816,495319207936,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888665088,484512972800,482756489216,496304099328,493381042176
146,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699170816,495319207936,482240479232,487565492224,483914633216,482417709056,481521348608,501552390144,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124548608,478614167552,494888665088,484512911360,482756489216,496304099328,493381042176
147,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699170816,495319146496,482240479232,487565492224,483914633216,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124548608,478614167552,494888665088,484512911360,482756489216,496304099328,493381042176
148,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699170816,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911932416,488017195008,491009630208,474624131072,489124610048,478614167552,494888665088,484512911360,482756489216,496304099328,493381042176
149,473055014912,490423537664,490708537344,476948586496,469945356288,489591451648,480699109376,495319187456,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911932416,488017195008,491009691648,474624131072,489124610048,478614167552,494888542208,484512911360,482756550656,496304160768,493381042176
150,473055014912,490423537664,490708537344,476948586496,469945356288,489591451648,480699109376,495319187456,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835989504,485796761600,490517471232,481673261056,490911870976,488017195008,491009691648,474624131072,489124610048,478614167552,494888542208,484512911360,482756550656,496304160768,493381042176
151,473055014912,490423537664,490708537344,476948586496,469945356288,489591451648,480699109376,495319187456,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009691648,474624131072,489124610048,478614167552,494888542208,484512911360,482756550656,496304160768,493381042176
152,473055014912,490423537664,490708537344,476948586496,469945356288,489591451648,480699109376,495319187456,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009691648,474624131072,489124548608,478614167552,494888542208,484512911360,482756550656,496304160768,493381042176
153,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009691648,474624131072,489124548608,478614167552,494888542208,484512911360,482756550656,496304160768,493381042176
154,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451750400,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
155,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366247936,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
156,473055014912,490423537664,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
157,473055014912,490423537664,490708537344,476948586496,469945376768,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
158,473055014912,490423537664,490708537344,476948586496,469945376768,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
159,473055014912,490423578624,490708537344,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304160768,493381042176
160,473055014912,490423578624,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501552349184,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756489216,496304099328,493381042176
161,473055014912,490423578624,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501834264576,487451688960,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124548608,478614167552,494888542208,484512911360,482756550656,496304099328,493381042176
162,473055014912,490423537664,490708598784,476948586496,469945315328,489591451648,480699109376,495319146496,482240479232,487565492224,483914571776,482417709056,481521348608,501834264576,487451688960,472366186496,489502289920,472836009984,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756550656,496304099328,493381042176
163,473055014912,490423537664,490708598784,477163552768,469945315328,489591451648,480914075648,495601491968,482421821440,487565492224,483914571776,482417709056,481521348608,501834264576,487451688960,472366186496,489502289920,472836009984,485796761600,490517471232,481673261056,490911870976,488017195008,491009630208,474624131072,489124610048,478614167552,494888542208,484512911360,482756550656,496304099328,493381042176
164,473055014912,490423537664,490708598784,477163552768,469945315328,489591451648,480914075648,495601491968,482421821440,487565492224,483914571776,482417709056,481521348608,501834264576,487451688960,472366186496,489502289920,472836009984,485796761600,490517471232,481673261056,490911932416,488017195008,491159392256,474624131072,489124610048,478614167552,495052980224,484512911360,482756550656,496304099328,493381042176
165,473055014912,490638471168,490708598784,477163552768,469945315328,489591451648,480914075648,495601491968,482029240320,487565492224,483914571776,482417709056,481521348608,501834264576,487241355264,472366186496,489502289920,472836009984,485796761600,490517471232,481673261056,490911932416,488017195008,491159392256,474624131072,489124610048,478614167552,495052980224,484512911360,482756550656,496519000064,493381042176
166,473269981184,490638471168,490708598784,476736872448,469945315328,489591451648,480914075648,495601491968,482029240320,487565492224,483703332864,482417709056,481521348608,501834264576,487241355264,472366186496,489502289920,472835948544,485796761600,490517471232,481673261056,491093274624,488017195008,491159392256,474624192512,489124610048,478614167552,494801891328,484512911360,482756550656,496519000064,493596008448
167,473269981184,490214494208,490708598784,476736872448,469945315328,489382318080,480487755776,495601491968,482029240320,487565492224,483703332864,482417709056,481310670848,501342826496,487241355264,472366186496,489654153216,472835948544,485796761600,490430103552,481854541824,491093274624,488017195008,490800508928,474624192512,489124610048,478614167552,494801891328,484512911360,482756550656,496519000064,493596008448
168,473269981184,490214494208,490499997696,476736872448,469945315328,489382318080,480487755776,495109718016,482029240320,487847284736,483703332864,482417709056,481310670848,501342887936,487241355264,472366186496,489654153216,472835948544,485796761600,490430103552,481854541824,491093274624,488198475776,490800508928,474624192512,489339514880,478614167552,494801891328,484302790656,482756550656,496095985664,493173121024
169,473269981184,490214494208,490499997696,476736872448,470227107840,489382318080,480487755776,495109718016,482029240320,487356379136,483703332864,482417709056,481310670848,501342887936,487241355264,472366186496,489654153216,472835948544,485796761600,490430103552,481854541824,491093274624,488299270144,490800508928,474624131072,489339514880,478614167552,494680178688,484302790656,482989953024,496095985664,493173121024
170,473269981184,490214494208,490499997696,476736872448,469733761024,489382318080,480487755776,495109718016,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472366186496,489654153216,472835948544,485796761600,490430103552,481463234560,490703286272,488299270144,490800508928,474624131072,489339514880,478614167552,494680178688,484302790656,482989953024,496095985664,493173121024
171,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487755776,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472647979008,489293643776,472835948544,486079098880,490308444160,481463234560,490703286272,488299270144,490800508928,474624131072,489339514880,478614167552,494680178688,484302852096,482989953024,496095985664,493173121024
172,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487755776,495109656576,482029240320,487356379136,483703332864,482207539200,481310793728,501342826496,487241355264,472647979008,489293643776,472835948544,486079098880,490308444160,481463234560,490703286272,488299270144,490800508928,474624131072,488916377600,478614167552,494680178688,484302852096,482989953024,496095985664,493173121024
173,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310793728,501342826496,487241355264,472647979008,489293643776,472985767936,486079098880,490308444160,481463234560,490703286272,488299270144,490800508928,474624131072,488916377600,478404751360,494680178688,484302790656,482989953024,496095985664,493173121024
174,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310793728,501342826496,487241355264,472647979008,489293643776,472985767936,486079098880,490308444160,481463234560,490703286272,487808651264,490800508928,474838814720,488916377600,478404751360,494680178688,484302790656,482547032064,496095985664,493173121024
175,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472647979008,489293643776,472985767936,485588365312,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173121024
176,472843259904,490214494208,490499997696,476736933888,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472985767936,485588365312,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
177,472843259904,490214555648,490499997696,476736933888,469733761024,489382379520,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472985767936,485588365312,490308444160,481463234560,490703286272,487808651264,490800508928,474415263744,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
178,472843259904,490214494208,490499997696,476736933888,469733761024,489382379520,480487694336,495109656576,482029240320,487356379136,483703332864,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588365312,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
179,472843259904,490214494208,490499997696,476736872448,469733761024,489382379520,480487694336,495109656576,482029240320,487356379136,483703332864,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588365312,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
180,472843259904,490214494208,490499997696,476736872448,469733761024,489382379520,480487694336,495109718016,482029240320,487356379136,483703332864,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
181,472843259904,490214494208,490499997696,476736872448,469733761024,489382379520,480487694336,495109656576,482029240320,487356379136,483703332864,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680301568,484302790656,482547032064,496095985664,493173121024
182,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415202304,488916316160,478404751360,494680178688,484302790656,482547032064,496096047104,493173121024
183,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487735296,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415202304,488916316160,478404751360,494680178688,484302790656,482547032064,496096047104,493173121024
184,472843321344,490214494208,490499997696,476736933888,469733761024,489382318080,480487735296,495109656576,482029240320,487356379136,483703394304,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302831616,482547032064,496096047104,493173121024
185,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487735296,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626835456,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496096047104,493173121024
186,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487735296,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626835456,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302852096,482547032064,496096047104,493173121024
187,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487735296,495109656576,482029240320,487356379136,483703332864,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626835456,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173121024
188,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703394304,482207539200,481310670848,501342826496,487241355264,472155602944,489293643776,472626774016,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173121024
189,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703394304,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173121024
190,472843321344,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703394304,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173182464
191,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703394304,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173182464
192,472843259904,490214494208,490499997696,476736872448,469733761024,489382318080,480487694336,495109656576,482029240320,487356379136,483703394304,482207600640,481310670848,501342826496,487241355264,472155602944,489293643776,472626712576,485588303872,490308444160,481463234560,490703286272,487808651264,490800508928,474415140864,488916316160,478404751360,494680178688,484302790656,482547032064,496095985664,493173182464
