stat_bytes_used,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
244,472990961664,490362195968,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389118464,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956353024,490948149248,474562781184,489063956480,478552391680,494827819008,484450492416,482694672384,496243625984,493320761344
245,472990961664,490362195968,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389118464,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956353024,490948149248,474562842624,489063956480,478552391680,494827819008,484450492416,482694672384,496243625984,493320761344
246,472990961664,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389118464,472303243264,489441284096,472774352896,485736005632,490456084480,481610874880,490850926592,487956291584,490948149248,474562842624,489063956480,478552391680,494827819008,484450492416,482694672384,496243625984,493320761344
247,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389118464,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562842624,489063956480,478552391680,494827819008,484450492416,482694672384,496243625984,493320761344
248,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562842624,489063956480,478552391680,494827819008,484450430976,482694733824,496243625984,493320822784
249,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450430976,482694733824,496243625984,493320822784
250,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441345536,472774352896,485735944192,490456084480,481610936320,490850926592,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450430976,482694733824,496243666944,493320822784
251,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441345536,472774352896,485736005632,490456084480,481610936320,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694733824,496243625984,493320822784
252,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441345536,472774352896,485735944192,490456084480,481610936320,490850926592,487956332544,490948149248,474562781184,489063997440,478552391680,494827819008,484450430976,482694733824,496243625984,493320761344
253,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303304704,489441284096,472774352896,485735944192,490456084480,481610915840,490850926592,487956291584,490948149248,474562781184,489063997440,478552391680,494827819008,484450430976,482694733824,496243625984,493320761344
254,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303304704,489441284096,472774352896,485735944192,490456084480,481610915840,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
255,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635396096,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303304704,489441284096,472774352896,485735944192,490456084480,481610936320,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
256,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635396096,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303304704,489441284096,472774352896,485735944192,490456084480,481610936320,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
257,472990900224,490362175488,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303304704,489441284096,472774352896,485735944192,490456084480,481610936320,490851049472,487956291584,490948149248,474562781184,489064017920,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
258,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610936320,490851049472,487956291584,490948149248,474562781184,489064017920,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
259,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610936320,490851049472,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
260,472990900224,490362134528,490647678976,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389057024,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490851049472,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
261,472990900224,490362134528,490647678976,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389057024,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489064017920,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
262,472990900224,490362134528,490647678976,476884574208,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489064017920,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
263,472990900224,490362134528,490647678976,476884574208,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
264,472990961664,490362134528,490647678976,476884574208,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450553856,482694672384,496243625984,493320761344
265,472990961664,490362134528,490647638016,476884574208,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450553856,482694672384,496243625984,493320761344
266,472990961664,490362134528,490647638016,476884574208,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458372608,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450553856,482694672384,496243625984,493320761344
267,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610915840,490850926592,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450553856,482694672384,496243625984,493320761344
268,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610915840,490850926592,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450553856,482694672384,496243625984,493320761344
269,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610915840,490850926592,487956291584,490948149248,474562781184,489063956480,478552453120,494827819008,484450492416,482694672384,496243625984,493320761344
270,472990900224,490362134528,490647638016,476884512768,469881462784,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389057024,472303243264,489441284096,472774414336,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
271,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487389057024,472303243264,489441284096,472774414336,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
272,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774414336,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562781184,489063956480,478552391680,494827819008,484450430976,482694733824,496243625984,493320761344
273,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774414336,485736005632,490456145920,481610874880,490850926592,487956291584,490948210688,474562781184,489063956480,478552391680,494827819008,484450430976,482694733824,496243625984,493320761344
274,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501490466816,487388995584,472303243264,489441284096,472774414336,485735944192,490456145920,481610874880,490850926592,487956291584,490948149248,474562842624,489064017920,478552391680,494827819008,484450492416,482694733824,496243687424,493320761344
275,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441284096,472774352896,485735944192,490456145920,481610874880,490850926592,487956291584,490948149248,474562842624,489064017920,478552391680,494827819008,484450492416,482694733824,496243687424,493320761344
276,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441284096,472774352896,485735944192,490456145920,481610874880,490850926592,487956291584,490948149248,474562842624,489064017920,478552391680,494827819008,484450492416,482694672384,496243687424,493320761344
277,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850988032,487956291584,490948149248,474562842624,489064017920,478552391680,494827819008,484450492416,482694672384,496243687424,493320761344
278,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441284096,472774352896,485735944192,490456084480,481610874880,490850926592,487956291584,490948149248,474562842624,489063956480,478552391680,494827819008,484450430976,482694672384,496243687424,493320761344
279,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504019456,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441325056,472774352896,485735944192,490456084480,481610936320,490850926592,487956291584,490948210688,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
280,472990900224,490362134528,490647699456,476884512768,469881401344,489529958400,480635334656,495257296896,482176880640,487504080896,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441325056,472774352896,485735944192,490456084480,481610936320,490850926592,487956291584,490948210688,474562781184,489063956480,478552391680,494827819008,484450430976,482694672384,496243625984,493320761344
281,472990900224,490362134528,490647638016,476884512768,469881401344,489529958400,480635334656,495404937216,482176880640,487504080896,483850973184,482355179520,481458311168,501638107136,487388995584,472303243264,489441284096,472774352896,485735944192,490456125440,481610936320,490850926592,487956291584,490948210688,474562781184,489063956480,478552391680,494975459328,484450430976,482694672384,496391266304,493320761344
282,472990900224,490509774848,490647638016,476884512768,469881401344,489529958400,480635334656,495404937216,482176880640,487504019456,483998613504,482355179520,481458311168,501638107136,487536635904,472303243264,489441284096,472774352896,485735944192,490456125440,481610936320,490850926592,487956291584,491095789568,474562781184,489063956480,478552391680,494975459328,484450430976,482694672384,496391266304,493320761344
283,472990900224,490509774848,490647638016,476884512768,469881401344,489677660160,480635334656,495404937216,482176880640,487651659776,483998613504,482355179520,481458311168,501638107136,487536635904,472303243264,489441284096,472774352896,485735944192,490456125440,481610936320,490850926592,487956291584,491095789568,474562781184,489063956480,478552391680,494975459328,484598071296,482694672384,496391266304,493468401664
284,472990900224,490509774848,490647638016,477032214528,469881401344,489677660160,480635334656,495404937216,482324582400,487651659776,483998613504,482355179520,481458311168,501638107136,487536635904,472303243264,489441284096,472774352896,485735944192,490456125440,481610874880,490998566912,487956291584,491095789568,474562781184,489211596800,478552391680,494975520768,484598071296,482694672384,496391266304,493468401664
285,472990900224,490509774848,490795278336,477032214528,469881401344,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502881280,481458311168,501638107136,487536635904,472303243264,489441284096,472774352896,485735944192,490603786240,481610874880,490998566912,487956291584,491095789568,474562781184,489211596800,478552391680,494975520768,484598071296,482694672384,496391266304,493468401664
286,473138540544,490509774848,490795278336,477032214528,469881401344,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502881280,481605951488,501638107136,487536635904,472303243264,489588924416,472774352896,485883645952,490603786240,481610874880,490998566912,487956291584,491095789568,474562781184,489211596800,478552453120,494975520768,484598071296,482842312704,496391266304,493468401664
287,473138540544,490509774848,490795278336,477032214528,469881401344,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502881280,481605951488,501638107136,487536635904,472303243264,489588924416,472774352896,485883645952,490603786240,481610874880,490998566912,487956291584,491095789568,474562781184,489211596800,478552453120,494975459328,484598071296,482842312704,496391266304,493468401664
288,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502881280,481605951488,501638107136,487536635904,472303243264,489588924416,472774352896,485883645952,490603786240,481610874880,490998566912,488103931904,491095789568,474562781184,489211596800,478552453120,494975459328,484598071296,482842312704,496391266304,493468401664
289,473138540544,490509774848,490795278336,477032153088,470029103104,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472303243264,489588924416,472774352896,485883645952,490603786240,481758515200,490998566912,488103931904,491095789568,474562781184,489211596800,478552453120,494975459328,484598071296,482842312704,496391266304,493468401664
290,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472774352896,485883645952,490603724800,481758515200,490998566912,488103931904,491095789568,474562781184,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
291,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472774352896,485883645952,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
292,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472774352896,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
293,473138540544,490509774848,490795339776,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472774352896,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
294,473138540544,490509774848,490795339776,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502881280,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
295,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502881280,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700093440,494975459328,484598071296,482842312704,496391266304,493468401664
296,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502881280,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700093440,494975459328,484598071296,482842312704,496391266304,493468401664
297,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700093440,494975459328,484598071296,482842312704,496391266304,493468401664
298,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472922054656,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391266304,493468401664
299,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472922054656,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391266304,493468401664
300,473138581504,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450945024,489588924416,472922054656,485883584512,490603724800,481758515200,490998566912,488103931904,491095851008,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391266304,493468401664
301,473138581504,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450945024,489588924416,472922054656,485883584512,490603724800,481758576640,490998566912,488103931904,491095851008,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391266304,493468401664
302,473138581504,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324582400,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450945024,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095851008,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391266304,493468401664
303,473138581504,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404998656,482324582400,487651659776,483998613504,482502819840,481606012928,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
304,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
305,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103993344,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
306,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
307,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883645952,490603724800,481758515200,490998607872,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
308,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883645952,490603724800,481758515200,490998607872,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
309,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883645952,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468463104
310,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468463104
311,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998736384,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468463104
312,473138540544,490509774848,490795278336,477032214528,470029041664,489677660160,480782974976,495404998656,482324520960,487651659776,483998736384,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468463104
313,473138540544,490509774848,490795278336,477032214528,470029041664,489677660160,480782974976,495404998656,482324520960,487651659776,483998736384,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598132736,482842312704,496391266304,493468463104
314,473138540544,490509774848,490795278336,477032214528,470029041664,489677660160,480782974976,495404998656,482324520960,487651659776,483998736384,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103993344,491095789568,474710421504,489211596800,478700093440,494975459328,484598132736,482842312704,496391266304,493468401664
315,473138540544,490509774848,490795278336,477032275968,470029041664,489677660160,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103993344,491095789568,474710421504,489211596800,478700093440,494975459328,484598132736,482842312704,496391266304,493468401664
316,473138540544,490509774848,490795278336,477032275968,470029041664,489677721600,480782974976,495404998656,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998566912,488103993344,491095789568,474710421504,489211596800,478700032000,494975459328,484598132736,482842312704,496391266304,493468401664
317,473138540544,490509774848,490795278336,477032275968,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998628352,488103993344,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
318,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536697344,472450883584,489588924416,472921993216,485883584512,490603765760,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
319,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651659776,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603765760,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
320,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480783036416,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450985984,489588924416,472921993216,485883584512,490603765760,481758515200,490998566912,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
321,473138540544,490509774848,490795278336,477032214528,470029041664,489677598720,480782974976,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450985984,489588924416,472921993216,485883584512,490603765760,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842312704,496391266304,493468401664
322,473138540544,490509774848,490795278336,477032153088,470029041664,489677598720,480782974976,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450985984,489588924416,472921993216,485883584512,490603765760,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842415104,496391266304,493468401664
323,473138540544,490509774848,490795278336,477032153088,470029041664,489677660160,480782974976,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450985984,489588924416,472921993216,485883584512,490603765760,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700032000,494975459328,484598071296,482842415104,496391266304,493468401664
324,473138540544,490509774848,490795278336,477032153088,470029041664,489677660160,480782974976,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450985984,489588924416,472921993216,485883584512,490603724800,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700072960,494975520768,484598071296,482842415104,496391266304,493468401664
325,473138540544,490509774848,490795278336,477032153088,470029041664,489677660160,480782974976,495404937216,482324520960,487651721216,483998613504,482502819840,481605951488,501638107136,487536635904,472450883584,489588924416,472921993216,485883584512,490603724800,481758515200,490998628352,488103931904,491095789568,474710421504,489211596800,478700032000,494975520768,484598071296,482842312704,496391327744,493468401664
