op_rw_wait_pa_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
432,0.302312,0.353461,0.182067,0.125829,0.046949,0.055269,0.088969,0.06669,0.029228,0.034653,0.148185,0.151146,0.034498,0.071155,0.214105,0.194869,0.080095,0.071311,0.087769,0.076471,0.156659,0.09282,0.078608,0.161258,0.017083,0.035999,0.034329,0.023712,0.026222,0.019995,0.046598,0.025917
433,0.051209,0.063882,0.038757,0.042844,0.046101,0.050976,0.239798,0.074544,0.063659,0.05678,0.098388,0.110101,0.060987,0.082861,0.071699,0.063747,0.083609,0.052939,0.039066,0.038766,0.146954,0.218201,0.129863,0.093374,0.069216,0.09997,0.043528,0.059464,0.106312,0.110887,0.455182,0.478584
434,0.02735,0.032898,0.031077,0.028112,0.02787,0.028655,0.036609,0.031396,0.059626,0.053435,0.057813,0.057607,0.062079,0.057563,0.05843,0.071047,0.155823,0.124098,0.152564,0.096624,0.064155,0.080529,0.069619,0.088747,0.473489,0.084547,0.216779,0.217478,0.245829,0.400874,0.422828,0.357219
435,0.111334,0.162888,0.163861,0.149939,0.106511,0.163048,0.118514,0.123903,0.492685,0.210327,0.185634,0.200519,0.20675,0.232461,0.201147,0.507654,0.05479,0.06627,0.042616,0.15384,0.047905,0.035722,0.063524,0.041249,0.491358,0.208295,0.524619,0.599687,0.362982,0.516074,0.529868,0.501156
436,0.078901,0.12601,0.108716,0.10303,0.526394,0.509459,0.098635,0.149131,0.784372,0.383546,0.142093,0.135359,0.42773,0.59536,0.124056,0.541547,0.22853,0.184895,0.190956,0.272041,0.234886,0.200653,0.21308,0.305517,0.155235,0.133584,0.250039,0.366741,0.147623,0.265296,0.233124,0.264648
437,0.163109,0.178091,0.451134,0.380595,0.398879,0.312851,0.168327,0.315078,0.730397,0.330554,0.156297,0.145319,0.327224,0.595436,0.221734,0.547517,0.06861,0.085695,0.089143,0.074683,0.051944,0.075506,0.078623,0.285464,0.094475,0.133455,0.157111,0.276103,0.12588,0.194463,0.186967,0.202531
438,0.160251,0.158734,0.286224,0.229307,0.109602,0.061098,0.057428,0.116401,0.320818,0.060507,0.430691,0.364002,0.058378,0.22013,0.109568,0.401124,0.142956,0.15374,0.17845,0.151709,0.349074,0.352956,0.19986,0.225504,0.038593,0.091038,0.037611,0.05484,0.043594,0.044092,0.065114,0.049381
439,0.038574,0.049818,0.054508,0.047342,0.038759,0.039203,0.054537,0.060962,0.166535,0.045575,0.270419,0.229789,0.05236,0.123124,0.07138,0.141237,0.084872,0.037642,0.053667,0.033212,0.039094,0.519082,0.201727,0.039759,0.183279,0.138698,0.078685,0.08846,0.136922,0.155971,0.189488,0.227494
440,0.17203,0.134578,0.157716,0.15679,0.18356,0.155883,0.170404,0.192114,0.383667,0.358143,0.429924,0.362953,0.354375,0.438302,0.42859,0.331286,0.02751,0.170517,0.173806,0.197846,0.02846,0.198111,0.034077,0.04514,0.389241,0.432756,0.752453,0.813209,0.566112,0.532401,0.581372,0.634642
441,0.368451,0.407059,0.400483,0.374435,0.342306,0.378246,0.422549,0.45592,0.517951,0.518399,0.620169,0.492496,0.442415,0.632153,0.609259,0.430272,0.296004,0.286107,0.28719,0.264378,0.269086,0.270839,0.266924,0.309011,0.507613,0.568413,1.02458,1.183655,0.737981,0.681278,0.77332,0.889629
442,0.388531,0.424956,0.422404,0.42137,0.692717,0.737555,0.518331,0.763148,0.612673,0.679562,0.476306,0.259325,0.669142,1.070814,0.453841,0.168804,0.423357,0.355727,0.398172,0.408041,0.348046,0.433276,0.42401,0.663937,0.28164,0.362327,0.92479,1.160798,0.652773,0.498624,0.756027,0.8986
443,0.075624,0.127162,0.239726,0.202391,0.259463,0.392787,0.187011,0.402144,0.074369,0.099533,0.033835,0.019968,0.215919,0.702969,0.148159,0.163164,0.484721,0.251652,0.443498,0.469654,0.473322,0.475976,0.427462,0.659262,0.026408,0.036667,0.279512,0.661352,0.094236,0.03598,0.206414,0.34777
444,0.110477,0.137488,0.055392,0.038781,0.032954,0.048178,0.101912,0.052167,0.022385,0.019337,0.344165,0.35037,0.025711,0.251276,0.163939,0.180234,0.154069,0.021599,0.058968,0.074479,0.145945,0.275202,0.105589,0.208694,0.049809,0.154625,0.045456,0.266067,0.023317,0.030106,0.039678,0.060573
445,0.03934,0.043359,0.037407,0.042649,0.032387,0.034267,0.02598,0.050434,0.054909,0.05366,0.182266,0.182761,0.046382,0.127051,0.054737,0.065097,0.098994,0.100004,0.124793,0.074162,0.035707,0.106894,0.047703,0.059074,0.186967,0.093052,0.041988,0.117999,0.115524,0.137608,0.130638,0.17151
446,0.048905,0.064911,0.075995,0.056739,0.058373,0.043913,0.052014,0.062132,0.147297,0.183109,0.165196,0.152275,0.123171,0.210711,0.135846,0.142756,0.036391,0.071384,0.051169,0.188998,0.033115,0.043632,0.049678,0.037558,0.195858,0.218806,0.343717,0.378966,0.362435,0.359126,0.439108,0.44866
447,0.100195,0.190142,0.23079,0.142368,0.099731,0.161882,0.188326,0.360865,0.38337,0.415079,0.410763,0.34807,0.32463,0.48088,0.274564,0.363721,0.070692,0.038879,0.081722,0.051758,0.095869,0.086045,0.075811,0.232457,0.370708,0.495136,0.577357,0.664818,0.548845,0.56171,0.720579,0.67492
448,0.119335,0.282641,0.261315,0.137426,0.518014,0.510539,0.236383,0.506764,0.297868,0.983697,0.154914,0.106244,0.25894,0.559704,0.065647,0.108341,0.284005,0.170349,0.271559,0.273453,0.287649,0.28721,0.283375,0.436539,0.102834,0.206561,0.280191,0.378171,0.241818,0.2362,0.48472,0.422359
449,0.139781,0.164563,0.090564,0.072544,0.090919,0.092723,0.039634,0.096053,0.11802,0.553801,0.093409,0.081524,0.068303,0.258897,0.236028,0.168237,0.246598,0.063438,0.244057,0.219848,0.334499,0.342327,0.282812,0.399786,0.146322,0.089116,0.04023,0.075535,0.075071,0.051055,0.09704,0.072883
450,0.123524,0.174029,0.032385,0.029102,0.022077,0.024017,0.022597,0.029893,0.071022,0.142996,0.298139,0.326031,0.069757,0.095193,0.118469,0.099783,0.050178,0.02989,0.030991,0.022262,0.022763,0.110236,0.040306,0.030415,0.125156,0.094758,0.085644,0.098021,0.085673,0.079979,0.091783,0.075025
451,0.138207,0.156023,0.111345,0.137215,0.125551,0.14122,0.112319,0.133137,0.328755,0.339904,0.603107,0.634468,0.323329,0.357735,0.31521,0.276696,0.012383,0.062144,0.092728,0.190356,0.011364,0.014143,0.010702,0.010685,0.22474,0.259951,0.253674,0.225341,0.51923,0.615826,0.447264,0.4245
452,0.168845,0.274498,0.212653,0.195519,0.180521,0.202339,0.20984,0.41692,0.259509,0.228959,0.609357,0.621959,0.217784,0.364078,0.208413,0.166894,0.235661,0.216672,0.201998,0.237769,0.229755,0.225671,0.251798,0.177065,0.133635,0.178171,0.638207,0.715232,0.568943,0.665221,0.672626,0.619141
453,0.07305,0.204094,0.103493,0.090319,0.093803,0.14352,0.094955,0.517772,0.268811,0.226403,0.516699,0.532865,0.153203,0.375251,0.201827,0.136153,0.258068,0.106954,0.27451,0.188806,0.305929,0.288716,0.277083,0.662252,0.162114,0.127554,0.603448,0.701451,0.565367,0.608384,0.697755,0.618635
454,0.04976,0.147571,0.052208,0.049823,0.271183,0.371951,0.21853,0.453664,0.160262,0.273959,0.293718,0.252635,0.170918,0.452254,0.038486,0.01379,0.112995,0.079206,0.176172,0.098606,0.232628,0.221537,0.119178,0.590793,0.016213,0.052796,0.299768,0.520215,0.258338,0.352884,0.547296,0.423029
455,0.124314,0.130621,0.116233,0.086471,0.01086,0.041344,0.038948,0.128224,0.024141,0.035475,0.020108,0.024157,0.041389,0.179821,0.085287,0.117829,0.238234,0.066352,0.101244,0.048342,0.225344,0.360729,0.111759,0.535108,0.094007,0.100861,0.074658,0.161909,0.068183,0.069102,0.183469,0.130342
456,0.094739,0.109003,0.078248,0.088684,0.089873,0.085596,0.071054,0.072239,0.288793,0.251057,0.533711,0.595314,0.210327,0.305058,0.489432,0.476394,0.028977,0.034404,0.088756,0.014581,0.007626,0.090138,0.006263,0.161049,0.252068,0.538876,0.376228,0.371719,0.335198,0.269157,0.309275,0.303239
457,0.259794,0.393557,0.238234,0.255771,0.290371,0.290995,0.259455,0.337854,0.359075,0.356042,0.790908,0.799351,0.209301,0.490469,0.666628,0.572369,0.143906,0.119989,0.169296,0.325186,0.133605,0.150533,0.133129,0.143253,0.217676,0.657089,0.404191,0.441865,0.728699,0.722813,0.330445,0.387914
458,0.263399,0.439359,0.234261,0.310897,0.34529,0.396773,0.380315,0.690477,0.395326,0.409449,0.775676,0.868474,0.143792,0.551554,0.646953,0.493355,0.346952,0.226202,0.360671,0.395598,0.26824,0.367232,0.364466,0.54534,0.055464,0.507453,0.409165,0.546132,0.494489,0.584236,0.747982,0.96371
459,0.031427,0.234339,0.0415,0.139443,0.161134,0.217635,0.200771,0.512476,0.158823,0.607474,0.244676,0.439539,0.01048,0.299416,0.176063,0.070794,0.423374,0.254643,0.464723,0.411759,0.330716,0.474136,0.430675,0.749223,0.009964,0.051109,0.058944,0.182142,0.016783,0.072557,0.224211,0.469046
460,0.009311,0.011639,0.010015,0.012915,0.078799,0.096157,0.012472,0.022843,0.011077,0.175327,0.012645,0.009161,0.099138,0.035612,0.012766,0.008729,0.118346,0.023729,0.207521,0.150181,0.145777,0.280699,0.242432,0.497348,0.030902,0.06327,0.023633,0.018431,0.012592,0.018313,0.025932,0.012781
461,0.193717,0.182408,0.08566,0.123642,0.025517,0.019769,0.026462,0.044636,0.094916,0.108621,0.106696,0.124893,0.09735,0.152824,0.117732,0.147558,0.014904,0.042796,0.011148,0.012855,0.028057,0.135119,0.017517,0.026031,0.33899,0.225314,0.240993,0.241937,0.180235,0.202822,0.220137,0.210518
462,0.375581,0.357523,0.278028,0.310033,0.2652,0.246623,0.272591,0.281328,0.291592,0.241462,0.420754,0.534392,0.215713,0.385213,0.662422,0.653908,0.036565,0.043481,0.092421,0.153674,0.034382,0.032677,0.03095,0.032676,0.503531,0.483799,0.448292,0.50382,0.33148,0.418777,0.46392,0.475144
463,0.570143,0.570448,0.551088,0.499737,0.467295,0.508872,0.505376,0.622073,0.57504,0.467822,0.891303,0.990957,0.443424,0.748252,0.937909,0.888009,0.239834,0.223681,0.291602,0.411968,0.222368,0.257945,0.270475,0.264047,0.604686,0.741317,0.690535,0.822185,0.74038,0.894721,0.738559,0.760839
464,0.71664,0.754989,0.784726,0.714757,0.668593,0.703215,0.733238,0.962907,0.712969,0.500254,0.953096,1.038579,0.366721,0.848543,1.044804,0.851294,0.51821,0.400218,0.504475,0.581758,0.400084,0.48233,0.509662,0.69807,0.293681,0.556706,0.942191,1.14741,0.520407,0.909155,1.019216,1.060293
465,0.335851,0.502258,0.527143,0.390109,0.622926,0.67845,0.773139,0.856366,0.488273,0.355625,0.600004,0.697752,0.05957,0.516197,0.679345,0.349554,0.685695,0.560855,0.703371,0.75734,0.613569,0.757107,0.708486,0.916702,0.059233,0.341892,0.771098,1.064559,0.122829,0.423581,0.61384,0.692033
466,0.045941,0.144974,0.146155,0.074762,0.378426,0.498684,0.370798,0.489223,0.111981,0.08528,0.249772,0.295028,0.140601,0.57737,0.300057,0.05799,0.713613,0.224902,0.417508,0.419128,0.580474,0.888727,0.543958,0.678012,0.083466,0.140516,0.304972,0.657275,0.034694,0.086628,0.220129,0.288409
467,0.150837,0.137551,0.285762,0.124938,0.061536,0.116776,0.069053,0.111697,0.163827,0.184887,0.141133,0.117965,0.117844,0.389023,0.091712,0.072813,0.319298,0.177276,0.273351,0.087132,0.196004,0.713807,0.147042,0.282844,0.12673,0.224421,0.22831,0.576037,0.197653,0.197111,0.237869,0.257165
468,0.248342,0.341627,0.399938,0.227775,0.221813,0.22207,0.192581,0.250206,0.294595,0.299016,0.29321,0.208431,0.190786,0.576441,0.608276,0.49175,0.056002,0.042518,0.110279,0.172254,0.066649,0.21239,0.059966,0.076057,0.14609,0.329857,0.304352,0.719359,0.360917,0.363287,0.380185,0.412137
469,0.297507,0.418711,0.483649,0.269151,0.231166,0.316331,0.277874,0.506819,0.405693,0.328316,0.912922,0.638925,0.443324,0.718527,0.865559,0.507111,0.193423,0.180152,0.214979,0.221944,0.177915,0.261554,0.215905,0.310119,0.076593,0.265435,0.210597,0.720571,0.547564,0.596516,0.53869,0.466657
470,0.151204,0.318826,0.3198,0.146774,0.137726,0.250068,0.295975,0.43256,0.278536,0.317177,0.684741,0.358703,0.17076,0.475955,0.571722,0.217239,0.323749,0.192045,0.349827,0.32373,0.149245,0.368923,0.244386,0.452215,0.043318,0.041532,0.166378,0.485655,0.075941,0.102967,0.416153,0.355976
471,0.027535,0.032231,0.046662,0.045818,0.146515,0.144016,0.024075,0.03651,0.091081,0.144243,0.193522,0.035865,0.036451,0.096093,0.109353,0.083294,0.435285,0.130285,0.263713,0.212804,0.106622,0.26452,0.368201,0.342079,0.409378,0.397341,0.354317,0.554751,0.122436,0.132238,0.198201,0.231497
472,0.079926,0.108506,0.147233,0.147468,0.189025,0.232988,0.109939,0.122441,0.085278,0.135283,0.122691,0.054956,0.380235,0.598669,0.082742,0.082988,0.056071,0.107725,0.013698,0.027988,0.040788,0.109425,0.024903,0.026257,0.189642,0.2601,0.179733,0.438669,0.081126,0.057773,0.065585,0.108464
473,0.312823,0.339531,0.306382,0.260779,0.051246,0.084198,0.061811,0.060151,0.048181,0.373159,0.063832,0.599844,0.450477,0.552863,0.086093,0.045561,0.092186,0.11388,0.298178,0.389995,0.087817,0.076215,0.128345,0.104813,0.054952,0.125822,0.055621,0.292653,0.069928,0.075774,0.061355,0.076781
474,0.261703,0.30007,0.242651,0.145282,0.10996,0.121494,0.124174,0.380624,0.218467,0.362355,0.252224,0.527866,0.395956,0.579255,0.509693,0.533766,0.089207,0.08433,0.140191,0.318069,0.080024,0.07688,0.106328,0.206016,0.370512,0.308136,0.288561,0.454334,0.299581,0.302421,0.29354,0.342525
475,0.386815,0.415468,0.356486,0.315054,0.220646,0.314579,0.306632,0.506123,0.000894,0.276765,0.582247,0.798381,0.261075,0.598876,0.499663,0.58145,0.143677,0.111461,0.117047,0.144913,0.127652,0.110091,0.146638,0.393573,0,0.001104,0,0,0,0,0.001001,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305298,0.291925,0.296503,0.326448,0.270698,0.320295,0.311977,0.495443,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
